// key	SPECIAL_DUNGEON_NAME_	SPECIAL_DUNGEON_SECOND_NAME_	SPECIAL_DUNGEON_LOCATION_DESC_
4900		九霄云外 - I	最近我十分幸福，我分不清究竟是梦还是现实。\如果是场梦，那么请不要叫醒我。
490001	第1关	帮忙	
490002	第2关	塞列欧斯	
490003	第3关	继承	
490004	第4关	严格训练	
490005	第5关	魔力枯竭	
490006	第6关	艾莉希恩岛	
490007	第7关	夏季丑闻	
490008	第8关	踢	
5000		九霄云外 - II	甜美梦乡
500001	第1关	与俄涅洛伊见面	
500002	第2关	里欧的嫉妒	
500003	第3关	尼尔提的追迹	
500004	第4关	尼曼的提案	
500005	第5关	热闹派对	
500006	第6关	魔界领袖会议，忽里勒台	
500007	第7关	亲爱的密特拉	
500008	第8关	睁开你的眼睛	
5400		圣诞颂歌	你想听听卡萝的圣诞故事吗？
540001	第1关	新案	
540002	第2关	打工度假	
540003	第3关	圣诞夜	
540004	第4关	过去的Child	
540005	第5关	闯空门	
540006	第6关	现在的Child	
540007	第7关	未来的Child	
540008	第8关	圣诞快乐	
