// key	CHAT_
c002_spa	Vous ne travaillez pas aujourd'hui ?
c002_startbt	Je m'en charge.
c002_story1	Je m'appelle Lisa. Je suis une succube venue servir son nouveau maître.
c002_story2	J'ai servi deux maîtres jusqu'ici... et on dirait qu'il n'y a pas de démons parfaits en ce monde.
c002_story3	Visons le sommet, ne nous contentons pas du minimum.
c002_true1	Je peux tolérer beaucoup de choses, mais je ne permettrai pas qu'on m'empêche de prendre des pauses.
c002_true2	Hmm... Le Maître a du pain sur la planche pour remporter le concours du Roi des démons.\Oh, bonjour, Maître. Je ne vous avais pas vu.
c002_true3	Vous avez fait de gros progrès en tant que prétendant au trône des démons.\Il vous reste beaucoup de travail, bien sûr, mais ne vous en faites pas.\Je ferai mon possible pour faire de vous un démon compétent.
c002_victory	Rien de surprenant.
c003_15_boss_long	Ça te dirait de manger mes bottes ?
c003_15_boss_short	Oh ho ho ho ho ! C'est moi, Davi, la Reine des démons !
c003_15_ctskill	Admire ma puissance !
c003_15_death_1	Comment oses-tu...
c003_15_death_2	D'accord...
c003_15_drive	Maintenant, à genoux !
c003_15_hit_1	Aaah !
c003_15_hit_2	Aaah !
c003_15_hit_3	Ha !
c003_15_prskill	Tu m'en diras des nouvelles.
c003_15_skill	Aaah ha ha ha ha !
c003_15_spa	Si seulement tous les jours pouvaient être comme celui-ci.
c003_15_startbt	Je m'en charge !
c003_15_story1	C'est moi, Davi, la nouvelle Reine des démons !\Ravie de faire ta connaissance, tout ça.
c003_15_story2	Tu arrives peut-être à tromper Dieu, mais la Reine des démons Davi voit clair dans ton jeu !
c003_15_story3	Tu veux dire que la Reine des démons Davi n'est rien d'autre qu'une harceleuse cultivée ?
c003_15_true1	Monaaa ♥ La Reine des démons Davi va faire de toi sa femme !
c003_15_true2	*soupir* Quand est-ce que je pourrai enfin retourner dans le Royaume infernal... ?\Tout ça, c'est de ta faute !
c003_15_true3	C'est à cause de toi que mes plans ont échoué !
c003_15_victory	Hé hé hé ! C'était rien du tout !
c003_16_boss_long	Ça te dirait de manger mes bottes ?
c003_16_boss_short	Oh ho ho ho ho ! C'est moi, Davi, la Reine des démons !
c003_16_ctskill	Admire ma puissance !
c003_16_death_1	Comment oses-tu...
c003_16_death_2	D'accord...
c003_16_drive	Maintenant, à genoux !
c003_16_hit_1	Aaah !
c003_16_hit_2	Aaah !
c003_16_hit_3	Ha !
c003_16_prskill	Tu m'en diras des nouvelles.
c003_16_skill	Aaah ha ha ha ha !
c003_16_spa	Si seulement tous les jours pouvaient être comme celui-ci.
c003_16_startbt	Je m'en charge !
c003_16_story1	C'est moi, Davi, la nouvelle Reine des démons !\Ravie de faire ta connaissance, tout ça.
c003_16_story2	Tu arrives peut-être à tromper Dieu, mais la Reine des démons Davi voit clair dans ton jeu !
c003_16_story3	Tu veux dire que la Reine des démons Davi n'est rien d'autre qu'une harceleuse cultivée ?
c003_16_true1	Monaaa ♥ La Reine des démons Davi va faire de toi sa femme !
c003_16_true2	*soupir* Quand est-ce que je pourrai enfin retourner dans le Royaume infernal... ?\Tout ça, c'est de ta faute !
c003_16_true3	C'est à cause de toi que mes plans ont échoué !
c003_16_victory	Hé hé hé ! C'était rien du tout !
c003_17_boss_long	Mort à ces imbéciles de démons !
c003_17_boss_short	Davi entre en scène !
c003_17_ctskill	Chantez les louanges de Davi, la Reine des démons !
c003_17_death_1	Que tout le monde sache... que je suis morte...
c003_17_death_2	Oh non... J'ai perdu !
c003_17_drive	Aie conscience de tes péchés !
c003_17_hit_1	Ouiiiiiiin !
c003_17_hit_2	Ça suffit !
c003_17_hit_3	Ça va se payer cher !
c003_17_prskill	À mon tour !
c003_17_skill	Attention, ça va piquer !
c003_17_spa	Davi entre en scène !
c003_17_startbt	Davi entre en scène !
c003_17_story1	Davi entre en scène !
c003_17_story2	Davi entre en scène !
c003_17_story3	Davi entre en scène !
c003_17_true1	Aie conscience de tes péchés !
c003_17_true2	Aie conscience de tes péchés !
c003_17_true3	Aie conscience de tes péchés !
c003_17_victory	Mort à ces imbéciles de démons !
c003_18_boss_long	Tu sais, Davi, c'est la meilleure !
c003_18_boss_short	C'est bon, t'es prêt ?
c003_18_ctskill	Suis-moi !
c003_18_death_1	J'ai... perdu. *snif*
c003_18_death_2	Je ne dois pas abandonner...
c003_18_drive	N'abandonne jamais !
c003_18_hit_1	Aaaah !
c003_18_hit_2	Ouiiin !
c003_18_hit_3	Gaaah !
c003_18_prskill	Tu peux y arriver !
c003_18_skill	Fonce ! Bats-toi... et remporte la victoire !
c003_18_spa	Je pourrais rester ici toute ma vie, \hi hi...
c003_18_startbt	Je te soutiens !
c003_18_story1	La pom-pom girl suprême est dans la place ! \Je suis là pour te soutenir, alors fais de ton mieux !
c003_18_story2	Ne crois pas que tu vas \réussir à m'embobiner !
c003_18_story3	Hé ! Je suis une vraie pom-pom girl, moi !
c003_18_true1	C'est n'importe quoi... \Comment un démon comme toi a pu survivre jusqu'ici, à ton avis ? \C'est parce que je surveille tes arrières ! Sinon, tu serais mort depuis belle lurette !
c003_18_true2	Tu veux vraiment pas être Roi des démons, maître ? \Tu pourrais faire tant de choses, pourtant... \Ah, ce que t'es pénible ! \Quand t'es comme ça, j'ai même pas envie de te soutenir.
c003_18_true3	Puisque t'as pas d'amis, je vais te soutenir \alors tu ferais mieux de gagner ! \Si tu perds, ça va bien m'énerver !
c003_18_victory	Et c'est grâce à moi !
c003_89_boss_long	Ça te dirait de manger mes bottes ?
c003_89_boss_short	Oh ho ho ho ho ! C'est moi, Davi, la Reine des démons !
c003_89_ctskill	Admire ma puissance !
c003_89_death_1	Comment oses-tu...
c003_89_death_2	D'accord...
c003_89_drive	Maintenant, à genoux !
c003_89_hit_1	Aaah !
c003_89_hit_2	Aaah !
c003_89_hit_3	Ha !
c003_89_prskill	Tu m'en diras des nouvelles.
c003_89_skill	Aaah ha ha ha ha !
c003_89_spa	Si seulement tous les jours pouvaient être comme celui-ci.
c003_boss_long	Oh ho ho ho ! Vous vous en sortez bien pour l'instant, sales démons !
c003_boss_short	Je donnerai tout ce que j'ai !
c003_ctskill	Regarde un peu ça !
c003_death_1	Ça fait mal...
c003_death_2	Gaaah !
c003_drive	Je vais tout détruire !
c003_hit_1	Aaaah !
c003_hit_2	Hii !
c003_hit_3	Gaaah !
c003_prskill	Je m'en charge !
c003_skill	Yah !
c003_spa	Ah non ! Cette zone est interdite aux démons !
c003_startbt	Dacodac, alors ! Tu peux compter sur moi !
c003_story1	C'est ton jour de chance ! Je suis ta nouvelle succube, Davi !
c003_story2	Ne crois pas que tu vas réussir à m'embobiner !
c003_story3	Hé hé ! Je suis une excellente harceleuse !
c003_true1	J'aimerai Mona jusqu'à mon dernier souffle ♥
c003_true2	Quand est-ce que je pourrai enfin retourner dans le Royaume infernal... ?\Tout ça, c'est de ta faute !
c003_true3	Tu as saboté mes plans ! Si le concours du Roi des démons ne se termine pas rapidement,\Mona et moi, on ne pourra pas... Hé hé...\Enfin bref, on dirait que je vais être obligée de t'aider !
c003_victory	Parfait ! C'est grâce à moi !
c004_02_boss_long	Tu veux parier sur le gagnant de la course ?
c004_02_boss_short	Un, deux ! Un, deux !
c004_02_ctskill	C'est partiii !
c004_02_death_1	Je pensais qu'on pouvait être amis...
c004_02_death_2	Aaah !
c004_02_drive	Plus vite !
c004_02_hit_1	Hii !
c004_02_hit_2	Aaah !
c004_02_hit_3	Aaah !
c004_02_prskill	On fonce !
c004_02_skill	Yah !
c004_02_spa	Tu voudras jouer à quoi, demain ?
c004_02_startbt	Tu veux jouer avec moi ?
c004_02_story1	Allez ! On joue !
c004_02_story2	On peut jouer ensemble !\On joue ensemble !
c004_02_story3	Je vais étudier ! Et apprendre !\Je saurai comment me faire des amis !\Oui, je vais y arriver !
c004_02_true1	Allez, capitaine, j'ai envie de jouer ! Je te promets qu'on va bien s'amuser.\Alors ? Tu en penses quoi ?
c004_02_true2	Hé, capitaine... On est amis, pas vrai ?\Je t'aime beaucoup, tu sais...\Et toi, tu m'aimes bien ?
c004_02_true3	Je ferai de mon mieux pour toi, capitaine !\Tu es toujours là pour moi, alors je serai là pour toi !
c004_02_victory	Je décroche la première place !
c004_boss_long	Tu veux parier sur le gagnant de la course ?
c004_boss_short	Un, deux ! Un, deux !
c004_ctskill	C'est partiii !
c004_death_1	Je pensais qu'on pouvait être amis...
c004_death_2	Aaah !
c004_drive	Plus vite !
c004_hit_1	Hii !
c004_hit_2	Aaah !
c004_hit_3	Aaah !
c004_prskill	On fonce !
c004_skill	Yah !
c004_spa	Tu voudras jouer à quoi, demain ?
c004_startbt	Tu veux jouer avec moi ?
c004_story1	Allez ! On joue !
c004_story2	On peut jouer ensemble !\On joue ensemble !
c004_story3	Je vais étudier ! Et apprendre !\Je saurai comment me faire des amis !\Oui, je vais y arriver !
c004_true1	Allez, capitaine, j'ai envie de jouer ! Je te promets qu'on va bien s'amuser.\Alors ? Tu en penses quoi ?
c004_true2	Hé, capitaine... On est amis, pas vrai ?\Je t'aime beaucoup, tu sais...\Et toi, tu m'aimes bien ?
c004_true3	Je ferai de mon mieux pour toi, capitaine !\Tu es toujours là pour moi, alors je serai là pour toi !
c004_victory	Je décroche la première place !
c005_boss_long	Rira bien qui rira le dernier !
c005_boss_short	C'est quoi, son problème ?
c005_ctskill	Tiens-toi bien !
c005_death_1	Ça va barder ! Tu me le paieras !
c005_death_2	Daaah !
c005_drive	Poussez-vous !
c005_hit_1	Alors là... !
c005_hit_2	Aaah !
c005_hit_3	Gah !
c005_prskill	Tu as l'air d'avoir chaud. Et si je te faisais quelques trous pour t'aérer ?
c005_skill	C'est quoi, ton problème ?
c005_spa	Hors de mon chemin.
c005_startbt	Il va falloir prendre ça au sérieux, si tu ne veux pas être blessé.
c005_story1	Si j'ai quelque chose contre toi ? Évidemment !\Si tu veux me parler, il faut le faire en bonne et due forme !
c005_story2	Ça prendra peut-être le temps d'une vie, mais tu savoureras ta vengeance.
c005_story3	Tu es le plus faible de tous les prétendants.
c005_true1	La défaite attend ceux qui manquent de force. Mais... c'est si grave, d'être faible ?
c005_true2	Je te vengerai. Aucun méchant ne pourra m'échapper !
c005_true3	Tu... tu ne me détestes pas, si ?
c005_victory	Parfait !
c007_boss_long	Je suis imbattable !
c007_boss_short	Que ton âme brûle !
c007_ctskill	Je vais te montrer ce qu'est le feu !
c007_death_1	Bon sang ! Je m'avoue pas encore vaincu !
c007_death_2	Daaah...
c007_drive	Mon âme s'enflamme !
c007_hit_1	Argh !
c007_hit_2	Argh !
c007_hit_3	Argh...
c007_prskill	Amène-toi !
c007_skill	Hi-ya !
c007_spa	Euh, mes épaules étaient tendues...
c007_startbt	Je vais carboniser jusqu'à la moindre parcelle de ton âme !
c007_story1	Amène-toi, Pyro ! Je vais te faire mordre la poussière !\Et quand je t'aurai massacré, je deviendrai le nouveau Pyro !
c007_story2	T'as dit que tu me rendrais plus fort, mais tu voulais juste passer ce pacte pour protéger Pyro.
c007_story3	"Essaie de ne pas te ridiculiser" ? Tu me battras jamais !\Tu es mon ennemi juré, Pyro ! Consume-toi dans le feu !
c007_true1	Alors comme ça, tu es le maître de Pyro.\Je suppose qu'on a un lien de parenté.
c007_true2	Quelqu'un comme toi préférerait avoir Pyro, pas vrai ? Plutôt qu'un moins que rien comme moi...
c007_true3	Qu'est-ce que je suis censé faire ?\Jusqu'où est-ce que je dois aller pour que tu me remarques ?
c007_victory	Ah ! C'était censé faire mal ?
c008_boss_long	Prépare-toi à croiser le fer avec moi !
c008_boss_short	C'est quand tu veux !
c008_ctskill	Demi-portion...
c008_death_1	Non ! Je ne peux pas mourir ici !
c008_death_2	Argh...
c008_drive	Vite, finissons-en !
c008_hit_1	Pff...
c008_hit_2	Aaah !
c008_hit_3	Espèce de crétin !
c008_prskill	À l'attaque !
c008_skill	Bouge !
c008_spa	Commençons ton entraînement !
c008_startbt	Ça devrait être un bon échauffement.
c008_story1	L'amour, c'est rien que des hormones.\Au bout d'un moment, elles pourront même plus te supporter.
c008_story2	Tu comptes te servir de tes Childs comme bouclier pendant encore longtemps ?\Tu dois apprendre à te défendre tout seul.
c008_story3	Combattons pour mesurer nos compétences.\Je pense que cet affrontement me permettra d'apprendre des choses.
c008_true1	Si tu n'aimes pas perdre, il va falloir t'améliorer !
c008_true2	Pour se protéger, on ne peut faire confiance qu'à soi-même...
c008_true3	Techniquement, tu es mon maître...\Je suis curieuse de voir de quoi tu es capable.\Je vais me joindre à toi pour le découvrir.
c008_victory	Un combat comme je les aime !
c009_boss_long	Tu vas devoir payer un supplément pour ça...
c009_boss_short	C'est combien ?
c009_ctskill	Tout en simplicité.
c009_death_1	Hmm... Pas de remboursement...
c009_death_2	Aaaah !
c009_drive	Tu vas me le payer !
c009_hit_1	Ouah !
c009_hit_2	Gah !
c009_hit_3	Gueuh !
c009_prskill	C'est mon métier !
c009_skill	Pourquoi cet air si sérieux ?
c009_spa	Ce spectacle n'est pas gratuit.
c009_startbt	Tu connais la valeur de mes services, n'est-ce pas ?
c009_story1	Quand on travaille pour quelqu'un, il faut réclamer un salaire.\C'est comme ça que ça marche, le capitalisme, non ?
c009_story2	Ouais, c'est ce que prétendent les feignasses sans le sou dans ton genre.
c009_story3	Il m'arrive de croiser des gens qui essaient de m'éviter sans raison.\Je me demande ce qui leur prend.
c009_true1	Plus on a d'argent, mieux c'est. Si seulement mon maître s'en rendait compte.
c009_true2	Vas-y doucement avec moi ! J'ai la peau sensible, tu sais.
c009_true3	Tu n'as pas d'ambition ? Tiens, prends la moitié de la mienne.\Après tout, je n'en manque pas. Ha ha ha !
c009_victory	Ha ha ! Ça vaut bien une augmentation.
c010_boss_long	Tiens, tiens. Ce patient a l'air bien sinistre.
c010_boss_short	Tu m'as manqué, chaton ♥
c010_ctskill	Prêt pour une injection intraveineuse ?
c010_death_1	Plus aucun patient aujourd'hui...
c010_death_2	Aaaah !
c010_drive	Quel est le problème aujourd'hui ? ♥
c010_hit_1	Ça fait mal !
c010_hit_2	Aaah !
c010_hit_3	Qu'est-ce que tu fabriques ?
c010_prskill	Quand je serai prête, je te préviendrai.
c010_skill	Ça va piquer un peu.
c010_spa	Aaah, ÇA, c'est ce que j'appelle se détendre.
c010_startbt	C'est l'heure de se faire examiner ♥
c010_story1	Bon, je n'ai plus qu'à le faire tomber amoureux de moi !
c010_story2	Si je te reprends à essayer d'analyser ce que je ressens, je vais me mettre en colère !
c010_story3	Du berceau à la tombe ! Je serai ton infirmière dévouée jusqu'à ton dernier souffle !
c010_true1	Je ne sais pas si tu es vraiment stupide ou si tu fais semblant.
c010_true2	Les idiots incapables d'interpréter les choses sont des cas désespérés !\Tu m'écoutes ?
c010_true3	Tu as vraiment de la chance, chéri. Tu en es conscient ?\Aucune autre infirmière ne prendrait soin d'un misérable démon comme toi ♥
c010_victory	J'ai été utile ?
c011_boss_long	Je me battrai du mieux possible !
c011_boss_short	Vous ne me vaincrez pas si facilement !
c011_ctskill	Je ferai de mon mieux !
c011_death_1	C'est bizarre. J'ai fait de mon mieux...
c011_death_2	Ça fait mal...
c011_drive	Je n'abandonnerai pas !
c011_hit_1	Aaah !
c011_hit_2	Ha !
c011_hit_3	Haaa !
c011_prskill	C'est mon heure de gloire !
c011_skill	Allez !
c011_spa	C'est ça, ma récompense ?
c011_startbt	Je combattrai pour vous jusqu'à la mort, M. Démon !
c011_story1	Oh ? Qu'est-ce qu'il y a, Monsieur Démon ? Un combat ? Il faut se battre ?
c011_story2	Quand je vous entends dire mon nom d'une voix si passionnée... je me sens tellement chanceuse ! Je vais continuer à travailler dur jusqu'à la fin de mes jours !
c011_story3	Cette fois, tout ira bien ! Je ne ferai pas deux fois la même erreur !
c011_true1	M. Démon, maintenant que je suis votre Child, je dois travailler dur pour vous ?
c011_true2	Je suis à votre disposition, M. Démon !
c011_true3	Je vous promets de travailler dur pour vous, M. Démon. Alors pardonnez-moi si je... fais des erreurs !
c011_victory	Mon travail a porté ses fruits !
c012_boss_long	Évitez de me sous-estimer... vous le regretteriez amèrement !
c012_boss_short	Venez donc, je vous attends !
c012_ctskill	Vous ne m'aurez pas !
c012_death_1	Je n'étais pas... assez déterminé...
c012_death_2	Ah, capitaine...
c012_drive	Attention, ça va faire mal !
c012_hit_1	Ouah !
c012_hit_2	Gah !
c012_hit_3	Aaaah !
c012_prskill	Je vous pulvériserai !
c012_skill	Prenez ça !
c012_spa	Hé... ne me regardez pas comme ça. C'est... étrange.
c012_startbt	Allez capitaine ! Combattons ensemble !
c012_story1	Vous pensez être à la hauteur, comme capitaine ?
c012_story2	Vous croyez que je prépare un mauvais coup ?
c012_story3	Ne soyez pas ridicule, capitaine.\Vos décisions sont mes ordres.
c012_true1	Je réparerai les torts de mes propres mains !
c012_true2	Faites-moi confiance. Moi, j'ai confiance en vous et je combattrai jusqu'à la fin !
c012_true3	Si vous devenez le Roi des démons que j'appelle de mes vœux, je combattrai à vos côtés jusqu'au bout.\J'attendrai que vous preniez une décision.
c012_victory	Bien joué, capitaine.
c013_boss_long	Bienvenue, chers invités.
c013_boss_short	Quel boucan...
c013_ctskill	Comme vous voulez...
c013_death_1	C'était peut-être mieux comme ça...
c013_death_2	Argh...
c013_drive	Excusez-moi.
c013_hit_1	Quelle imprudence.
c013_hit_2	Gah !
c013_hit_3	Arrête !
c013_prskill	Veuillez reculer.
c013_skill	À mon tour.
c013_spa	Trop de repos ne risquerait pas de nous exposer à une attaque ?
c013_startbt	Je reviens bientôt.
c013_story1	Bonjour.
c013_story2	Quelle que soit la voie que l'on choisisse,\l'essentiel est de la suivre au bout.
c013_story3	C'est à peine si j'ai le temps de m'inquiéter de mes migraines avec toute cette agitation.\Ce n'est pas ce que j'imaginais, mais ça pourrait être efficace.
c013_true1	Plus les choses changent, plus elles restent les mêmes, on dirait.
c013_true2	Les événements ne sont déterminés qu'une fois qu'ils ont été constatés.
c013_true3	Bienvenue, monsieur. Je suis Artémis. C'est un plaisir de vous rencontrer, et un honneur de vous accompagner dans ce voyage éternel.
c013_victory	Je suis de retour.
c014_boss_long	Préparez-vous... je n'abandonne jamais.
c014_boss_short	Au nom de la justice, repentez-vous !
c014_ctskill	Tout mal est inutile.
c014_death_1	Je ne vous... pardonnerai jamais.
c014_death_2	La justice... est immortelle.
c014_drive	Vous allez payer pour vos méfaits.
c014_hit_1	Aaah !
c014_hit_2	Aaah !
c014_hit_3	Je refuse d'être vaincue !
c014_prskill	Pour la justice !
c014_skill	Le Jugement !
c014_spa	Quel endroit magnifique. Merci, maître.
c014_startbt	La justice triomphe toujours.
c014_story1	Pour rendre la justice, il faut avoir la tête froide.\Abattez le marteau de justice sur leurs têtes !
c014_story2	Vous procédez toujours ainsi pour trouver des Childs ?\Quelle lâcheté, c'est un scandale !
c014_story3	Maître, je pense que vous êtes à la hauteur pour devenir Roi des démons.
c014_true1	Même quand tous les autres détourneront le regard, je rendrai la justice jusqu'au bout !
c014_true2	Vous êtes ma justice, maître.
c014_true3	Ne vous inquiétez pas, je vous protègerai quoi que vous fassiez, maître. Vous êtes ma justice.
c014_victory	La justice de mon maître a été rendue.
c017_00_boss_long	Grr... Ouaf ouaf !
c017_00_boss_short	*gémit*
c017_00_ctskill	Ouaf ouaf !\Hiii !\*gémit*...
c017_00_death_1	*gémit*...
c017_00_death_2	Ouaf, ouaf !
c017_00_drive	Ouaf ouaf !
c017_00_hit_1	Arf !
c017_00_hit_2	*gémit*
c017_00_hit_3	Grr...
c017_00_prskill	Grrr...\*gémit*...\Ouaf ouaf !
c017_00_skill	Ouaf, ouaf !
c017_00_spa	C'est comme si je fondais...\C'est agréable...
c017_00_startbt	Ouaf ouaf ouaf !
c017_00_story1	Hmm,\vous êtes si doux, Maître.\*coup de museau* ♥
c017_00_story2	C'est à cause de tous ces fantômes qui vous suivent...\C'est vraiment incroyable !
c017_00_story3	Je veux vous accompagner partout, Maître !
c017_00_true1	Vous êtes un chat, Roi des fantômes...\enfin, Maître...\Et mon instinct m'impose de me jeter sur les chats.
c017_00_true2	Je veux être une chienne chasseuse de mauvais esprits !
c017_00_true3	Maître, vous êtes un chat\et je suis une chienne...\mais je sais qu'on peut s'entendre !
c017_00_victory	Merci !
c017_boss_long	Je serai votre adversaire !
c017_boss_short	Amenez-vous !
c017_ctskill	Arf ! Amenez-vous !
c017_death_1	Je ne peux pas continuer...
c017_death_2	*gémit*...
c017_drive	Je m'en charge !
c017_hit_1	Aaaah !
c017_hit_2	Aïe !
c017_hit_3	Grr...
c017_prskill	Vous voulez tenter votre chance ?
c017_skill	Grr... Ouaf ouaf !
c017_spa	C'est comme si je fondais... C'est agréable...
c017_startbt	Arf arf ! En promenade ♪
c017_story1	Hmm, vous êtes si doux, Maître.\*coup de museau* ♥
c017_story2	C'est à cause de tous ces fantômes qui vous suivent...\C'est vraiment incroyable !
c017_story3	Je veux vous accompagner partout, Maître !
c017_true1	Vous êtes un chat, Roi des fantômes... enfin, Maître...\Et mon instinct m'impose de me jeter sur les chats.
c017_true2	Je veux être une chienne chasseuse de mauvais esprits !
c017_true3	Maître, vous êtes un chat et je suis une chienne...\mais je sais qu'on peut s'entendre !
c017_victory	Caressez-moi, caressez-moi ♪
c018_boss_long	Tu es seul, toi aussi ?
c018_boss_short	Tu veux être mon ami ?
c018_ctskill	Je vais te sauver !
c018_death_1	Mes poupées sont toutes cassées...
c018_death_2	Aaaah !
c018_drive	Je vais gagner !
c018_hit_1	Aaah !
c018_hit_2	Arrête de me harceler !
c018_hit_3	Bouah !
c018_prskill	Allez, mes poupées ! Chantons ensemble !
c018_skill	Jouons ensemble.
c018_spa	Hiii. Tu n'as rien vu, hein ?
c018_startbt	Est-ce que tu as vu mes poupées ?
c018_story1	Tu as perdu tes amis ?\Pas grave, je serai ton amie, moi.
c018_story2	Elle dit qu'elle ne se sent pas seule, parce que je suis là.
c018_story3	Ouiiiin ! Comment vous pouvez jeter un ami comme ça ?\Vous êtes méchante ! Ouiiin !
c018_true1	Je le savais. Tu penses que mes amies ne sont que des poupées, hein ?
c018_true2	Je ne veux pas être seule... Ne me laisse pas...
c018_true3	Tu veux être mon ami ? Mon meilleur ami ?\Hmm, c'est un peu gênant de dire ça à voix haute.
c018_victory	J'ai assuré, non ?
c019_boss_long	Bienvenue en enfer.
c019_boss_short	Maintenant, tu connais l'enfer !
c019_ctskill	Ressaisis-toi !
c019_death_1	Tu te défoules sur moi ?
c019_death_2	J'imagine que c'est la fin...
c019_drive	On ne me la fait pas !
c019_hit_1	Ha !
c019_hit_2	Oh non !
c019_hit_3	Aïe !
c019_prskill	Je vais te donner une leçon !
c019_skill	Pathétique !
c019_spa	Tu prends souvent des bains ?
c019_startbt	C'est parti pour l'entraînement spécial !
c019_story1	Qu'est-ce que j'ai fait pour mériter un maître aussi paresseux ? J'ai tellement honte.
c019_story2	Je sais comment m'y prendre avec les mecs comme ça.
c019_story3	Je t'y aiderai. Quand j'en aurai fini avec toi, tu ne te reconnaîtras même plus !
c019_true1	Où que je regarde, les gens sont tous les mêmes.\Et tu ne fais pas exception !
c019_true2	Tu as aimé mon entraînement spécial ?\Alors dis-le !
c019_true3	Personne n'est inutile ! La seule chose qui te retient, c'est toi !\Quel genre de démon veux-tu être ?
c019_victory	Maintenant, tu m'écoutes ! Tu en as mis, du temps.
c020_boss_long	Tu veux parier sur le vainqueur ?
c020_boss_short	C'est parti !
c020_ctskill	Porte-bonheur !
c020_death_1	Oups. La chance n'était pas de mon côté.
c020_death_2	J'ai raté mon coup...
c020_drive	Tout ou rien !
c020_hit_1	Hein ?
c020_hit_2	Aaah !
c020_hit_3	Aaah !
c020_prskill	Seule la chance compte !
c020_skill	Vas-y !
c020_spa	Bonjour, mon petit. Tu es plus précoce que je le croyais.
c020_startbt	Tu veux tenter ta chance aux dés ?
c020_story1	Pas touche. Seuls les dés connaissent ton destin.
c020_story2	Tu n'exagères pas un peu, mon petit ?\Ce n'est pas grave. Tu as eu un double un, tu te rappelles ?
c020_story3	La chance est une affaire de point de vue.
c020_true1	Veux-tu que je lise ton avenir ?
c020_true2	On pourrait parier sur ta malchance et ma bonne fortune ?
c020_true3	Je vais peut-être parier sur toi, mon petit.\C'est le pari le plus risqué de ma vie. J'ai hâte de voir si je vais le gagner !
c020_victory	On dirait que tu es chanceux aussi, mon petit !
c022_10_boss_long	Désolé, j'ai pas le temps maintenant.\On discutera plus tard.
c022_10_boss_short	Mais tu comprends rien !
c022_10_ctskill	Attaque spéciale !
c022_10_death_1	Game over...\Flûte.
c022_10_death_2	Ils m'ont eu !
c022_10_drive	Regarde ÇA ! C'est ma super attaque spéciale !
c022_10_hit_1	Hé, ça fait mal !
c022_10_hit_2	Aah !
c022_10_hit_3	Gah !
c022_10_prskill	Timing parfait !
c022_10_skill	Et voilà !
c022_10_spa	J'adore la réalité augmentée. Il se passe un truc génial aux sources chaudes en ce moment !
c022_10_startbt	Hm ? Un autre combat ? Bon, d'accord.
c022_10_story1	C'est arrivé parce que t'as absolument aucune autorité sur tes Childs !
