// key	CHARACTER_PROFILE_DESC_
c008_love	J'adorerais me mesurer à toi, un de ces jours !
c008_profile	"Je sais me défendre !"\Un Child né d'une passeuse de pacte qui a longtemps voyagé pour se venger d'un ex-petit ami qui l'avait trahie.\Bien que Frigg porte le nom de la déesse de l'amour et du mariage, elle ne semble se préoccuper d'aucun des deux.\Malgré son attitude guerrière et ses manières rudes, elle a la phobie des choses dégoûtantes comme les insectes, à cause de l'influence de sa passeuse de pacte.
c009_interest	J'espère que je serai jamais pauvre !
c009_like	Comment ça, t'as pas d'ambition ?
c009_love	Ne me fais pas regretter d'avoir rejoint ton camp !
c009_profile	Hector emprunte son nom au grand héros de l'Illiade et aime prétendre qu'il est le meilleur dans tout ce qu'il fait.\Il tente par tous les moyens de séduire Davi, car son passeur de pacte a eu le coup de foudre pour elle... mais son amour est à sens unique. Il est également égoïste et sans pitié quand il cherche à obtenir quelque chose.\Ses qualités douteuses font de lui l'exact inverse de son passeur de pacte, qui rêve de devenir grand et fort.
c010_interest	Saluuut, mon chéri ♥
c010_like	La culpabilité ? Je me ris de la culpabilité !
c010_love	Ne t'en fais pas, chéri. Je serai ton infirmière jusqu'à la fin ♥
c010_profile	Déméter prend son nom de la déesse à deux visages de l'agriculture et de la loi, en partie parce qu'elle ressemble à sa... passeuse de pacte aux multiples facettes.\Sa franchise et son apparence belliqueuse sont sa façon d'exprimer sa confiance aveugle en son maître.\En réalité, c'est un Child au cœur d'or qui ne désire qu'aider les autres.
c011_interest	Je m'en charge !
c011_like	Regardez-moi faire, M. Démon. Je serai d'une grande aide.
c011_love	Pas d'inquiétude à avoir !\Bon, presque pas d'inquiétude...
c011_profile	<Dino> porte le nom de l'une des trois Grées : la sœur malchanceuse qui crée toujours des problèmes.\Elle est née suite à l'attribution du même surnom à sa passeuse de pacte, qui l'a elle-même reçu parce qu'elle était l'une des trois infirmières qui faisaient toujours de grosses erreurs pendant leur formation.\C'est une empotée née qui a hérité de l'étourderie et de la maladresse de sa passeuse de pacte.
c012_interest	Désormais, je vous appellerai « capitaine ».
c012_like	Vous comptez rester plantés ici encore longtemps ?
c012_love	Soyez le Roi des démons de justice !
c012_profile	Son passeur de pacte est un policier dont l'intégrité sans faille s'est perdue face aux sirènes de la richesse et de la puissance. Né de cette moralité déchue, Agamemnon rêve de rendre à son passeur son honneur perdu. C'est ainsi qu'il s'est affublé du nom légendaire du roi de Mycènes.\C'est un illuminé simple d'esprit qui ferait n'importe quoi au nom de la justice. Il est incapable d'avouer à Danu qu'il est convaincu que leurs passeurs de pacte feraient une équipe formidable.
c013_interest	Que voulez-vous dire par là ?
c013_like	Maître Ód semble vous faire confiance, donc j'en ferai de même.
c013_love	On dirait que tout va bien se passer.
c013_profile	Artémis porte le nom de la déesse qui réagit furieusement à n'importe quelle provocation.\Elle est née d'une jeune fille prodigieuse et est donc une cible de choix pour les démons qui veulent passer un pacte. Elle a fini par choisir Ód, le plus calme des démons.\Après avoir passé un pacte avec lui à la condition qu'il la protège des démons importuns, elle s'est évertuée à le soutenir.
c014_interest	Je vous accompagnerai où que vous alliez, maître.
c014_like	Même si vous êtes un démon, je vous en conjure, maître… suivez votre propre voie.
c014_love	Sous votre règne, le Royaume infernal devrait devenir très amusant.
c014_profile	Child née du désir de faire régner la justice. Elle a pris le nom de la déesse Astrée, qui est restée sur Terre jusqu'à la fin pour rendre la justice sur le Royaume des mortels.\Elle a une ténacité et une intégrité inflexibles, et se montre d'une gentillesse confondante envers les faibles.
c015_interest	
c015_like	
c015_love	
c015_profile	
c017_interest	Je vais devenir forte pour protéger le maître !
c017_like	Je dois devenir plus forte pour protéger le maître !
c017_love	Je dois devenir encore plus forte pour protéger le maître !
c017_profile	Cù-Sith est une chienne discrète sans maître qui a autrefois refusé toutes les offres d'aide pour vivre une vie errante.\Un jour, elle a remarqué un homme louche qui faisait des allées et venues dans une ruelle. Sentant que quelque chose n'allait pas, elle lui a montré les crocs.\"Cet humain dégage une odeur de danger ! Il doit en avoir après l'âme du maître !"
c018_interest	L'ami d'un vieil ami.
c018_like	Mon nouvel ami.
c018_love	Je n'ai plus de vieux amis, mais ce n'est pas grave.
c018_profile	Coré est l'un des noms de Perséphone, reine des Enfers. Elle fut nommée ainsi à cause du lien qu'elle a avec le Royaume infernal. Le jeune maître est le second démon que sa passeuse de pacte a rencontré ; le premier, un enfant, lui a donné l'inspiration pour les poupées qu'elle confectionne. Pour Coré, la frontière entre elle et sa passeuse de pacte est floue. Elle la considère comme une bonne amie ou une extension d'elle-même. On dit que quand elle est seule, elle discute avec ses poupées démoniaques.
c019_interest	Tu n'es qu'un quidam qui me fait perdre mon temps.
c019_like	Tu as besoin de conseils spéciaux ?
c019_love	Peux-tu devenir le Roi des démons si tu t'y mets de toutes tes forces ?
c019_profile	La passeuse de pacte d'Éris était une enseignante fraîche émoulue de l'université qui rêvait de former de jeunes étudiants avides d'apprendre. Tout ce qu'elle a obtenu, c'est une classe de perturbateurs qui ont saboté son inspection des performances en provoquant une foule de problèmes. Elle a rencontré le jeune maître alors qu'elle était au fond du trou.\Éris, qui porte le nom de la déesse du conflit et de la discorde, est née de la colère de sa passeuse de pacte. À cause des expériences sordides de celle-ci, elle a une sainte horreur des jeunes Childs et explose à la moindre provocation.\Au moins, elle a l'air d'apprécier son rôle, maintenant.
c020_interest	Tu es une mauviette ou quoi ?
c020_like	Le concours du Roi des démons est la chance d'une vie !
c020_love	Tâchons d'en faire une aventure fantastique !
c020_profile	Née d'une passeuse de pacte insouciante et fébrile qui a une soif inextinguible d'aventures, Fortuna porte le nom de la déesse de la chance. Elle représente la chance autodestructrice qui confie le sort aux dés. Elle pense que la vie n'est qu'une succession d'aventures et passe ses journées à jouer. Elle refuse de s'arrêter avant d'avoir gagné, ce qui énerve passablement les autres. Elle lance ses dés pour l'aider à prendre des décisions, mais personne à part elle ne sait ce que les chiffres obtenus signifient réellement.
c022_interest	Tu veux essayer ce nouveau jeu ?
c022_like	Tu dois te remettre au travail ?\Ça craint.
c022_love	Dépêche-toi de finir, qu'on puisse essayer ce nouveau jeu !
c022_profile	Un Child né du désir de ne plus être seul dans un monde de jeux.\Il (oui, il) se plonge dans les jeux vidéo comme un alcoolique se plonge dans une pinte de bière, ce qui a poussé le jeune maître à l'appeler Mayahuel, du nom de la déesse de l'alimentation et des spiritueux.\Mayahuel est un vrai nerd qui préfère vivre dans son petit monde plutôt que de sympathiser avec les autres Childs, sauf si son apparence féminine lui permet de manipuler les gens pour arriver à ses fins.
c026_interest	Merci de m'avoir libérée...
c026_like	Vous me laissez seule à nouveau ?\Je n'aime pas trop la solitude...
c026_love	Je veux être attachée !\Mais juste un peu !
c026_profile	Éos : déesse de l'aurore à la sublime peau rose et aux larmes de rosée... et également le nom de ce Child.\La passeuse de pacte d'Éos a vécu toute sa vie sous le joug de ses parents et a donc beaucoup de mal à se faire des amis.\Apparemment, le badge sur son pull changerait d'apparence selon son humeur...
c027_interest	Si tu étais une fille, tu m'aurais peut-être plu.
c027_like	Amis pour la vie !
c027_love	Tu croyais que j'étais un garçon ?
c027_profile	Cynthia est l'un des noms d'Artémis, la célèbre déesse de la lune et guerrière sans égale.\Né d'une adolescente qui rêvait d'être l'héroïne de quelqu'un, ce Child vif a un sens théâtral prononcé, ou en tout cas un certain talent pour enjoliver les choses.\Son héros préféré est l'homme qui s'inspire des chauves-souris et qui a servi de modèle pour sa cape à elle.
c028_interest	Tu viens me servir ?
c028_like	Quel appréciable serviteur.\Tu m'apportes à manger.
c028_love	Ta compagnie m'est plutôt agréable...
c028_profile	Un Child qui porte le nom de la femme à la beauté telle que même Zeus fut subjugué. Léda était célèbre pour son dédain légendaire, trait de caractère partagé par ce Child. Ceci étant, elle se révèle être une personne à l'écoute, prête à aider quiconque vient lui demander conseil (bien qu'elle grommelle sans cesse à ce sujet). Sa passeuse de pacte était affamée quand elle a fait le pacte, c'est pourquoi elle est gourmande et toujours à la recherche de nourriture.
c029_interest	Vous comprenez ma passeuse de pacte...
c029_like	Il faut faire preuve de bravoure pour devenir le Roi des démons.
c029_love	Si vous deveniez le Roi des démons, Maître, le Royaume infernal serait baigné de lumière !
c029_profile	Né du désir de sa passeuse de pacte de vaincre sa peur du noir, ce Child porte le nom de la déesse de la lune qui projette ses rayons pour éclairer la nuit. Séléné entretient une bonne relation avec sa passeuse de pacte et espère vraiment qu'elle réussira à vaincre sa peur. Élégante, gracieuse et ferme dans ses convictions, Séléné ne s'avoue jamais vaincue et fait front, quelles que soient les circonstances. Elle garde toutefois un œil vigilant sur le Child qui essaie de l'attaquer quand elle sort la nuit.
c030_interest	À quoi bon m'accompagner ?
c030_like	Peut-être que si je te prenais comme assistant...
c030_love	Si tu deviens le Roi des démons...\c'est moi qui serai ton assistante !
c030_profile	Son nom : P'tite détective. La raison de son pacte avec le démon : prouver son hypothèse. Elle a refusé d'adopter un nouveau nom parce qu'elle n'a pas passé de pacte pour réaliser un de ses vœux. Son expression favorite est "Ça me rappelle X", une citation d'un livre qu'elle a lu récemment. Elle a tendance malgré elle à harceler les gens jusqu'à ce qu'ils avouent leurs crimes, même lorsqu'ils sont innocents. Pour une raison inconnue, elle surnomme Komugi, la passeuse de pacte de Cù-Sith, "le chien des Baskerville"...
c031_interest	Je vous aime, miaou !
c031_like	Je veux que vous sachiez ce que je ressens, miaou.
c031_love	Ce n'est pas grave si vous ne rendez pas la pareille, miaou !
c031_profile	Mona a baptisé ce Child d'après Freyja, déesse de l'amour, pour une simple raison : son pacte était un pacte d'amour.\Étant donné que Freyja vient d'une chatte, elle ponctue parfois la fin de ses phrases d'un miaulement. On l'a déjà entendue appeler Mona "Miaouna".\Elle s'absente parfois sans prévenir, mais on sait désormais qu'elle va rendre visite à sa passeuse de pacte, miaou. Euh... pardon.
c032_interest	Maître !
c032_like	Maître !
c032_love	Monsieur !
c032_profile	Alecto porte le nom de la déesse renommée pour sa conscience professionnelle intraitable. Elle parle avec un langage vieillot qui rappelle les films muets.\Elle rêve d'être la meilleure domestique du monde, mais sa tendance à mettre la pagaille ne lui facilite certainement pas la tâche. Elle reste néanmoins vaillante et, comme son homonyme, elle essaie de s'améliorer chaque jour sans faillir.\C'est une bonne chose, d'ailleurs, parce que sa cuisine, son ménage et ses goûts vestimentaires laissent clairement à désirer.
c033_interest	Un démon pur...\et un peu lamentable...
c033_like	L'espace d'un instant, je vous ai trouvé adorable...
c033_love	J'ai décidé de vous faire confiance.
c033_profile	Un Child qui porte le nom de la déesse Diane parce que sa passeuse de pacte avait un tempérament similaire.\Elle peut paraître calme et docile, mais elle est en réalité plutôt impulsive et narcissique (et elle adore les animaux, même si ça n'a pas grand impact sur son attitude).\Elle garde son sang-froid dans toutes les situations et a un respect naturel pour les personnes franches et pures. À l'inverse, cela lui pose problème avec Mona, qui a tendance à être tout sauf franche.
c034_interest	Je te félicite de m'avoir invoquée.
c034_like	J'ai vu ta valeur de mes yeux.
c034_love	T-Très bien. Je reconnais ta valeur !
c034_profile	Mnémosyne porte le nom de la déesse de toutes les sorcières qui se consacre à l'étude de la magie. Elle préfère les autres Childs aux humains.\"Vous venez d'un autre monde, vous aussi ?" C'est ainsi qu'elle interroge les gens sur leurs origines, bien qu'elle ne prête pas attention à leur réponse. Pour elle, les faits inventés font partie de l'histoire véritable, et les deux sont parfois indiscernables.\Dans l'histoire qu'elle s'est créée, elle était à la tête d'une armée magique dans un autre monde avant d'être invoquée dans ce monde au moment de sa victoire. C'est en partie la faute d'une manipulation mémorielle mal réalisée par Mona, mais le fait qu'elle embobine les Childs les plus naïfs grâce à son comportement sans complexe n'aide pas.
c035_interest	Bonjour.
c035_like	Regardez-moi conduire ces négociations.
c035_love	Vous êtes incapable de me trahir, hein ?
c035_profile	Comment peut-on faire pour retrouver un membre de sa famille qui est littéralement allé en Enfer ?\Voici Perséphone, qui porte le nom de la déesse qui est régulièrement allée aux Enfers.\La première impression qu'elle laisse est celle d'une politesse abusive. Elle agit parfois de façon étrange, mais elle a la tête sur les épaules et personne ne voit de problème à ses allers-retours entre le Royaume des mortels et le Royaume infernal.\Son objectif personnel est de secourir son père des griffes de l'Enfer.
c036_interest	Tu as plutôt bon goût...
c036_like	Hmpf ! Je m'en fiche !
c036_love	Donne-moi tes habits,\je vais les raccommoder.
c036_profile	Un Child qui porte le nom d'Hermès, le dieu de la vitesse, des sports et surtout du commerce. Elle aime se tenir au courant des tendances et s'approprier des curiosités rares. Sa timidité et sa façon de parler trop sèche sont moins authentiques. L'ours en peluche géant qu'elle emmène partout est un grand conteneur où elle range toutes sortes d'objets, qui vont de l'étrange au carrément bizarre. Elle dit attendre que l'inflation décuple leur prix, mais ne vous y trompez pas : quand quelque chose entre dans l'ours, il n'en sort plus.
c037_interest	Je t'aime bien, toi ! Tu peux être mon bras droit !
c037_like	Tu crois pouvoir me surpasser ?
c037_love	Essaie un peu de viser le trône du Roi des démons !
c037_profile	Judas est l'un des démons participant au concours du Roi des démons. Il a développé son pouvoir dans l'inframonde du Royaume des mortels en suscitant les désirs les plus primaires des gens.\Il a pris le nom de Judas, le disciple qui a trahi Jésus.\Sentant que le jeune maître a le potentiel de devenir le Roi des démons, il prévoit d'en faire son propre serviteur.
c038_interest	Désormais, vous ne regarderez plus que moi !
c038_like	Oubliez les autres Childs !
c038_love	Si vous devenez Roi des démons... est-ce que ça fera de moi la Reine des démons ?
c038_profile	Calypso est née du désir de sa passeuse de pacte de retrouver son ancien amant, et c'est pourquoi elle porte le nom de la nymphe qui a aimé Ulysse pendant sept ans.\Parce qu'elle a déjà perdu un être cher une fois, elle compense à l'excès en déclarant la guerre à tout Child qu'elle estime être une rivale.
c039_interest	Plutôt mourir que de sortir avec toi !
c039_like	Pourquoi me fais-tu ça ?
c039_love	C'est forcément toi !\Ce sont mes vrais sentiments !
c039_profile	"Je jure à Morrigan et à moi-même que même si mes sentiments ne sont pas réciproques, je me dévouerai entièrement à celui que j'aime." furent les premières paroles prononcées par le Child en recevant son nom. Née d'une passeuse de pacte fatiguée des hommes qui rêvait de solitude, le pacte a réalisé son rêve en la transformant en quelqu'un d'insupportable que personne n'aimerait jamais. "Je me fiche de ne pas être un aimant à garçons. Il m'en suffit d'un seul qui n'aimera que moi !" Bonne chance...
c040_interest	Vous devez être puni...
c040_like	Vous n'êtes peut-être pas si mauvais...
c040_love	Et dire que c'est un démon qui m'a appris ça...
c040_profile	Un Child né d'une femme de principes. Elle a hérité de la conception manichéenne et rigoureuse de sa passeuse de pacte, ce qui lui a valu d'être appelée Shamash, du nom du dieu de la justice.\Le concept de "pitié" lui est étranger et elle applique de façon impitoyable sa notion rigide de bien et de mal.\Sa personnalité extrémiste est la manifestation du traumatisme de sa passeuse de pacte.
c041_interest	Tu es un démon à la manque, pas vrai ?
c041_like	Tu veux que je te fasse un dessin ?
c041_love	Dis-moi ce que tu veux...
c041_profile	Un Child né de la dirigeante d'une société secrète. Tiamat porte le nom de la déesse du mal et partage son penchant pour la destruction et le chaos.\Cela signifie également qu'elle n'est pas très appréciée des autres Childs, parce qu'elle aime semer la discorde dans leurs rangs également. Tiamat aime de moins en moins Thot, car celui-ci contrecarre ses mauvais desseins dès qu'il le peut.\Son serpent de compagnie, Nash, est la seule créature avec qui Tiamat est vraiment elle-même.
c043_interest	Hey ! Qu'est-ce que tu as fait ?
c043_like	Je suis la petite sœur ?
c043_love	Si cette relation continue comme ça...
c043_profile	Héra possède une forte personnalité qui la pousse à mener les autres Childs. Elle a grandi dans un foyer instable et a donc pris le nom de la déesse de la famille, pour que les autres comprennent à quel point elle déborde d'amour. Elle souhaite fonder une famille heureuse et rêve d'en former une avec les autres Childs. Depuis sa naissance, la personnalité inébranlable de sa passeuse de pacte semble avoir gagné en intensité, si tant est que cela soit possible.
c044_interest	Du calme.
c044_like	Tu veux vraiment devenir le Roi des démons ?
c044_love	Pour devenir le Roi des démons, tu n'as peut-être qu'une seule solution...
c044_profile	Après avoir cherché le nom pour exprimer au mieux son caractère erratique, ce Child a adopté "Panthéon", qualificatif pour l'ensemble des dieux, uniquement parce qu'il n'a pas trouvé de nom qui lui plaisait vraiment. C'est un pessimiste décontracté qui ne se soucie de rien et s'amuse de la moindre provocation. Grâce aux souvenirs de son passeur de pacte malchanceux, il effectue parfois des actes transcendants. Outsider de son propre aveu, il a une aversion naturelle pour Fortuna. Il est aussi difficile à cerner qu'un nuage dans une tempête.
c045_interest	Vous n'avez jamais entendu parler de moi ?\Vous avez vécu dans une grotte jusqu'ici, ou quoi ?
c045_like	Si je peux charmer un troglodyte comme vous, ça prouvera que je suis une vraie pop star !
c045_love	Je ferai de vous un de mes fans, même si je dois y passer ma vie !
c045_profile	La passeuse de pacte d'Aria rêvait de devenir pop star et croyait que si elle faisait de son mieux et qu'elle s'acharnait, son rêve deviendrait réalité. Évidemment, ça n'a pas été aussi simple. Après avoir lutté pour garder la tête hors de l'eau du show-business, elle a atterri au cabinet de conseil de Mona. De fil en aiguille, elle est devenue le premier Child pop star en un rien de temps ! Aria, évidemment, tire son nom de l'acte de chanter en solo, à cause du souhait de sa passeuse de pacte de briller sous les feux de la rampe.
c047_interest	Hors de mon chemin !
c047_like	Ça me soulage...
c047_love	Reste près de moi pendant\le concours du Roi des démons !
c047_profile	Ce Child porte de nom de la déesse Hestia et veut devenir le feu incarné pour tenir tout le monde à distance et ne jamais être prise à la légère. Hestia est très arrogante et n'a aucun scrupule à le montrer, mais elle daigne aider ceux qui demandent très poliment (astuce : ramper devant quelqu'un n'a jamais fait de mal). Parfois, on a l'impression que cette attitude n'est qu'une façade. Deux de ses choses favorites sont les animaux de compagnie (car ils font ce qu'elle demande) et les figurines (car elles savent se taire).
c048_interest	Se venger de Freyr...\Un double pacte...
c048_like	Pourquoi est-ce que ça finit toujours...\Non, oublie ça.
c048_love	Le Roi des démons...\Bonne chance.
c048_profile	Homonyme de la légendaire sorcière à cause de sa ressemblance frappante avec celle-ci, Nemain est une incorrigible pessimiste doublée d'une lunatique. Elle est tellement négative qu'elle s'emporte souvent et finit par penser tout haut. Voyons le bon côté des choses : au moins, dire tout ce qu'elle pense a un effet positif sur son niveau de stress. Son énergie extrêmement négative attirait toutes sortes de démons et de Childs même avant qu'elle ne passe un pacte avec Freyr.
c049_interest	Tu seras toujours mon sanctuaire.
c049_like	J'ai été bien bête de faire confiance à un démon...
c049_love	Puis-je te faire confiance à nouveau ?
c049_profile	Une fille qui cherchait la paix a prié Dieu de l'aider. Mais dans l'église où elle se trouvait, c'est un démon qui lui a répondu. Né du vœu de rencontrer le Divin, ce Child s'est baptisé Maât, nom de la déesse de l'équilibre de la création. Elle est heureuse de propager la bonne parole dès que possible, même si elle ne sait pas quel genre de dieu elle vénère. Elle a la mauvaise habitude d'aller dans les cathédrales dès qu'elle en a l'occasion, ce qui n'est pas le genre d'endroit où l'on s'attend à voir un démon se ressourcer.
c050_interest	
c050_like	
c050_love	
c050_profile	
c051_interest	Hmpf... Petit joueur.
c051_like	Allez, vite !
c051_love	Quoi, tu sais plus te battre sans moi ?
c051_profile	Freyr (alias "le mauvais garçon" et "le playboy du Royaume infernal") est l'un des prétendants les plus célèbres et les plus prometteurs au titre de Roi des démons dans tout le Royaume infernal. Il porte le nom du plus noble des dieux.\Il est extrêmement arrogant, comme on peut s'y attendre avec n'importe quel démon qui n'est pas le jeune maître, et se moque bien que cette attitude lui crée des ennemis ou lui fasse perdre des amis.\Après avoir été affaibli lors d'un combat acharné contre un ami d'enfance peu après son arrivée sur Terre, il a commencé à se comporter imprudemment pour regagner ses forces, ce qui a poussé Lisa à l'abandonner.\Certains démons naissent avec des ennemis, d'autres en gagnent en chemin. Freyr a la (mal)chance d'avoir les deux.
c052_interest	Quel imbécile.
c052_like	Je n'arrive pas à savoir si vous êtes trop subtil\ou juste idiot.
c052_love	Essayons !\Nous verrons bien ce qu'il se passera !
c052_profile	Un Child qui fait exprès de parler de façon si légère qu'il donne l'impression de draguer, quel que soit son interlocuteur.\Il ne s'entend pas bien avec les Childs têtus, peut-être à cause de la vie dissolue de son passeur de pacte. Il n'accorde pas la moindre importance aux conversations sérieuses.\En général, il s'entend bien avec son passeur de passeur de pacte, mais il tique quand il pense au temps qu'il a passé à suffoquer en silence.\Il tend à voir le bon côté des choses (même lorsqu'il n'y en a pas) et essaie de convaincre les autres de faire ce qu'il veut. Par conséquent, vous seriez bien avisé de prendre ses dires avec des pincettes.
c053_interest	Ton esprit...\Il est vide, n'est-ce pas ?
c053_like	Mieux vaut ne pas sous-estimer cette succube...
c053_love	Oui, c'est mon esprit...
c053_profile	Né de la volonté de lire l'esprit des gens, ce Child a adopté le nom de Métis, mère d'Athéna et déesse de la sagesse.\Métis parle de manière cryptique ; avoir une conversation avec elle revient souvent à essayer de déchiffrer les visions d'un prophète. Elle fait parfois beaucoup d'efforts pour lire dans l'esprit des gens et révéler les secrets inavouables de ses victimes. Elle a apparemment ses raisons — compliquées — pour se comporter ainsi.\Vu qu'il est trop facile pour elle de savoir ce que les autres pensent réellement, elle préfère la compagnie de Childs francs et simplets.
c054_interest	Vous êtes un frère d'armes de confiance qui m'a sauvée du désespoir !
c054_like	Je vous respecte énormément !
c054_love	J'ai honte de le dire, mais je vous suis reconnaissante !
c054_profile	Un Child qui refuse de donner son nom, car, d'après elle, "une vraie ninja ne dévoile jamais son identité !".\Tout ce qu'on sait sur elle, c'est qu'elle se désire devenir la meilleure gardienne possible pour son maître et qu'elle aime se faire appeler "Légende légendaire". Jusqu'ici, toutes les tentatives de la convaincre du ridicule d'un tel titre sont tombées dans l'oreille d'une sourde.\Son premier maître a disparu après un combat d'anthologie contre Rufus.
c056_interest	Je ne suis qu'une brebis égarée...
c056_like	Tu n'es pas comme Freyr,\hein ?
c056_love	Mes prières te guideront.
c056_profile	Ce Child se croit la fidèle prêtresse d'un dieu nommé "l'Absolu" et a adopté le nom de la célèbre martyre Jeanne d'Arc.\Un jour peut-être, elle se rendra peut-être compte qu'elle travaille en fait pour un démon, mais en tout cas pas aujourd'hui.\Entretemps, ce malentendu lui permet de combattre avec une sainte ferveur qui serait impensable pour n'importe quel autre familier démoniaque.\Une dernière remarque : cet être dénommé "l'Absolu" auquel la passeuse de pacte de Jeanne croit aveuglément ? Apparemment, personne d'autre n'en a jamais entendu parler...
c057_interest	Tu es adorable.
c057_like	On dirait que tu en as bavé.
c057_love	Hé hé...
c057_profile	Lan Fei est connue localement sous le nom de "l'étoile noire" parce qu'elle est la lumière immortelle d'Harlem Street. Son nom signifie également "brume".\Elle est sans conteste la reine de Villesombre et n'hésite pas à se débarrasser des poids morts. Elle se servira même des démons si nécessaire.\Attention à ne pas vous attirer des problèmes lorsque vous avez affaire avec elle ; à bien des égards, elle a sa propre façon de fonctionner...
c058_interest	Je veux ta vie...
c058_like	C'est inutile.
c058_love	Écrase tes ennemis...
c058_profile	Nirriti l'exorciste se trouvait dans un état précaire et torturé, à deux doigts de tomber dans le ravin de la mort. Elle a réussi à se maintenir en vie, au prix de ses souvenirs. C'est alors qu'elle a rencontré le jeune maître et a passé un pacte avec lui, créant ainsi un Child à son image.\Son nom est un alias de Kali, déesse de la destruction. Autrefois exorciste, elle est maintenant aux ordres de son maître démon.\Son unique souhait est de terrasser quiconque s'oppose à elle.
c060_interest	C'est "Madame" Tisiphone, compris ?
c060_like	Tu n'es pas comme les autres, chéri, pas vrai ?
c060_love	Je vais peut-être essayer de te faire confiance.
c060_profile	Tisiphone porte le nom de la déesse de la vengeance parce que sa passeuse de pacte voulait se venger de tous ces misérables hommes qui ont rongé sa vie.\Forte, très charismatique et combattante experte, elle s'éclipse pour porter assistance à sa passeuse de pacte dès que celle-ci est en difficulté.\Étant donné son aversion naturelle pour tous les Childs masculins, il semble probable que les souvenirs de sa passeuse de pacte lui aient laissé un traumatisme.
c061_interest	Chantons !
c061_like	Est-ce le destin ?
c061_love	Quand je commencerai à chanter tes louanges,\tout le monde connaîtra ton nom !
c061_profile	Sirène est née du désir de sa passeuse de pacte de devenir célèbre grâce à sa voix. À ce titre, elle a reçu le nom de la légendaire créature à la voix enchanteresse.\Maintenant que son souhait est devenu réalité, elle va là où le vent la mène en chantant les louanges de son jeune maître. En fait, même sa passeuse de pacte considère désormais le jeune maître comme sa muse.\Apparemment, l'idée d'une sirène qui chante les louanges d'un démon a suffi à la propulser en tête des charts.
c062_interest	S'agit-il d'un amour romantique ? Ou plutôt platonique ?
c062_like	C'est peut-être un peu au-delà de l'amour platonique...
c062_love	Fascinant. Je ne me lasse pas de te regarder faire.
