// key	SKILL_NAME_	SKILL_VISUAL_	SKILL_DESCRIPTION_
17000051	Ajout de charge de compétence	buff/17000051/buff_set	Charge immédiatement et partiellement la jauge de compétence d'une cible, sauf celle de l'utilisateur.
17000052	Ajout de charge d'assaut	buff/17000052/buff_set	Recharge instantanément une portion de la jauge d'assaut.
17000053	Frénésie	buff/17000053/buff_set	Augmente l'ATQ et ignore toutes les attaques et tous les effets d'affaiblissement. Subit tous les dégâts ignorés après l'effet. Les dégâts minimums représentent au moins 50 % des PV de toutes les cibles.
17000054	Épée à double tranchant	buff/17000054/buff_set	Augmente l'ATQ et réduit la DÉF.
17000055	DÉF de compétence ↑	buff/17000055/buff_set	Augmente la DÉF contre tous les types de compétences.
17000056	Invincibilité(Durée)	buff/17000056/buff_set	Ignore toutes les attaques et tous les effets d'affaiblissement.
17000057	Purification	buff/17000057/buff_set	Supprime instantanément tous les effets d'affaiblissement.
17000058	DÉF compétence d'assaut ↑	buff/17000058/buff_set	Augmente la DÉF contre les compétences d'assaut.
17000059	Invocation d'illusion	none	(Monstres de raid uniquement) Ressuscite tous les coéquipiers avec les PV à 100 %.
17000060	Interversion ATQ/DÉF	buff/17000060/buff_set	Échange l'ATQ et la DÉF de la cible pendant la durée de l'effet.
17000061	Charge complète	buff/17000061/buff_set	Charge immédiatement et complètement la jauge de compétence d'une cible, sauf celle de l'utilisateur.
17000062	Réduction du temps de recharge	buff/17000062/buff_set	Réduit le temps de recharge des compétences glissées de la cible pendant une certaine durée.
17000063	Cumul d'ATQ	buff/17000063/buff_set	Augmente l'ATQ en fonction du nombre de renforcements.
17000064	Cumul de DÉF	buff/17000064/buff_set	Augmente la DÉF en fonction du nombre de renforcements.
17000065	Concentration	buff/17000065/buff_set	Pendant la durée de l'effet, chaque attaque est un coup critique qui ne rate jamais la cible. Immunise contre Cécité et tout effet négatif sur les attaques critiques.
17000066	Lien vital	buff/17000066/buff_set	Convertit une partie des dégâts subis en récupération et l'envoie à 2 alliés avec les PV les plus bas.
17000067	Cri de guerre	buff/17000067/buff_set	Augmente l'ATQ proportionnellement au nombre de renforcements (3 cumuls max).
17000068	Berserk	buff/17000068/buff_set	Augmente l'ATQ chaque fois qu'un laps de temps fixe s'est écoulé.
17000069	RÉS silence ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Silence.
17000070	RÉS confusion ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Confusion.
17000071	RÉS étourdissement ↑	none	Augmente l'ESQ contre les effets d'affaiblissement d'Étourdissement.
17000072	RÉS sommeil ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Sommeil.
17000073	RÉS anti-soin ↑	none	Augmente l'ESQ contre les effets d'affaiblissement d'Anti-soin.
17000074	RÉS cécité ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Cécité.
17000075	RÉS pétrification ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Pétrification.
17000076	RÉS gel ↑	none	Augmente l'ESQ contre les effets d'affaiblissement de Gel.
17000077	DÉG saignement ↓	none	Réduit les dégâts de Saignement subis.
17000078	DÉG poison ↓	buff/17000078/buff_set	Réduit les dégâts de Poison subis.
17000084	Attaque à distance	buff/17000084/buff_set	Inflige des dégâts tout en ignorant les substituts ennemis ou les effets de renvoi.
17000087	Suppression d'affaiblissement	buff/17000087/buff_set	Retire un effet d'affaiblissement.
17000088	Cumul de charge de compétence	buff/17000088/buff_set	Augmente la charge de la jauge de compétence proportionnellement au nombre de renforcements.
17000089	Contre-attaque	buff/17000089/buff_set	Ignore les renvois de l'ennemi et augmente l'ATQ de compétence lors de l'esquive.
17000090	Épée à double tranchant	buff/17000090/buff_set	Augmente l'ATQ et réduit la DÉF proportionnellement au nombre de renforcements.
17000091	Cumul d'énergie	buff/17000091/buff_set	Augmente la vitesse de progression et l'attaque de la jauge de compétence
17000093	Suppression critique	none	Réduit la vitesse de déclenchement des compétences critiques en fonction du type de renforcement.
17000111	Ténacité	buff/17000111/buff_set	Annule les dégâts et réduit la fréquence des affaiblissements infligeant des dégâts.
17000112	Frénésie	buff/17000112/buff_set	Augmente l'ATQ et annule toutes les attaques et tous les affaiblissements. 100 % de chance d'étourdissement pendant 5 s après l'effet.
17000113	Annulation des affaiblissements de Sommeil	buff/17000113/buff_set	Retire et annule les affaiblissements de Sommeil pendant la durée de la compétence.
17000114	Annulation de Silence	buff/17000114/buff_set	Retire et annule les affaiblissements de Silence pendant la durée de la compétence.
17000115	Suppr. affaibl. - Confusion	none	Retire et annule les affaiblissements de Confusion pendant la durée de la compétence.
17000116	Annulation d'Étourdissement	buff/17000116/buff_set	Retire et annule les affaiblissements d'Étourdissement et de Châtiment pendant la durée de la compétence.
17000117	Annulation de Pétrification	buff/17000117/buff_set	Retire et annule les affaiblissements de Pétrification pendant la durée de la compétence.
17000118	Suppr. affaibl. - Gel	none	Retire et annule les affaiblissements de Gel pendant la durée de la compétence.
17000119	Annulation des affaiblissements de neutralisation	buff/17000119/buff_set	Retire et annule les affaiblissements incapacitants (Pétrification, Gel, Confusion, Silence, Étourdissement, Châtiment, Sommeil) pendant la durée de la compétence.
17000120	Annulation des affaiblissements de dégâts continus	buff/17000120/buff_set	Retire et annule les affaiblissements de dégâts continus pendant la durée de la compétence.
17000121	Annulation des affaiblissements de récupération	none	Retire et annule les affaiblissements de récupération pendant la durée de la compétence.
17000122	Annulation des affaiblissements de garde	none	Retire et annule les affaiblissements de protection pendant la durée de la compétence.
17000123	Suppr. affaibl. - Dégâts comp.	none	Retire et annule les affaiblissements de dégâts de compétence pendant la durée de la compétence.
17000124	Neutr. affaibl. - DÉF comp.	none	Retire et annule les affaiblissements de DÉF de compétence pendant la durée de la compétence.
17000125	Annulation des affaiblissements de croissance	none	Retire et annule les affaiblissements de croissance pendant la durée de la compétence.
17000127	Annulation des affaiblissements d'interversion	none	Retire et annule les affaiblissements d'Interversion pendant la durée de la compétence.
17000128	Annulation des affaiblissements basés sur la durée.	none	Retire et annule les affaiblissements basés sur la durée pendant la durée de la compétence.
17000129	Annulation des affaiblissements basés sur les probabilités	none	Retire et annule les affaiblissements basés sur les probabilités pendant la durée de la compétence.
17000130	Annulation des affaiblissements d'attribut	none	Retire et annule les affaiblissements basés sur les éléments pendant la durée de la compétence.
17000131	Annulation de Sommeil et de Silence	none	Retire et annule les affaiblissements de Sommeil et de Silence pendant la durée de la compétence.
17000132	Annulation de Pétrification et de Gel	none	Retire et annule les affaiblissements de Pétrification et de Gel pendant la durée de la compétence.
17000133	Barrière	buff/17000133/buff_set	Génère Barrière et subit les dégâts visant d'autres cibles.
17000134	Suppr. effets d'attributs	none	Annule les renforcements de combat conférant des bonus d'attributs.
17000140	Épée à double tranchant		Augmente l'ATQ et la charge de la jauge de compétence/d'assaut tout en réduisant la DÉF, proportionnellement au nombre de renforcements (3 cumuls max). Suppression impossible.
17000141	Guérison	buff/17000001/buff_set	Convertit le Saignement en régénération. La quantité récupérée correspond à 50 % des dégâts de Saignement.
17000142	Aide	buff/17000142/buff_set	Augmente les dégâts de compétence de point faible de 15 %, ainsi que l'ATQ de 10 % proportionnellement au nombre de renforcements (6 cumuls max) au moment où la compétence est appliquée.
17000145	Dégâts de saignement ↑	none	Augmente les dégâts de saignement de l'ennemi.
17000147	Renaissance	buff/17000147/buff_set	Quand les PV atteignent 0, restaure 50 % des PV max, recharge complètement la récupération et la jauge de compétence et cumule un bonus d'ATQ +100 jusqu'à 5 fois.
17000148	Affaiblissement défensif	buff/17000148/buff_set	Crée un bouclier à part qui absorbe des dégâts d'affaiblissement, excepté les dégâts magiques. Ne peut pas être utilisé avec d'autres barrières
17000149	Combo	buff/17000149/buff_set	Tuer un ennemi pendant un effet de renforcement inflige 1 500 points de dégâts bonus à 1 ennemi restant aléatoire.
17000151	Surcharge	buff/17000151/buff_set	Augmente les dégâts de compétence normale/glissée de 30 % et le temps de recharge de compétence de 3 s, et réduit la vitesse de charge de compétence de 50 %.
17000152	RÉS cécité	none	Résistance à l'affaiblissement Cécité.
17000153	Frappe directe	buff/17000153/buff_set	Ignore l'état Ténacité de l'ennemi.
17000154	Cumul d'assaut	buff/17000154/buff_set	Augmente la charge de la jauge d'assaut en fonction du nombre de renforcements.
17000155	Éveil	buff/17000155/buff_set	Augmente les coups finals CRT de 30 %, ainsi que les dégâts de compétence glissée de 10 % proportionnellement au nombre de renforcements (6 cumuls max) au moment où la compétence est appliquée.
17000156	Annulation de Malédiction	none	Retire et annule les affaiblissements de Malédiction pendant la durée de la compétence.
17000157	Soin secret	buff/17000157/buff_set	Soigne les PV de l'utilisateur à chaque fois qu'il agit ou subit des dégâts.
17000158	Annulation d'Anti-soin	none	Retire et annule les affaiblissements d'Anti-soin pendant la durée de la compétence.
17000159	Annulation de Poison	none	Retire et annule les affaiblissements de Poison pendant la durée de la compétence.
17000160	Toucher pétrifiant	buff/17000160/buff_set	Possibilité de pétrifier les ennemis qui attaquent l'utilisateur (Impossibilité de raccourcir ou prolonger l'affaiblissement).
17000161	Épée aiguisée	buff/17000161/buff_set	Augmente les dégâts des compétences de point faible en fonction du nombre d'alliés de type Lumière (10 max).
17000165	Antidote	buff/17000001/buff_set	Supprime Poison et soigne instantanément les dégâts infligés par 1 tour de poison.
17000167	Justice poétique II	buff/17000167/buff_set	Récupère des PV en fonction du nombre de renforcements alliés.
17000169	Réduction durée d'affaiblissement		Réduit la durée des affaiblissements (Excepté Pétrification, Gel, Nécrose, Venin, Bombe à eau, Flamme éternelle). La durée finale est calculée selon le temps restant lorsque l'effet négatif est appliqué.
17000170	Suppression de Brûlure et Échaudure	none	Retire et annule les affaiblissements de Brûlure et Échaudure pendant la durée de la compétence.
17000171	Suppression de Saignement	none	Retire et annule les affaiblissements de Saignement pendant la durée de la compétence.
17000172	Suppression d'Échaudure	none	Retire et annule les affaiblissements d'Échaudure pendant la durée de la compétence.
17000173	Suppression de Bombe à eau	none	Retire et annule les affaiblissements de Bombe à eau pendant la durée de la compétence (Annule la réinitialisation de jauge de compétence).
17000174	Cumul d'épée à double tranchant	buff/17000174/buff_set	Augmente l'ATQ et réduit la DÉF proportionnellement au nombre de renforcements.
17000175	Patience	buff/17000111/buff_set	Confère le nombre actuel d'affaiblissement Ténacité +1
17000176	Accoutumance à la douleur	buff/17000176/buff_set	Augmente la DÉF d'une certaine valeur. Augmente la DÉF de 4 % tous les 2 % de PV perdus par tous les alliés (jusqu'à 160 %, augmente uniquement la DÉF accordée par Accoutumance à la douleur).
17000177	Sublimation de la douleur	buff/17000177/buff_set	Augmente l'ATQ d'une certaine valeur. Augmente l'ATQ de 60 % tous les 2 % de PV perdus par tous les alliés (jusqu'à 2 400 %, augmente uniquement l'ATQ accordée par Sublimation de la douleur).
17000178	Rage	buff/17000037/buff_set	Stocke les dégâts pendant la durée de l'effet et les inflige à une cible aléatoire lors de la prochaine attaque de compétence.
17000179	Affaiblissement provocant		Recevez 1 affaiblissement au lieu d'une attaque d'affaiblissement ennemie.
17000180	Supprime Soin mortel	none	Retire et annule les affaiblissements de Soin mortel pendant la durée de la compétence.
17000182	Augmente l'esquive aux dégâts continus	buff/17000182/buff_set	Augmente l'esquive d'affaiblissement aux dégâts continus
17000183	Concentration de mana		Cumule la vitesse de gain de jauge de compétence. Active une compétence système qui blesse les ennemis à 50 cumuls. Connexion de compétence système requise.
17000185	Posture agressive	buff/17000185/buff_set	Seuls les Childs avec Posture agressive peuvent utiliser les attaques de furie en mode furie.
17000186	Mode furie	buff/17000092/buff_set	Utilise des attaques de furie sur l'ennemi (monstres uniquement).
17000187	Ignorer Renvoi	buff/17000187/buff_set	Attaque ignorant les effets de Renvoi de l'ennemi.
17000188	Supprimer bombe de neige	none	Retire et annule les affaiblissements de Bombe de neige pendant la durée de la compétence.
17000190	PV max ↑	buff/17000190/buff_set	Crée une barrière et octroie des PV max supplémentaires.
17000191	PRÉC d'affaiblissement augmentée	buff/17000191/buff_set	Augmente la PRÉC d'affaiblissement de la cible.
17000192	Revitaliser	buff/17000192/buff_set	Pour les alliés avec Revitaliser : résurrection une seule fois du premier allié qui meurt et soin de PV.
17000193	Affaiblissement provocant	buff/17000179/buff_set	Recevez 2 affaiblissements au lieu d'une attaque d'affaiblissement ennemie.
17000198	Cumul d'ESQ		Augmente l'ESQ proportionnellement au nombre de renforcements.
17000199	Torsion temporelle	buff/17000199/buff_set	Supprime tous les affaiblissements basés sur la durée de la cible et augmente de 40 % la vitesse de charge de la jauge de compétence.
17000200	Dégâts de Poison accrus	buff/17000200/buff_set	Augmente les dégâts de Poison utilisés par la cible.
17000201	Cumul de DÉF de compétence de base		Augmente le cumul de DÉF de compétence de base proportionnellement au nombre de renforcements.
17000202	Cumul de DÉF de compétence glissée	buff/17000202/buff_set	Augmente le cumul de DÉF de compétence glissée proportionnellement au nombre de renforcements.
17000203	Croissance rapide	buff/17000203/buff_set	Augmente l'ATQ et la DÉF - après la fin de la durée, réduit Coup final de compétence et DÉF de compétence (ne peut pas être annulée et la durée ne peut être ni réduite ni prolongée).
17000205	Annulation d'Électrocution		Retire et annule les affaiblissements d'Électrocution pendant la durée de la compétence.
17000206	Bouclier de glace		Augmente la DÉF et réduit la vitesse de charge de la jauge de compétence de l'attaquant en cas d'attaque.
17000207	Bouclier de glace		Augmente la DÉF et réduit la vitesse de charge de la jauge de compétence de l'attaquant en cas d'attaque.
17000208	Augmente la PRÉC		Augmente la PRÉC de compétences
17000209	Bouclier de glace		Augmente la DÉF et réduit la vitesse de charge de la jauge de compétence de l'attaquant en cas d'attaque.
17000210	Bouclier de glace		Augmente la DÉF et réduit la vitesse de charge de la jauge de compétence de l'attaquant en cas d'attaque.
17000211	Suppression et annulation de Séduction	buff/17000211/buff_set	Retire et annule les affaiblissements de Séduction pendant la durée de la compétence.
17000212	terminer le temps de recharge		Remet à 0 les temps de recharge de compétence d'une cible, sauf l'utilisateur.
17000213	Augmentation des dégâts de Malédiction	buff/18000081/buff_set	Augmente les dégâts de Malédiction utilisés par la cible.
17000214	Pénétration		Ignore une partie fixe de la DÉF de l'ennemi.
17000215	Combo		Tuer un ennemi pendant un effet de renforcement inflige des dégâts bonus aux ennemis restants.
17000216	DÉF de compétence (sauf point faible) ↑	none	Augmente la DÉF de toutes les compétences (sauf pour les attaques de point faible).
17000222	Amplification de Barrière de renvoi d'affaiblissements		Augmente la quantité totale de protection de Barrière de renvoi d'affaiblissements.
17000223	Réduction des dégâts continus		Réduction des dégâts subis par la cible suite à des affaiblissements aux dégâts continus.
17000227	DÉF parallèle de type Lumière ↑		Augmente la DÉF en fonction du nombre d'alliés de type Lumière pendant le combat.
17000230	Bouclier d'épines		Augmente la DÉF et inflige Saignement lorsqu'attaqué par une compétence. (Saignement ne se cumule pas.)
17000231	Cri de guerre		Augmente l'ATQ proportionnellement au nombre de renforcements (3 cumuls max).
17000232	Contre-attaque		Ignore les renvois de l'ennemi et augmente les dégâts de compétence. Se cumule jusqu'à 3 fois.
17000233	Bouclier sombre		Augmente la DÉF. En cas d'attaque par une compétence, augmente le temps de recharge des compétences pour l'attaquant.
17000235	Bouclier lumineux		Augmente la DÉF et, en cas d'attaque par une compétence, inflige Cécité.
17000236	Amplification d'Explosion de renforcement		Augmente les dégâts d'Explosion de renforcement.
17000237	Toucher pétrifiant		Possibilité de pétrifier les ennemis qui attaquent l'utilisateur.
17000239	Bouclier d'épines		Augmente la DÉF et inflige Saignement lorsqu'attaqué par une compétence. (Saignement ne se cumule pas.)
17000240	Bouclier d'épines		Augmente la DÉF et inflige Saignement à la cible lorsqu'attaqué par une compétence (Saignement ne se cumule pas).
17000241	Bouclier sombre		Augmente la DÉF. En cas d'attaque par une compétence, augmente le temps de recharge des compétences pour l'attaquant.
17000242	Augmentation des dégâts continus		Augmente les dégâts des affaiblissements aux dégâts continus.
17000243	Bouclier lumineux		Augmente la DÉF, et réduit la DÉF de la cible et inflige Échaudure lorsqu'attaqué par une compétence.
17000244	Bouclier de flammes		Augmente la DÉF, et lorsque qu'attaqué par une compétence, diminue la DÉF de l'attaquant et inflige Échaudure.
17000245	Bouclier de flammes		Augmente la DÉF, et lorsque qu'attaqué par une compétence, diminue la DÉF de l'attaquant et inflige Échaudure.
17000246	Ajout de charge de compétence		Recharge instantanément une portion de la jauge de compétence.
18000001	PV max ↓	buff/18000001/buff_set	Réduit les PV max.
18000002	ATQ ↓	buff/18000002/buff_set	Réduit l'ATQ.
18000003	DÉF ↓	buff/18000003/buff_set	Réduit la DÉF.
18000004	AGI ↓	buff/18000004/buff_set	Réduit l'AGI.
18000005	CRT ↓	buff/18000005/buff_set	Réduit les CRT.
18000006	Saignement	buff/18000006/buff_set	Inflige des dégâts continus à un ennemi.
18000007	Silence	buff/18000007/buff_set	Réinitialise la jauge de compétence de la cible. Toutes les compétences excepté l'attaque auto sont désactivées.
18000008	Confusion	buff/18000008/buff_set	Les compétences normales/glissées attaquent aléatoirement les alliés au lieu des ennemis. Les renforcements et les affaiblissements sont également intervertis, mais les effets durables d'assaut et Résurrection fonctionnent correctement.
18000009	Charge de compétence ↓	buff/18000009/buff_set	Réduit la charge de la jauge de compétence. Se cumule avec le ralentissement de charge de compétence.
18000010	Étourdissement	buff/18000010/buff_set	Réinitialise la jauge de compétence de la cible au prix de la vitesse de déplacement de l'utilisateur.
18000011	Sommeil	buff/18000011/buff_set	Empêche d'agir et réduit la DÉF à 0. Les dégâts infligés par une compétence autre que l'attaque auto suppriment l'effet.
18000012	Chance de CRT ↓	buff/18000012/buff_set	Réduit les chances de CRT.
18000013	Charge d'assaut ↓	buff/18000013/buff_set	Réduit la charge de la jauge d'assaut.
18000014	Charge de compétence ↓	buff/18000014/buff_set	Réduit la vitesse de charge de la jauge de compétence. Se cumule avec les effets diminuant la charge de la jauge de compétence.
18000015	Entrave de compétence II	buff/18000015/buff_set	Réduit le coup final d'une compétence. Ne s'applique pas aux attaques auto, aux compétences d'assaut ou aux effets sur la durée.
18000016	Durée d'assaut ↓	buff/18000016/buff_set	Réduit la durée des effets de renforcement des compétences d'assaut.
18000017	Soin ↓	buff/18000017/buff_set	Réduit les effets des compétences de soin.
18000018	Entrave d'attaque de base II	buff/18000018/buff_set	Réduit le coup final d'une attaque auto.
18000019	Entrave de compétence d'assaut II	buff/18000019/buff_set	Réduit le coup final d'une compétence d'assaut.
18000020	Entrave de compétence	buff/18000020/buff_set	Réduit les dégâts d'une compétence. Ne s'applique pas aux attaques auto et aux compétences d'assaut.
18000021	ESQ ↓	buff/18000021/buff_set	Réduit l'ESQ contre les compétences.
18000022	ESQ d'affaiblissement ↓	buff/18000022/buff_set	Réduit l'ESQ contre les effets d'affaiblissement.
18000023	Entrave de compétence de base II	buff/18000023/buff_set	Réduit le coup final d'une compétence de base.
18000024	Entrave de compétence glissée II	buff/18000024/buff_set	Réduit le coup final d'une compétence glissée.
18000025	Entrave d'ATQ de point faible II	buff/18000025/buff_set	Réduit les dégâts des attaques de point faible.
18000026	Entrave critique II	buff/18000026/buff_set	Réduit le coup final d'une attaque critique.
18000027	Régénération ↓	buff/18000027/buff_set	Réduit l'effet des compétences de régénération.
18000028	Entrave d'attaque auto	buff/18000028/buff_set	Affaiblit les attaques auto.
18000029	Entrave de compétence de base	buff/18000029/buff_set	Affaiblit les compétences de base.
18000030	Entrave de compétence glissée	buff/18000030/buff_set	Affaiblit les compétences glissées.
18000032	Entrave compétence d'assaut	buff/18000032/buff_set	Affaiblit les compétences d'assaut.
18000033	DÉF de point faible ↓	buff/18000033/buff_set	Réduit la DÉF contre les attaques de point faible.
18000034	DÉF attaque auto ↓	buff/18000034/buff_set	Réduit la DÉF contre les attaques auto.
18000035	DÉF compétence de base ↓	buff/18000035/buff_set	Réduit la DÉF contre les compétences de base.
