// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
3610	<故事>	女生要有野心！	名聲、榮光，甚至是你，\都是我的！
361001	第1關	嫉妒之始(困難)	
361002	第2關	支援我(困難)	
361003	第3關	別插手！(困難)	
361004	第4關	我很可疑？(困難)	
361005	第5關	少女的理想 I(困難)	
361006	第6關	誘餌與狐(困難)	
361007	第7關	少女的理想 II(困難)	
361008	第8關	你逃不掉的！(困難)	
3700	<故事>	惡魔的干預	我們要在美由知道之前，處理掉他們。
370001	第1關	原創歌曲	空欄
370002	第2關	天堂街的超新星	空欄
370003	第3關	驚喜活動	空欄
370004	第4關	很高興認識你！	空欄
370005	第5關	我就靠你囉！	空欄
370006	第6關	盡情喧鬧吧！	空欄
370007	第7關	妳還好意思說	空欄
370008	第8關	可愛的惡魔	空欄
3710	<故事>	惡魔妨礙視野	我們要在美由知道之前，處理掉他們。
371001	第1關	困難—原創歌曲	空欄
371002	第2關	困難—天堂街的超新星	空欄
371003	第3關	困難—驚喜活動	空欄
371004	第4關	困難—很高興認識你！	空欄
371005	第5關	困難—我就靠你囉！	空欄
371006	第6關	困難—盡情喧鬧吧！	空欄
371007	第7關	困難—妳還好意思說	空欄
371008	第8關	困難—可愛的惡魔	空欄
3800	<故事>	惡魔方程式	誰是亞摩斯島上最厲害的車手？
380001	第1關	不詳傳言	
380002	第2關	可疑計畫	
380003	第3關	黑馬	
380004	第4關	預賽	
380005	第5關	駛向天際	
380006	第6關	憤怒群眾	
380007	第7關	保持冷靜，繼續前進	
380008	第8關	真相是…	
3810	<故事>	惡魔方程式	誰是亞摩斯島上最厲害的車手？
381001	第1關	不詳傳言(困難)	
381002	第2關	可疑計畫(困難)	
381003	第3關	黑馬(困難)	
381004	第4關	預賽(困難)	
381005	第5關	駛向天際(困難)	
381006	第6關	憤怒群眾(困難)	
381007	第7關	保持冷靜，繼續前進(困難)	
381008	第8關	真相是…(困難)	
3900	故事	Fantasy island	一場在維納斯諸島上的意外邂逅……可能會遇到個不錯的夥伴。
390001	第1關	夢幻假期	
390002	第2關	神秘信件	
390003	第3關	夢幻假期	
390004	第4關	追逐奇怪身影	
390005	第5關	夢幻假期	
390006	第6關	兩個霞？	
390007	第7關	夢幻假期	
390008	第8關	寶物	
3910	故事	Fantasy island	一場在維納斯諸島上的意外邂逅……可能會遇到個不錯的夥伴。
391001	第1關	夢幻假期(困難)	
391002	第2關	神秘信件(困難)	
391003	第3關	夢幻假期(困難)	
391004	第4關	追逐奇怪身影(困難)	
391005	第5關	夢幻假期(困難)	
391006	第6關	兩個霞？(困難)	
391007	第7關	夢幻假期(困難)	
391008	第8關	寶物(困難)	
4000	<故事>	夢幻假期	混亂又顛覆的夢幻世界！\他們究竟在夢中失去了什麼呢？
400001	第1關	奇異之城	
400002	第2關	奇幻現象	
400003	第3關	誤會與建議	
400004	第4關	黑胡椒氣味	
400005	第5關	奇異茶會	
400006	第6關	女王的遊戲	
400007	第7關	公爵夫人與王后陛下	
400008	第8關	審判	
4010	<故事>	夢幻假期	混亂又顛覆的夢幻世界！\他們究竟在夢中失去了什麼呢？
401001	第1關	奇異之城(困難)	
401002	第2關	奇幻現象(困難)	
401003	第3關	誤會與建議(困難)	
401004	第4關	黑胡椒氣味(困難)	
401005	第5關	奇異茶會(困難)	
401006	第6關	女王的遊戲(困難)	
401007	第7關	公爵夫人與王后陛下(困難)	
401008	第8關	審判(困難)	
4100	故事	狗狗的願望	娜普圖♥離自己成為最強偶像又進一步。\但為何這無法讓她開心呢？
410001	第1關	娜普圖♥的回憶	
410002	第2關	維納斯♥的惡作劇	
410003	第3關	99%的努力	
410004	第4關	說出實話	
410005	第5關	四處詢問	
410006	第6關	線索	
410007	第7關	我一直在等	
410008	第8關	還有1%的勇氣！	
4110	故事	狗狗的願望	娜普圖♥離自己成為最強偶像又進一步。\但為何這無法讓她開心呢？
411001	第1關	娜普圖♥的回憶(困難)	
411002	第2關	維納斯♥的惡作劇(困難)	
411003	第3關	99%的努力(困難)	
411004	第4關	說出實話(困難)	
411005	第5關	四處詢問(困難)	
411006	第6關	線索(困難)	
411007	第7關	我一直在等(困難)	
411008	第8關	還有1%的勇氣！(困難)	
4200	故事	來吧！	誤解不斷累積，加深了兩人間的嫌隙。\他們之間究竟會如何發展呢？
420001	第1關	知名擊劍士	
420002	第2關	嘲諷對決	
420003	第3關	難以置信的結果	
420004	第4關	渴望	
420005	第5關	惡夢	
420006	第6關	失蹤的Child	
420007	第7關	融合	
420008	第8關	道別	
4210	故事	來吧！	誤解不斷累積，加深了兩人間的嫌隙。\他們之間究竟會如何發展呢？
421001	第1關	知名擊劍士(困難)	
421002	第2關	嘲諷對決(困難)	
421003	第3關	難以置信的結果(困難)	
421004	第4關	渴望(困難)	
421005	第5關	惡夢(困難)	
421006	第6關	失蹤的Child(困難)	
421007	第7關	融合(困難)	
421008	第8關	道別(困難)	
4300	<故事>	甜蜜的生活	重新收集深藏\在你心中的甜蜜回憶。
430001	第1關	為什麼不能是我呢	
430002	第2關	面惡心善	
430003	第3關	讓我看看你的心	
430004	第4關	輕輕開始	
430005	第5關	歡迎來到角色扮演的世界	
430006	第6關	趕工	
430007	第7關	完成的服裝	
430008	第8關	第一場同人展活動	
4310	<故事>	甜蜜的生活	重新收集深藏\在你心中的甜蜜回憶。
431001	第1關	為什麼不能是我呢(困難)	
431002	第2關	面惡心善(困難)	
431003	第3關	讓我看看你的心(困難)	
431004	第4關	輕輕開始(困難)	
431005	第5關	歡迎來到角色扮演的世界(困難)	
431006	第6關	趕工(困難)	
431007	第7關	完成的服裝(困難)	
431008	第8關	第一場同人展活動(困難)	
4400	<故事>	貓、狗和惡魔	逃向世界盡頭的小狗和小貓！
440001	第1關	志工	
440002	第2關	特殊動物收容所	
440003	第3關	汪汪，拜託幫幫我	
440004	第4關	拉西和凱西	
440005	第5關	牠們的願望	
440006	第6關	激動不安大騷動	
440007	第7關	逃脫	
440008	第8關	幸福的新樣貌	
4410	<故事>	貓、狗和惡魔	逃向世界盡頭的小狗和小貓！
441001	第1關	志工(困難)	
441002	第2關	特殊動物收容所(困難)	
441003	第3關	汪汪，拜託幫幫我(困難)	
441004	第4關	拉西和凱西(困難)	
441005	第5關	牠們的願望(困難)	
441006	第6關	激動不安大騷動(困難)	
441007	第7關	逃脫(困難)	
441008	第8關	幸福的新樣貌(困難)	
4500	<故事>	在路上	只要我有公路腳踏車，就不需要言語！
450001		可愛的妲比登場	
450002		無法看見之物	
450003		約定	
450004		願望	
450005		怪談的真相	
450006		比賽	
450007		事故	
450008		重賽	
4510	<故事>	在路上	只要我有公路腳踏車，就不需要言語！
451001		HARD可愛的妲比登場	
451002		HARD無法看見之物	
451003		HARD約定	
451004		HARD願望	
451005		HARD怪談的真相	
451006		HARD比賽	
451007		HARD事故	
451008		HARD重賽	
4600	<故事>	白日夢	如夢幻般的事件在你眼前展開。
460001	第1關	初戀	
460002	第2關	理性與感情之間	
460003	第3關	遭遇	
460004	第4關	危險契約	
460005	第5關	圖蘭的夢	
460006	第6關	追求自由	
460007	第7關	誤解	
460008	第8關	降雨的午後	
4610	<故事>	白日夢	如夢幻般的事件在你眼前展開。
461001	第1關	初戀 (困難)	
461002	第2關	理性與感情之間 (困難)	
461003	第3關	遭遇 (困難)	
461004	第4關	危險契約 (困難)	
461005	第5關	圖蘭的夢 (困難)	
461006	第6關	追求自由 (困難)	
461007	第7關	誤解 (困難)	
461008	第8關	降雨的午後 (困難)	
4700	<故事>	Extra Game	戰爭是我們惡魔的宿命！\歡迎來到地獄般的戰場！
470001	第1關	主場秀	
470002	第2關	黑暗對決	
470003	第3關	「我放棄」對決	
470004	第4關	第一滴血對決	
470005	第5關	地獄對決	
470006	第6關	硬派對決	
470007	第7關	死亡對決	
470008	第8關	冠軍賽	
4710	<故事>	Extra Game	戰爭是我們惡魔的宿命！\歡迎來到地獄般的戰場！
471001	第1關	主場秀(困難)	
471002	第2關	黑暗對決(困難)	
471003	第3關	「我放棄」對決(困難)	
471004	第4關	第一滴血對決(困難)	
471005	第5關	地獄對決(困難)	
471006	第6關	硬派對決(困難)	
471007	第7關	死亡對決(困難)	
471008	第8關	冠軍賽(困難)	
4800	<故事>	反叛進行曲	問題兒童齊聚一堂！\誰是最強的麻煩製造者？
480001	第1關	修羅場	
480002	第2關	不知感激	
480003	第3關	我的名字是狄雅努斯！	
480004	第4關	真正的惡魔	
480005	第5關	真實的願望	
480006	第6關	背叛是惡徒的美德	
480007	第7關	形勢逆轉？	
480008	第8關	旅途的終點	
4810	<故事>	反叛進行曲	問題兒童齊聚一堂！\誰是最強的麻煩製造者？
481001	第1關	修羅場 (困難)	
481002	第2關	不知感激 (困難)	
481003	第3關	我的名字是狄雅努斯！ (困難)	
481004	第4關	真正的惡魔 (困難)	
481005	第5關	真實的願望 (困難)	
481006	第6關	背叛是惡徒的美德 (困難)	
481007	第7關	形勢逆轉？ (困難)	
481008	第8關	旅途的終點 (困難)	
4900	<故事>	誘惑之中	我今天要跟誰玩呢？
490001	第1關	苦中帶甜的誘惑 Ⅰ	
490002	第2關	苦中帶甜的誘惑 Ⅱ	
490003	第3關	有趣的玩具	
490004	第4關	如神探一般	
490005	第5關	碎片 Ⅰ	
490006	第6關	碎片 Ⅱ	
490007	第7關	碎片 Ⅲ	
490008	第8關	狡猾的惡魔	
4910	<故事>	誘惑之中	我今天要跟誰玩呢？
491001	第1關	苦中帶甜的誘惑 Ⅰ(困難)	
491002	第2關	苦中帶甜的誘惑 Ⅱ(困難)	
491003	第3關	有趣的玩具(困難)	
491004	第4關	如神探一般(困難)	
491005	第5關	碎片 Ⅰ(困難)	
491006	第6關	碎片 Ⅱ(困難)	
491007	第7關	碎片 Ⅲ(困難)	
491008	第8關	狡猾的惡魔(困難)	
5000	<故事>	聖誕祝福	在聖誕季節踏上尋找自己命運之旅的孤獨惡魔。\她的命運究竟在何方呢？
500001	第1關	練習結束	
500002	第2關	飢餓公主	
500003	第3關	工作的公主	
500004	第4關	聖誕鬥士	
500005	第5關	命定伴侶 I	
500006	第6關	命定伴侶 II	
500007	第7關	惡魔格莉拉	
500008	第8關	聖誕快樂！	
5010	<故事>	聖誕祝福	在聖誕季節踏上尋找自己命運之旅的孤獨惡魔。\她的命運究竟在何方呢？
501001	第1關	聖誕祝福(困難)	
501002	第2關	練習結束(困難)	
501003	第3關	飢餓公主(困難)	
501004	第4關	工作的公主(困難)	
501005	第5關	聖誕鬥士(困難)	
501006	第6關	命定伴侶 I(困難)	
501007	第7關	命定伴侶 II(困難)	
501008	第8關	惡魔格莉拉(困難)	
5100	<故事>	什麼是愛？	薇薇安平等的安撫所有人。她能為大家上哪些愛的課程呢？
510001	第1關	讓大家開心的方法	
510002	第2關	對女孩的承諾	
