// key	HECATE_BOOK_TITLE_SHELF_	HECATE_BOOK_TITLE_	HECATE_BOOK_TITLE_SUB_	HECATE_BOOK_DESC_
100019	Midsummer\Night's Dream	Midsummer Night's Dream	Ragna:Break Season 18	すれ違う二つの思い。\君が言う愛とは何だ？
100023	Demonic\Interfering\View	Demonic Interfering View	Narrative Dungeon	美由が気づく前になんとかしなきゃ！
100090	レイド\ショップ	レイドショップ	Tutorial	《壁に耳あり障子にも耳あり》\情報屋ブラウニーが新たに開業したレイドショップ。
100091	クリスマスの悪夢	クリスマスの悪夢	Ragna:Break Season 0	聖なる前夜祭、クリスマスの光の影に悪魔が潜んでいる。
100092	オベリスクの降臨	オベリスクの降臨	Ragna:Break Season 2	熱砂を越え現世に現れし挑戦の塔。
100093	禁忌の花	禁忌の花	Ragna:Break Season 3	絡み合う思い、その先にあるものは…
100094	屍の王国	屍の王国	Ragna:Break Season 5	救いなき世界の憐憫なる魂よ。\深き闇の谷へ導かん。
100095	Summer SCANDAL	Summer SCANDAL	Ragna:Break Season 4	熱い魔王争奪戦に疲れたら…\地上の楽園、リビ島へ行こう！
100096	Cafe de petit	Cafe de petit	Ragna:Break Season 1	いらっしゃいませ～お客様♥\Cafe de petitへようこそ！
100097	DEVILIVE!!	DEVILIVE!!	Ragna:Break Season 6	一緒に行こう！輝く夢のコンサートへ…
100099	Girl on Fire	Girl on Fire	Ragna:Break Season 7	もう一度、夢を見るために、炎の中から甦れ！
100100	Secret Bride	Secret Bride	Ragna:Break Season 8	僕の花嫁よ、きみの運命を僕に預けてくれ！
100104	Summer SHOOTERS	Summer SHOOTERS	Ragna:Break Season 10	伝説のハイドロシューターの気合と意地。
100105	キャサリン・\フルボディ	キャサリン・フルボディ	Ragna:Break	Story as K's another World
100110	ワールドボス・\トライアル	ワールドボス・トライアル	Tutorial	突如現れた強大な魔力の波動。\《魔鏡現象》とはいったい…？
100111	雪ミク	雪ミク	Narrative Dungeon	雪の中で出会った二人…
100112	HOLY WAR	HOLY WAR	Narrative Dungeon	天を裂き、深き闇の神が降臨する。
100113	新魔王登場！？	新魔王登場！？	Narrative Dungeon	3代目魔王が降臨！その正体は…
100114	冷たい花	冷たい花	Narrative Dungeon	悪魔に憧れる少女の闇。
100115	守るべき正義	守るべき正義	Narrative Dungeon	人それぞれに、譲れない思いが…
100116	Re:build	Re:build	Narrative Dungeon	新しいミダスの誕生秘話。
100117	致命的なL♥VE	致命的なL♥VE	Narrative Dungeon	悦楽に咲く紅い薔薇の夢。
100118	光と、闇と。	光と、闇と。	Narrative Dungeon	少女と出会った対なる2人の後日談
100120	永遠の誓い	永遠の誓い	Narrative Dungeon	バートリーが出会った運命の少女
100121	Dual\block\buster	Dual block buster	Narrative Dungeon	ステージに太陽は2つもいらない！\騙し、騙され…最後に勝利を掴み取るのは！
100122	My Dear	My Dear	Narrative Dungeon	バレンタインデーのスイートでビターな事件！？
100123	THE\REVELATION	THE REVELATION	Narrative Dungeon	混沌と虚無、暗黒の深淵より生まれし小さな光。
100125	Re:birth LAB\HISTORIA	Re:birth LAB HISTORIA	Narrative Dungeon	知られざる悪魔式錬金術研究所の過去
100126	LOST Donut	LOST Donut	Narrative Dungeon	ドーナツを盗んだのは誰なのか？
100127	BBCFコラボ	BBCFコラボ	Narrative Dungeon	《蒼》の物語…とは少し違う物語
100128	真夏の怪	真夏の怪	Narrative Dungeon	暑い夏は肝試しでクールダウン！
100129	NO PARADISE	NO PARADISE	Narrative Dungeon	2人の逃走劇がいま幕を開ける。
100130	Secret\Halloween	Secret Halloween	Narrative Dungeon	謎の悪魔ライマの秘密とは…
100131	Second chance	Second chance	Narrative Dungeon	チャンスが目の前にあるなら挑戦してみるわ。
100132	All you need\is Love	All you need is Love	Narrative Dungeon	やっと辿り着いたスキー場での騒動とは？
100134	Blind for LOVE	Blind for LOVE	Narrative Dungeon	ご主人様のキャンディ…私もほしい～！
100135	Phantom\vs\Exorcist	Phantom vs Exorcist	Narrative Dungeon	今宵はギターを響かせて\あなたの心を盗みます。
100136	コウガの覚醒	コウガの覚醒	Scenario Dungeon	孤独な少女の新たな願いとは…\少女の願いが、新たな力を呼び覚ます！
100137	歌姫降臨！	歌姫降臨！	Scenario Dungeon	チャンネルEvilで平和をお届け！
100138	ヴィーナス\バケーション	ヴィーナスバケーション	Scenario Dungeon	常夏の楽園「ヴィーナス諸島」で開かれる女神たちの祭典
100139	『けものフレンズ\2』	『けものフレンズ2』	Scenario Dungeon	新たなるフレンズたちの物語が今、始まる！
100140	玉藻夜話	玉藻夜話	Scenario Dungeon	九尾の狐の怪談に隠されし真実。
100146	モナ	モナ	Awakening Scenario	悪魔を補佐する美人秘書、人間界のサキュバスリーダー\ダメな悪魔調教専門。
100147	リザ	リザ	Awakening Scenario	SS級ポテンシャルを誇る敏腕サキュバス。\仕事を片づけたと思ったら突然消えてしまう…
100148	ダビ\	ダビ	Awakening Scenario	モナ姉さまがいるところなら魔界の果てまで！\ダビちゃん、ただいま参上！
100149	処容	近所の処容	Awakening Scenario	元気ハツラツの異邦少女。\ただ前に向かって、ひたすら走っている時が一番幸せだ。
100150	マルス	疾走するマルス	Awakening Scenario	弱者のために悪を討伐！\復讐と正義の女戦士。
100152	フェニックス	熱いフェニックス	Awakening Scenario	生き残るのは俺だ！\灰の中から生まれた狂戦士、フェニックス。
100153	フリーガ	戦士フリーガ	Awakening Scenario	私の敵は私が倒す。\自分の身を守るために剣を持った女戦士。
100154	ヘクトル	傭兵ヘクトル	Awakening Scenario	ひたすら稼ぐため戦う、貪欲な傭兵。
100155	デメテル	虚勢のデメテル	Awakening Scenario	退屈でヒマな看護師が作り出した、あなたの女王様。
100156	ディーノ	奉仕するディーノ	Awakening Scenario	次の方どーぞ。はーい、横になってくださいねー\実習は0点だけど、自信は満点です！
100157	アガメムノン	血闘のアガメムノン	Awakening Scenario	ためらわず正義を行え。\立ちあがれ。オレと共に戦おう！
100158	アルテミス	闇夜のアルテミス	Awakening Scenario	少しでいいわ。静かにしてちょうだい。\天才少女が作り出した静かなチャイルド。
100159	アストレア	星のアストレア	Awakening Scenario	正義の星となり、世界を照らす！
100162	クーシー	番犬クーシー	Awakening Scenario	死んだ飼い主の幽霊を守っていた犬。\飼い主と同じ匂いがするチャイルドに従う。
100163	コレー	ちびコレー	Awakening Scenario	聞こえますか？\私の友達の声が…
100164	エリス	激情のエリス	Awakening Scenario	彼女の力の源は怒り！\消せない怒りで敵を制する。
100165	フォルトゥナ	危険なフォルトゥナ	Awakening Scenario	人生は選択の連続。\でも、結局サイコロですべての運命が決まる。
100167	マヤウェル	怠惰のマヤウェル	Awakening Scenario	自称、脱力系スーパー天才美少年\…のゲームオタク。
100168	オーロラ	歓喜のオーロラ	Awakening Scenario	素直で自由奔放な破壊少女。\他人との関わりや束縛がイヤだから、口数が少ない。
100169	キンティア	目覚めたキンティア	Awakening Scenario	あれ、この格好は…\バッ○マンじゃないじゃん、悪魔じゃん！
100170	レダ	成功したレダ	Awakening Scenario	あたしって美しい。そう思わない？\ねぇ、あなたもあたしの虜でしょう？
100171	セレーネ	夜のセレーネ	Awakening Scenario	闇が怖いなら自分で照らせばいい。\夜に勝つため、月になったチャイルド。
100172	少女探偵	さすらいの少女探偵	Awakening Scenario	おばあちゃんの名にかけて！\混沌とした魔王争奪戦に現れた少女探偵！
100173	フレイヤ	純真なフレイヤ	Awakening Scenario	いつもあなたを見守ってるニャン。
100174	アレクト	にぎやかなアレクト	Awakening Scenario	究極のメイド。それが私の存在意義！\掃除も！料理も！完璧に！…こなすつもりです。
100175	ダイアナ	静かなダイアナ	Awakening Scenario	誰も信じられない。\信じられるのは自分だけ。
100176	ムネモシネ	怠惰なムネモシネ	Awakening Scenario	下級悪魔が誤って召喚した、異世界の大魔法使い…\…と思い込んでいるチャイルド。
100177	ベルセポネ	明け方ベルセポネ	Awakening Scenario	魔界と人間界を行き来する交渉のスペシャリスト。\信頼が何よりも大切です。
100178	エルメス	浪費家エルメス	Awakening Scenario	好みがマニアック！怪力で無愛想な少女。\夢は世界一のコレクター。
100179	ユダ	ユダ	Awakening Scenario	純粋な欲望ほど強いものはない。\暗黒街に君臨する帝王、ユダ。
100181	モリーユ	憤怒のモリーユ	Awakening Scenario	ひとりで充分よ。\私を愛してくれる男なんて。
100182	シャマシュ	秩序のシャマシュ	Awakening Scenario	歪んだこの世界を、厳格な法で正せ！
100183	ティアマト	夜のティアマト	Awakening Scenario	いつまで自分にウソをつくの？\怒りを解き放て！
100185	ヘラ	自尊心のヘラ	Awakening Scenario	もう子供じゃないわ。\困った時はお姉さまに任せなさい。
100186	パンテオン	空回りパンテオン	Awakening Scenario	ここで一首。\荒天の風の流れに抗わず、さすらい人は浮雲如し。
100187	アリア	歌うアリア	Awakening Scenario	目指せ！トップアイドル！\みんなに夢と感動を与えるため、レッスンは終わらない。
100188	ヘスティア	黒炎のヘスティア	Awakening Scenario	私は炎になりたい。\誰にも消せない、熱く激しく燃え盛る炎に…
100189	ネヴァン	憂鬱なネヴァン	Awakening Scenario	制御不能なハイパーネガティブガール。
100190	マアト	迷えるマアト	Awakening Scenario	神を求めてさまよう、悲運な聖職者。
100191	フレイ	フレイ	Awakening Scenario	魔界のエリート、フレイ降臨！\魔王の座は俺のものだ！
100192	ベリト	狂言のベリト	Awakening Scenario	テキトーな話ばかりする、軽薄な司祭。\仕事はやらずにムダ話で時間をつぶす！
100193	メティス	躊躇するメティス	Awakening Scenario	あなたの心が読めます。\私に隠し事はできないんですよ。
100194	レジェンド	守護のレジェンド	Awakening Scenario	主君を守る影、夜のレジェンド。\本当の洗礼名は忍者なので、秘密でござる。
100196	ジャンヌ	犠牲のジャンヌ	Awakening Scenario	悪魔は退け！みな退治するぞ！\私の手で神の敵を無に還してやる！
100197	ランフェイ	ランフェイ	Awakening Scenario	夜の世界の女主人、闇に溶け込むミステリアスな女。
100198	ニルティ	祓魔師ニルティ	Awakening Scenario	あなたが望むものは、血と殺戮。\大いなる破壊の意思。
100199	ティシフォネ	逆襲のティシフォネ	Awakening Scenario	男って、いつも腹黒いことを考えてる。\あなたは違うの？試してみようか？
100200	セイレーン	無名のセイレーン	Awakening Scenario	新曲を作りました！聞いてください！\《ある日～海の中～セイレーンと～出会った♪》
100201	エウロペ	香るエウロペ	Awakening Scenario	魔界に咲く、一輪の欲望の花…
100202	フリージア	内気なフリージア	Awakening Scenario	…この手紙を…あなたに…伝えられたら…
100203	メデューサ	君臨するメデューサ	Awakening Scenario	覚えておいて、私の名前を…\あなたを支配する者の名を。
100204	エラト	開花のエラト	Awakening Scenario	ファビュラスなバラの香りはいかが？\あら、もう私に惚れたみたいね。
100205	アテン	独善的なアテン	Awakening Scenario	コンクリートジャングルに現れた、黒き太陽。\自分勝手な策略家、アテン。
100206	タナトス	未知のタナトス	Awakening Scenario	私の死に場所はどこだ？\誰か私と一緒にあの世に行ってみないか？
100207	アムブロシア	挑戦のアムブロシア	Awakening Scenario	ねぇ、私の料理を食べてくれない？\塩の代わりに砂糖が入ってて美味しいよ。
100208	プタハ	修復のプタハ	Awakening Scenario	この世でいちばん必要なのは、\ボルトとナットとモンキーレンチ！
100211	フェンリル	探索者フェンリル	Awakening Scenario	口下手な戦士。\ひたむきにあなたを守る。
100212	ナヴィ	自嘲のナヴィ	Awakening Scenario	私には何もない…\生きる気力を失った空虚なチャイルド、ナヴィ。
100213	キリヌス	頑張るキリヌス	Awakening Scenario	ファイトです！\あなたのために私が応援します！
100218	カルカス	技巧のカルカス	Awakening Scenario	こんなふうに出会う気がしていました。\気のせいかもしれませんが。
100219	ネイト	戦場のネイト	Awakening Scenario	改造ロケットランチャーを持って現れた\お年頃の不良チャイルド。
100221	ゴガ	調味のゴガ	Awakening Scenario	何でも料理して何でも食べる少女。\清純で明るいが、問題は味音痴ということ。
100225	ヴァルカン	再生のヴァルカン	Awakening Scenario	世界征服を夢見る\傲慢なお坊ちゃま。
100226	マイラ	守護の マイラ	Awakening Scenario	忠誠心の強い軍人\主人の意志は即ち彼女の意志である。
100230	ヴェスタ	熱血ヴェスタ	Awakening Scenario	私は迷わない！\恐怖なんて、ぜんぶ燃やしてやる！
100232	メルポメネ	退屈なメルポメネ	Awakening Scenario	ロックンロールベイべー！\エレキギターで武装したチャイルド。
100234	シュリンクス	純粋なシュリンクス	Awakening Scenario	さあ、わたしを見て、やさしく笑って。\わたしはいつもあなたの味方です。
100235	メーデイア	復讐のメーデイア	Awakening Scenario	人形って本当にカワイイですよね？\あなたも…私の人形になりませんか？
100236	アポロン	燦爛たるアポロン	Awakening Scenario	ひまわりの花言葉は「崇拝」です…
100238	フリンス	執念のフリンス	Awakening Scenario	ジヴァを守れるのは俺だけだ！
100239	エリオス	求道者エリオス	Awakening Scenario	真理を求めて彷徨う、孤独な錬金術師。
100241	ソネット	悲しみのソネット	Awakening Scenario	街でレクイエムを演奏する、\孤独な幽霊チェリスト。
100243	ヤーガ	誠実なヤーガ	Awakening Scenario	闇の信者。\悪魔の力で奇跡を起こす。
100244	フローラ	野原のフローラ	Awakening Scenario	花は人を幸せにするんだよ。\世界中がお花畑だったら、争いもなくなるのになぁ。
100245	ミューズ	夜のミューズ	Awakening Scenario	夜の闇を切り裂いて人生を歌う、\孤独な音楽家、ミューズ。
100247	バフォメット	創造のバフォメット	Awakening Scenario	カワイイけど恐ろしく、暗いけど明るいもの作って！\設計図？あなたが考えるに決まってるでしょ？
100248	イブ	禁断のイブ	Awakening Scenario	もう止まらない。もう戻れない。\永遠にさまよう地上に堕ちたイブ。
100250	サルマキス	あなたのサルマキス	Awakening Scenario	白馬の王子様を夢見る、\永遠のラブリーヒロイン。
100251	バステト	野生のバステト	Awakening Scenario	短剣を隠し持つ猫の女神\彼女の居場所は、敵の影だ。
100254	ゲニウス	名将ゲニウス	Awakening Scenario	飽くなき五線譜への挑戦。\気難しい天才作曲家。
100256	ミダス	余裕のミダス	Awakening Scenario	真面目に生きるなんて、まっぴらごめん。\今日が楽しければ、それでいいだろ？
100257	ティタニア	決戦のティタニア	Awakening Scenario	キラキラ輝く妖精になって、みんなに私を知ってほしい。\そう…みんなの記憶に焼き付くくらい。
100259	ヴァルキリー	戦士ヴァルキリー	Awakening Scenario	守るために必要なのは、力ではなく意志。\少女の純粋な執着が生んだチャイルド。
100262	ポモナ	花園のポモナ	Awakening Scenario	ずっと変わらないよ。\あなたも、そのままでいてくださいね。
100264	アモール	独白のアモール	Awakening Scenario	片思いも心の捉え方次第。\孤独な人のため、今日も彼女は弓を射る。
100265	ヒュプノス	夜の娘ヒュプノス	Awakening Scenario	幻想の世界に閉じ込められた、\夢見る夜のお姫様。
100267	バアル	狂乱のバアル	Awakening Scenario	正義？夢？勇気だと！？\俺はそういうのが嫌いなんだよ！ハッハッハッ…！
100268	イナンナ	道化師イナンナ	Awakening Scenario	優しいチャイルドなんてつまらない！\世界に名を馳せる大悪党になってやる！
100269	ルサルカ	躊躇するルサルカ	Awakening Scenario	秘めたる恋心、胸に抱いて…\一途な想いを歌うチャイルド。
100271	エポナ	冒険家エポナ	Awakening Scenario	未知の世界を目指して旅する冒険家。\魔界も旅するフロンティアスピリットの持ち主。
100272	トート	厳しいトート	Awakening Scenario	君がどう言おうと罪は消せない。\そのロジックでは弁解に値しない。
100273	エコー	シンガー エコー	Awakening Scenario	ベテランアイドルから生まれたチャイルド。\彼女の武器は歌声のみ。
100274	エリザベート	支配者エリザベート	Awakening Scenario	いつから生きてきたのかまったくわからない淑女。\人知れず秘密を隠しているようだが…
100275	ナイアス	夢見るナイアス	Awakening Scenario	ステキな王子様、水着の美女はこっちですよ。\一緒に泳ぎましょう！
100276	セメレー	あかつきのセメレー	Awakening Scenario	魔王？つまらない夢ね。\どうせ、あの方の思い通りになるのに…
100280	イシュタル	束縛のイシュタル	Awakening Scenario	自ら拘束衣をまとったチャイルド。\いつか、その本性が明らかになるだろう…
100283	コウガ	日向のコウガ	Awakening Scenario	人間の春は遠く過ぎ\今はただ悪魔の春だけが…
100285	エウロス	嬉しいエウロス	Awakening Scenario	記憶は失っても、心は残ってるの。\私のチョコレート…食べてくれる？
100288	ユーナ	輝くユーナ	Awakening Scenario	私があなたの小さな光になりましょう。
100289	ディナシー	小さなディナシー	Awakening Scenario	ふんわりかわいいチャイルドだよ♪\一緒に遊ぼう！
100290	A.I	A.I	Awakening Scenario	おっは～★深夜のパートナーA.I登場〜★\今日も格闘実況チャンネルEvilの提供でお送りします！
100291	レッドクロス	番人レッドクロス	Awakening Scenario	ただ弱者のために戦う。\騎士道精神で武装した正義のチャイルド。
100292	エシュ	客寄せのエシュ	Awakening Scenario	さぁ賭けて！終わらないゲームを始めましょう。\先に諦めた方が負けよ！
100294	モルガナ	蜃気楼モルガナ	Awakening Scenario	そっと近づき、蜃気楼のように消える、\神秘的なチャイルド。
100296	マンモン	野望のマンモン	Awakening Scenario	崇拝されるために生まれたチャイルド。\契約者の貪欲さが生み出した傲慢な王。
100298	ダナ	説教するダナ	Awakening Scenario	栄光の座をつかむため、女神になったチャイルド。
100299	エリシオン	流浪のエリシオン	Awakening Scenario	誰も知らない自分だけの楽園を探して、\あてもなく流浪する自由の航海士。
100301	エレボス	統制者エレボス	Awakening Scenario	自分のモノにしたいなら、\跪かせるのが一番よ。
100302	テティス	悲嘆のテティス	Awakening Scenario	悲嘆の深海に閉じ込められた、哀愁の女神。
100303	アタランテ	突撃アタランテ	Awakening Scenario	巨大ハンマーで事件を解決！\ハードボイルドな怪力少女。
100304	クラトス	捕縛のクラトス	Awakening Scenario	あ！今、ルール破ったでしょ？\イケナイ子には手錠を～プレゼントしよ～♪
100305	イシス	模倣するイシス	Awakening Scenario	千の仮面を持つ少女。\あなたの望む役を演じましょう。
100306	セクメト	破壊のセクメト	Awakening Scenario	言葉はいらない！\拳で語り合おう！
100308	ヴィルーパー	祓魔師ヴィルーパー	Awakening Scenario	聖者の寂光が無明を照らす時…\末法の大地に宝剣の刃がきらめく…
100309	アシュトレス	白のアシュトレス	Awakening Scenario	純白の下に漆黒を纏う悪意のチャイルド。
100310	キュベレー	小公女キュベレー	Awakening Scenario	すべての束縛から解放されたら私を探して。\永遠の楽園であなたを待ってるわ。
100311	イズン	花園のイズン	Awakening Scenario	美しさで私に勝てますか？
100313	ゼロス	沈黙のゼロス	Awakening Scenario	ナイフのギラつく刃の裏には、\嫉妬に嗤うチャイルドの影が…
100314	アウロラ	西方のアウロラ	Awakening Scenario	愛する人を慎ましく見守る、\夜明けの光のような心の持ち主。
100315	セシャト	走るセシャト	Awakening Scenario	真実は未完成のパズル。\さあ、ピースを合わせましょう。
100316	ビクトリス	鏡のビクトリス	Awakening Scenario	賭けてみようじゃないか。運命に逆らうんだ！\やってみなきゃわかんないだろ？
100317	ハルモニア	守護者ハルモニア	Awakening Scenario	弱い者いじめは許さないわ。\たとえ、それが悪魔だったとしても…
100319	マーリン	異界のマーリン	Awakening Scenario	退屈な悪魔が召喚した、\ちびっこ魔法使いマーリン、現実世界に登場！
100322	ファイロ	熱いファイロ	Awakening Scenario	このボディー。華麗にデビュー！\しなやかなマッスルと燃えるハート！
100323	ヘカテー	夢見るヘカテー	Awakening Scenario	少し気難しい、\夢見るあなたの恋人。
100324	タルタロス	深淵のタルタロス	Awakening Scenario	深淵に眠りし王、再臨す！
100328	ジュピター	試行するジュピター	Awakening Scenario	王冠はひとつ。\君と私、どちらが相応しいか試してみないか？
100330	ワーウルフ	月夜のワーウルフ	Awakening Scenario	満月の夜。いたずら好きの狼が目覚める。
100333	ユミル	氷の刃ユミル	Awakening Scenario	願いなき冷徹なチャイルド。
100334	アトロポス	疾走のアトロポス	Awakening Scenario	振り向かずに走れ！\熱血バドミントンプレイヤー、アトロポス。
100335	ヤナ	満月のヤナ	Awakening Scenario	私の名前はヤナ。 \《疫病神殺しの黒い蝶》
100336	エルドラド	恍惚のエルドラド	Awakening Scenario	ほしいなら金銀財宝を分けてやろう。\貧乏人に似合うかどうかは、私の知ったことではない。
100337	エア	川の流れのエア	Awakening Scenario	川の流れのようにさすらえば、いつかたどり着けるわ。\どこに着くのか、わからないけど…
100338	ルドルフ	招かれざる客ルドルフ	Awakening Scenario	まったく欲張りだな～\プレゼントあげないぞ？
100340	マフデト	正義のマフデト	Awakening Scenario	一度放った弾丸は戻らない。\信じた道を突き進め！
100341	ヴィヴィアン	世話焼きヴィヴィアン	Kizuna Scenario	暖かな日差しの下でティータイムはどう？\あなたの言葉は全て心に留めておくわ。
100342	ブラウニー	情報屋ブラウニー	Awakening Scenario	どんな情報でも取り扱ってます！\史上最強のかわいい情報屋。
100343	スクルド	呪いのスクルド	Awakening Scenario	私はスクルド。世界の運命を握る者。\宇宙滅亡の秘密は私が持っている。
100344	レアシルヴィア	誘惑の天使レアシルヴィア	Awakening Scenario	悪魔様…\私を偉大な母にしてください。
100345	ダフネ	幻想のダフネ	Awakening Scenario	あきらめちゃダメ。\私たちの理想郷がなくなっちゃうかもしれないでしょ！
100346	アルゲース	電光のアルゲース	Awakening Scenario	あ～ん、まちがえちゃいましたぁ！\許してくれますか、ご主人さまぁ〜？
100347	ヘラクレス	闘志のヘラクレス	Awakening Scenario	己の力で己の存在を証明せよ！\誰にも止められない不屈の挑戦者、ヘラクレス。
100348	ダヌ	一触即発のダヌ	Awakening Scenario	良い人なのか悪い人なのかは私が決める！\自己中なヒーロー、ダヌ
100350	ティフォン	夜祭り ティフォン	Awakening Scenario	Trick or Treat！\あ、あれ？ビックリしなかった…？
100351	メブ	ハーモニーメブ	Awakening Scenario	Trick or Treat！\優しい悪魔はいたずらしちゃうぞ～？
100352	ディアヌス	夜のディアヌス	Awakening Scenario	しっかり見てろよ！\爽快にぶっ飛ばしてやる！
100355	アリル	マジシャンアリル	Awakening Scenario	Trick or Treat！\面白い話あるんだけど聞く？
100359	クランプス	欺瞞のクランプス	Awakening Scenario	そこのひとりぼっちのあなた！\クリスマスの妖精がやってきました～♪
100360	ミュリナ	栄光のミュリナ	Awakening Scenario	女王の品格は王冠から出るものではない。\君は王冠の重みに耐えられるか？
100364	阿羅漢	祓魔師_阿羅漢	Awakening Scenario	邪悪なる者よ…\逃れ得ぬ果報が訪れるであろう。
100365	ニコル	ホーリーニコル	Awakening Scenario	クリスマスに泣いちゃダメでしょ？\サンタクロースはうるさくされるのは苦手なの。
100366	ピクシー	想像のピクシー	Awakening Scenario	どこにでもいる普通の妖精。\その中でも最も忙しい赤いピクシー。
100369	ダフニス	騎士ダフニス	Awakening Scenario	前へ進んでください！\あなたの後ろは私が守ってあげます！
100372	ホルス	砂漠のホルス	Awakening Scenario	俺のことは気にするな！\好きな女を追いかけてるだけさ。
100373	クレオパトラ	輪廻のクレオパトラ	Awakening Scenario	死者の塔に群がる者どもよ！\ファラオの眠りを脅かす者は誰だ！
100375	ピクシー	混沌のピクシー	Awakening Scenario	どこにでもいる普通の妖精。\その中でも最も気難しい黒のピクシー。
100376	ピクシー	光のピクシー	Awakening Scenario	どこにでもいる普通の妖精。\その中でも最もうるさい光のピクシー。
100377	ピクシー	静寂のピクシー	Awakening Scenario	どこにでもいる普通の妖精。\その中でも最も優しい青いピクシー。
100378	ピクシー	若葉のピクシー	Awakening Scenario	どこにでもいる普通の妖精。\その中でも最も楽しい緑ピクシー。
100379	バスト	歌うバスト	Awakening Scenario	生きるべきか～死ぬべきか～\そんなのバストとは関係ないよ～
100380	ハーピー	アウトロー ハーピー	Awakening Scenario	なに悩んでるの～？\ルールなんて破るためにあるのよ！
100382	レウケ	下級ニンフレウケ	Awakening Scenario	偉大なるマンモン様バンザーイ！\何なりとご命令ください！…でも給料分だけよ。
100383	ヘル	オーダーメイド ヘル	Awakening Scenario	出来ればあなたには会いたくなっかたのですが…\仕方ありません。オーダーメイドヘルです。よろしくお願いします。
100384	ラウフェイ	オーダーメイドラウフェイ	Awakening Scenario	こんにちは、ラウフェイです。\ロキ様をよろしくお願いします。
100385	ティケ	無邪気なティケ	Awakening Scenario	あなたの幸運を祈ります。\でも、幸運が訪れなくても知りませ～ん。
100386	ティスベ	逃亡のティスベ	Awakening Scenario	楽園を探すの。\あたしだけを照らす永遠の光の下へ…
100388	モーガン	メイドモーガン	Awakening Scenario	私の新しいご主人様？\ごめんなさい。間に合ってます…
100389	ナタリス	戦場の女神ナタリス	Awakening Scenario	生の実感を噛み締めろ！チャンネルEvilよりエキサイティング！\新たなる悪の花、ナタリスだ！
100390	ヴェルデレト	渇望のヴェルデレト	Awakening Scenario	甲斐性のある主人に出会えない、かわいそうな執事。
100391	サロメ	踊り子サロメ	Awakening Scenario	最高のダンスを見せてあげる。\頂点を目指し跳躍し続ける踊り子。
100392	デュランダル	幻影のデュランダル	Awakening Scenario	ルーファス様の折れない剣となりましょう。
100393	ブリジット	蠱惑のブリジット	Awakening Scenario	私を楽しませてくれる？\愛や信頼、友情なんて求めてないのよ。
100394	ルイン	盲信のルイン	Awakening Scenario	ルーファス様の御心のままに！
100395	バートリー	レディバートリー	Awakening Scenario	今日からあなたは私の花嫁。\誓いましょう、あなたを守ることを…
100396	アンノウン	夢見るアンノウン	Awakening Scenario	静かな夜、聖なる夜…\悪魔もチャイルドもいない…
100397	ヒルド	ガンスリンガーヒルド	Awakening Scenario	お客様、どちらへ行かれるのですか～？\出口はございませんよ？
