// key	ITEM_OPTION_NAME_	ITEM_OPTION_MAX_VALUE_TYPE_
11000151	增加攻擊力{value}	無
11000152	增加攻擊力{value}	無
11000153	增加攻擊力{value}	無
11000154	增加攻擊力{value}	無
11000155	增加攻擊力{value}	無
11000156	增加攻擊力{value}	無
11000161	增加全部能力{value}	無
11000162	增加全部能力{value}	無
11000163	增加全部能力{value}	無
11000164	增加全部能力{value}	無
11000165	增加全部能力{value}	無
11000166	增加全部能力{value}	無
11900006	增加{value}HP到攻擊力	追加最大值限制
12000011	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000012	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000013	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000014	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000015	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000016	使用Tap Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000021	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000022	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000023	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000024	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000025	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000026	使用Slide Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000031	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000032	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000033	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000034	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000035	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000036	使用Drive Skill攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000041	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000042	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000043	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000044	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000045	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000046	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000051	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000052	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000053	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000054	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000055	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000056	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000061	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000062	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000063	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000064	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000065	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000066	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000071	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000072	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000073	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000074	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000075	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000076	使用Tap Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000081	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000082	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000083	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000084	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000085	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000086	使用Slide Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000091	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000092	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000093	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000094	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000095	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000096	使用Drive Skill攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000101	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000102	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000103	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000104	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000105	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000106	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000111	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000112	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000113	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000114	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000115	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000116	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000121	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000122	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000123	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000124	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000125	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000126	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000131	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000132	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000133	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000134	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000135	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000136	使用Tap Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000141	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000142	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000143	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000144	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000145	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000146	使用Slide Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000151	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000152	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000153	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000154	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000155	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000156	使用Drive Skill攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000161	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000162	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000163	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000164	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000165	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000166	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000171	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000172	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000173	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000174	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000175	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000176	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000181	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000182	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000183	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000184	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000185	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000186	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000191	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000192	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000193	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000194	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000195	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000196	使用Tap Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000201	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000202	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000203	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000204	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000205	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000206	使用Slide Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000211	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000212	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000213	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000214	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000215	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000216	使用Drive Skill攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000221	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000222	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000223	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000224	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000225	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000226	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000231	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000232	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000233	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000234	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000235	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000236	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000241	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000242	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000243	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000244	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000245	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000246	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000251	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000252	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000253	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000254	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000255	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000256	使用Tap Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000261	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000262	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000263	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000264	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000265	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000266	使用Slide Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000271	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000272	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000273	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000274	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000275	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000276	使用Drive Skill攻擊時，增加{value}HP到傷害中	追加最大值限制
12000281	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000282	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000283	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000284	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000285	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000286	使用Tap Skill攻擊時，增加{value}傷害	追加最大值限制
12000291	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000292	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000293	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000294	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000295	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000296	使用Slide Skill攻擊時，增加{value}傷害	追加最大值限制
12000301	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000302	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000303	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000304	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000305	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000306	使用Drive Skill攻擊時，增加{value}傷害	追加最大值限制
12000311	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000312	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000313	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000314	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000315	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000316	攻擊時，增加{value}暴擊到傷害中	追加最大值限制
12000321	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000322	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000323	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000324	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000325	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000326	攻擊時，增加{value}敏捷度到傷害中	追加最大值限制
12000331	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000332	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000333	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000334	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000335	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000336	攻擊時，增加{value}防禦力到傷害中	追加最大值限制
12000341	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000342	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000343	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000344	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000345	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000346	攻擊時，增加{value}攻擊力到傷害中	追加最大值限制
12000351	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000352	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000353	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000354	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000355	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000356	攻擊時，增加{value}HP到傷害中	追加最大值限制
12000361	攻擊時，增加{value}傷害	追加最大值限制
12000362	攻擊時，增加{value}傷害	追加最大值限制
12000363	攻擊時，增加{value}傷害	追加最大值限制
12000364	攻擊時，增加{value}傷害	追加最大值限制
12000365	攻擊時，增加{value}傷害	追加最大值限制
12000366	攻擊時，增加{value}傷害	追加最大值限制
13000011	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000012	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000013	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000014	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000015	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000016	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000021	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000022	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000023	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000024	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000025	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000026	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000031	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000032	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000033	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000034	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000035	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000036	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000041	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000042	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000043	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000044	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000045	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000046	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000051	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000052	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000053	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000054	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000055	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000056	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000061	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000062	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000063	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000064	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000065	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000066	使用Drive Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000071	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000072	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000073	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000074	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000075	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000076	使用Tap Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000081	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000082	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000083	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000084	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000085	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000086	使用Slide Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000091	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000092	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000093	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000094	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000095	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000096	使用Drive Skill擊敗敵人時，{value_1}機率回復{value}最大HP	追加最大值限制
13000101	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000102	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000103	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000104	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000105	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000106	使用Tap Skill攻擊時，增加{value}無視防禦力	無
13000111	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000112	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000113	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000114	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000115	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000116	使用Slide Skill攻擊時，增加{value}無視防禦力	無
13000121	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000122	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000123	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000124	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000125	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000126	使用Drive Skill攻擊時，增加{value}無視防禦力	無
13000131	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000132	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000133	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000134	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000135	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000136	使用Tap Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000141	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000142	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000143	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000144	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000145	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
13000146	使用Slide Skill攻擊時，{value_1}機率回復{value}傷害為HP	追加最大值限制
