// key	HECATE_BOOK_TITLE_SHELF_	HECATE_BOOK_TITLE_	HECATE_BOOK_TITLE_SUB_	HECATE_BOOK_DESC_
100273	艾蔻	歌唱的 艾蔻	Awakening Scenario	梦想成为巨星的歌手。\她的歌声是征服舞台的强力武器。
100274	伊丽莎白	独裁的伊丽莎白	Awakening Scenario	这位女士隐藏的秘密只有她自己知道。甚至她的出生地都无人知晓。
100275	那伊阿得斯	做梦的那伊阿得斯	Awakening Scenario	「英俊的王子，泳装宝贝在这里哦。我们一起游泳吧！」
100276	塞墨勒	黎明塞墨勒	Awakening Scenario	成为魔王是吗？真是微不足道的目标！\一切都会照他要的方向进行。
100280	伊斯塔	舒服的伊斯塔	Awakening Scenario	这个Child以自己的意志穿着约束衣。也许某天她真正的本性就会显露出来……
100283	嫦娥	阳光的嫦娥	Awakening Scenario	人类的春天早已不存在。现在只有恶魔的春天。
100285	欧洛斯	开心的欧洛斯	Awakening Scenario	「虽然失去了记忆，但是我的心还在。你要不要吃点我的巧克力？」
100288	尤娜	闪耀的尤娜	Awakening Scenario	[我会成为你的指引灯。]
100289	迪娜希	小小的迪娜希	Awakening Scenario	「我是一名可爱又软绵绵的Child♪\我们来玩玩吧！」
100290	A.I	A.I	Awakening Scenario	「晚上好～★您的深夜小伙伴A.I在此★今天也在Evil频道给您带来精彩的格斗实况！」
100291	雷德克洛斯	守卫雷德克洛斯	Awakening Scenario	一名拥有骑士精神的正义Child，只为保护弱者而战！
100292	艾修	招揽客人的艾修	Awakening Scenario	「现在，下好离手！这个永远不会结束的游戏即将开始。谁先放弃谁就输了！」
100294	莫甘娜	海市蜃楼莫甘娜	Awakening Scenario	一个神秘的Child，悄悄地接近，然后像海市蜃楼一样消失。
100296	玛门	有野心的玛门	Awakening Scenario	从契约者贪欲中诞生的傲慢王者！这名Child生来就是被崇拜的！
100298	黛娜	传教的黛娜	Awakening Scenario	一名沐浴在荣光中，成为女神的Child。
100299	艾莉希恩	流浪的艾莉希恩	Awakening Scenario	为了寻找一个只有自己知晓的乐园，在海上自在漫游的航海家。
100301	厄芮玻丝	控制者厄芮玻丝	Awakening Scenario	如果你想收服任何对象，\最好的方法就是让对方跪下。
100302	忒提斯	悲恸的忒提斯	Awakening Scenario	困在悲叹之海中的悲伤女神……
100303	阿塔兰塔	突击阿塔兰塔	Awakening Scenario	一名冷酷的怪力少女。「我会用大铁鎚来解决这个问题的！」
100304	克拉托斯	捕捉的克拉托斯	Awakening Scenario	「你犯规了，对吧？！我有一个礼物要送给像你这样的坏小子。是手铐哦 ♪」
100305	伊西斯	模仿的伊西斯	Awakening Scenario	一名拥有上千个面具的女孩。我会扮演任何你想要我扮演的角色。
100306	塞赫麦特	破坏的塞赫麦特	Awakening Scenario	「我们不需要说什么！让拳头发声吧！」
100308	毗瓦巴	驱魔师毗瓦巴	觉醒剧情	圣者的寂光照亮无明之时，\末法大地上的宝剑将闪耀光芒。
100309	阿斯塔蒂	白阿斯塔蒂	Awakening Scenario	在这名Child纯白的装束之下，隐藏的是深深的恶意。
100310	库柏勒	小公主库柏勒	Awakening Scenario	当你挣脱了所有的束缚后，就来找我吧，一个永恒的乐园正等着你！
100311	伊登	花园的伊登	Awakening Scenario	你真的觉得你比我美吗？
100313	厄洛斯	沉默的厄洛斯	Awakening Scenario	在闪动着光芒的刀刃背面，浮现了一名Child的轮廓，正嫉妒地笑着……
100314	欧洛拉	西方的欧洛拉	Awakening Scenario	这颗心的主人就像黎明的光，默默地保护着她所爱的人。
100315	塞莎特	奔跑的塞莎特	Awakening Scenario	「真相就是未完成的拼图。现在，让我们一起把所有碎片拼凑起来吧。」
100316	维多莉丝	镜之维多莉丝	Awakening Scenario	「一起掷骰子来试试运气吧！你总得尝试之后才知道会发生什么！」
100317	荷莫妮雅	守护者荷莫妮雅	Awakening Scenario	我不会容忍欺凌弱者的行为。\哪怕被欺负的是恶魔。
100319	梅林	异界的梅林	Awakening Scenario	在被一个无聊的恶魔召唤后，小不点魔法师梅林，在现实世界登场了！
100322	派罗	灼热的派罗	Awakening Scenario	看清楚了！我美妙的身体！我柔软的肌肉和炽热的心！
100323	赫卡忒	梦想的赫卡忒	Awakening Scenario	你那不切实际，有点喜怒无常的爱人。
100324	塔尔塔罗斯	深渊的塔尔塔罗斯	Awakening Scenario	在深渊中沉睡的王回归了！
100328	朱庇特	小试身手朱庇特	Awakening Scenario	「皇冠只有一顶。你或我，我们来看看谁值得拥有它？」
100330	狼人	月光狼人	Awakening Scenario	爱恶作剧的狼在满月之夜觉醒了。
100333	尤弥尔	冰刃尤弥尔	Awakening Scenario	一个没有愿望的沉稳Child。
100334	阿特罗波斯	疾走的阿特罗波斯	Awakening Scenario	热血的羽球选手阿特罗波斯。「奔跑向前绝不回头！」
100335	亚娜	满月亚娜	Awakening Scenario	「我的名字是亚娜。我是残杀瘟疫之神的黑色蝴蝶。」
100336	艾德拉多	恍惚的艾德拉多	Awakening Scenario	「如果你愿意的话，我可以跟你分享宝物。至于适合不适合穷人，就不关我的事了。」
100337	艾雅	川流艾雅	Awakening Scenario	我知道自己继续像川流一样飘荡，一定会到达那里。\至于“那里”是哪儿，我也不太确定……
100338	鲁道夫	不请自来的鲁道夫	Awakening Scenario	「你真的好贪心的耶～礼物不给你喽？」
100340	玛弗德特	正义的玛弗德特	Awakening Scenario	「用掉的子弹永远不会回来。坚定信念，勇往直前吧！」
100341	薇薇安	纠缠的薇薇安	Awakening Scenario	我们边晒太阳边喝点茶如何呢？\我会把你的话记在心上的。
100342	布朗尼	情报员布朗尼	Awakening Scenario	历史上最可爱、最强大的情报商。「无论什么情报都能搜集到哦！」
100343	诗寇蒂	诅咒的诗寇蒂	Awakening Scenario	「我是诗寇蒂，掌控着世界的命运。我掌握的秘密足以让宇宙毁灭。」
100344	雷亚西尔维亚	诱惑天使雷亚西尔维亚	Awakening Scenario	恶魔先生……\请让我成为伟大的母亲。
100345	达芙妮	幻想的达芙妮	Awakening Scenario	「你绝对不能放弃，否则我们的乌托邦有可能会消失！」
100346	阿耳戈斯	电光阿耳戈斯	Awakening Scenario	「哎呀～我犯了一个错！你能原谅我吗，主人？」
100347	赫拉克勒斯	斗志高昂的赫拉克勒斯	Awakening Scenario	赫拉克勒斯，没人能阻止他不屈不挠的挑战。「用你自己的力量来证明你的存在！」
100348	达奴	一触即发的达奴	Awakening Scenario	以自我为中心的英雄达奴。「是好人还是坏人，都由我来决定！」
100350	堤丰	暗夜祭 堤丰	Awakening Scenario	不给糖就捣蛋！\啊，你没被吓到吗？
100351	梅芙	和谐的梅芙	Awakening Scenario	「不给糖就捣蛋！温柔的恶魔要对你恶作剧喽～？」
100352	狄雅努斯	夜之狄雅努斯	Awakening Scenario	好好看清楚啰！\我会把你吹得吓吓叫！
100355	艾丽	魔术师艾丽	Awakening Scenario	不给糖就捣蛋！\我有个有趣的故事。要听吗？
100359	坎卜斯	欺瞒的坎卜斯	Awakening Scenario	「那边那位孤独的你！圣诞妖精来了哦～ ♪」
100360	米里娜	荣耀的米里娜	Awakening Scenario	「一个女王的尊严并非来源于她的王冠。你可以承受皇冠的重量吗？」
100364	阿罗汉	驱魔师_阿罗汉	Awakening Scenario	恶人，你所种下的恶因，\终有一天会报应在你的身上。
100365	妮可	神圣的妮可	Awakening Scenario	在圣诞节是不能哭泣的。让我来告诉你为什么：\因为圣诞老人最讨厌烦人的孩子了。
100366	皮克希	想像的皮克希	Awakening Scenario	在随处可见的妖精中，红色小精灵是最忙碌的。
100369	达芙妮	骑士达芙妮	Awakening Scenario	前进吧！\我会守护你的后方！
100372	荷鲁斯	沙漠的荷鲁斯	Awakening Scenario	请别在意我！\我只是在追求梦想中的女孩。
100373	克利奥帕特拉	轮回的克利奥帕特拉	Awakening Scenario	你们这些侵犯死亡之塔的愚者们啊！\居然敢惊扰法老的沉眠！
100375	皮克希	混沌的皮克希	Awakening Scenario	在随处可见的妖精中，黑色小精灵是最暴躁的。
100376	皮克希	光之皮克希	Awakening Scenario	在随处可见的妖精中，白色小精灵是最吵闹的。
100377	皮克希	沉默的皮克希	Awakening Scenario	在随处可见的妖精中，蓝色小精灵是最温柔的。
100378	皮克希	嫩叶的皮克希	Awakening Scenario	在随处可见的妖精中，绿色小精灵是最快乐的。
100379	芭丝特	唱歌的芭丝特	Awakening Scenario	对我来说，不论是生还是死都和我没关系！
100380	哈比	亡命者 哈比	Awakening Scenario	不用担心。规则就是用来打破的！
100382	琉刻	卑微的仙女琉刻	Awakening Scenario	「伟大的玛门大人万岁！不论什么样的命令我都接受！……前提是必须要有酬劳哦。」
100383	海拉	量身订做 海拉	Awakening Scenario	我从未想过会与你再见……\好吧。你好。我是量身订做的海拉。
100384	劳菲	量身订做劳菲	Awakening Scenario	你好。我是劳菲。\请代我向洛基问好。
100385	堤喀	天真无邪堤喀	Awakening Scenario	祝你早日找到幸福。\不过，你没找到，也和我无关。
100386	提斯柏	逃亡提斯柏	Awakening Scenario	我要寻找天堂。\在那里，有一道永恒的光只会照耀着我。
100388	摩根	女仆摩根	Awakening Scenario	「你是我的新主人？不好意思，我已经有主人了。」
100389	娜塔莉丝	开战娜塔莉丝	Awakening Scenario	“精彩的娱乐表现！ 至少比Evil频道更刺激！”\新邪恶之花娜塔莉丝登场！
100390	维尔德	渴望的维尔德	Awakening Scenario	一个可怜的管家，一直无法找到值得侍奉的主人。
100391	莎乐美	舞蹈家莎乐美	Awakening Scenario	我会为你们表演最好的舞蹈。\来自一个力争上游的舞蹈家。
100392	迪朗达尔	虚幻的迪朗达尔	Awakening Scenario	我会成为鲁弗斯大人手中的剑。
100393	布丽姬	魅力的布丽姬	Awakening Scenario	你可以让我开心吗？\我不奢望获得爱情或信赖，甚至是友情。
100394	卢茵	盲信的卢茵	Awakening Scenario	如你所愿，鲁弗斯大人。
100395	巴托里	淑女巴托里	Awakening Scenario	从现在开始，你就是我的新娘。\我发誓我会保护你的。
100396	未知者	做梦的未知者	Awakening Scenario	平安夜、圣诞夜……\一位Child或恶魔都没有……
100397	希尔德	神枪手希尔德	Awakening Scenario	你要去哪里啊，小不点客人？你无处可逃了喔。
100400	圣诞老人	回忆中的圣诞老人	Awakening Scenario	「你有看到我的驯鹿吗？和我一起找找吧！」
100401	皮耶塔丝	敬爱皮耶塔丝	Awakening Scenario	都包在我身上吧！\我会搞定好一切的。
100402	自请妃	不屈的自请妃	Awakening Scenario	别怪我没提醒你，你最好跑快点……\这位是奋斗的女英雄，自请妃。
100405	丽塔	指引者丽塔	Awakening Scenario	小孩子对于发掘秘密这件事\向来十分擅长。
100407	库巴巴	骑士库巴巴	Awakening Scenario	小鬼们，看来今天是个出游的好日子！\今天的天气很适合肇事逃逸！
