// key	RANDOM_BOX_NAME_	RANDOM_BOX_DESC_
30024	Boîte porte-bonheur de Child pour fêter Ignition	Boîte porte-bonheur pleine de récompenses.
30025	Boîte porte-bonheur de ticket d'invocation d'Attaquant	Boîte porte-bonheur pleine de récompenses.
30026	Boîte porte-bonheur de ticket d'invocation de Défenseur	Boîte porte-bonheur pleine de récompenses.
30027	Boîte porte-bonheur de ticket d'invocation de Soigneur	Boîte porte-bonheur pleine de récompenses.
30028	Boîte porte-bonheur de ticket d'invocation d'Affaiblisseur	Boîte porte-bonheur pleine de récompenses.
30029	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30030	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30031	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30032	Boîte porte-bonheur de sac du Nouvel An	Boîte porte-bonheur pleine de récompenses.
30033	Boîtes porte-bonheur de Planet Party	Ces bâtons lumineux sont réservés aux fans les plus dévoués de Planet Party !\Lequel obtiendrez-vous ?
30034	Boîte porte-bonheur 2020 d'apparence des sources pour Child d'Eau 5★	De la sortie jusqu'au 31 déc 2020. \Exclut les apparences des sources de collaboration.
30035	Boîte porte-bonheur 2020 d'apparence des sources pour Child de Feu 5★	De la sortie jusqu'au 31 déc 2020. \Exclut les apparences des sources de collaboration.
30036	Boîte porte-bonheur 2020 d'apparence des sources pour Child de Bois 5★	De la sortie jusqu'au 31 déc 2020. \Exclut les apparences des sources de collaboration.
30037	Boîte porte-bonheur 2020 d'apparence des sources pour Child de Lumière 5★	De la sortie jusqu'au 31 déc 2020. \Exclut les apparences des sources de collaboration.
30038	Boîte porte-bonheur 2020 d'apparence des sources pour Child d'Ombre 5★	De la sortie jusqu'au 31 déc 2020. \Exclut les apparences des sources de collaboration.
30039	Boîte porte-bonheur de bœuf	Boîte porte-bonheur pleine de récompenses.
30040	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30041	Boîte porte-bonheur de pierre taillée	Boîte porte-bonheur pleine de récompenses.
30042	Boîte porte-bonheur de célébration des 10 millions de téléchargements	Boîte porte-bonheur pleine de récompenses.
30043	Boîte porte-bonheur de fabrication du White Day	Boîte porte-bonheur pleine de récompenses.
30044	Boîte porte-bonheur journalière	Boîte porte-bonheur remplie de récompenses
30045	Boîte porte-bonheur de pierre taillée	Boîte porte-bonheur pleine de récompenses.
30046	Boîte porte-bonheur de pierre taillée OR matériau de noyau	Boîte porte-bonheur pleine de récompenses.
30047	Boîte porte-bonheur l'événement 1	Boîte porte-bonheur pleine de récompenses.
30048	Boîte porte-bonheur l'événement 2	Boîte porte-bonheur pleine de récompenses.
30049	Boîte porte-bonheur l'événement 3	Boîte porte-bonheur pleine de récompenses.
30050	Boîte porte-bonheur l'événement 4	Boîte porte-bonheur pleine de récompenses.
30051	Boîte porte-bonheur l'événement 5	Boîte porte-bonheur pleine de récompenses.
30052	Boîte porte-bonheur l'événement 6	Boîte porte-bonheur pleine de récompenses.
30053	Boîte porte-bonheur l'événement 7	Boîte porte-bonheur pleine de récompenses.
30054	Boîte porte-bonheur l'événement 8	Boîte porte-bonheur pleine de récompenses.
30055	Boîte porte-bonheur l'événement 9	Boîte porte-bonheur pleine de récompenses.
30056	Boîte porte-bonheur l'événement 10	Boîte porte-bonheur pleine de récompenses.
30057	Boîte porte-bonheur l'événement 11	Boîte porte-bonheur pleine de récompenses.
30058	Boîte porte-bonheur l'événement 12	Boîte porte-bonheur pleine de récompenses.
30059	Boîte porte-bonheur l'événement 13	Boîte porte-bonheur pleine de récompenses.
30060	Boîte porte-bonheur l'événement 14	Boîte porte-bonheur pleine de récompenses.
30061	Boîte porte-bonheur l'événement 15	Boîte porte-bonheur pleine de récompenses.
30062	Boîte porte-bonheur Noyau Amp. ATQ	Boîte porte-bonheur pleine de récompenses.
30063	Boîte porte-bonheur Noyau Amp. DÉF	Boîte porte-bonheur pleine de récompenses.
30064	Boîte porte-bonheur Noyau Amp. AGI	Boîte porte-bonheur pleine de récompenses.
30065	Boîte porte-bonheur Noyau Amp. CRT	Boîte porte-bonheur pleine de récompenses.
30066	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30067	Boîte de sélect. d'apparence des sources (Héphaïstos)	Boîte porte-bonheur pleine de récompenses.
30069	Boîte de récompense spéciale	Ceci est une boîte de récompense spéciale
30070	Boîte de récompense de carte du miroir magique	Ceci est la boîte de récompense de carte du miroir magique
30071	Boîte porte-bonheur de pierre taillée	Boîte porte-bonheur pleine de récompenses.
30072	Boîte porte-bonheur de Sac du Nouvel An	Boîte porte-bonheur pleine de récompenses.
30073	Boîte porte-bonheur de lanterne des sources (fin d'année)	Boîte porte-bonheur pleine de récompenses.
30074	Boîte porte-bonheur de noyau (édition limitée)	Boîte porte-bonheur pleine de récompenses.
30075	Boîte porte-bonheur 2021 d'app. des sources pour Child de Lumière 5★	De la sortie jusqu'au 31 déc 2021. \Exclut les apparences des sources de collaboration.
30076	Boîte porte-bonheur d'apparence des sources 2021	Boîte porte-bonheur pleine de récompenses.
30078	Boîte porte-bonheur d'événement 1	Boîte porte-bonheur pleine de récompenses.
30079	Boîte porte-bonheur d'événement 2	Boîte porte-bonheur pleine de récompenses.
30080	Boîte porte-bonheur d'événement 3	Boîte porte-bonheur pleine de récompenses.
30081	Boîte porte-bonheur d'événement 4	Boîte porte-bonheur pleine de récompenses.
30082	Boîte porte-bonheur d'événement 5	Boîte porte-bonheur pleine de récompenses.
30083	Boîte porte-bonheur d'événement 6	Boîte porte-bonheur pleine de récompenses.
30084	Boîte porte-bonheur d'événement 7	Boîte porte-bonheur pleine de récompenses.
30085	Boîte porte-bonheur d'événement 8	Boîte porte-bonheur pleine de récompenses.
30086	Boîte porte-bonheur d'événement 9	Boîte porte-bonheur pleine de récompenses.
30087	Boîte porte-bonheur d'événement 10	Boîte porte-bonheur pleine de récompenses.
30088	Boîte porte-bonheur d'événement 11	Boîte porte-bonheur pleine de récompenses.
30089	Boîte porte-bonheur d'événement 12	Boîte porte-bonheur pleine de récompenses.
30090	Boîte porte-bonheur d'événement 13	Boîte porte-bonheur pleine de récompenses.
30091	Boîte porte-bonheur d'événement 14	Boîte porte-bonheur pleine de récompenses.
30092	Boîte porte-bonheur d'événement 15	Boîte porte-bonheur pleine de récompenses.
30093	Boîte porte-bonheur d'événement 16	Boîte porte-bonheur pleine de récompenses.
30094	Boîte porte-bonheur 2021 d'app. des sources pour Child d'Eau 5★	De la sortie jusqu'au 31 déc 2021. \Exclut les apparences des sources de collaboration.
30095	Boîte porte-bonheur Child (boss de raid)	Boîte porte-bonheur pleine de récompenses.
30096	Boîte porte-bonheur Child (boss de raid)	Boîte porte-bonheur pleine de récompenses.
30097	Boîte porte-bonheur Raffineurs	Boîte porte-bonheur pleine de récompenses.
30098	Boîte porte-bonheur 2021 d'app. des sources pour Child de Feu 5★	Boîte porte-bonheur pleine de récompenses.
30099	Boîte porte-bonheur Noyau Amp. (4 ans)	Boîte porte-bonheur pleine de récompenses.
30100	Boîte porte-bonheur de noyau (édition limitée 4 ans)	Boîte porte-bonheur pleine de récompenses.
30101	Hotte de Noël	Boîte porte-bonheur pleine de récompenses.
30102	Boîte porte-bonheur de Sac du Nouvel An	Boîte porte-bonheur pleine de récompenses.
30103	Boîte porte-bonheur de matériaux de noyau d'Ignition	Boîte porte-bonheur pleine de récompenses.
30104	Boîte porte-bonheur d'apparence (raid)	Boîte porte-bonheur pleine de récompenses.
30105	Boîte porte-bonheur d'apparence des sources 2022	Boîte porte-bonheur pleine de récompenses.
30108	Boîte porte-bonheur d'apparence des sources 2022	Boîte porte-bonheur pleine de récompenses.
30111	Boîtes porte-bonheur du printemps	Boîte porte-bonheur pleine de récompenses.
30112	Boîte porte-bonheur estivale	Boîte porte-bonheur pleine de récompenses.
30113	Boîte porte-bonheur d'apparence de raid	Boîte porte-bonheur pleine de récompenses.
