// key	ITEM_OPTION_NAME_	ITEM_OPTION_MAX_VALUE_TYPE_
12000164	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000165	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000166	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000171	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000172	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000173	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000174	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000175	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000176	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000181	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000182	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000183	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000184	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000185	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000186	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000191	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000192	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000193	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000194	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000195	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000196	When attacking with Tap Skills, add {value} of ATK to Damage	Max addition capped
12000201	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000202	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000203	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000204	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000205	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000206	When attacking with Slide Skills, add {value} of ATK to Damage	Max addition capped
12000211	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000212	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000213	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000214	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000215	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000216	When attacking with Drive Skills, add {value} of ATK to Damage	Max addition capped
12000221	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000222	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000223	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000224	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000225	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000226	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000231	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000232	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000233	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000234	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000235	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000236	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000241	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000242	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000243	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000244	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000245	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000246	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000251	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000252	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000253	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000254	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000255	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000256	When attacking with Tap Skills, add {value} of HP to Damage	Max addition capped
12000261	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000262	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000263	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000264	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000265	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000266	When attacking with Slide Skills, add {value} of HP to Damage	Max addition capped
12000271	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000272	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000273	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000274	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000275	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000276	When attacking with Drive Skills, add {value} of HP to Damage	Max addition capped
12000281	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000282	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000283	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000284	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000285	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000286	When attacking with Tap Skills, add {value} Damage	Max addition capped
12000291	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000292	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000293	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000294	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000295	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000296	When attacking with Slide Skills, add {value} Damage	Max addition capped
12000301	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000302	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000303	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000304	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000305	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000306	When attacking with Drive Skills, add {value} Damage	Max addition capped
12000311	When attacking, add {value} of CRT to Damage	Max addition capped
12000312	When attacking, add {value} of CRT to Damage	Max addition capped
12000313	When attacking, add {value} of CRT to Damage	Max addition capped
12000314	When attacking, add {value} of CRT to Damage	Max addition capped
12000315	When attacking, add {value} of CRT to Damage	Max addition capped
12000316	When attacking, add {value} of CRT to Damage	Max addition capped
12000321	When attacking, add {value} of AGL to Damage	Max addition capped
12000322	When attacking, add {value} of AGL to Damage	Max addition capped
12000323	When attacking, add {value} of AGL to Damage	Max addition capped
12000324	When attacking, add {value} of AGL to Damage	Max addition capped
12000325	When attacking, add {value} of AGL to Damage	Max addition capped
12000326	When attacking, add {value} of AGL to Damage	Max addition capped
12000331	When attacking, add {value} of DEF to Damage	Max addition capped
12000332	When attacking, add {value} of DEF to Damage	Max addition capped
12000333	When attacking, add {value} of DEF to Damage	Max addition capped
12000334	When attacking, add {value} of DEF to Damage	Max addition capped
12000335	When attacking, add {value} of DEF to Damage	Max addition capped
12000336	When attacking, add {value} of DEF to Damage	Max addition capped
12000341	When attacking, add {value} of ATK to Damage	Max addition capped
12000342	When attacking, add {value} of ATK to Damage	Max addition capped
12000343	When attacking, add {value} of ATK to Damage	Max addition capped
12000344	When attacking, add {value} of ATK to Damage	Max addition capped
12000345	When attacking, add {value} of ATK to Damage	Max addition capped
12000346	When attacking, add {value} of ATK to Damage	Max addition capped
12000351	When attacking, add {value} of HP to Damage	Max addition capped
12000352	When attacking, add {value} of HP to Damage	Max addition capped
12000353	When attacking, add {value} of HP to Damage	Max addition capped
12000354	When attacking, add {value} of HP to Damage	Max addition capped
12000355	When attacking, add {value} of HP to Damage	Max addition capped
12000356	When attacking, add {value} of HP to Damage	Max addition capped
12000361	When attacking, add {value} Damage	Max addition capped
12000362	When attacking, add {value} Damage	Max addition capped
12000363	When attacking, add {value} Damage	Max addition capped
12000364	When attacking, add {value} Damage	Max addition capped
12000365	When attacking, add {value} Damage	Max addition capped
12000366	When attacking, add {value} Damage	Max addition capped
13000011	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000012	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000013	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000014	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000015	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000016	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000021	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000022	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000023	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000024	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000025	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000026	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000031	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000032	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000033	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000034	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000035	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000036	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000041	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000042	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000043	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000044	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000045	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000046	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000051	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000052	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000053	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000054	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000055	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000056	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000061	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000062	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000063	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000064	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000065	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000066	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000071	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000072	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000073	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000074	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000075	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000076	On defeating an Enemy with a Tap Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000081	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000082	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000083	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000084	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000085	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000086	On defeating an Enemy with a Slide Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000091	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000092	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000093	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000094	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000095	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000096	On defeating an Enemy with a Drive Skill, {value_1} chance of recovering {value} of Max HP	Max addition capped
13000101	When attacking with Tap Skills, add {value} Ignore DEF	none
13000102	When attacking with Tap Skills, add {value} Ignore DEF	none
13000103	When attacking with Tap Skills, add {value} Ignore DEF	none
13000104	When attacking with Tap Skills, add {value} Ignore DEF	none
13000105	When attacking with Tap Skills, add {value} Ignore DEF	none
13000106	When attacking with Tap Skills, add {value} Ignore DEF	none
13000111	When attacking with Slide Skills, add {value} Ignore DEF	none
13000112	When attacking with Slide Skills, add {value} Ignore DEF	none
13000113	When attacking with Slide Skills, add {value} Ignore DEF	none
13000114	When attacking with Slide Skills, add {value} Ignore DEF	none
13000115	When attacking with Slide Skills, add {value} Ignore DEF	none
13000116	When attacking with Slide Skills, add {value} Ignore DEF	none
13000121	When attacking with Drive Skills, add {value} Ignore DEF	none
13000122	When attacking with Drive Skills, add {value} Ignore DEF	none
13000123	When attacking with Drive Skills, add {value} Ignore DEF	none
13000124	When attacking with Drive Skills, add {value} Ignore DEF	none
13000125	When attacking with Drive Skills, add {value} Ignore DEF	none
13000126	When attacking with Drive Skills, add {value} Ignore DEF	none
13000131	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000132	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000133	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000134	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000135	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000136	When attacking with Tap Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000141	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000142	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000143	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000144	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000145	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000146	When attacking with Slide Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000151	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000152	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000153	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000154	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000155	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000156	When attacking with Drive Skills, {value_1} chance to recover {value} Damage as HP	Max addition capped
13000161	When attacking with Tap Skills, add {value} Ignore DEF	none
13000162	When attacking with Tap Skills, add {value} Ignore DEF	none
13000163	When attacking with Tap Skills, add {value} Ignore DEF	none
13000164	When attacking with Tap Skills, add {value} Ignore DEF	none
13000165	When attacking with Tap Skills, add {value} Ignore DEF	none
13000166	When attacking with Tap Skills, add {value} Ignore DEF	none
13000171	When attacking with Slide Skills, add {value} Ignore DEF	none
13000172	When attacking with Slide Skills, add {value} Ignore DEF	none
13000173	When attacking with Slide Skills, add {value} Ignore DEF	none
13000174	When attacking with Slide Skills, add {value} Ignore DEF	none
13000175	When attacking with Slide Skills, add {value} Ignore DEF	none
13000176	When attacking with Slide Skills, add {value} Ignore DEF	none
13000181	When attacking with Drive Skills, add {value} Ignore DEF	none
13000182	When attacking with Drive Skills, add {value} Ignore DEF	none
13000183	When attacking with Drive Skills, add {value} Ignore DEF	none
13000184	When attacking with Drive Skills, add {value} Ignore DEF	none
13000185	When attacking with Drive Skills, add {value} Ignore DEF	none
13000186	When attacking with Drive Skills, add {value} Ignore DEF	none
13000191	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000192	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000193	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000194	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000195	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000196	On defeating an Enemy with a Tap Skill, recover {value} of Max HP	Max addition capped
13000201	On defeating an Enemy with a Slide Skill, recover {value} of Max HP	Max addition capped
