// key	SKILL_NAME_	SKILL_VISUAL_	SKILL_DESCRIPTION_
11030401	โจมตีไม้	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11030403	โจมตี!	sfx_atk_normal	สร้างความเสียหายจากการโจมตีอัตโนมัติ {value} หน่วย
11030601	โจมตีไม้	sfx_atk_normal	สร้างความเสียหายจากการโจมตีอัตโนมัติ
11040001	โจมตีแสง	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11040101	โจมตีแสง	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11040201	โจมตีแสง	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11040301	โจมตีธาตุแสง	sfx_atk_normal	สร้างความเสียหายจากการโจมตีอัตโนมัติ {value} หน่วย
11040401	โจมตีแสง	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11040501	โจมตีแสง	sfx_atk_normal	สร้างความเสียหายของการโจมตีอัตโนมัติ {value} หน่วย
11040601	โจมตีแสง	sfx_atk_normal	สร้างความเสียหายจากการโจมตีอัตโนมัติ
11050001	โจมตีมืด	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11050101	โจมตีมืด	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11050201	โจมตีมืด	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11050301	โจมตีมืด	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11050401	โจมตีมืด	sfx_atk_normal	ใช้การโจมตีปกติสร้างความเสียหาย {value} หน่วย แก่เป้าหมาย (อัตโนมัติ)
11050601	โจมตีมืด	sfx_atk_normal	สร้างความเสียหายจากการโจมตีอัตโนมัติ
17000001	ฟื้นฟู	buff/17000001/buff_set	ฟื้นฟู HP ช่วงระยะเวลาหนึ่ง
17000002	การรักษา	buff/17000002/buff_set	ฟื้นฟู HP จำนวนหนึ่งโดยทันที
17000003	พลังโจมตี ↑	buff/17000003/buff_set	เพิ่มพลังโจมตี
17000004	พลังป้องกัน ↑	buff/17000004/buff_set	เพิ่มพลังป้องกัน
17000005	ความเร็ว ↑	buff/17000005/buff_set	เพิ่มความเร็ว
17000006	คริติคอล ↑	buff/17000006/buff_set	เพิ่มคริติคอล
17000007	ชาร์จสกิล ↑	buff/17000007/buff_set	เพิ่มการชาร์จเกจสกิล และสะสมการเร่งชาร์จเกจสกิล
17000008	ต้านทาน	buff/17000008/buff_set	มอบความต้านทานต่อเอฟเฟกต์ดีบัฟทั้งหมด และลบล้างดีบัฟทั้งหมดโดยทันที
17000009	แข็งแกร่ง	buff/17000009/buff_set	ยกเลิกผลการโจมตีและเอฟเฟกต์ดีบัฟทั้งหมด
17000010	อมตะ	buff/17000010/buff_set	HP จะไม่ลดลงต่ำกว่า 1 หน่วยแม้หลังจากได้รับความเสียหายถึงตาย
17000012	ดูดเลือด	buff/17000012/buff_set	ค่อยๆ ฟื้นฟูความเสียหายส่วนหนึ่งหลังจากโจมตี
17000013	ชุบชีวิต	buff/17000013/buff_set	ชุบชีวิตไชลด์ที่ตายโดยทันที
17000014	การเร่งชาร์จสกิล	buff/17000014/buff_set	เร่งความเร็วในการชาร์จเกจสกิล และสะสมเอฟเฟกต์ที่เพิ่มปริมาณการชาร์จเกจสกิล
17000015	ปริมาณการรักษา ↑	buff/17000015/buff_set	เพิ่มเอฟเฟกต์ของสกิลรักษา
17000016	พลังป้องกันสกิล↑	buff/17000016/buff_set	เพิ่มพลังป้องกันจากสกิลทุกประเภท
17000017	อัพเกรดสกิล II	buff/17000017/buff_set	เพิ่มไฟนอลโบลว์ของสกิล ไม่สามารถใช้กับการโจมตีอัตโนมัติ ไดรฟ์สกิล หรือเอฟเฟกต์ที่ส่งผลตามระยะเวลา
17000018	HP สูงสุด ↑	buff/17000018/buff_set	สร้างบาเรีย และมอบ HP เพิ่มเติม
17000019	บูสต์โจมตีอัตโนมัติ Ⅱ	buff/17000019/buff_set	เพิ่มไฟนอลโบลว์ของการโจมตีอัตโนมัติ
17000020	บูสต์แท็ปสกิล II	buff/17000020/buff_set	เพิ่มไฟนอลโบลว์ของแท็ปสกิล
17000021	บูสต์สไลด์สกิล II	buff/17000021/buff_set	เพิ่มไฟนอลโบลว์ของสไลด์สกิล
17000022	บูสต์ไดรฟ์สกิล II	buff/17000022/buff_set	เพิ่มไฟนอลโบลว์ของไดรฟ์สกิล
17000023	ระยะเวลาไดรฟ์ ↑	buff/17000023/buff_set	เพิ่มระยะเวลาเอฟเฟกต์บัฟที่ได้รับจากไดรฟ์สกิล
17000024	โอกาสคริติคอล ↑	buff/17000024/buff_set	เพิ่มอัตราการโจมตีคริติคอล
17000025	บัฟสกิล	buff/17000025/buff_set	เพิ่มความเสียหายจากสกิลปกติ/สไลด์สกิล ใช้ไม่ได้กับการโจมตีอัตโนมัติหรือไดรฟ์อัตโนมัติ
17000026	ชาร์จไดรฟ์ ↑	buff/17000026/buff_set	เพิ่มความเร็วในการชาร์จเกจไดรฟ์สกิล
17000027	การหลบหลีก↑	buff/17000027/buff_set	เพิ่มการหลบหลีกสกิล
17000028	อัตราการหลบหลีกดีบัฟ ↑	buff/17000028/buff_set	เพิ่มการหลบหลีกเอฟเฟกต์ดีบัฟ
17000029	สะท้อน	buff/17000029/buff_set	สะท้อนความเสียหายจำนวนหนึ่งกลับไปยังคู่ต่อสู้ ไม่สะท้อนไดรฟ์สกิลหรือความเสียหายที่เกิดขึ้นตามระยะเวลา
17000030	พลังป้องกันจุดอ่อน ↑	buff/17000030/buff_set	เพิ่มพลังป้องกันจากการโจมตีจุดอ่อน
17000031	พลังโจมตีคริติคอล ↑	buff/17000031/buff_set	เพิ่มไฟนอลโบลว์ให้กับการโจมตีคริติคอล
17000032	พลังโจมตีจุดอ่อน ↑	buff/17000032/buff_set	เพิ่มความเสียหายสำหรับการโจมตีจุดอ่อน
17000033	ปริมาณการฟื้นฟู ↑	buff/17000033/buff_set	เพิ่มเอฟเฟกต์สกิลฟื้นฟู
17000034	บูสต์โจมตีอัตโนมัติ	buff/17000034/buff_set	เพิ่มความแข็งแกร่งสำหรับการโจมตีอัตโนมัติ
17000035	บูสต์แท็ปสกิล	buff/17000035/buff_set	เพิ่มความแข็งแกร่งสำหรับแท็ปสกิล
17000036	บูสต์สไลด์สกิล	buff/17000036/buff_set	เพิ่มความแข็งแกร่งสำหรับสไลด์สกิล
17000037	ยั่วโมโห	buff/17000037/buff_set	สะสมความเสียหายที่เกิดขึ้นตามระยะเวลาที่ได้รับ แล้วนำไปเพิ่มให้กับการโจมตีด้วยสกิลครั้งต่อไป
17000038	บูสต์ไดรฟ์สกิล	buff/17000038/buff_set	เพิ่มเอฟเฟกต์ไดรฟ์สกิล
17000039	พลังป้องกันโจมตีอัตโนมัติ ↑	buff/17000039/buff_set	เพิ่มพลังป้องกันจากการโจมตีอัตโนมัติ
17000040	พลังป้องกันแท็ปสกิล ↑	buff/17000040/buff_set	เพิ่มพลังป้องกันจากแท็ปสกิล
17000041	พลังป้องกันสไลด์สกิล ↑	buff/17000041/buff_set	เพิ่มพลังป้องกันจากสไลด์สกิล
17000042	พลังป้องกันคริติคอล ↑	buff/17000042/buff_set	เพิ่มพลังป้องกันจากการโจมตีคริติคอล
17000043	ลดเวลาดีบัฟ	buff/17000043/buff_set	ลดระยะเวลาดีบัฟ ระยะเวลาสุดท้ายจะคำนวณจากเวลาที่เหลืออยู่ ณ ขณะที่มีการใช้ดีบัฟ
17000044	กระตุ้น	buff/17000044/buff_set	กระตุ้นคู่ต่อสู้และรับการโจมตีที่โจมตีใส่พันธมิตรทุกคน ยกเว้นการโจมตีรวมที่มีเป้าหมายเป็นพันธมิตรทั้งหมด
17000045	การถ่าย HP	buff/17000045/buff_set	แจกจ่าย HP ส่วนหนึ่งให้กับพันธมิตรแต่ละคน
17000048	โบนัสดาเมจ	none	สร้างโบนัสดาเมจ
17000049	ความเสียหายแบบไม่สนพลังป้องกัน	none	สร้างความเสียหายโดยไม่สนพลังป้องกัน
17000050	ดูด HP	buff/17000050/buff_set	ฟื้นฟูความเสียหายส่วนหนึ่ีงหลังจากโจมตี
17000051	การเพิ่มชาร์จสกิล	buff/17000051/buff_set	ชาร์จเกจสกิลจำนวนหนึ่งทันทีให้กับเป้าหมายหนึ่งคน ยกเว้นตัวเอง
17000052	การเพิ่มไดรฟ์สกิล	buff/17000052/buff_set	ชาร์จเกจไดรฟ์สกิลปริมาณหนึ่งทันที
17000053	บ้าคลั่ง	buff/17000053/buff_set	เพิ่มพลังโจมตี และไม่สนใจผลการโจมตีและเอฟเฟกต์ดีบัฟทั้งหมด รับผลการโจมตีที่ละเลยไปทั้งหมดหลังจากเอฟเฟกต์สิ้นสุด ความเสียหายขั้นต่ำคิดเป็น 50% ของ HP ของเป้าหมายทั้งหมด
17000054	ดาบสองคม	buff/17000054/buff_set	เพิ่มพลังโจมตีแต่ลดพลังป้องกันลง
17000055	พลังป้องกันสกิล↑	buff/17000055/buff_set	เพิ่มพลังป้องกันจากสกิลทุกประเภท
17000056	แข็งแกร่ง(จำนวน)	buff/17000056/buff_set	ไม่สนใจผลการโจมตีและเอฟเฟกต์ดีบัฟทั้งหมด
17000057	ล้างดีบัฟ	buff/17000057/buff_set	ถอดเอฟเฟกต์ดีบัฟทั้งหมดทันที
17000058	พลังป้องกันไดรฟ์สกิล ↑	buff/17000058/buff_set	เพิ่มพลังป้องกันจากไดรฟ์สกิล
17000059	เรียกภาพลวงตา	none	(มอนสเตอร์เรดเท่านั้น) ชุบชีวิตเพื่อนร่วมทีมที่ตายทั้งหมดให้มี HP 100%
17000060	การสลับพลังโจมตี-พลังป้องกัน	buff/17000060/buff_set	สลับพลังโจมตีและพลังป้องกันของเป้าหมายในระหว่างที่เอฟเฟกต์มีผล
17000061	ชาร์จเต็ม	buff/17000061/buff_set	ชาร์จเกจสกิลจนเต็มทันทีให้กับเป้าหมายหนึ่งคน ยกเว้นตัวเอง
17000062	ลดเวลาคูลดาวน์	buff/17000062/buff_set	ลดเวลาคูลดาวน์สำหรับสไลด์สกิลของเป้าหมายเป็นระยะเวลาหนึ่ง
17000063	พลังโจมตีสะสม	buff/17000063/buff_set	เพิ่มพลังโจมตีตามจำนวนบัฟ
17000064	พลังป้องกันสะสม	buff/17000064/buff_set	เพิ่มพลังป้องกันตามจำนวนบัฟ
17000065	โฟกัส	buff/17000065/buff_set	ในระหว่างที่เอฟเฟกต์มีผล จะโจมตีเป็นคริติคอลและไม่พลาดเป้าหมายทุกครั้ง มีความต้านทานต่อตาบอดและทุกอย่างที่มีผลเสียต่อการโจมตีคริติคอล
17000066	การเชื่อมชีวิต	buff/17000066/buff_set	แปลงความเสียหายบางส่วนที่ได้รับเป็นปริมาณการฟื้นฟูและส่งให้กับพันธมิตร 2 คนที่มี HP ต่ำสุด
17000067	กู่ร้อง	buff/17000067/buff_set	เพิ่มพลังโจมตีตามสัดส่วนของจำนวนบัฟ (สะสมได้สูงสุด 3 ครั้ง)
17000068	ระห่ำ	buff/17000068/buff_set	เพิ่มพลังโจมตีทุกครั้งเมื่อครบตามช่วงระยะเวลาที่กำหนด
17000069	ต้านทานใบ้ ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟใบ้
17000070	ต้านทานสับสน ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟสับสน
17000071	ต้านทานสตัน ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟสตัน
17000072	ต้านทานหลับ ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟหลับ
17000073	ต้านทานบล็อกการรักษา ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟบล็อกการฟื้นฟู
17000074	ต้านทานตาบอด ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟตาบอด
17000075	ต้านทานทำให้เป็นหิน ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟหิน
17000076	ต้านทานแช่แข็ง ↑	none	เพิ่มอัตราการหลบหลีกเอฟเฟกต์ดีบัฟแช่แข็ง
17000077	ความเสียหายเลือดออก ↓	none	ลดความเสียหายจากเอฟเฟกต์เลือดออกที่ได้รับ
17000078	ความเสียหายพิษ ↓	buff/17000078/buff_set	ลดความเสียหายจากเอฟเฟกต์พิษที่ได้รับ
17000084	โจมตีระยะไกล	buff/17000084/buff_set	สร้างความเสียหายโดยไม่สนเอฟเฟกต์รองหรือการสะท้อนเอฟเฟกต์ของศัตรู
17000087	ถอดดีบัฟ	buff/17000087/buff_set	ถอดหนึ่งเอฟเฟกต์ดีบัฟ
17000088	สะสมชาร์จสกิล	buff/17000088/buff_set	เพิ่มปริมาณการชาร์จเกจสกิลตามสัดส่วนของจำนวนบัฟ
17000089	โจมตีโต้กลับ	buff/17000089/buff_set	ไม่สนใจการสะท้อนของศัตรูและเพิ่มพลังโจมตีของสกิลเมื่อมีการหลบหลีก
17000090	ดาบสองคม	buff/17000090/buff_set	เพิ่มพลังโจมตีพร้อมลดพลังป้องกันตามสัดส่วนของจำนวนบัฟ
17000091	สะสมพลังงาน	buff/17000091/buff_set	เพิ่มความเร็วในการชาร์จเกจสกิลและพลังโจมตี
17000093	การยับยั้งที่สำคัญ	none	ลดอัตราการเกิดสกิลคริติคอลซึ่งกำหนดโดยชนิดของบัฟ
17000111	ความอดทน	buff/17000111/buff_set	ยกเลิกผลความเสียหาย และลดความถี่ดีบัฟสร้างความเสียหาย
17000112	บ้าคลั่ง	buff/17000112/buff_set	เพิ่มพลังโจมตี และยกเลิกผลการโจมตีและดีบัฟทั้งหมด มีโอกาส 100% ที่จะติดสตัน 5 วินาทีหลังสกิลแสดงผล
17000113	ยกเลิกดีบัฟหลับ	buff/17000113/buff_set	ถอนและทำให้ดีบัฟหลับไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000114	ถอนใบ้	buff/17000114/buff_set	ถอนและทำให้ดีบัฟใบ้ไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000115	ถอนดีบัฟสับสน	none	ถอนและทำให้ดีบัฟสับสนไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000116	ยกเลิกสตัน	buff/17000116/buff_set	ถอนและทำให้ดีบัฟสตันและกระแทกไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000117	ยกเลิกทำให้เป็นหิน	buff/17000117/buff_set	ถอนและทำให้ดีบัฟหินไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000118	ถอนดีบัฟแช่แข็ง	none	ถอนและทำให้ดีบัฟแช่แข็งไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000119	ยกเลิกดีบัฟไม่ให้ขยับ	buff/17000119/buff_set	ถอนและทำให้ดีบัฟไม่ให้ขยับไร้ผล (หิน แช่แข็ง สับสน ใบ้ สตัน กระแทก หลับ) นานเท่าระยะเวลาของสกิลนี้
17000120	ยกเลิกดีบัฟความเสียหายต่อเนื่อง	buff/17000120/buff_set	ถอนและทำให้ดีบัฟความเสียหายต่อเนื่องไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000121	ยกเลิกดีบัฟการฟื้นฟู	none	ถอนและทำให้ดีบัฟฟื้นฟูไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000122	ยกเลิกดีบัฟการป้องกัน	none	ถอนและทำให้ดีบัฟการป้องกันไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000123	ถอนดีบัฟความเสียหายจากสกิล	none	ถอนและทำให้ดีบัฟความเสียหายจากสกิลไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000124	ยกเลิกดีบัฟพลังป้องกันสกิล	none	ถอนและทำให้ดีบัฟพลังป้องกันสกิลไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000125	ยกเลิกดีบัฟการเติบโต	none	ถอนและทำให้ดีบัฟการเติบโตไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000127	ยกเลิกดีบัฟการสลับเปลี่ยน	none	ถอนและทำให้ดีบัฟการสลับไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000128	ยกเลิกดีบัฟที่เกี่ยวกับเวลา	none	ถอนและทำให้ดีบัฟเกี่ยวกับเวลาไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000129	ยกเลิกดีบัฟที่เกี่ยวกับความน่าจะเป็น	none	ถอนและทำให้ดีบัฟเกี่ยวกับความน่าจะเป็นไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000130	ยกเลิกดีบัฟธาตุ	none	ถอนและทำให้ดีบัฟเกี่ยวกับธาตุเป็นไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000131	ยกเลิกสถานะหลับและสถานะใบ้	none	ถอนและทำให้ดีบัฟหลับและใบ้ไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000132	ยกเลิกสถานะแช่แข็งและสถานะเป็นหิน	none	ถอนและทำให้ดีบัฟหินและแช่แข็งไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000133	บาเรีย	buff/17000133/buff_set	สร้างบาเรียร์และรับความเสียหายแทนเป้าหมายอื่นๆ
17000134	ถอนเอฟเฟกต์ธาตุ	none	ยกเลิกความได้เปรียบธาตุของบัฟการต่อสู้
17000140	ดาบสองคม		เพิ่มพลังโจมตีและปริมาณการชาร์จเกจสกิล/ไดรฟ์ พร้อมลดพลังป้องกันตามจำนวนบัฟ (สะสมได้สูงสุด 3 ครั้ง) ยกเลิกไม่ได้
17000141	ทำให้บริสุทธิ์	buff/17000001/buff_set	เปลี่ยนการเลือดออกเป็นการฟื้นฟู ปริมาณการฟื้นฟูคือ 50% ของความเสียหายจากเลือดออก
17000142	ความช่วยเหลือ	buff/17000142/buff_set	เพิ่มความเสียหายจากสกิลต่อจุดอ่อนขึ้น 15% และเพิ่มพลังโจมตีอีก 10% ตามจำนวนบัฟ (สูงสุด 6) ณ ขณะที่มีการใช้สกิล
17000145	ความเสียหายจากการเลือดออก ↑	none	เพิ่มความเสียหายจากอาการเลือดออกให้กับศัตรู
17000147	การเกิดใหม่	buff/17000147/buff_set	เมื่อ HP ลดเหลือ 0 จะฟื้นฟู 50% ของ HP สูงสุด พร้อมชาร์จการฟื้นฟูและเกจสกิลจนเต็ม และสะสมพลังโจมตี +100 สูงสุด 5 ครั้ง
17000148	ดีบัฟบาเรียร์	buff/17000148/buff_set	สร้างโล่แยกต่างหากเพื่อดูดซับความเสียหายจากดีบัฟ ยกเว้นความเสียหายเวทมนตร์ ไม่สามารถใช้ได้พร้อมกับบาเรียร์อื่นๆ
17000149	คอมโบ	buff/17000149/buff_set	การกำจัดศัตรูหนี่งตัวระหว่างที่เอฟเฟกต์บัฟมีผลจะสร้างโบนัสดาเมจ 1,500 หน่วยต่อศัตรูที่เหลือ 1 ตัวแบบสุ่ม
17000151	เกินขีดจำกัด	buff/17000151/buff_set	เพิ่มความเสียหายของสกิลปกติ/สไลด์สกิลขึ้น 30% และเพิ่มคูลดาวน์สกิลขึ้น 3 วินาที พร้อมลดความเร็วในการชาร์จสกิลลง 50%
17000152	ต้านทานดีบัฟตาบอด	none	ต้านทานดีบัฟตาบอด
17000153	โจมตีโดยตรง	buff/17000153/buff_set	ไม่สนความอดทนของศัตรู
17000154	การสะสมของไดรฟ์	buff/17000154/buff_set	ปริมาณการชาร์จเกจไดรฟ์สกิลจะเพิ่มขึ้นตามสัดส่วนความถี่ของเอฟเฟกต์บัฟ
17000155	ปลุกพลัง	buff/17000155/buff_set	เพิ่มไฟนอลโบลว์คริติคอลขึ้น 30% และเพิ่มความเสียหายจากสไลด์สกิลขึ้นอีก 10% ตามจำนวนบัฟ (สูงสุด 6) ณ ขณะที่มีการใช้สกิล
17000156	ถอนคำสาป	none	ถอนและทำให้ดีบัฟคำสาปไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000157	การรักษาลับ	buff/17000157/buff_set	ฟื้นฟู HP ของผู้ใช้ทุกครั้งที่ผู้ใช้โจมตีหรือได้รับความเสียหาย
17000158	ยกเลิกบล็อกการฟื้นฟู	none	ถอนและทำให้ดีบัฟบล็อกการฟื้นฟูไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000159	ถอนพิษ	none	ถอนและทำให้ดีบัฟพิษไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000160	สัมผัสที่ทำให้กลายเป็นหิน	buff/17000160/buff_set	มีโอกาสทำให้ศัตรูที่โจมตีผู้ใช้เป็นหิน (ไม่สามารถลดหรือยืดระยะเวลาดีบัฟ)
17000161	ดาบแหลมคม	buff/17000161/buff_set	เพิ่มความเสียหายของสกิลจุดอ่อนตามจำนวนของพันธมิตรธาตุแสง (สูงสุด 10)
17000165	ยาถอนพิษ	buff/17000001/buff_set	ถอนพิษและรักษาความเสียหายที่เกิดจากพิษ 1 รอบทันที
17000167	ยุติธรรมแบบกวี II	buff/17000167/buff_set	ฟื้นฟู HP ตามจำนวนบัฟพันธมิตร
17000169	ลดเวลาดีบัฟ		ลดระยะเวลาดีบัฟ (ไม่รวมหิน แช่แข็ง เนโครซิส พิษ ลูกโป่งน้ำ เพลิงนิรันดร์) ระยะเวลาสุดท้ายจะคำนวณจากเวลาที่เหลืออยู่ ณ เวลาที่มีการใช้ดีบัฟ
17000170	ถอนแผลไหม้และแผลพุพอง	none	ถอนและทำให้ดีบัฟแผลไฟไหม้และแผลพุพองไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000171	ถอนเลือดออก	none	ถอนและทำให้ดีบัฟเลือดออกไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000172	ถอนแผลพุพอง	none	ถอนและทำให้ดีบัฟแผลพุพองไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000173	ถอนลูกโป่งน้ำ	none	ถอนและทำให้ดีบัฟลูกโป่งน้ำไร้ผลนานเท่าระยะเวลาของสกิลนี้ (การรีเซ็ตเกจสกิลไร้ผล)
17000174	การสะสมดาบสองคม	buff/17000174/buff_set	เพิ่มพลังโจมตีพร้อมลดพลังป้องกันตามสัดส่วนของจำนวนบัฟ
17000175	ความอดกลั้น	buff/17000111/buff_set	มอบดีบัฟความทนทานในปัจจุบัน +1
17000176	ทักษะการปรับตัวให้เข้ากับความเจ็บปวด	buff/17000176/buff_set	เพิ่มค่าพลังป้องกันปริมาณหนึ่ง เพิ่มค่าพลังป้องกัน 4% สำหรับทุกๆ 2% ของ HP ที่พันธมิตรทั้งหมดสูญเสียไป (สูงสุด 160% เพิ่มพลังป้องกันที่ได้จากทักษะการปรับตัวให้เข้ากับความเจ็บปวดเท่านั้น)
17000177	ทักษะพลังจากความเจ็บปวด	buff/17000177/buff_set	เพิ่มค่าพลังโจมตีปริมาณหนึ่ง เพิ่มค่าพลังโจมตี 60% สำหรับทุกๆ 2% ของ HP ที่พันธมิตรทั้งหมดสูญเสียไป (สูงสุด 2400% เพิ่มพลังโจมตีที่ได้มาจากพลังจากความเจ็บปวดเท่านั้น)
17000178	ยั่วโมโห	buff/17000037/buff_set	สะสมความเสียหายที่เกิดขึ้นตามระยะเวลาที่ได้รับ และสร้างความเสียหายแก่เป้าหมายแบบสุ่มในการโจมตีด้วยสกิลครั้งต่อไป
17000179	ดีบัฟการยั่วยุ		ได้รับ 1 ดีบัฟแทน 1 การโจมตีดีบัฟจากศัตรู
17000180	ยกเลิกเดธฮีล	none	ถอนและทำให้ดีบัฟเดธฮีลไร้ผลนานเท่าระยะเวลาของสกิลนี้
17000182	เพิ่มการหลบหลีกความเสียหายต่อเนื่อง	buff/17000182/buff_set	เพิ่มการหลบหลีกดีบัฟความเสียหายต่อเนื่อง
17000183	โฟกัสมานา		สะสมความเร็วในการชาร์จเกจสกิล เปิดใช้งานสกิลระบบที่สร้างความเสียหายให้ศัตรูเมื่อสะสมครบ 50 ครั้ง ต้องมีการเชื่อมต่อสกิลระบบ
17000185	ท่ารุก	buff/17000185/buff_set	เฉพาะไชลด์ที่ใช้ท่ารุกเท่านั้นจึงจะสามารถใช้การโจมตีศัตรูด้วยฟีเวอร์ในโหมดฟีเวอร์ได้
17000186	ฟีเวอร์ไทม์	buff/17000092/buff_set	โจมตีศัตรูด้วยฟีเวอร์ (มอนสเตอร์เท่านั้น)
17000187	ไม่สนพลังสะท้อน	buff/17000187/buff_set	โจมตีแบบไม่สนพลังสะท้อนของศัตรูในระหว่างที่เอฟเฟกต์มีผล
