// key	LUCKY_BOX_	LUCKY_BOX_DESC_
20057	<size=0.8>Boîte porte-bonheur de</size> Catherine	Cette boîte contient diverses récompenses.
20058	<size=0.8>Boîte à bonheur de Carte d'âme</size>	Cette boîte contient diverses récompenses.
20059	Boîte à bonheur de raid (novice) II	Cette boîte contient diverses récompenses.
20060	Boîte à bonheur de raid (novice) I	Cette boîte contient diverses récompenses.
20061	<size=0.8>Boîte porte-bonheur de</size> Rin	Cette boîte contient diverses récompenses.
20062	Boîte porte-bonheur de Boss majeur	Cette boîte contient diverses récompenses.
20063	Boîtes à bonheur de Fêtarde Medb	Cette boîte contient diverses récompenses.
20064	Boîtes à bonheur d'Ailill	Cette boîte contient diverses récompenses.
20065	<size=0.8>Boîte porte-bonheur de Carte d'âme</size>	Cette boîte contient diverses récompenses.
20066	Paquet de donuts à la citrouille	Cette boîte contient diverses récompenses.
20067	Paquet de donuts à la citrouille d'Halloween	Cette boîte contient diverses récompenses.
20068	Boîte à bonheur de Voyou Midas	Cette boîte contient diverses récompenses.
20069	Boîte à bonheur de Ticket d'invocation	Cette boîte contient diverses récompenses.
20070	<size=0.8>Boîte porte-bonheur de Carte d'âme</size>	Cette boîte contient diverses récompenses.
20071	Boîtes à bonheur de Synthèse de renaiss.	Cette boîte contient diverses récompenses.
20072	Nouveau badge	Cette année, je ne lâcherai pas l'affaire !\J'ai un nouveau badge imprégné d'un mental de winner.\Le porter rend veinard !
20073	Nouveau badge spécial	Les échecs d'aujourd'hui forgent les réussites de demain !\Ce badge a engrangé de la chance tout au long de l'année.\Le porter rend veinard !
20074	Porte-bonheur de Child de type Feu	Boîte porte-bonheur pleine de récompenses.
20075	Boîte à bonheur de Ticket d'invocation	Boîte porte-bonheur pleine de récompenses.
20076	Boîte porte-bonheur quotidienne	Boîte porte-bonheur pleine de récompenses.
20077	Porte-bonheur de Child de type Feu	Boîte porte-bonheur pleine de récompenses.
20078	Boîte à bonheur de Ticket d'invocation	Boîte porte-bonheur pleine de récompenses.
20079	Porte-bonheur de Child de type Bois	Boîte porte-bonheur pleine de récompenses.
20080	Boîte porte-bonheur de Carte d'âme	Boîte porte-bonheur pleine de récompenses.
20081	Boîte porte-bonheur de Carte d'âme	Boîte porte-bonheur pleine de récompenses.
20082	Boîte à bonheur de Ticket d'invocation	Boîte porte-bonheur pleine de récompenses.
20083	Boîte porte-bonheur de ticket d'invocation de Child d'Eau	Boîte porte-bonheur pleine de récompenses.
20084	Boîte porte-bonheur de cadeau des sources (Eau 5★)	Boîte porte-bonheur pleine de récompenses.
20085	Boîte porte-bonheur de cadeau des sources (5★)	Boîte porte-bonheur pleine de récompenses.
20086	Boîte porte-bonheur 2019 d'apparence des sources (Child d'Eau 5★)	De la sortie jusqu'au 31 déc 2019. \Exclut les apparences des sources de collaboration.
20087	Boîte porte-bonheur de tickets d'invoc. de Child de Lumière	Boîte porte-bonheur pleine de récompenses.
20088	Boîte porte-bonheur des meilleurs Childs pour la mêlée	Boîte porte-bonheur pleine de récompenses.
20089	Boîte porte-bonheur des meilleures cartes pour la mêlée	Boîte porte-bonheur pleine de récompenses.
20090	Boîte porte-bonheur de ticket d'invocation de Child de Feu	Boîte porte-bonheur pleine de récompenses.
20091	Boîte porte-bonheur des meilleurs Childs de boss majeur	Boîte porte-bonheur pleine de récompenses.
20092	Boîte porte-bonheur de Child d'épée à double tranchant	Boîte porte-bonheur pleine de récompenses.
20093	Boîte porte-bonheur de ticket d'invocation de Child de Feu	Boîte porte-bonheur pleine de récompenses.
20094	Boîte porte-bonheur 2019 d'apparence des sources pour Child de Feu 5★	De la sortie jusqu'au 31 déc 2019. \Exclut les apparences des sources de collaboration.
20095	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20096	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20097	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20098	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20099	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20100	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20101	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20102	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20103	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20104	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20105	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20106	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20107	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20108	Boîte porte-bonheur de démon	Cadeau emballé par un démon. \Il a été choisi pour correspondre aux désirs de son destinataire. \Qu'y a-t-il à l'intérieur ? C'est un secret...
20109	Boîte porte-bonheur de ticket d'invoc. de Child de Bois	Boîte porte-bonheur pleine de récompenses.
20110	Boîte porte-bonheur 2019 d'apparence des sources pour Child de Bois 5★	De la sortie jusqu'au 31 déc 2019. \Exclut les apparences des sources de collaboration.
20111	Boîte porte-bonheur de ticket d'invocation de Child d'Ombre	Boîte porte-bonheur pleine de récompenses.
20112	Boîte porte-bonheur de pierre taillée	Boîte porte-bonheur pleine de récompenses.
20113	Boîte porte-bonheur d'aide quotidienne	Boîte porte-bonheur pleine de récompenses.
20114	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20115	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20116	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20117	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20118	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20119	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20120	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20121	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20122	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20123	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20124	Boîte porte-bonheur bonus	Boîte porte-bonheur pleine de récompenses.
20125	Boîte porte-bonheur d'outil de fabrication	Boîte porte-bonheur pleine de récompenses.
20126	Boîte porte-bonheur 2019 d'apparence des sources pour Child de Lumière 5★	De la sortie jusqu'au 31 déc 2019. \Exclut les apparences des sources de collaboration.
20127	Boîte porte-bonheur 2019 d'apparence des sources pour Child d'Ombre 5★	De la sortie jusqu'au 31 déc 2019. \Exclut les apparences des sources de collaboration.
30000	<size=0.8>Boîte porte-bonheur de</size> Jupiter	Cette boîte contient diverses récompenses.
30001	Pack de cartes Salle de sieste galactique	Cette boîte contient diverses récompenses.
30002	Boîte porte-bonheur du jour	Boîte porte-bonheur pleine de récompenses.
30003	Boîte porte-bonheur du jour	Boîte porte-bonheur pleine de récompenses.
