// key	SKILL_NAME_	SKILL_VISUAL_	SKILL_DESCRIPTION_
17000009	Invincible	buff/17000009/buff_set	Nullifies all attacks and debuff effects
17000010	Immortal	buff/17000010/buff_set	HP will not fall below 1, even after taking lethal damage
17000012	Vampirism	buff/17000012/buff_set	Gradually recovers a certain percent of damage after executing an attack
17000013	Revive	buff/17000013/buff_set	Immediately revives a dead Child
17000014	Skill Charge Acceleration	buff/17000014/buff_set	Accelerates Skill Gauge Charge Speed; Stacks with effects that increase Skill Gauge charge amount
17000015	Heal ↑	buff/17000015/buff_set	Increase the effect of heal skills
17000016	Skill DEF↑	buff/17000016/buff_set	Increase DEF against all types of skills
17000017	Skill Boost II	buff/17000017/buff_set	Increase the Final Blow of a skill; Cannot be applied to Auto Attacks, Drive skills, or duration effects
17000018	Max HP ↑	buff/17000018/buff_set	Sets up a barrier, granting additional HP
17000019	Auto Attack Boost Ⅱ	buff/17000019/buff_set	Increase the Final Blow of an Auto Attack
17000020	Tap Skill Boost II	buff/17000020/buff_set	Increase the Final Blow of a Tap Skill
17000021	Slide Skill Boost II	buff/17000021/buff_set	Increase the Final Blow of a Slide Skill
17000022	Drive Skill Boost II	buff/17000022/buff_set	Increase the Final Blow of a Drive Skill
17000023	Drive Duration ↑	buff/17000023/buff_set	Increase the duration of buff effects granted by Drive Skills
17000024	CRT Rate ↑	buff/17000024/buff_set	Increase the rate of critical attacks
17000025	Skill Boost	buff/17000025/buff_set	Increase Normal/Slide Skill Damage. Not applicable to Auto attacks or Drive.
17000026	Drive Charge ↑	buff/17000026/buff_set	Increase Drive Skill gauge charge amount
17000027	EVA↑	buff/17000027/buff_set	Increase EVA against skills
17000028	Debuff EVA ↑	buff/17000028/buff_set	Increase EVA against debuff effects
17000029	Reflect	buff/17000029/buff_set	Reflects a certain amount of damage back at the opponent; Does not reflect Drive Skills or durational damage
17000030	Weak Point DEF ↑	buff/17000030/buff_set	Increase DEF against Weak Point attacks
17000031	Critical ATK ↑	buff/17000031/buff_set	Increase the Final Blow of a critical attack
17000032	Weak Point ATK ↑	buff/17000032/buff_set	Increase the damage of Weak Point attacks
17000033	Recovery ↑	buff/17000033/buff_set	Increase the effect of regen skills
17000034	Auto Attack Boost	buff/17000034/buff_set	Strengthens Auto Attacks
17000035	Tap Skill Boost	buff/17000035/buff_set	Strengthens Tap Skills
17000036	Slide Skill Boost	buff/17000036/buff_set	Strengthens Slide Skills
17000037	Enrage	buff/17000037/buff_set	Stores durational damage taken and adds it to the next skill attack
17000038	Drive Skill Boost	buff/17000038/buff_set	Strengthens the effect of Drive Skills
17000039	Auto Attack DEF ↑	buff/17000039/buff_set	Increase DEF against Auto Attacks
17000040	Tap Skill DEF ↑	buff/17000040/buff_set	Increase DEF against Tap Skills
17000041	Slide Skill DEF ↑	buff/17000041/buff_set	Increase DEF against Slide Skills
17000042	Critical DEF ↑	buff/17000042/buff_set	Increase DEF against Critical Attacks
17000043	Debuff Duration Cut	buff/17000043/buff_set	Decrease debuff durations. The final duration is calculated based on the remaining time at the time the debuff is applied.
17000044	Taunt	buff/17000044/buff_set	Taunt the enemy and takes all attacks directed at allies, except for attacks that target all Allies
17000045	HP Transfusion	buff/17000045/buff_set	Distributes a percentage of HP to allies
17000048	Bonus Damage	none	Deals Bonus Damage
17000049	Ignore DEF Damage	none	Deal damage while ignoring DEF
17000050	HP Drain	buff/17000050/buff_set	Recovers a certain percent of damage after executing an attack
17000051	Skill Charge Addition	buff/17000051/buff_set	Instantly charge Skill Gauge by a certain amount for a target, except self.
17000052	Drive Skill Addition	buff/17000052/buff_set	Instantly recharges a certain amount of the Drive gauge
17000053	Frenzy	buff/17000053/buff_set	Increase ATK and ignores all attacks and debuff effects. Suffer all ignored damage after the effect. Minimum Damage is least 50% of HP of all targets
17000054	Double-edged Sword	buff/17000054/buff_set	Increase ATK while decreasing DEF
17000055	Skill DEF↑	buff/17000055/buff_set	Increase DEF against all types of skills
17000056	Invincible(Count)	buff/17000056/buff_set	Ignores all attacks and debuff effects
17000057	Cleanse	buff/17000057/buff_set	Instantly remove all debuff effects
17000058	Drive Skill DEF ↑	buff/17000058/buff_set	Increase DEF against Drive Skills
17000059	Summon Illusion	none	(Raid Monsters Only) Revives all dead teammates to 100% HP
17000060	ATK-DEF Switch	buff/17000060/buff_set	Switches the target's ATK and DEF while in effect
17000061	Full Charge	buff/17000061/buff_set	Instantly fully charge Skill Gauge for a target, except self.
17000062	Cooldown Reduced	buff/17000062/buff_set	Decrease the cooldown time of the target's Slide Skills over a certain period of time
17000063	ATK Stack	buff/17000063/buff_set	Increase ATK based on number of buffs
17000064	DEF Stack	buff/17000064/buff_set	Increase DEF based on number of buffs
17000065	Focus	buff/17000065/buff_set	During the effect duration, attacks will become critical attacks and will not miss; Immune to Blind and anything that negatively affects critical attacks
17000066	Life Link	buff/17000066/buff_set	Convert some incoming Damage into Recovery Amount and send it to 2 Allies with the lowest HP.
17000067	Battlecry	buff/17000067/buff_set	Increase ATK proportional to the number of buffs (stacked up to 3 times)
17000068	Berserk	buff/17000068/buff_set	Increase ATK every time a fixed amount of time has passed
17000069	Silence RES ↑	none	Increase EVA against Silence debuff effects.
17000070	Confuse RES ↑	none	Increase EVA against Confuse debuff effects.
17000071	Stun RES ↑	none	Increase EVA against Stun debuff effects.
17000072	Sleep RES ↑	none	Increase EVA against Sleep debuff effects.
17000073	Recovery Block RES ↑	none	Increase EVA against Recovery Block debuff effects.
17000074	Blind RES ↑	none	Increase EVA against Blind debuff effects.
17000075	Petrify RES ↑	none	Increase EVA against Petrify debuff effects.
17000076	Freeze RES ↑	none	Increase EVA against Freeze debuff effects.
17000077	Bleed DMG ↓	none	Decrease incoming Bleeding Damage.
17000078	Poison DMG ↓	buff/17000078/buff_set	Decrease incoming Poison Damage.
17000084	Ranged Attack	buff/17000084/buff_set	Deal damage while ignoring enemy substitutes or Reflect effects
17000087	Debuff Remove	buff/17000087/buff_set	Remove one debuff effect
17000088	Skill Charge Stack	buff/17000088/buff_set	Increase Skill Gauge charge amount proportionate to the number of buffs
17000089	Counterattack	buff/17000089/buff_set	Ignores enemy's Reflect and increase Skill ATK upon evasion
17000090	Double-edged Sword	buff/17000090/buff_set	Increase ATK while decreasing DEF, proportional to the number of buffs
17000091	Energy Stacking	buff/17000091/buff_set	Increase Skill Gauge Gain Speed and Attack
17000093	Critical Suppression	none	Decreases the rate at which critical skills occur, determined by the type of buff
17000111	Fortitude	buff/17000111/buff_set	Nullifies damage and decrease frequency for damaging debuffs
17000112	Frenzy	buff/17000112/buff_set	Increase ATK and nullifies all attacks and debuffs. 100% chance of being stunned for 5 seconds after the effect
17000113	Nullify Sleep Debuff	buff/17000113/buff_set	Remove and nullify Sleep debuffs for this skill's duration.
17000114	Nullify Silence Debuff	buff/17000114/buff_set	Remove and nullify Silence debuffs for this skill's duration.
17000115	Remove Confuse Debuff	none	Remove and nullify Confuse debuffs for this skill's duration.
17000116	Nullify Stun	buff/17000116/buff_set	Remove and nullify Stun and Smite debuffs for this skill's duration.
17000117	Nullify Petrify	buff/17000117/buff_set	Remove and nullify Petrify debuffs for this skill's duration.
17000118	Remove Freeze Debuff	none	Remove and nullify Freeze debuffs for this skill's duration.
17000119	Nullify Disable Debuff	buff/17000119/buff_set	Remove and nullify Disable debuffs (Petrify, Freeze, Confuse, Silence, Stun, Smite, Sleep) for this skill's duration.
17000120	Nullify DoT Debuffs	buff/17000120/buff_set	Remove and nullify DoT debuffs for this skill's duration.
17000121	Nullify Recovery Debuffs	none	Remove and nullify Recovery debuffs for this skill's duration.
17000122	Nullify Guard Debuffs	none	Remove and nullify Guard debuffs for this skill's duration.
17000123	Remove Skill Damage Debuff	none	Remove and nullify Skill Damage debuffs for this skill's duration.
17000124	Nullify Skill DEF Debuff	none	Remove and nullify Skill DEF debuffs for this skill's duration.
17000125	Nullify Growth Debuffs	none	Remove and nullify Growth debuffs for this skill's duration.
17000127	Nullify Switch Debuffs	none	Remove and nullify Switch debuffs for this skill's duration.
17000128	Nullify Time-Based Debuffs	none	Remove and nullify time-based debuffs for this skill's duration.
17000129	Nullify Probability-Based Debuffs	none	Remove and nullify Probability-based debuffs for this skill's duration.
17000130	Nullify Attribute Debuffs	none	Remove and nullify Elemental-based debuffs for this skill's duration.
17000131	Nullify Sleep & Silence	none	Remove and nullify Sleep and Silence debuffs for this skill's duration.
17000132	Nullify Petrify & Freeze	none	Remove and nullify Petrify and Freeze debuffs for this skill's duration.
17000133	Barrier	buff/17000133/buff_set	Generates Barrier and takes damage for other targets
17000134	Remove Attribute effects	none	Cancels attribute advantage Battle Buffs
17000140	Double-edged Sword		Increase ATK and Drive/Skill Gauge Charge Amounts while decreasing DEF, based on number of buffs. (stacked up to 3 times) Can't remove.
17000141	Purify	buff/17000001/buff_set	Convert Bleed into Regen. Recovery Amount is 50% of the Bleed Damage.
17000142	Aid	buff/17000142/buff_set	Increase Weak Point Skill Damage by 15%, and additionally increase ATK by 10% for the number of buffs (up to 6) at the time the skill is applied.
17000145	Bleed Damage ↑	none	Increase Bleed damage to enemy
17000147	Rebirth	buff/17000147/buff_set	When HP drops 0, recover 50% of Max HP, fully charge Recovery and Skill Gauge, and stack ATK +100 up to 5 times.
17000148	Debuff Barrier	buff/17000148/buff_set	Create a separate shield that absorbs debuff Damage except Magic Damage. Can't be used with other barriers.
17000149	Combo	buff/17000149/buff_set	Killing an Enemy during a buff effect deals 1,500 Bonus Damage to 1 random remaining Enemy.
17000151	Overload	buff/17000151/buff_set	Increase Normal/Slide Skill Damage by 30% and skill cooldown by 3 seconds and decrease Skill Charge Speed by 50%.
17000152	Blind Debuff RES	none	Blind Debuff RES
17000153	Direct Hit	buff/17000153/buff_set	Ignore enemy Fortitude
17000154	Drive Stacking	buff/17000154/buff_set	Drive Gauge Charge amount increase proportional to Buff effect frequency
17000155	Awaken	buff/17000155/buff_set	Increase CRT Final Blow by 30%, and additionally increase Slide Skill Damage by 10% for the number of buffs (up to 6) at the time the skill is applied.
17000156	Remove Curse	none	Remove and nullify Curse debuffs for this skill's duration.
17000157	Secret Heal	buff/17000157/buff_set	Recover user's HP every time user acts or takes damage.
17000158	Nullify Recovery Block	none	Remove and nullify Recovery Block debuffs for this skill's duration.
17000159	Nullify Poison	none	Remove and nullify Poison debuffs for this skill's duration.
17000160	Petrifying Touch	buff/17000160/buff_set	Have a chance to Petrify enemies that attack user. (Unable to cut or extend debuff)
17000161	Sharp Sword	buff/17000161/buff_set	Increase Weak Point skill damage based on number of Light Type Allies. (Up to 10)
17000165	Antidote	buff/17000001/buff_set	Remove Poison and instantly heal damage dealt by 1 round of Poison.
17000167	Poetic Justice II	buff/17000167/buff_set	Recover HP based on number of ally buffs.
17000169	Debuff Duration Cut		Decrease the duration of debuffs. (Exclude Petrify, Freeze, Necrosis, Venom, Water Balloon, Eternal Flame) The final duration is calculated based on the remaining time at the time the debuff is applied.
17000170	Remove Burn and Scald	none	Remove and nullify Burn and Scald debuffs for this skill's duration.
17000171	Remove Bleed	none	Remove and nullify Bleed debuffs for this skill's duration.
17000172	Remove Scald	none	Remove and nullify Scald debuffs for this skill's duration.
17000173	Remove Water Balloon	none	Remove and nullify Water Balloon debuffs for this skill's duration. (Skill Gauge Reset nullified)
17000174	Double-Edged Sword Stacking	buff/17000174/buff_set	Increase ATK while decreasing DEF, proportional to the number of buffs.
17000175	Patience	buff/17000111/buff_set	Grant current number of Debuff +1 Fortitude
17000176	Pain Adaptation	buff/17000176/buff_set	Raises DEF a certain amount. Raise DEF 4% for every 2% of HP lost by all Allies (160% max, increases only DEF granted by Pain Adaptation)
17000177	Pain Sublimation	buff/17000177/buff_set	Raises ATK a certain amount. Raise ATK 60% for every 2% of HP lost by all Allies (2400% max, increases only ATK granted by Pain Sublimation)
17000178	Enrage	buff/17000037/buff_set	Stores Damage during effect duration and deals it to a random Target in the next skill attack
17000179	Debuff Taunt		Receive 1 debuff in place of 1 debuff attack from the Enemy.
17000180	Remove Death Heal	none	Remove and nullify Death Heal debuffs for this skill's duration.
17000182	Increases DoT Evasion	buff/17000182/buff_set	Increases DoT Debuff Evasion
17000183	Mana Focus		Stack Skill Gauge Gain Speed. Activate a system skill that damages Enemies at 50 stacks. System skill connection required.
17000185	Offensive Stance	buff/17000185/buff_set	Only Childs with Offensive Stance can use Fever attacks in Fever Mode
17000186	Fever Time	buff/17000092/buff_set	Use Fever Attacks on Enemy (Monsters only)
17000187	Ignore Reflect	buff/17000187/buff_set	Attack ignoring enemy's Reflect while in effect
17000188	Remove Snow Bomb	none	Remove and nullify Snow Bomb debuffs for this skill's duration.
17000190	Max HP ↑	buff/17000190/buff_set	Create a barrier and gain additional Max HP.
17000191	Increase Debuff ACC	buff/17000191/buff_set	Increase Target's Debuff ACC
17000192	Revitalize	buff/17000192/buff_set	For Allies with Revitalize, once only, revive the first Ally to die and Heal HP
17000193	Debuff Taunt	buff/17000179/buff_set	Receive 2 debuffs in place of 1 debuff attack from the Enemy
17000198	EVA Stacking		Increase EVA based on the number of buffs
17000199	Time Twist	buff/17000199/buff_set	Removes all of target's time-based debuffs, and increases Skill Gauge charge speed by 40%.
17000200	Increase Poison Damage	buff/17000200/buff_set	Increase Poison damage used by Target
17000201	Tap Skill DEF Stacking		Increase Tap Skill DEF Stacking based on the number of buffs
17000202	Slide Skill DEF Stacking	buff/17000202/buff_set	Increase Slide Skill DEF Stacking based on the number of buffs
17000203	Rapid Growth	buff/17000203/buff_set	Increase ATK and DEF, after duration ends decrease Skill Final Blow and Skill DEF (Cannot be canceled and duration cannot be cut or extended)
17000205	Nullify Electrocution		Remove and nullify Electrocution debuffs for this skill's duration.
17000206	Ice Shield		Increase DEF and decrease attacker's Skill Gauge Charge Speed when attacked
17000207	Ice Shield		Increase DEF and decrease attacker's Skill Gauge Charge Speed when attacked
17000208	Increase ACC		Increases Skill ACC
17000209	Ice Shield		Increase DEF and decrease attacker's Skill Gauge Charge Speed when attacked
17000210	Ice Shield		Increase DEF and decrease attacker's Skill Gauge Charge Speed when attacked
17000211	Remove and Nullify Allure	buff/17000211/buff_set	Remove and nullify Allure debuffs for this skill's duration.
17000212	end cooldown		Set skill cooldown to 0 second for a target, except self.
17000213	Increase Curse Damage	buff/18000081/buff_set	Increases damage of Curse used by target
17000214	Penetrate		Ignore a fixed amount of the Enemy's DEF
17000215	Combo		Killing an Enemy during a buff effect deals Bonus Damage to the remaining Enemies.
17000216	Skill DEF ↑ (except Weak Point)	none	Increase all Skill DEF except for Weak Point attacks
17000222	Debuff Reflect Barrier Amplifier		Increases final amount guarded by Debuff Reflect Barrier.
17000223	Decrease DoT		Decrease DoT Debuff Damage target receives
17000227	Light Type Parallel DEF ↑		Increases DEF based on number of Light Type Allies during battle
17000230	Thorn Shield		Increase DEF and inflict Bleed upon receiving Skill Damage. (Bleed doesn't stack.)
17000231	Battlecry		Increase ATK proportional to the number of buffs (stacked up to 3 times)
17000232	Counterattack		Ignores enemy's Reflect and increases Skill Damage. Stacks up to 3 times
17000233	Dark Shield		Increase DEF and when attacked with a skill, increase Skill cooldown to the attacker.
17000235	Luminous Shield		Increase DEF and when attacked with a skill, inflict Blind.
17000236	Buff Blast Amplifier		Increases Buff Blast damage.
17000237	Petrifying Touch		Have a chance to Petrify enemies that attack user.
17000239	Thorn Shield		Increase DEF and inflict Bleed upon receiving Skill Damage. (Bleed doesn't stack.)
17000240	Thorn Shield		Increase DEF and inflict Bleed upon receiving Skill Damage to target. (Bleed doesn't stack.)
17000241	Dark Shield		Increase DEF and when attacked with a skill, increase Skill cooldown to the attacker.
17000242	Increase DoT		Increase Damage from DoT debuffs
17000243	Luminous Shield		Increase DEF and decrease target's DEF and inflict Scald upon receiving Skill Damage.
17000244	Flame Shield		Increase DEF and when attacked with a skill, decrease corresponding attacker's DEF and inflict Scald.
17000245	Flame Shield		Increase DEF and when attacked with a skill, decrease corresponding attacker's DEF and inflict Scald.
17000246	Skill Charge Addition		Instantly recharges a certain amount of the Skill Gauge
18000001	Max HP ↓	buff/18000001/buff_set	Decrease Max HP
18000002	ATK ↓	buff/18000002/buff_set	Decrease ATK
18000003	DEF ↓	buff/18000003/buff_set	Decrease DEF
18000004	AGL ↓	buff/18000004/buff_set	Decrease AGL
18000005	CRT ↓	buff/18000005/buff_set	Decrease CRT
18000006	Bleed	buff/18000006/buff_set	Deal continuous damage to an enemy
18000007	Silence	buff/18000007/buff_set	Reset the target's Skill Gauge. All skills except Auto Attack are disabled.
18000008	Confuse	buff/18000008/buff_set	Normal/Slide skills randomly attack Allies instead of Enemies. Buffs and debuffs are also switched, but Drive's lasting effect and Revive work as intended.
18000009	Skill Charge ↓	buff/18000009/buff_set	Decrease Skill Gauge charge amount; Stacks with Skill Gauge charge deceleration
18000010	Stun	buff/18000010/buff_set	Reset the target's Skill Gauge at the expense of own movement.
18000011	Sleep	buff/18000011/buff_set	Makes it impossible to act and reduces DEF to 0; The effect is removed upon taking damage from any skill other than an Auto Attack
18000012	CRT Rate ↓	buff/18000012/buff_set	Decrease CRT Rate
18000013	Drive Charge ↓	buff/18000013/buff_set	Decrease Drive Gauge charge amount
18000014	Skill Charge ↓	buff/18000014/buff_set	Decrease Skill Gauge Charge Speed; Stacks with effects that decrease Skill Gauge charge amount
18000015	Skill Weakening II	buff/18000015/buff_set	Decrease the Final Blow of a skill; Cannot be applied to Auto Attacks, Drive Skills, or duration effects
18000016	Drive Duration ↓	buff/18000016/buff_set	Decrease the duration of buff effects granted by Drive Skills
18000017	Heal ↓	buff/18000017/buff_set	Decrease the effect of heal skills
18000018	Basic Attack Weakening II	buff/18000018/buff_set	Decrease the Final Blow of an Auto Attack
18000019	Drive Skill Weakening II	buff/18000019/buff_set	Decrease the Final Blow of a Drive Skill
18000020	Skill Weakening	buff/18000020/buff_set	Decrease the damage of a skill; Cannot be applied to Auto Attacks or Drive Skills
18000021	EVA↓	buff/18000021/buff_set	Decrease EVA against skills
18000022	Debuff EVA ↓	buff/18000022/buff_set	Decrease EVA against debuff effects
18000023	Tap Skill Weakening II	buff/18000023/buff_set	Decrease the Final Blow of a Tap Skill
18000024	Slide Skill Weakening II	buff/18000024/buff_set	Decrease the Final Blow of a Slide Skill
18000025	Weak Point ATK Weakening II	buff/18000025/buff_set	Decrease the damage of Weak Point attacks
18000026	Critical Weakening II	buff/18000026/buff_set	Decrease the Final Blow of a critical attack
18000027	Regen ↓	buff/18000027/buff_set	Decrease the effect of regen skills
18000028	Auto Attack Weakening	buff/18000028/buff_set	Weakens Auto Attacks
18000029	Tap Skill Weakening	buff/18000029/buff_set	Weakens Tap Skills
18000030	Slide Skill Weakening	buff/18000030/buff_set	Weakens Slide Skills
18000032	Drive Skill Weakening	buff/18000032/buff_set	Weakens Drive Skills
18000033	Weak Point DEF ↓	buff/18000033/buff_set	Decrease DEF against Weak Point attacks
18000034	Auto Attack DEF ↓	buff/18000034/buff_set	Decrease DEF against Auto Attacks
18000035	Tap Skill DEF ↓	buff/18000035/buff_set	Decrease DEF against Tap Skills
18000036	Slide Skill DEF ↓	buff/18000036/buff_set	Decrease DEF against Slide Skills
18000037	Critical DEF ↓	buff/18000037/buff_set	Decrease DEF against Critical Attacks
18000038	Debuff Extension	buff/18000038/buff_set	Extends debuff duration
18000040	All Buff Remove	buff/18000040/buff_set	Remove all buff effects
18000041	Poison	buff/18000041/buff_set	Receives damage with each action
18000042	Skill Charge ↓	buff/18000042/buff_set	Instantly decrease a certain amount of the Skill Gauge
18000043	Drive Skill ↓	buff/18000043/buff_set	Instantly decrease a certain amount of the Drive Gauge
18000044	Time Bomb	buff/18000044/buff_set	Receives damage after a certain amount of time has passed (Unable to cut or extend debuff)
18000045	Instant Death	buff/18000045/buff_set	Inflict instant death
18000046	Recovery Block	buff/18000046/buff_set	Makes it impossible to recover with any recovery skills
18000047	Death Heal	buff/18000047/buff_set	Inverts the healing effects of heal and regen and converts them into instant damage or continuous damage; Vampirism effects and absorb effects do not deal damage, but also do not heal
18000048	Blind	buff/18000048/buff_set	Decrease skill accuracy
18000049	Petrify	buff/18000049/buff_set	Makes it impossible to act until receiving a certain number of attacks (Unable to cut or extend debuff)
18000050	Drive Skill DEF ↓	buff/18000050/buff_set	Decrease DEF against Drive Skills
18000051	Freeze	buff/18000051/buff_set	Remove all buffs, debuffs, and inability to act; Ignores all damage while in effect
18000052	ATK-DEF Switch	buff/18000052/buff_set	Switches the target's ATK and DEF while in effect
18000053	Debuff Blast	buff/18000053/buff_set	Remove a debuff and deal damage
18000054	Skill DEF↓	buff/18000054/buff_set	Decrease DEF against all types of skills
18000056	Cooldown Increased	buff/18000056/buff_set	Increase the cooldown time of the target's Slide Skills over a certain period of time
18000057	Silence RES ↓	none	Decrease Silence EVA.
18000058	Confuse RES ↓	none	Decrease Confuse EVA.
18000059	Stun RES ↓	none	Decrease Stun EVA.
18000060	Sleep RES ↓	none	Decrease Sleep EVA.
18000061	Recovery Block RES ↓	none	Decrease Recovery Block EVA.
18000062	Blind RES ↓	none	Decrease Blind EVA.
18000063	Petrify RES ↓	none	Decrease Petrify EVA.
18000064	Freeze RES ↓	none	Decrease Freeze EVA.
18000065	Necrosis	buff/18000065/buff_set	Deal DoT. (Unable to cut or extend debuff)
18000066	Remove Invincible	buff/18000066/buff_set	Remove Invincible buff regardless of number
18000067	Necrosis	buff/18000067/buff_set	Deal continuous damage
18000068	Smite	buff/18000068/buff_set	Stun the target and decrease Skill Damage DEF by 20%.
18000069	Dancing Blade	buff/18000069/buff_set	Decrease the target's DEF by 20% and deal DoT. Unable to remove or extend debuff.
18000070	Rend	none	Deal damage to the target; Deal Bonus Damage if bleeding or poisoned
18000071	Electrocution		Deal DoT, create a chance of removing Skill Gauge and dealing Bonus Damage by 20% of the DoT to a random Ally when attacked.
18000072	Stun	buff/18000072/buff_set	Increase Stun duration when stunned targets are attacked (stunned for 1 second more when attacked, up to 5 seconds max)
18000073	Silence	buff/18000073/buff_set	When slienced the Skill Gauge resets and the cooldown timer stops counting down
18000074	Freeze	buff/18000074/buff_set	Decrease Skill Gauge Charge Speed and charge amount while inflicting added debuff effects to Bleed and Poison
18000075	Hypersensitivity		Nullify debuff-resisting buffs and deal Damage by a portion of Max HP for this skill's duration. (Unable to cut or extend debuff)
18000076	Venom	buff/18000076/buff_set	DoT Damage & recovery amount (Heal, Regen) -50%, unable to cut or extend debuff
18000077	Graze	buff/18000077/buff_set	Increase Bleed duration by 4 seconds and amount of continuous damage by 200.
18000078	Reduce Growth Buffs	none	Reduces stacked Growth Buffs times on target by a set number of times
18000079	Reduce Time Stacking	none	Reduces stacked Time Buffs on target by a set amount
18000080	Curse	buff/18000080/buff_set	Deal DoT. Deal Bonus Damage by 250% of basic Curse Damage upon expiration or cancellation.
18000081	Curse Amplifier	buff/18000081/buff_set	Increase Curse duration by 4 seconds and amount of continuous damage by 200.
18000082	Time Alteration	buff/18000082/buff_set	Remove all Enemies' Time-based buffs and decrease Skill Gauge Charge Speed by 40%
18000083	Venom	buff/18000083/buff_set	DoT Damage & Recovery Amount (Heal, Regen) -50%
18000084	Tidal Wave	none	Deal damage to enemies based on number of Water Type Allies.
18000085	Anti-Barrier	none	Remove Barrier and deal damage based on amount of Barrier remaining.
18000086	Fortitude Explosion	none	Remove Fortitude and deal damage based on number of turns remaining.
18000087	Shorten Immortal Effect		Shorten Immortal duration
18000088	Petrify	buff/18000088/buff_set	Make it impossible to act until after receiving a certain number of attacks (Medusa, World Bosses only).
18000089	Eternal Flame		Deal Damage over time, if target dies, it moves to another Enemy (up to 1 time), debuff cannot be removed, cut, or extended
18000090	Brand	buff/18000090/buff_set	DoT based on number of Enemy buffs (up to 6)
18000092	Poetic Justice I	buff/18000092/buff_set	Deal continuous damage based on number of enemy debuffs.
18000093	Rend	none	Deal damage to the target, plus bonus damage if bleeding or poisoned.
18000094	Burn	buff/18000094/buff_set	Inflict Bleed every time target is attacked or has DEF reduced.
18000095	Water Balloon	buff/18000095/buff_set	Take Damage when attacked, and reset Skill Gauge when duration or turn ends. (Unable to cut or extend debuff)
18000097	Dancing Blade	buff/18000069/buff_set	Decrease the target's DEF by 20% and deal DoT.
18000098	Scald	buff/18000098/buff_set	Deal continuous damage (does not stack).
18000099	Allure	buff/18000099/buff_set	Nullify newly applied buffs. Can only be removed by Allure.
