// key	SELECT_BOX_NAME_	SELECT_BOX_DESC_
73100067	กล่องให้เลือกสกินออนเซ็นสายรักษาและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100068	กล่องให้เลือกสกินวาเลนไทน์ที่ไม่จบสิ้น	เลือกรับส่วนประกอบหนึ่งอย่าง
73100069	กล่องให้เลือกวัว	เลือกรับส่วนประกอบหนึ่งอย่าง
73100070	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100071	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายโจมตี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100072	กล่องให้เลือกตั๋วอัญเชิญไชลด์แบบกำหนดตัว	เลือกรับส่วนประกอบสองอย่าง
73100073	กล่องให้เลือกสกินออนเซ็นรัมเบิล	เลือกรับส่วนประกอบหนึ่งอย่าง
73100074	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100075	กล่องให้เลือกสกินออนเซ็นสายดีบัฟและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100076	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100077	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100078	กล่องให้เลือกฉลองการอัปเดต Ignition ครั้งสุดท้าย	เลือกรับส่วนประกอบสองอย่าง
73100079	กล่องให้เลือกสกินออนเซ็นสุดยอดไชล์ยอดนิยม	เลือกรับส่วนประกอบหนึ่งอย่าง
73100080	กล่องให้เลือกสกินออนเซ็นสายดีบัฟและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100081	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100082	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100083	กล่องให้เลือกสกินเรดบอส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100084	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100085	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100086	กล่องให้เลือกอุปกรณ์/หินสำหรับการประดิษฐ์ที่ดีที่สุด	เลือกรับส่วนประกอบสองอย่าง
73100087	กล่องให้เลือกสกินออนเซ็นรัมเบิล	เลือกรับส่วนประกอบหนึ่งอย่าง
73100088	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100089	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100090	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100091	กล่องให้เลือกสกินออนเซ็นชุดว่ายน้ำไชลด์	เลือกรับส่วนประกอบหนึ่งอย่าง
73100092	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100093	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100094	ความฝันของค่ำคืนกลางฤดูร้อนกล่องให้เลือก	เลือกรับส่วนประกอบหนึ่งอย่าง
73100095	กล่องให้เลือกสกินออนเซ็นชุดว่ายน้ำไชลด์	เลือกรับส่วนประกอบหนึ่งอย่าง
73100096	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100097	โซลคาร์ต้าฤดูร้อนกล่องให้เลือก	เลือกรับส่วนประกอบหนึ่งอย่าง
73100098	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100099	กล่องให้เลือกสกินออนเซ็นรัมเบิล	เลือกรับส่วนประกอบหนึ่งอย่าง
73100100	กล่องให้เลือกสกินออนเซ็นไชลด์พรีเมียมแบบกำหนดตัว	เลือกรับส่วนประกอบหนึ่งอย่าง
73100101	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100102	<size=0.95>กล่องให้เลือกไชลด์ จฉลองครบ 1,000 วัน</size>	เลือกรับส่วนประกอบหนึ่งอย่าง
73100104	กล่องให้เลือกไชลด์เฮฟเฟตัส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100105	กล่องให้เลือกสกินออนเซ็นเฮฟเฟตัส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100106	กล่องให้เลือกคอสตูมเฮฟเฟตัส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100107	กล่องให้เลือกสกินการกลับมา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100108	กล่องให้เลือกสกินออนเซ็นเรดที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100109	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100110	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100111	กล่องให้เลือกสกินออนเซ็นและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100112	กล่องให้เลือกโซลคาร์ต้าปริซึมเวิลด์บอส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100113	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100114	กล่องให้เลือกความช่วยเหลือฉุกเฉิน Ignition	เลือกรับส่วนประกอบสองอย่าง
73100115	กล่องให้เลือกคอสตูมขุมนรก	เลือกรับส่วนประกอบหนึ่งอย่าง
73100116	กล่องให้เลือกคอสตูมเรดบอส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100117	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100118	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100119	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100120	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100121	กล่องให้เลือกสกินออนเซ็นสายสนับสนุนและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100122	กล่องให้เลือกสกินออนเซ็นพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100123	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100124	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100125	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100126	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100127	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100128	กล่องให้เลือกไชลด์	เลือกรับส่วนประกอบหนึ่งอย่าง
73100129	กล่องให้เลือกไชลด์พิเศษครบรอบ 3 ปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100130	กล่องให้เลือกสกินออนเซ็นพิเศษครบรอบ 3 ปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100131	กล่องให้เลือกปริซึมคาร์ต้าพิเศษครบรอบ 3 ปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100132	กล่องให้เลือกคอสตูมเรดบอส 2	เลือกรับส่วนประกอบหนึ่งอย่าง
73100133	กล่องให้เลือกโซลคาร์ต้าพิเศษครบรอบ 3 ปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100134	ตั๋วอัญเชิญ 5★ จากกล่องเลือกธาตุ	เลือกรับส่วนประกอบสามอย่าง
73100135	กล่องให้เลือกโซลคาร์ต้าปริซึมเวิลด์บอส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100136	กล่องให้เลือกสกินออนเซ็นสายดีบัฟและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100137	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100138	5★Aกล่องให้เลือกอุปกรณ์เล่นแร่เเปรธาตุ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100139	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100140	กล่องให้เลือกไชลด์ฉลองสิ้นปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100141	กล่องให้เลือกสกินออนเซ็นฉลองสิ้นปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100142	กล่องให้เลือกโซลคาร์ต้าปริซึมฉลองสิ้นปี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100143	กล่องให้เลือกคอสตูมผู้ชนะที่บาดเจ็บ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100144	กล่องให้เลือกชุดคอสตูมพิเศษ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100145	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100146	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100147	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100148	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100149	กล่องให้เลือกพิเศษสกินออนเซ็น	เลือกรับส่วนประกอบหนึ่งอย่าง
73100150	กล่องให้เลือกสุดยอดไชลด์ยอดนิยม 2021	เลือกรับส่วนประกอบหนึ่งอย่าง
73100151	กล่องให้เลือกสกินออนเซ็นสุดยอดไชลด์ยอดนิยม 2021	เลือกรับส่วนประกอบหนึ่งอย่าง
73100152	กล่องให้เลือกสกินออนเซ็นพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100153	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายโจมตี	เลือกรับส่วนประกอบหนึ่งอย่าง
73100154	กล่องให้เลือกสกินออนเซ็นสายดีบัฟและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100155	กล่องให้เลือกคอสตูมเรดบอส 3	เลือกรับส่วนประกอบหนึ่งอย่าง
73100156	2022 กล่องให้เลือกอุปกรณ์\หินสำหรับการประดิษฐ์ที่ดีที่สุด	เลือกรับส่วนประกอบสามอย่าง
73100157	กล่องให้เลือกไชลด์ปี 2020	ตั้งแต่เริ่มเกมจนถึง 31 ธันวาคม 2021 \ไม่รวมโคลาโบและหอแห่งการเกิดใหม่
73100158	กล่องให้เลือกสกินออนเซ็นไชลด์ปี 2021	ตั้งแต่เริ่มเกมจนถึง 31 ธันวาคม 2021\ไม่รวมสกินออนเซ็นแบบโคลาโบ
73100159	กล่องให้เลือกโซลคาร์ต้าปริซึม 2021	คาร์ต้าโคลาโบจะไม่สามารถใช้ได้ตั้งแต่เริ่มให้บริการจนถึงวันที่ 31 ธันวาคม 2021
73100160	โซลคาร์ต้า 2021 กล่องให้เลือก	คาร์ต้าโคลาโบจะไม่สามารถใช้ได้ตั้งแต่เริ่มให้บริการจนถึงวันที่ 31 ธันวาคม 2021
73100161	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100162	กล่องให้เลือกสกินออนเซ็นพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100163	กล่องให้เลือกโซลคาร์ต้าปริซึมพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100164	กล่องให้เลือกสกินออนเซ็นสายโจมตีและสายสนับสนุน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100165	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100166	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100167	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100168	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100169	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100170	กล่องให้เลือกคอสตูมผู้ชนะที่บาดเจ็บตอนที่ 2	เลือกรับส่วนประกอบหนึ่งอย่าง
73100171	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100172	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100173	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100174	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100175	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100176	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายดีบัฟ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100177	กล่องให้เลือกตั๋วอัญเชิญ 10 ครั้ง	เลือกรับส่วนประกอบหนึ่งอย่าง
73100178	โซลคาร์ต้า 2021 กล่องให้เลือก	เลือกรับส่วนประกอบหนึ่งอย่าง
73100179	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100180	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100181	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100182	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100183	กล่องให้เลือกสกินออนเซ็นสายป้องกันและสายรักษา	เลือกรับส่วนประกอบหนึ่งอย่าง
73100184	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100185	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100186	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100187	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100188	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100189	กล่องให้เลือกสกินออนเซ็นพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100190	กล่องให้เลือกโซลคาร์ต้าปริซึมพร้อมรบที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100191	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100192	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100193	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100194	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100195	กล่องให้เลือกสกินออนเซ็นเวิลด์บอสที่ดีที่สุด	เลือกรับส่วนประกอบหนึ่งอย่าง
73100196	กล่องให้เลือกคอสตูมแร็กนาบัสเตอร์	เลือกรับส่วนประกอบหนึ่งอย่าง
73100197	กล่องให้เลือกไชลด์เรดบอส	เลือกรับส่วนประกอบหนึ่งอย่าง
73100198	กล่องให้เลือกไชลด์ฤดูร้อน	เลือกรับส่วนประกอบสองอย่าง
73100199	กล่องให้เลือกสกินสปาฤดูร้อน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100200	กล่องให้เลือกคอสตูมชุดเครื่องแบบนักเรียน	เลือกรับส่วนประกอบหนึ่งอย่าง
73100201	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100202	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100203	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100204	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100205	กล่องให้เลือกคอสตูมแร็กนาบัสเตอร์ II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100206	กล่องให้เลือกไชลด์เรดบอส II	เลือกรับส่วนประกอบหนึ่งอย่าง
73100207	กล่องให้เลือกไชลด์มือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100208	กล่องให้เลือกโซลคาร์ต้าปริซึมมือปราบ	เลือกรับส่วนประกอบหนึ่งอย่าง
73100209	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ I	เลือกรับส่วนประกอบหนึ่งอย่าง
73100210	กล่องให้เลือกสกินออนเซ็นไชลด์มือปราบ II	เลือกรับส่วนประกอบหนึ่งอย่าง
