// key	QUEST_TITLE_	QUEST_TEXT_
1100407	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100408	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100501	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100502	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100503	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100504	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100505	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100506	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100507	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100508	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100601	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100602	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100603	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100604	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100605	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100606	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100607	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100608	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100701	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100702	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100703	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100704	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100705	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100706	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100707	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100708	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100801	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100802	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100803	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100804	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100805	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100806	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100807	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1100808	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101000	[v1:dungeon_worldmap]	Réussir <[v1:dungeon_worldmap]>
1101001	[v1:dungeon_worldmap]	Réussir <[v1:dungeon_worldmap]>
1101002	[v1:dungeon_worldmap]	Réussir <[v1:dungeon_worldmap]>
1101003	[v1:dungeon_worldmap]	Réussir <[v1:dungeon_worldmap]>
1101101	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101102	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101103	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101104	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101201	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101202	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101203	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101204	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101301	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101302	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101303	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101304	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101401	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101402	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101403	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101404	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101501	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101502	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101503	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1101504	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102000	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102001	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102002	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102003	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102100	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102101	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102102	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102103	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102200	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102201	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102202	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1102203	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103000	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103001	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103002	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103003	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103100	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103101	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103102	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103103	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103200	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103201	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103202	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103203	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103300	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103301	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103302	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103303	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103400	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103401	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103402	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103403	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103500	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103501	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103502	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103503	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103600	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103601	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103602	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103603	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103700	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103701	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103702	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103703	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103800	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103801	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103802	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103803	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103900	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103901	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103902	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1103903	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104000	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104001	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104002	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104003	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104100	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104101	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104102	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104103	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104200	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104201	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104202	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1104203	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110105	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110106	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110107	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110108	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110201	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110202	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110203	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110204	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110205	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110206	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110207	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110208	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110301	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110302	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110303	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110304	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110305	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110306	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110307	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110308	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110401	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110402	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110403	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110404	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110405	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110406	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110407	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110408	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110501	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110502	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110503	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110504	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110505	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110506	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110507	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110508	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110601	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110602	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110603	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110604	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110605	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110606	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110607	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110608	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110701	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110702	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110703	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110704	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110705	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110706	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110707	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110708	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110801	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110802	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110803	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110804	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110805	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110806	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110807	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1110808	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1111000	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1111001	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1111002	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1111003	[v1:dungeon_worldmap]	Réinitialiser <[v1:dungeon_worldmap]>
1200000	La sécurité d'abord	Lien vers deux comptes de réseaux sociaux
1200001	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200002	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200003	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200004	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200005	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200006	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200007	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200008	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200009	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200010	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200011	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200012	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200013	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200014	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200015	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200016	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200017	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200018	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200019	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200020	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200021	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200022	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200023	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200024	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200025	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200026	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200027	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200028	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200029	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200030	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200031	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200032	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200033	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200034	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200035	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200036	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200037	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200038	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200039	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200040	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200041	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200042	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200043	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200044	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200045	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200046	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200047	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200048	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200049	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200050	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200051	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200052	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200053	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200054	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200055	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200056	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200057	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200058	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200059	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200060	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200061	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200062	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200063	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200064	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200065	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200066	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200067	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200068	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200069	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200070	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200071	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200072	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200073	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200074	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200075	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200076	Récompense niv. supérieur de prétendant	Atteindre le niv. [v1] de prétendant
1200077	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200078	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200079	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200080	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200081	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200082	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200083	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200084	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200085	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200086	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200087	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200088	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200089	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200090	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200091	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200092	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200093	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200094	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200095	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200096	Récompense de gain de niveau de prétendant	Atteindre le niv. [v1] de prétendant
1200101	Enfin, un éveil !	Éveiller [count] fois
1200102	Éveil amélioré !	Éveiller [count] fois
1200103	Ouvrez la voie vers l'éveil spirituel !	Éveiller [count] fois
1200104	Écoutez votre voix intérieure !	Éveiller [count] fois
1200105	Nos âmes sont connectées !	Éveiller [count] fois
1200106	Amis pour la vie !	Éveiller [count] fois
1200107	Le véritable éveil spirituel !	Éveiller [count] fois
1200108	Diablement bon !	Éveiller [count] fois
1200109	Tout est bien qui finit bien !	Éveiller [count] fois
1200110	Merci à tous !	Éveiller [count] fois
1200201	Un pas en avant	Réaliser [count] évolutions
1200202	Deux pas en avant	Réaliser [count] évolutions
1200203	Trois pas en avant	Réaliser [count] évolutions
1200204	Quatre pas en avant	Réaliser [count] évolutions
1200205	Cinq pas en avant	Réaliser [count] évolutions
1200206	Six pas en avant	Réaliser [count] évolutions
1200207	Sept pas en avant	Réaliser [count] évolutions
1200208	Huit pas en avant	Réaliser [count] évolutions
1200209	Neuf pas en avant	Réaliser [count] évolutions
1200210	Dix pas en avant	Réaliser [count] évolutions
1200401	Consolidation d'équipement	Améliorer l'équipement [count] fois
1200402	Renforcement d'équipement	Améliorer l'équipement [count] fois
1200403	Équipement solide	Améliorer l'équipement [count] fois
1200404	Équipement renforcé	Améliorer l'équipement [count] fois
1200405	Carrément fort	Améliorer l'équipement [count] fois
1200406	La poursuite de la force	Améliorer l'équipement [count] fois
1200407	La force, mais pour quoi faire ?	Améliorer l'équipement [count] fois
1200408	C'est quoi, la force ?	Améliorer l'équipement [count] fois
