// key	LUCKY_BOX_	LUCKY_BOX_DESC_
20051	Soul Carta Lucky Box	This box contains various rewards.
20052	Galaxy Napping Place Carta Pack	This box contains various rewards.
20053	Newbie Mona Lucky Box	This box contains various rewards.
20054	World Boss Carta Pack	This box contains various rewards.
20055	Onyx Lucky Box	This box contains various rewards.
20056	Fire Type Child Lucky Box	This box contains various rewards.
20057	Catherine Lucky Box	This box contains various rewards.
20058	Soul Carta Lucky Box	This box contains various rewards.
20059	Novice Raid Lucky Box II	This box contains various rewards.
20060	Novice Raid Lucky Box I	This box contains various rewards.
20061	Rin Lucky Box	This box contains various rewards.
20062	World Boss Lucky Box	This box contains various rewards.
20063	Party Star Medb Lucky Box	This box contains various rewards.
20064	Ailill Lucky Box	This box contains various rewards.
20065	Soul Carta Lucky Box	This box contains various rewards.
20066	Pumpkin Donut Set	This box contains various rewards.
20067	Jack O'Lantern Donut Set	This box contains various rewards.
20068	Ruffian Midas Lucky Box	This box contains various rewards.
20069	Summon Ticket Lucky Box	This box contains various rewards.
20070	Soul Carta Lucky Box	This box contains various rewards.
20071	Rebirth Synthesis Lucky Box	This box contains various rewards.
20072	Brand New Badge	I'm not giving up so easily this year!\I've got this new badge imbued with an eager spirit.\Lady luck may bless whoever wears it.
20073	Special Brand New Badge	Today's failures pave the way to tomorrow's success!\This badge has been collecting luck for an entire year.\Lady luck may bless whoever wears it.
20074	Fire Type Child Lucky Box	A Lucky Box full of diverse rewards.
20075	Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20076	Daily Lucky Box	A Lucky Box full of diverse rewards.
20077	Fire Type Child Lucky Box	A Lucky Box full of diverse rewards.
20078	Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20079	Wood Type Child Lucky Box	A Lucky Box full of diverse rewards.
20080	Soul Carta Lucky Box	A Lucky Box full of diverse rewards.
20081	Soul Carta Lucky Box	A Lucky Box full of diverse rewards.
20082	Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20083	Water Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20084	5★ Water Spa Present Lucky Box	A Lucky Box full of diverse rewards.
20085	5★ Spa Present Lucky Box	A Lucky Box full of diverse rewards.
20086	2019 5★ Water Child Spa Skin Lucky Box	From launch until Dec 31, 2019.\Excludes crossover spa skins.
20087	Light Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20088	Best Rumble Child Lucky Box	A Lucky Box full of diverse rewards.
20089	Best Rumble Soul Carta Lucky Box	A Lucky Box full of diverse rewards.
20090	Fire Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20091	Best World Boss Child Lucky Box	A Lucky Box full of diverse rewards.
20092	Double-Edged Sword Child Lucky Box	A Lucky Box full of diverse rewards.
20093	Fire Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20094	2019 5★ Fire Child Spa Skin Lucky Box	From launch until Dec 31, 2019.\Excludes crossover spa skins.
20095	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20096	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20097	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20098	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20099	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20100	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20101	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20102	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20103	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20104	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20105	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20106	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20107	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20108	Demon Lucky Box	A present wrapped by a demon.\It was chosen to match the recipient's desires.\What's inside? That's a secret.
20109	Wood Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20110	2019 5★ Wood Child Spa Skin Lucky Box	From launch until Dec 31, 2019.\Excludes crossover spa skins.
20111	Dark Child Summon Ticket Lucky Box	A Lucky Box full of diverse rewards.
20112	Crafting Stone Lucky Box	A Lucky Box full of diverse rewards.
20113	Daily Support Lucky Box	A Lucky Box full of diverse rewards.
20114	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20115	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20116	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20117	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20118	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20119	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20120	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20121	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20122	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20123	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20124	Bonus Lucky Box	A Lucky Box full of diverse rewards.
20125	Crafting Tool Lucky Box	A Lucky Box full of diverse rewards.
20126	2019 5★ Light Child Spa Skin Lucky Box	From launch until Dec 31, 2019.\Excludes crossover spa skins.
20127	2019 5★ Dark Child Spa Skin Lucky Box	From launch until Dec 31, 2019.\Excludes crossover spa skins.
30000	Jupiter Lucky Box	This box contains various rewards.
30001	Galaxy Napping Place Carta Pack	This box contains various rewards.
30002	Today's Lucky Box	A Lucky Box full of diverse rewards.
30003	Today's Lucky Box	A Lucky Box full of diverse rewards.
