// key	CHARACTER_DUNGEON_NAME_	CHARACTER_DUNGEON_SECOND_NAME_	CHARACTER_DUNGEON_LOCATION_DESC_
241004	ステージ4	HARD カノン	無
241005	ステージ5	HARD Evil Tablet	無
241006	ステージ6	HARD 耽美	無
241007	ステージ7	HARD Evil Tablet	無
241008	ステージ8	HARD Re:birth LAB	無
2500	《NARRATIVE》	LOST Donut	ドーナツを盗んだのは誰なのか？
250001	ステージ1	ドーナツ探し1	
250002	ステージ2	犯人は近くに	
250003	ステージ3	ドーナツ探し2	
250004	ステージ4	イチゴグレイズド	
250005	ステージ5	ドーナツ探し3	
250006	ステージ6	温泉パーティー	
250007	ステージ7	ドーナツ探し4	
250008	ステージ8	究極の三択	
2510	《NARRATIVE》	LOST Donut	ドーナツを盗んだのは誰なのか？
251001	ステージ1	HARDドーナツ探し1	
251002	ステージ2	HARD犯人は近くに	
251003	ステージ3	HARDドーナツ探し2	
251004	ステージ4	HARDイチゴグレイズド	
251005	ステージ5	HARDドーナツ探し3	
251006	ステージ6	HARD温泉パーティー	
251007	ステージ7	HARDドーナツ探し4	
251008	ステージ8	HARD究極の三択	
2600	《NARRATIVE》	BBCFコラボ	『蒼』の物語…とは少し違う物語
260001	ステージ1	因果律1	
260002	ステージ2	探し人	
260003	ステージ3	因果律2	
260004	ステージ4	意外？な人物	
260005	ステージ5	因果律3	
260006	ステージ6	大魔道士	
260007	ステージ7	因果律4	
260008	ステージ8	それぞれの意思	
2610	《NARRATIVE》	BBCFコラボ	『蒼』の物語…とは少し違う物語
261001	ステージ1	HARD因果律1	
261002	ステージ2	HARD探し人	
261003	ステージ3	HARD因果律2	
261004	ステージ4	HARD意外？な人物	
261005	ステージ5	HARD因果律3	
261006	ステージ6	HARD大魔道士	
261007	ステージ7	HARD因果律4	
261008	ステージ8	HARDそれぞれの意思	
2700	《NARRATIVE》	真夏の怪	暑い夏は肝試しでクールダウン！
270001	ステージ1	肝試し1	
270002	ステージ2	夜の散歩	
270003	ステージ3	肝試し2	
270004	ステージ4	真夜中の団体客	
270005	ステージ5	肝試し3	
270006	ステージ6	放課後の怪異	
270007	ステージ7	肝試し4	
270008	ステージ8	真夏の怪	
2710	《NARRATIVE》	真夏の怪	暑い夏は肝試しでクールダウン !
271001	ステージ1	HARD肝試し1	
271002	ステージ2	HARD夜の散歩	
271003	ステージ3	HARD肝試し2	
271004	ステージ4	HARD真夜中の団体客	
271005	ステージ5	HARD肝試し3	
271006	ステージ6	HARD放課後の怪異	
271007	ステージ7	HARD肝試し4	
271008	ステージ8	HARD真夏の怪	
2800	《NARRATIVE》	NO PARADISE	2人の逃走劇がいま幕を開ける
280001	ステージ1	逃走劇1	
280002	ステージ2	あたしの太陽	
280003	ステージ3	逃走劇2	
280004	ステージ4	太陽は沈まない	
280005	ステージ5	逃走劇3	
280006	ステージ6	暗闇	
280007	ステージ7	逃走劇4	
280008	ステージ8	迷宮の中で	
2810	《NARRATIVE》	NO PARADISE	2人の逃走劇がいま幕を開ける。
281001	ステージ1	HARD逃走劇1	
281002	ステージ2	HARDあたしの太陽	
281003	ステージ3	HARD逃走劇2	
281004	ステージ4	HARD太陽は沈まない	
281005	ステージ5	HARD逃走劇3	
281006	ステージ6	HARD暗闇	
281007	ステージ7	HARD逃走劇4	
281008	ステージ8	HARD迷宮の中で	
2900	《NARRATIVE》	Secret Halloween	誰だって人には言えない秘密があります。￥ええ、私にも…。
290001	ステージ1	ライマの秘密	空欄
290002	ステージ2	暴かれた秘密	空欄
290003	ステージ3	ライマの秘密	空欄
290004	ステージ4	カメラ争奪戦	空欄
290005	ステージ5	ライマの秘密	空欄
290006	ステージ6	目撃者を追って	空欄
290007	ステージ7	ライマの秘密	空欄
290008	ステージ8	ごめんなさい！	空欄
2910	《NARRATIVE》	Secret Halloween	誰だって人には言えない秘密があります。￥ええ、私にも…。
291001	ステージ1	HARDライマの秘密	空欄
291002	ステージ2	HARD暴かれた秘密	空欄
291003	ステージ3	HARDライマの秘密	空欄
291004	ステージ4	HARDカメラ争奪戦	空欄
291005	ステージ5	HARDライマの秘密	空欄
291006	ステージ6	HARD目撃者を追って	空欄
291007	ステージ7	HARDライマの秘密	空欄
291008	ステージ8	HARDごめんなさい！	空欄
3000	《NARRATIVE》	Second chance	チャンスが目の前にあるなら挑戦してみるわ。
300001	ステージ1	TRYⅠ	
300002	ステージ2	ささやかな願い	
300003	ステージ3	TRYⅡ	
300004	ステージ4	拾った宝くじ	
300005	ステージ5	TRYⅢ	
300006	ステージ6	ふたばの選択	
300007	ステージ7	TRYⅣ	
300008	ステージ8	チャンス	
3010	《NARRATIVE》	Second chance	チャンスが目の前にあるなら挑戦してみるわ。
301001	ステージ1	HARD TRYⅠ	
301002	ステージ2	HARDささやかな願い	
301003	ステージ3	HARD TRYⅡ	
301004	ステージ4	HARD拾った宝くじ	
301005	ステージ5	HARD TRYⅢ	
301006	ステージ6	HARDふたばの選択	
301007	ステージ7	HARD TRYⅣ	
301008	ステージ8	HARDチャンス	
3100	《NARRATIVE》	All you need is Love	やっと辿り着いたスキー場での騒動とは？
310001	ステージ1	SKI Ⅰ	
310002	ステージ2	スキー場へ	
310003	ステージ3	SKI Ⅱ	
310004	ステージ4	契約の機会	
310005	ステージ5	SKI Ⅲ	
310006	ステージ6	雪が呼ぶ誤解	
310007	ステージ7	SKI Ⅳ	
310008	ステージ8	聖夜の花火	
3110	《NARRATIVE》	All you need is Love	やっと辿り着いたスキー場での騒動とは？
311001	ステージ1	HARD SKI Ⅰ	
311002	ステージ2	HARD スキー場へ	
311003	ステージ3	HARD SKI Ⅱ	
311004	ステージ4	HARD 契約の機会	
311005	ステージ5	HARD SKI Ⅲ	
311006	ステージ6	HARD 雪が呼ぶ誤解	
311007	ステージ7	HARD SKI Ⅳ	
311008	ステージ8	HARD 聖夜の花火	
3200	《NARRATIVE》	Santa is coming to town	いと高きところには栄光、地には平和！
320001	ステージ1	サンタクロースの降臨	
320002	ステージ2	クリスマスボックス	
320003	ステージ3	サンタクロースの降臨	
320004	ステージ4	Glory and Peace	
320005	ステージ5	サンタクロースの降臨	
320006	ステージ6	うるさい子供はイヤ！	
320007	ステージ7	サンタクロースの降臨	
320008	ステージ8	良い子の願いは	
3210	《NARRATIVE》	Santa is coming to town	
321001	ステージ1	《HARD》サンタクロースの降臨	
321002	ステージ2	《HARD》クリスマスボックス	
321003	ステージ3	《HARD》サンタクロースの降臨	
321004	ステージ4	《HARD》サンタクロースの降臨	
321005	ステージ5	《HARD》サンタクロースの降臨	
321006	ステージ6	《HARD》うるさい子供はイヤ！	
321007	ステージ7	《HARD》サンタクロースの降臨	
321008	ステージ8	《HARD》良い子の願いは	
3300	《NARRATIVE》	Deja Vu	かわいいパケトの手作りチョコですよ～！
330001	ステージ1	Deja VuⅠ	
330002	ステージ2	繰り返す朝	
330003	ステージ3	Deja VuⅡ	
330004	ステージ4	特別なチョコ	
330005	ステージ5	Deja VuⅢ	
330006	ステージ6	パケトと一緒	
330007	ステージ7	Deja VuⅣ	
330008	ステージ8	夢の終わり	
3310	《NARRATIVE》	Deja Vu	かわいいパケトの手作りチョコですよ～！
331001	ステージ1	HARD Deja VuⅠ	
331002	ステージ2	HARD 繰り返す朝	
331003	ステージ3	HARD Deja VuⅡ	
331004	ステージ4	HARD 特別なチョコ	
331005	ステージ5	HARD Deja VuⅢ	
331006	ステージ6	HARD パケトと一緒	
331007	ステージ7	HARD Deja VuⅣ	
331008	ステージ8	HARD 夢の終わり	
3400	《NARRATIVE》	Blind for LOVE	ご主人様のキャンディ…私もほしい～！
340001	ステージ1	ホワイトデーⅠ	
340002	ステージ2	特大キャンディ	
340003	ステージ3	ホワイトデーⅡ	
340004	ステージ4	助けてあげたい	
340005	ステージ5	睡眠チョコ作戦	
340006	ステージ6	チョコ食べる？	
340007	ステージ7	恋のライバル	
340008	ステージ8	本命キャンディ	
3410	《NARRATIVE》	Blind for LOVE	ご主人様のキャンディ…私もほしい～！
341001	ステージ1	HARDホワイトデーⅠ	
341002	ステージ2	HARD特大キャンディ	
341003	ステージ3	HARDホワイトデーⅡ	
341004	ステージ4	HARD助けてあげたい	
341005	ステージ5	HARD睡眠チョコ作戦	
341006	ステージ6	HARDチョコ食べる？	
341007	ステージ7	HARD恋のライバル	
341008	ステージ8	HARD本命キャンディ	
3500	《NARRATIVE》	Phantom vs Exorcist	今宵はギターを響かせて\あなたの心を盗みます。
350001	ステージ1	ニューヨーク	
350002	ステージ2	作戦会議	
350003	ステージ3	デボラとヨナ	
350004	ステージ4	作戦当日	
350005	ステージ5	想定外の災難	
350006	ステージ6	PHAN+IC	
350007	ステージ7	克服	
350008	ステージ8	Stop freeze!	
3510	《NARRATIVE》	Phantom vs Exorcist	今宵はギターを響かせて\あなたの心を盗みます。
351001	ステージ1	《HARD》ニューヨーク	
351002	ステージ2	《HARD》作戦会議	
351003	ステージ3	《HARD》デボラとヨナ	
351004	ステージ4	《HARD》作戦当日	
351005	ステージ5	《HARD》想定外の災難	
351006	ステージ6	《HARD》PHAN+IC	
351007	ステージ7	《HARD》克服	
351008	ステージ8	《HARD》Stop freeze!	
3600	《NARRATIVE》	Girls Be Ambitious!	名誉も栄光も、それにあなたも！\みんな私の物です！
360001	ステージ1	嫉妬のはじまり	
360002	ステージ2	助けがほしいの	
360003	ステージ3	邪魔しないで！	
360004	ステージ4	怪しいですか？	
360005	ステージ5	少女の理想Ⅰ	
360006	ステージ6	おとりと狐	
360007	ステージ7	少女の理想Ⅱ	
360008	ステージ8	逃がさないわ！	
3610	《NARRATIVE》	Girls Be Ambitious!	名誉も栄光も、それにあなたも！\みんな私の物です！
361001	ステージ1	HARD嫉妬のはじまり	
361002	ステージ2	HARD助けがほしいの	
361003	ステージ3	HARD邪魔しないで！	
361004	ステージ4	HARD怪しいですか？	
361005	ステージ5	HARD少女の理想Ⅰ	
361006	ステージ6	HARDおとりと狐	
361007	ステージ7	HARD少女の理想Ⅱ	
361008	ステージ8	HARD逃がさないわ！	
3700	《NARRATIVE》	Demonic Interfering View	美由が気づく前になんとかしなきゃ！
370001	ステージ1	Original song	空欄
370002	ステージ2	鳥井美由	空欄
370003	ステージ3	Surprise event	空欄
370004	ステージ4	よろしくね！	空欄
370005	ステージ5	先輩を信じて！	空欄
370006	ステージ6	大きな声で！	空欄
370007	ステージ7	逆ギレ！	空欄
370008	ステージ8	Lovely Devil	空欄
3710	《NARRATIVE》	Demonic Interfering View	美由が気づく前になんとかしなきゃ！
371001	ステージ1	HARD Original song	空欄
371002	ステージ2	HARD鳥井美由	空欄
371003	ステージ3	HARD Surprise event	空欄
371004	ステージ4	HARDよろしくね！	空欄
371005	ステージ5	HARD先輩を信じて！	空欄
371006	ステージ6	HARD大きな声で！	空欄
371007	ステージ7	HARD逆ギレ！	空欄
371008	ステージ8	HARD Lovely Devil	空欄
3800	《NARRATIVE》	Devil Formula	アモス島最速のDF1レーサーは誰だ！？
380001	ステージ1	不吉な噂	
380002	ステージ2	怪しい計画	
380003	ステージ3	ダークホース	
380004	ステージ4	予選レース	
380005	ステージ5	地の果てまで	
380006	ステージ6	観衆の怒り	
380007	ステージ7	いつもクールに	
380008	ステージ8	本当の気持ち	
3810	《NARRATIVE》	Devil Formula	アモス島最速のDF1レーサーは誰だ！？
381001	ステージ1	《HARD》不吉な噂	
381002	ステージ2	《HARD》怪しい計画	
381003	ステージ3	《HARD》ダークホース	
381004	ステージ4	《HARD》予選レース	
381005	ステージ5	《HARD》地の果てまで	
381006	ステージ6	《HARD》観衆の怒り	
381007	ステージ7	《HARD》いつもクールに	
381008	ステージ8	《HARD》本当の気持ち	
3900	《NARRATIVE》	Fantasy island	ヴィーナス諸島での意外な出会い…\いいパートナーが見つかるかも？
390001	ステージ1	Fantasy vacation	
390002	ステージ2	謎の手紙	
390003	ステージ3	Fantasy vacation	
390004	ステージ4	怪しい影を追え	
390005	ステージ5	Fantasy vacation	
390006	ステージ6	かすみが二人？	
390007	ステージ7	Fantasy vacation	
390008	ステージ8	宝物	
3910	《NARRATIVE》	Fantasy island	ヴィーナス諸島での意外な出会い…\いいパートナーが見つかるかも？
391001	ステージ1	HARDFantasy vacation	
391002	ステージ2	HARD謎の手紙	
391003	ステージ3	HARDFantasy vacation	
391004	ステージ4	HARD怪しい影を追え	
391005	ステージ5	HARDFantasy vacation	
391006	ステージ6	HARDかすみが二人？	
391007	ステージ7	HARDFantasy vacation	
391008	ステージ8	HARD宝物	
4000	《NARRATIVE》	Dreaming Vacation	はちゃめちゃ大混乱・幻の世界！\夢の中で彼らがなくしたものは？
400001	ステージ1	不思議な街	
400002	ステージ2	奇妙な現象	
400003	ステージ3	誤解と助言	
400004	ステージ4	胡椒粉の匂い	
400005	ステージ5	奇妙なお茶会	
400006	ステージ6	女王の試合	
400007	ステージ7	公爵夫人と女王	
400008	ステージ8	裁判	
4010	《NARRATIVE》	Dreaming Vacation	はちゃめちゃ大混乱・幻の世界！\夢の中で彼らがなくしたものは？
401001	ステージ1	HARD不思議な街	
401002	ステージ2	HARD奇妙な現象	
401003	ステージ3	HARD誤解と助言	
401004	ステージ4	HARD胡椒粉の匂い	
401005	ステージ5	HARD奇妙なお茶会	
401006	ステージ6	HARD女王の試合	
401007	ステージ7	HARD公爵夫人と女王	
401008	ステージ8	HARD裁判	
4100	《NARRATIVE》	A DOG'S PURPOSE	最高のアイドルという夢にもう一歩近づいたネプチューン♥。\…なのに、どうして幸せになれないの？
410001	ステージ1	ネプチューン♥の記憶	
410002	ステージ2	ヴィーナス♥のいたずら	
410003	ステージ3	99%の努力	
410004	ステージ4	真実を語る	
410005	ステージ5	聞き込み	
410006	ステージ6	手がかり	
410007	ステージ7	ずっと待ってた	
410008	ステージ8	1％の勇気で！	
4110	《NARRATIVE》	A DOG'S PURPOSE	最高のアイドルという夢にもう一歩近づいたネプチューン♥。\…なのに、どうして幸せになれないの？
411001	ステージ1	HARDネプチューン♥の記憶	
411002	ステージ2	HARDヴィーナス♥のいたずら	
411003	ステージ3	HARD99%の努力	
411004	ステージ4	HARD真実を語る	
411005	ステージ5	HARD聞き込み	
411006	ステージ6	HARD手がかり	
411007	ステージ7	HARDずっと待ってた	
411008	ステージ8	HARD1％の勇気で！	
4200	《NARRATIVE》	Allez!	有名なフェンシング選手と\その選手に憧れる優勝候補。
420001	ステージ1	有名なフェンシング選手	
420002	ステージ2	練習試合	
420003	ステージ3	まさかの結果	
420004	ステージ4	欲望	
420005	ステージ5	悪夢	
420006	ステージ6	消えたチャイルド	
420007	ステージ7	融合	
420008	ステージ8	別れのあいさ	
4210	《NARRATIVE》	Allez!	有名なフェンシング選手と\その選手に憧れる優勝候補。
421001	ステージ1	HARD有名なフェンシング選手	
421002	ステージ2	HARD練習試合	
421003	ステージ3	HARDまさかの結果	
421004	ステージ4	HARD欲望	
421005	ステージ5	HARD悪夢	
421006	ステージ6	HARD消えたチャイルド	
421007	ステージ7	HARD融合	
421008	ステージ8	HARD別れのあいさつ	
4300	《NARRATIVE》	La Dolce Vita	心の奥に潜めていた甘い記憶をもう一度…
430001	ステージ1	私だって契約したい	
430002	ステージ2	伝説となる逸材	
430003	ステージ3	交換条件	
430004	ステージ4	ギャップ	
430005	ステージ5	コスプレ界隈へようこそ	
430006	ステージ6	締切戦争	
430007	ステージ7	大変身	
430008	ステージ8	初めてのコスイベ	
4310	《NARRATIVE》	La Dolce Vita	心の奥に潜めていた甘い記憶をもう一度…
431001	ステージ1	HARD私だって契約したい	
431002	ステージ2	HARD伝説となる逸材	
431003	ステージ3	HARD交換条件	
431004	ステージ4	HARDギャップ	
431005	ステージ5	HARDコスプレ界隈へようこそ	
431006	ステージ6	HARD締切戦争	
431007	ステージ7	HARD大変身	
431008	ステージ8	HARD初めてのコスイベ	
4400	《NARRATIVE》	CAT, DOG AND Devil	ワンコとニャンコが世界の果てまで大脱走！
440001	ステージ1	ボランティア	
440002	ステージ2	ワケあり動物保護施設	
440003	ステージ3	助けてください、ワンワン	
440004	ステージ4	ラッシーとケットシー	
440005	ステージ5	2匹の願い	
440006	ステージ6	ドタバタ大騒動	
440007	ステージ7	脱出	
440008	ステージ8	新たな幸せのかたち	
4410	《NARRATIVE》	CAT, DOG AND Devil	ワンコとニャンコが世界の果てまで大脱走！
441001	ステージ1	HARDボランティア	
441002	ステージ2	HARDワケあり動物保護施設	
441003	ステージ3	HARD助けてください、ワンワン	
441004	ステージ4	HARDラッシーとケットシー	
441005	ステージ5	HARD2匹の願い	
441006	ステージ6	HARDドタバタ大騒動	
441007	ステージ7	HARD脱出	
441008	ステージ8	HARD新たな幸せのかたち	
4500	《NARRATIVE》	On The Road	ロードバイクがあれば言葉はいらない！
450001		かわいいダビが来たよ	
450002		見えない何か	
450003		約束	
450004		願い	
450005		怪談の正体	
450006		レース	
450007		アクシデント	
450008		リベンジ	
4510	《NARRATIVE》	On The Road	ロードバイクがあれば言葉はいらない！
451001		HARDかわいいダビが来たよ	
451002		HARD見えない何か	
451003		HARD約束	
451004		HARD願い	
451005		HARD怪談の正体	
451006		HARDレース	
451007		HARDアクシデント	
451008		HARDリベンジ	
4600	《NARRATIVE》	Daydream	夢のような出来事が目の前に広がるから。
460001	ステージ1	初恋	
460002	ステージ2	理性と感情の間	
460003	ステージ3	遭遇	
460004	ステージ4	危険な契約	
