// key	MAIL_SENDER_	MAIL_TITLE_	MAIL_TEXT_
14300	Équipe d'administration	Récompense de rang saisonnier (boss majeur)	Récompense pour avoir atteint un rang saisonnier entre {max}%% et {min}%% (boss majeur).\Merci de votre participation.
14400	Équipe d'administration	Récompense de rang saisonnier (boss majeur)	Récompense pour avoir atteint le rang saisonnier {max}%% (boss majeur).\Merci de votre participation.
14500	Équipe d'administration	Récompense de rang saisonnier (boss majeur)	Récompense pour avoir atteint un rang saisonnier entre {max}%% et {min}%% (boss majeur).\Merci de votre participation.
15	Équipe d'administration	Invocations cumulées	Événement d'achat : bonus d'invocations cumulées
15000	Brownie	Récompenses de pourfendeur	Récompense de succès de rang de pourfendeur !
15100	Brownie	Récompenses de rang Ragna	Récompense de succès de rang de Ragna !
15200	Brownie	Échange de pièces Ragna	Your leftover Ragna Coins from Ragna Break exchanged as Gold!\Thank you for your participation!
15300	Brownie	Échange de tickets de Ragna-frappe	Your leftover Ragna:burst Tickets from Ragna Break exchanged as Gold!\Thank you for your participation!
16	Équipe d'administration	Invocations quotidiennes	Événement d'achat : bonus d'invocations quotidiennes.
2	Équipe d'administration	Bonus d'achat d'événement	Un cadeau bonus pour avoir fait des achats dans la boutique pendant un événement.
2000	Mona	Récompense d'éveil	Félicitations pour cet éveil ! Voici un ticket d'invocation.
20000	Équipe d'administration	Récompense de bêta fermée	Le ticket d'invocation d'Hermès est un bonus spécial décerné\à ceux qui ont terminé la Fête démoniaque de la bêta fermée.
20001	Équipe d'administration	Bonus de préinscription	Vous avez reçu une récompense spéciale de préinscription !
20002	Équipe d'administration	Bonus de préinscription	300 000 préinscriptions ! Voici un cadeau bonus spécial !
20003	Équipe d'administration	Bonus de préinscription	500 000 préinscriptions ! Voici un cadeau bonus spécial !
20004	Équipe d'administration	Bonus de préinscription	700 000 préinscriptions ! Voici un cadeau bonus spécial !
20005	Équipe d'administration	Bonus de préinscription	1 million de préinscriptions ! Voici un cadeau bonus spécial !
2001	Mona	Bonus d'éveil	Félicitations pour cet éveil.
2002	Équipe d'administration	Bonus de croissance	Vous avez gagné un bonus de croissance pour le Child qui a atteint le niveau maximal.
21	Équipe d'administration	Objet de la Collection écarlate	Un objet acheté à la Collection écarlate.
3	Équipe d'administration	Récompense d'achats consécutifs	Un bonus pour avoir fait des achats dans la boutique.
3000	Lisa	Bonus de mission terminée	Vous avez gagné un bonus de mission terminée.
31	Équipe d'administration	Bonus d'achat	Bonus pour effectuer des achats au CodaShop
4000	Équipe d'administration	Bonus de connexion	Vous avez obtenu un bonus de connexion.
4001	Équipe d'administration	Bonus de série de connexions	Vous avez gagné un bonus de série de connexions.
4002	Équipe d'administration	Bonus de 8 jours de promesses	Vous avez obtenu un bonus de 8 jours de promesses.
4003	Nicole	Assistance d'urgence	Un cadeau spécial
4004	Équipe d'administration	Récompenses d'événement de collection d'objets !	Vous avez gagné une récompense d'événement de collection d'objets.
4005	Équipe d'administration	Retour du bonus de connexion	Vous avez un bonus de connexion.
4100	Équipe d'administration	Pack de connexion premium	Récompense du pack de connexion premium après [reason] connexions.
4101	Équipe d'administration	Pack de connexion premium	Dernière récompense du pack de connexion premium.
5000	Mona	Combat amical	Vous avez gagné une récompense suite à un combat amical avec un ami. C'est... amical !
50000	Mona	Bonus de gain de niveau de prétendant	Bonus de gain de niveau de Mona !
50001	Équipe d'administration	Récompense de la boutique	Vous avez reçu une récompense de la boutique.
50006	Équipe d'administration	Récompense de contenu	Vous avez reçu une récompense de contenu.
5001	Mona	Cadeau d'amitié	Un cadeau de la part d'un ami. Dépêchez-vous de le récupérer !
50011	Équipe d'administration	Récompense de Devil Pass	Vous avez reçu une récompense de Devil Pass.
50012	Équipe d'administration	Récompense de Mission Pass	Vous avez reçu une récompense de Mission Pass.
5002	Mona	Aide à un ami	Acceptez l'objet que vous avez obtenu pour avoir pris part au combat d'un ami.
6000	Mona	Machine à pièces d'amitié	Un objet obtenu grâce à la machine à pièces d'amitié.
7000	Mona	Cadeau de trésor	Un objet trouvé dans un trésor.
8000	Équipe d'administration	Bonus d'aide quotidienne	Un bonus du service d'aide quotidienne.
8999	Équipe d'administration	Mise à jour système du service d'aide quotidienne et compensation	Avec la mise à jour système du service d'aide quotidienne, nous allons distribuer d'un coup tous les cristaux restants pour la période (voir l'annonce pour plus d'informations).
90	Équipe d'administration	Obtenir des tickets	Recevoir les tickets de votre choix.
9000	Équipe d'administration	Bonus de code promotionnel	Un objet bonus pour le code promotionnel que vous avez utilisé.
91	Leucé	Aide de Mammon	Voici votre récompense liée à l'aide rationnelle de Mammon.
