// key	RECIPE_NAME_	RECIPE_DESC_
50360	黃松提燈	活動配方。\能在活動期間用來鍛造。
50361	闇紫提燈	活動配方。\能在活動期間用來鍛造。
50362	+15武器研磨劑	活動配方。\能在活動期間用來鍛造。
50363	+15防具研磨劑	活動配方。\能在活動期間用來鍛造。
50364	+15裝飾品研磨劑	活動配方。\能在活動期間用來鍛造。
50365	蒼藍提燈	活動配方。\能在活動期間用來鍛造。
50366	火紅提燈	活動配方。\能在活動期間用來鍛造。
50367	翠綠提燈	活動配方。\能在活動期間用來鍛造。
50368	黃松提燈	活動配方。\能在活動期間用來鍛造。
50369	闇紫提燈	活動配方。\能在活動期間用來鍛造。
50370	夏日西瓜	活動配方。\能在活動期間用來鍛造。
50371	4週年特別增幅核心自選箱	活動配方。\能在活動期間用來鍛造。
50372	4週年特別Child自選箱	活動配方。\能在活動期間用來鍛造。
50373	4週年特別溫泉造型自選箱	活動配方。\能在活動期間用來鍛造。
50374	4週年特別稜鏡歌牌自選箱	活動配方。\能在活動期間用來鍛造。
50375	4週年特別增幅核心幸運箱	活動配方。\能在活動期間用來鍛造。
50376	4週年特別限量核心幸運箱	活動配方。\能在活動期間用來鍛造。
50377	史詩人偶召喚券	活動配方。\能在活動期間用來鍛造。
50378	高級人偶召喚券	活動配方。\能在活動期間用來鍛造。
50379	人偶召喚券	活動配方。\能在活動期間用來鍛造。
50380	指甲	活動配方。\能在活動期間用來鍛造。
50381	染紅的絲線	活動配方。\能在活動期間用來鍛造。
50382	鏽釘	活動配方。\能在活動期間用來鍛造。
50383	落髮	活動配方。\能在活動期間用來鍛造。
50384	5★Child召喚券	活動配方。\能在活動期間用來鍛造。
50385	5★稜鏡魂之歌牌召喚券	活動配方。\能在活動期間用來鍛造。
50386	5★魂之歌牌召喚券	活動配方。\能在活動期間用來鍛造。
50387	增幅攻擊力核心素材	活動配方。\能在活動期間用來鍛造。
50388	增幅防禦力核心素材	活動配方。\能在活動期間用來鍛造。
50389	增幅敏捷度核心素材	活動配方。\能在活動期間用來鍛造。
50390	增幅暴擊核心素材	活動配方。\能在活動期間用來鍛造。
50391	慶祝金幣	活動配方。\能在活動期間用來鍛造。
50392	交換寶物	活動配方。\能在活動期間用來鍛造。
50393	交換紫水晶婚戒	活動配方。\能在活動期間用來鍛造。
50394	交換綠寶石婚戒	活動配方。\能在活動期間用來鍛造。
50395	交換石榴石婚戒	活動配方。\能在活動期間用來鍛造。
50396	交換黃寶石婚戒	活動配方。\能在活動期間用來鍛造。
50397	抽獎券A	活動配方。\能在活動期間用來鍛造。
50398	抽獎券B	活動配方。\能在活動期間用來鍛造。
50399	抽獎券C	活動配方。\能在活動期間用來鍛造。
50400	抽獎券D	活動配方。\能在活動期間用來鍛造。
50401	史詩人偶召喚券	活動配方。\能在活動期間用來鍛造。
50402	5★Child召喚券	活動配方。\能在活動期間用來鍛造。
50403	5★稜鏡魂之歌牌召喚券	活動配方。\能在活動期間用來鍛造。
50404	高級人偶召喚券	活動配方。\能在活動期間用來鍛造。
50405	5★魂之歌牌召喚券	活動配方。\能在活動期間用來鍛造。
50406	增幅攻擊力核心素材	活動配方。\能在活動期間用來鍛造。
50407	增幅防禦力核心素材	活動配方。\能在活動期間用來鍛造。
50408	增幅敏捷度核心素材	活動配方。\能在活動期間用來鍛造。
50409	增幅暴擊核心素材	活動配方。\能在活動期間用來鍛造。
50410	縞瑪瑙	活動配方。\能在活動期間用來鍛造。
60201	常見人偶鍛造	使用落髮鍛造常見至罕見等級人偶。
60202	罕見人偶鍛造	使用鏽釘鍛造罕見至稀有等級人偶。
60203	稀有人偶鍛造	使用染紅的絲線鍛造稀有至史詩等級人偶。
60204	史詩人偶鍛造	使用指甲鍛造史詩至傳奇等級人偶。
60205	傳奇人偶鍛造	使用黑鹽鍛造傳奇人偶。
60301	常見人偶再利用	重新利用常見人偶來鍛造常見至罕見等級人偶。
60302	罕見人偶再利用	重新利用罕見人偶來鍛造罕見至稀有等級人偶。
60303	稀有人偶再利用	重新利用稀有人偶來鍛造稀有至史詩等級人偶。
60304	史詩人偶再利用	重新利用史詩人偶來鍛造史詩至傳奇等級人偶。
60401	填充棉鍛造	使用人偶清潔劑與縞瑪瑙鍛造人偶經驗值素材填充棉。
60402	棉花團鍛造	使用人偶清潔劑與縞瑪瑙鍛造人偶經驗值素材棉花團。
60403	老舊棉花鍛造	使用人偶清潔劑與縞瑪瑙鍛造人偶經驗值素材老舊棉花。
70001	簇 I 王挑戰券鍛造	鍛造10張簇 I 王挑戰券。
70002	簇 II 王挑戰券鍛造	鍛造10張簇 II 王挑戰券。
70003	簇 I 王挑戰券特賣	從簇 I 王挑戰券中回收落髮。
70004	簇 II 王挑戰券特賣	從簇II王挑戰券中回收鏽釘。
