// key	CHAT_
c001_true3	ศึกชิงบัลลังก์จ้าวปีศาจเป็นการประลองที่แปลกมากถ้าเทียบกับการประลองอื่น\เกิดขึ้นเมื่อไหร่ก็ไม่อาจทราบได้ และมีจำนวนผู้เข้าท้าชิงมากกว่าการประลองปกติ\แต่ไม่ต้องกังวลไป มาสเตอร์ ข้าจะหาวิธีให้เอง ♥
c001_victory	เจ้าเห็นข้าหรือเปล่า มาสเตอร์?
c002_boss_long	เจ้าดูประหลาดใจนะ
c002_boss_short	ดีใจที่เจ้ามา
c002_ctskill	เจ้าเก่งกว่าที่ข้าคิดไว้เสียอีก
c002_death_1	ข้าคิดว่า...ข้าประมาทเจ้าไปหน่อย
c002_death_2	สองวินาที...จนกระทั่งลมหายใจสุดท้ายของข้า...
c002_drive	ให้ข้าช่วยเถอะ
c002_hit_1	ฮ่า
c002_hit_2	โอ๊ย!
c002_hit_3	อ๊า...
c002_prskill	อย่าประมาทข้านะ
c002_skill	ถอยไปก่อน
c002_spa	วันนี้ไม่ทำงานเหรอ
c002_startbt	ข้าจัดการเอง
c002_story1	ข้าชื่อลิซ่า ข้าคือซัคคิวบัส มานี่ที่เพื่อรับใช้มาสเตอร์คนใหม่ของข้า
c002_story2	ตอนนี้ข้ารับใช้มาสเตอร์สองคน...และดูเหมือนว่าจะไม่มีปีศาจตนใดในโลกนี้ที่สมบูรณ์แบบ
c002_story3	หวังสิ่งที่ดีที่สุด ไม่ใช่สิ่งที่พอจะคว้ามาได้
c002_true1	ข้าทนอะไรได้หลายอย่าง แต่ถ้าไม่มีวันหยุดเลยข้าทนไม่ได้นะ
c002_true2	อืม... มาสเตอร์ช่างเป็นผู้เหมาะสมจริงๆ ที่จะเป็นผู้ชนะในศึกชิงบัลลังก์จ้าวปีศาจ\โอ้ สวัสดี มาสเตอร์ ไม่ยักรู้ว่าเจ้าอยู่ที่นั่น
c002_true3	เจ้าคือผู้ท้าชิงราชาปีศาจที่มีวิวัฒนาการการที่น่าประทับใจมาก\แน่นอน เจ้ายังวิวัฒนาการไปได้อีกไกล ไม่ต้องกังวลไป\ข้าจะทำทุกวิถีทางเพื่อให้เจ้าเป็นปีศาจที่แข็งแกร่ง
c002_victory	อย่างที่ข้าหวังไว้
c003_15_boss_long	เจ้าอยากจะสยบใต้ฝ่าเท้าข้าในแบบไหน
c003_15_boss_short	โฮะ โฮะ โฮะ โฮะ โฮะ! ใช่แล้ว ข้าเอง ราชาปีศาจ ดาบิ!
c003_15_ctskill	ดูพลังของข้าให้เต็มตา!
c003_15_death_1	บังอาจมาก...
c003_15_death_2	ก็ได้...
c003_15_drive	คุกเข่าเดี๋ยวนี้!
c003_15_hit_1	อ๊า!
c003_15_hit_2	อ๊ะ!
c003_15_hit_3	ฮ่า!
c003_15_prskill	ลองใส่ไซส์นี้สิ
c003_15_skill	วะ ฮ่า ฮ่า ฮ่า ฮ่า!
c003_15_spa	อยากให้ทุกวันเป็นเหมือนวันนี้จัง
c003_15_startbt	ให้ข้าจัดการเอง!
c003_15_story1	ใช่แล้ว ข้าเอง ดาบิ ราชาปีศาจตนใหม่!\เอาเป็นว่า ดีใจที่ได้พบเจ้าก็แล้วกัน
c003_15_story2	ถึงเจ้าจะหลอกพระเจ้าได้ แต่เจ้าหลอกราชาปีศาจ ดาบิไม่ได้หรอกนะ!
c003_15_story3	เจ้าจะบอกว่าข้า ราชาปีศาจ ดาบิตนนี้ เป็นแค่สตอล์คเกอร์ที่บังเอิญเรียนมาสูงอย่างนั้นเหรอ?
c003_15_true1	โมนา ♥ ข้า ราชาปีศาจ ดาบิ จะทำให้เจ้ามาเป็นภรรยาของข้าให้จงได้!
c003_15_true2	*เฮ้อ* เมื่อไหร่จะได้กลับไปโลกปีศาจสักที...\มันเป็นความผิดของเจ้าด้วยเช่นกัน!
c003_15_true3	เจ้าทำให้แผนของข้าพังไม่เป็นท่า!
c003_15_victory	ฮี่ ฮี่ ฮี่! ไม่มีอะไร!
c003_16_boss_long	เจ้าอยากจะสยบใต้ฝ่าเท้าข้าในแบบไหน
c003_16_boss_short	โฮะ โฮะ โฮะ โฮะ โฮะ! ใช่แล้ว ข้าเอง ราชาปีศาจ ดาบิ!
c003_16_ctskill	ดูพลังของข้าให้เต็มตา!
c003_16_death_1	บังอาจมาก...
c003_16_death_2	ก็ได้...
c003_16_drive	คุกเข่าเดี๋ยวนี้!
c003_16_hit_1	อ๊า!
c003_16_hit_2	อ๊ะ!
c003_16_hit_3	ฮ่า!
c003_16_prskill	ลองใส่ไซส์นี้สิ
c003_16_skill	วะ ฮ่า ฮ่า ฮ่า ฮ่า!
c003_16_spa	อยากให้ทุกวันเป็นเหมือนวันนี้จัง
c003_16_startbt	ให้ข้าจัดการเอง!
c003_16_story1	ใช่แล้ว ข้าเอง ดาบิ ราชาปีศาจตนใหม่!\เอาเป็นว่า ดีใจที่ได้พบเจ้าก็แล้วกัน
c003_16_story2	ถึงเจ้าจะหลอกพระเจ้าได้ แต่เจ้าหลอกราชาปีศาจ ดาบิไม่ได้หรอกนะ!
c003_16_story3	เจ้าจะบอกว่าข้า ราชาปีศาจ ดาบิตนนี้ เป็นแค่สตอล์คเกอร์ที่บังเอิญเรียนมาสูงอย่างนั้นเหรอ?
c003_16_true1	โมนา ♥ ข้า ราชาปีศาจ ดาบิ จะทำให้เจ้ามาเป็นภรรยาของข้าให้จงได้!
c003_16_true2	*เฮ้อ* เมื่อไหร่จะได้กลับไปโลกปีศาจสักที...\มันเป็นความผิดของเจ้าด้วยเช่นกัน!
c003_16_true3	เจ้าทำให้แผนของข้าพังไม่เป็นท่า!
c003_16_victory	ฮี่ ฮี่ ฮี่! ไม่มีอะไร!
c003_17_boss_long	ปีศาจงี่เง่าจงไปตายซะ!
c003_17_boss_short	ดาบิมาแล้ว!
c003_17_ctskill	ร้องเพลงสรรเสริญราชาปีศาจดาบิ!
c003_17_death_1	บอกให้ทุกคนรู้เลยว่า...ข้าตายแล้ว...
c003_17_death_2	อ๋าา ข้าแพ้ซะแล้ว!
c003_17_drive	เจ้าทำบาปอะไรไว้ก็รู้เอง!
c003_17_hit_1	... หวาาาา!
c003_17_hit_2	พอเลย!
c003_17_hit_3	ข้าจะคิดบัญชีเรื่องนี้กับเจ้า!
c003_17_prskill	ตาข้าแล้ว!
c003_17_skill	อาจจะเจ็บหน่อยนะ!
c003_17_spa	ดาบิมาแล้ว!
c003_17_startbt	ดาบิมาแล้ว!
c003_17_story1	ดาบิมาแล้ว!
c003_17_story2	ดาบิมาแล้ว!
c003_17_story3	ดาบิมาแล้ว!
c003_17_true1	เจ้าทำบาปอะไรไว้ก็รู้เอง!
c003_17_true2	เจ้าทำบาปอะไรไว้ก็รู้เอง!
c003_17_true3	เจ้าทำบาปอะไรไว้ก็รู้เอง!
c003_17_victory	ปีศาจงี่เง่าจงไปตายซะ!
c003_18_boss_long	ดาบิยอดเยี่ยมที่สุดเลย!
c003_18_boss_short	พร้อมนะ?
c003_18_ctskill	ทำตามข้า!
c003_18_death_1	ข้า...แพ้ *กระซิก*
c003_18_death_2	ข้ายอมแพ้ไม่ได้...
c003_18_drive	ไม่มีวันยอมแพ้หรอก!
c003_18_hit_1	ว๊าก!
c003_18_hit_2	แง!
c003_18_hit_3	ฮึ่ย!
c003_18_prskill	เจ้าทำได้แน่!
c003_18_skill	ไปเลย! สู้ๆ! เอาชนะให้ได้!
c003_18_spa	ข้าอยู่ที่นี่ตลอดไปได้นะเลยเนี่ย\ฮิฮิฮิ...
c003_18_startbt	ข้าเชียร์เจ้าอยู่นะ!
c003_18_story1	เชียร์ลีดเดอร์ตัวจริงของทุกคนอยู่นี่แล้ว!\ข้ามาที่นี่เพื่อส่งแรงใจ ทำให้ดีที่สุดล่ะ!
c003_18_story2	เจ้าหลอกข้าไม่ได้หรอกนะ!
c003_18_story3	นี่! ข้าคือเชียร์ลีดเดอร์ตัวจริงนะ!
c003_18_true1	ท่านนี่ไม่มีเหตุผลเอาซะเลยนะ\ท่านคิดว่าปีศาจอย่างท่านมีชีวิตมาจนถึงทุกวันนี้ได้ยังไงกัน?\ก็เพราะว่ามีข้าคอยระวังให้ท่านยังไงล่ะ ไม่ยังงั้นตอนนี้ ท่านคงจะตายไปแล้ว!
c003_18_true2	มาสเตอร์ ท่านไม่อยากจะเป็นราชาปีศาจจริงๆ เหรอคะ?\มีสิ่งต่างๆ มากมายที่ท่านจะสามารถทำได้ในฐานะราชาปีศาจ!\ท่านนี่น่าเบื่อชะมัด\ข้าเองก็ไม่อยากเชียร์ท่านแบบนี้หรอกนะ!
c003_18_true3	ข้าจะคอยเชียร์ท่านนะ เพราะท่านไม่มีเพื่อนเลย!\ดังนั้นท่านอย่าแพ้ล่ะ\ถ้าท่านแพ้ล่ะก็ ข้าจะโกรธท่านมากเลย!
c003_18_victory	เพราะท่านมีข้าคอยดูแลอยู่แล้วไงคะ!
c003_89_boss_long	เจ้าอยากจะสยบใต้ฝ่าเท้าข้าในแบบไหน
c003_89_boss_short	โฮะ โฮะ โฮะ โฮะ โฮะ! ใช่แล้ว ข้าเอง ราชาปีศาจ ดาบิ!
c003_89_ctskill	ดูพลังของข้าให้เต็มตา!
c003_89_death_1	บังอาจมาก...
c003_89_death_2	ก็ได้...
c003_89_drive	คุกเข่าเดี๋ยวนี้!
c003_89_hit_1	อ๊า!
c003_89_hit_2	อ๊ะ!
c003_89_hit_3	ฮ่า!
c003_89_prskill	ลองใส่ไซส์นี้สิ
c003_89_skill	วะ ฮ่า ฮ่า ฮ่า ฮ่า!
c003_89_spa	อยากให้ทุกวันเป็นเหมือนวันนี้จัง
c003_boss_long	โฮะ โฮะ โฮะ โฮะ! เก่งมากนะที่มาได้ไกลขนาดนี้ เจ้าปีศาจที่น่าสงสาร!
c003_boss_short	ข้าจะทุ่มสุดตัวเพื่อจัดการเจ้า!
c003_ctskill	พร้อมแล้วใช่ไหม
c003_death_1	เจ็บนะเนี่ย...
c003_death_2	ย๊าก!
c003_drive	ข้าจะทำลายให้สิ้นซาก!
c003_hit_1	ว๊าก!
c003_hit_2	อี๋!
c003_hit_3	ฮึ่ย!
c003_prskill	ข้ายังไหว!
c003_skill	ย่าห์!
c003_spa	โอ เจ้าไม่ไหวหรอก! ตรงนี้เกินกำลังพวกปีศาจแล้ว!
c003_startbt	งั้นก็โอเคอยู่แล้ว! วางใจให้ข้าทำได้เลย
c003_story1	วันนี้โชคเข้าข้างจริงๆ มาสเตอร์! ข้าคือซัคคิวบัสตนใหม่ ดาบิ!
c003_story2	เจ้าหลอกข้าไม่ได้หรอกนะ!
c003_story3	ฮี่ ฮี่! ข้าคือสตอล์คเกอร์มือฉมัง!
c003_true1	ข้าจะรักโมนาตราบเท่าที่ยังมีลมหายใจ ♥
c003_true2	เมื่อไหร่จะได้กลับไปโลกปีศาจสักที...\ความผิดของเจ้าทั้งนั้น!
c003_true3	แผนของข้าพังหมด! ถ้าศึกชิงบัลลังก์จ้าวปีศาจไม่จบลงในเร็วๆ นี้\โมนากับข้าคงจะไม่... ฮี่ ฮี่...\...ช่างเถอะ ดูเหมือนว่าจะไม่มีทางเลือกอื่นนอกจากให้ความช่วยเหลือ!
c003_victory	เอาล่ะ! ทั้งหมดนี้ต้องขอบคุณข้านะ!
c004_02_boss_long	พนันกันไหมว่าใครจะชนะการแข่งขัน?
c004_02_boss_short	หนึ่ง สอง! หนึ่ง สอง!
c004_02_ctskill	ไปกันเลย!
c004_02_death_1	คิดว่าเราจะเป็นเพื่อนกันได้เสียอีก...
c004_02_death_2	อ๊า!
c004_02_drive	เร็วขึ้น!
c004_02_hit_1	อี๊!
c004_02_hit_2	อ๊า!
c004_02_hit_3	อ๊ะ!
c004_02_prskill	วิ่งเร็ว!
c004_02_skill	ย่าห์!
c004_02_spa	วันนี้อยากจะเล่นอะไร?
c004_02_startbt	อยากเล่นกับข้าหรือเปล่า?
c004_02_story1	ไม่เอาน่า! มาเล่นกันเถอะ!
c004_02_story2	เราเล่นด้วยกันได้!\มาเล่นกันเถอะ!
c004_02_story3	ข้าจะเรียน! แล้วข้าจะเรียนรู้!\แล้วข้าจะได้รู้วิธีคบเพื่อน!\นั่นคือสิ่งที่ข้าต้องการทำ!
c004_02_true1	มาเร็ว หัวหน้า มาเล่นกันเถอะ! ข้าสัญญาว่าเจ้าจะสนุกมากแน่นอน!\ว่าไง? เจ้าคิดว่าไง?
c004_02_true2	นี่ หัวหน้า... เราคือเพื่อนกัน ใช่ไหม?\ข้าชอบเจ้ามากนะ หัวหน้า...\เจ้าชอบข้าหรือเปล่า?
c004_02_true3	ข้าสัญญาว่าจะทำเต็มที่เพื่อเจ้า หัวหน้า!\เจ้าอยู่เคียงข้างข้าเสมอ เพราะฉะนั้นข้าจะอยู่เคียงข้างเจ้าเหมือนกัน!
c004_02_victory	ข้าจะเป็นที่หนึ่ง!
c004_boss_long	พนันกันไหมว่าใครจะชนะการแข่งขัน?
c004_boss_short	หนึ่ง สอง! หนึ่ง สอง!
c004_ctskill	ไปกันเลย!
c004_death_1	คิดว่าเราจะเป็นเพื่อนกันได้เสียอีก...
c004_death_2	อ๊า!
c004_drive	เร็วขึ้น!
c004_hit_1	อี๊!
c004_hit_2	อ๊า!
c004_hit_3	อ๊ะ!
c004_prskill	วิ่งเร็ว!
c004_skill	ย่าห์!
c004_spa	วันนี้อยากจะเล่นอะไร?
c004_startbt	อยากเล่นกับข้าหรือเปล่า?
c004_story1	ไม่เอาน่า! มาเล่นกันเถอะ!
c004_story2	เราเล่นด้วยกันได้!\มาเล่นกันเถอะ!
c004_story3	ข้าจะเรียน! แล้วข้าจะเรียนรู้!\แล้วข้าจะได้รู้วิธีคบเพื่อน!\นั่นคือสิ่งที่ข้าต้องการทำ!
c004_true1	มาเร็ว หัวหน้า มาเล่นกันเถอะ! ข้าสัญญาว่าเจ้าจะสนุกมากแน่นอน!\ว่าไง? เจ้าคิดว่าไง?
c004_true2	นี่ หัวหน้า... เราคือเพื่อนกัน ใช่ไหม?\ข้าชอบเจ้ามากนะ หัวหน้า...\เจ้าชอบข้าหรือเปล่า?
c004_true3	ข้าสัญญาว่าจะทำเต็มที่เพื่อเจ้า หัวหน้า!\เจ้าอยู่เคียงข้างข้าเสมอ เพราะฉะนั้นข้าจะอยู่เคียงข้างเจ้าเหมือนกัน!
c004_victory	ข้าจะเป็นที่หนึ่ง!
c005_boss_long	หัวเราะได้ก็หัวเราะไป!
c005_boss_short	เด็กคนนี้เป็นอะไร
c005_ctskill	ทำตัวดีๆ หน่อย!
c005_death_1	แก ทำไมกัน! แกจะต้องชดใช้!
c005_death_2	ดาห์!
c005_drive	ไปเร็วทุกคน!
c005_hit_1	แก ทำไมกัน...
c005_hit_2	อ๊า!
c005_hit_3	โอ๊ย...!
c005_prskill	เจ้าดูเร่าร้อนดีนี่ ให้ข้าเจาะรูระบายอากาศให้ดีไหม
c005_skill	เจ้าเป็นอะไร
c005_spa	ออกไปให้พ้นหน้าข้า
c005_startbt	เจ้าต้องจริงจังกว่านี้หากไม่อยากเจ็บตัว
c005_story1	ข้ามีปัญหาอะไรกับเจ้าอย่างนั้นหรือ แน่นอนข้ามี!\ถ้าเจ้าอยากจะคุยกับข้า เจ้าก็ต้องมาคุยให้ถูกทาง!
c005_story2	ถึงเจ้าต้องใช้เวลาทั้งชาติ แต่ข้ามั่นใจว่าจะล้างแค้นให้เจ้าอย่างเลือดเย็นสุดๆ
c005_story3	เจ้าเป็นผู้แข่งขันคนที่อ่อนแอที่สุด
c005_true1	ถ้าอ่อนแอ ก็แพ้ไป แต่...ความอ่อนแอมันแย่ขนาดนั้นเลยหรือไง
c005_true2	ข้าจะแก้แค้นให้กับเจ้าเอง ไม่มีคนชั่วหน้าไหนหนีข้าไปได้พ้นหรอก!
c005_true3	เจ้า..เจ้าไม่ได้เกลียดข้า ใช่ไหม
c005_victory	เอาล่ะ!
c007_boss_long	ไม่มีใครเอาชนะข้าได้!
c007_boss_short	ให้วิญญาณของเจ้ามอดไหม้!
c007_ctskill	ข้าจะหาอะไรร้อนๆ มาให้เจ้า!
c007_death_1	ให้ตายสิ! ข้ายังไม่เหนื่อยเลย...!
c007_death_2	ดาห์...
c007_drive	ความโกรธจงออกมา วิญญาณของข้า!
c007_hit_1	อ๊าก!
c007_hit_2	ย้าก!
c007_hit_3	อั่ก...
c007_prskill	เข้ามาเลย!
c007_skill	ไฮย่าห์!
c007_spa	ให้ตาย เฮ้อ ไหล่แข็งไปหน่อย...
c007_startbt	ข้าจะเผาเจ้าให้เป็นเถ้าถ่าน แม้แต่วิญญาณก็ไม่ให้เหลือ!
c007_story1	มานี่ซะ ไฟโร ข้าจะกระทืบเจ้าให้แบนติดพื้นเลย\ข้าจะฆ่าเจ้าแล้วใช้ชื่อไฟโรเอง
c007_story2	เจ้าบอกว่าจะทำให้ข้าแข็งแกร่งขึ้น แต่เจ้าก็แค่รวมกลุ่มพันธสัญญาไว้ปกป้องไฟโรแค่นั้นเอง
c007_story3	"พยายามไม่ทำให้ตัวเองต้องอับอาย" อย่างนั้นหรือ เจ้าไม่มีวันเอาชนะข้าได้!\เจ้าคือศัตรูคู่อาฆาตของข้า ไฟโร! แผดเผาอย่างที่ใจเจ้าต้องการ!
c007_true1	เจ้าคือมาสเตอร์ของไฟโร อย่างนั้นหรือ\นั่นคงทำให้เจ้าเป็นนายของข้าได้เหมือนกัน
c007_true2	คนอย่างเจ้าคงอยากจะครอบครองไฟโรมากกว่า ใช่ไหม\แทนที่จะเป็นคนไร้ค่าอย่างข้า...
c007_true3	ข้าควรจะทำอย่างไรดี!\ข้าควรจะทำอย่างไรให้เจ้าเห็นข้าในสายตาบ้าง!
c007_victory	ฮ่า! เจ็บดีใช่ไหมล่ะ!
c008_boss_long	เจ้าพร้อมจะต่อสู้กับข้าแล้วใช่หรือไม่?
c008_boss_short	เข้ามาเลยถ้าเจ้าพร้อมแล้ว!
c008_ctskill	เจ้าคนผอมกะหร่อง ไร้เรี่ยวแรง...
c008_death_1	ไม่นะ! ข้าจะมาตายที่นี่ไม่ได้!
c008_death_2	อั่ก...
c008_drive	ต้องจบเรื่องนี้ให้ได้โดยเร็ว!
c008_hit_1	อึ๋ย...
c008_hit_2	อ๊าาา!
c008_hit_3	แกมันบ้าชัดๆ
c008_prskill	เอาเลย!
c008_skill	ไป!
c008_spa	ได้เวลาเริ่มการฝึกฝนของเจ้าแล้ว!
c008_startbt	นี่จะเป็นการอุ่นเครื่องที่เหมาะมาก
c008_story1	ความรักเป็นแค่ฮอร์โมนที่คอยปั่นป่วนท่าน\ผ่านไปสักพัก พวกนั้นก็อยากเห็นหน้าท่านอีกต่อไป
c008_story2	อีกนานแค่ไหนที่ท่านจะใช้ไชลด์ของท่านเป็นโล่ห์\ป้องกันตัวเองสักครั้ง
c008_story3	พวกเราจะทดสอบสกิลของแต่ละคน\ข้ารู้สึกได้ว่าข้าจะได้เรียนรู้อะไรบางอย่างเมื่อเราทั้งสองต่อสู้กัน
c008_true1	หากเจ้าไม่อยากพ่ายแพ้ ก็จงพยายามให้มากกว่านี้!
c008_true2	เจ้าจะไว้ใจให้คนอื่นมาปกป้องเจ้าไม่ได้ นอกจากตัวเจ้าเองเท่านั้น
c008_true3	ถ้าจะพูดให้ชัดเจน เจ้าคือมาสเตอร์ของข้า...\ข้าต้องรู้ให้ได้ว่าเจ้าเก่งเรื่องอะไรบ้าง\ข้าจะฟังคำแนะนำจากคนรับใช้อย่างเจ้าและคอยดูผล
c008_victory	นี่แหละคือการต่อสู้!
c009_boss_long	ข้าจะคิดเงินเพิ่ม...
c009_boss_short	เจ้าจะให้เท่าไหร่
c009_ctskill	อย่าทำให้เป็นเรื่องยาก
c009_death_1	โอ้... ห้ามขอคืนเงินนะ...
c009_death_2	อ๊า!
c009_drive	แพงหูฉี่เลยล่ะ!
c009_hit_1	ว๊าก!
c009_hit_2	โอ๊ย!
c009_hit_3	โอ๊ย!
c009_prskill	ข้าเป็นมืออาชีพ!
c009_skill	จะเครียดไปทำไมกัน
c009_spa	อย่าคิดว่านี่เป็นของฟรี
c009_startbt	เจ้ารู้ว่าต้องจ่ายให้งานนี้เท่าไหร่ ใช่ไหม
c009_story1	หากเจ้าทำงานให้ใคร เจ้าก็ต้องได้รับค่าตอบแทน\ระบบทุนนิยมเป็นแบบนี้ไม่ใช่เหรอ
c009_story2	ใช่สิ คนถังแตกอย่างท่านก็พูดแบบนี้แหละ
c009_story3	บางครั้งข้าบังเอิญเจอคนที่พยายามหลบหน้าข้าโดยไม่มีเหตุผล\ข้าสงสัยว่าพวกเขาตกลงอะไรกันไว้
c009_true1	ยิ่งเงินมากเท่าไหร่ ก็ยิ่งดี ถ้าหากว่ามาสเตอร์ของข้าจะคิดออกล่ะก็นะ
c009_true2	ออมมือให้ข้าหน่อย! ข้าบอบบางมากนะ เจ้ารู้หรือเปล่า
c009_true3	ไม่ทะเยอทะยานเลยหรือ เอ้านี่ ข้าแบ่งให้เจ้าครึ่งหนึ่ง\หลังจากนี้ ข้าจะมีเงินมากพอที่จะเที่ยวเตร่ไปทั่ว! ฮ่าฮ่าฮ่า!
c009_victory	ฮ่าฮ่า! นี่คงจะทำให้ข้าได้เงินเพิ่มขึ้น
c010_boss_long	แหม แหม ช่างเป็นคนไข้ที่หน้าตาดูไม่ได้เสียจริงๆ
c010_boss_short	ที่รัก ข้าคิดถึงเจ้า ♥
c010_ctskill	พร้อมที่จะฉีดยาเข้าเส้นเลือดดำหรือยัง!
c010_death_1	วันนี้ไม่มีคนไข้แล้ว...
c010_death_2	อ๊า!
c010_drive	และวันนี้จะมีเรื่องยุ่งยากอะไรอีกไหมนะ ♥
c010_hit_1	เจ็บนะเนี่ย!
c010_hit_2	อ๊าาา!
c010_hit_3	เจ้าคิดว่ากำลังทำอะไรอยู่!
c010_prskill	ข้าจะเรียกเจ้าถ้าพร้อมแล้ว
c010_skill	น่าจะเจ็บนิดหน่อย
c010_spa	อา นี่สิถึงจะเรียกว่าการผ่อนคลาย
c010_startbt	ได้เวลาทดสอบแล้ว ♥
c010_story1	ยังไงก็ ช่างเถอะ! ข้าจะทำให้เขาหลงรักข้าให้ได้!
c010_story2	ถ้าครั้งหน้าข้าจับได้ว่าเจ้ากำลังดูว่าข้าคิดอะไรอยู่ละก็ ข้าจะโกรธจริงๆ ด้วย!
c010_story3	ข้าจะเป็นพยาบาลให้ท่านชั่วชีวิต! ตั้งแต่แรกเกิดไปจนถึงตอนท่านตายเลย!
c010_true1	ข้าบอกไม่ได้ว่าเจ้าโง่จริงๆ หรือว่าแกล้งโง่กันแน่
c010_true2	ไม่มีทางรักษาคนโง่ที่เดาบรรยากาศนี้ไม่ออก!\เจ้าฟังข้าอยู่ใช่ไหม
c010_true3	ที่รัก เจ้าโชคดีนะ รู้หรือเปล่า\ไม่มีนางพยาบาลคนไหนในโลกนี้ที่จะอุทิศตนให้กับปีศาจไร้ค่าอย่างเจ้า ♥
c010_victory	ข้าได้ช่วยหรือเปล่า
c011_boss_long	ข้าจะสู้ยิบตา!
c011_boss_short	เจ้าเอาชนะข้าไม่ได้ง่ายๆ หรอก!
c011_ctskill	ข้าจะทำเต็มที่!
c011_death_1	แปลกจัง! ข้าทำดีที่สุดแล้ว...
c011_death_2	เจ็บนะเนี่ย...
c011_drive	ข้าจะไม่ยอมแพ้!
c011_hit_1	อ๊าาา!
c011_hit_2	ฮ่า!
c011_hit_3	ฮ่า!
c011_prskill	ถึงตาข้าออกโรงแล้ว!
c011_skill	ไปเลย!
c011_spa	ใช่รางวัลสำหรับความพยามของข้าหรือเปล่า
c011_startbt	ข้าจะสู้เพื่อเจ้าแบบถวายชีวิต มิสเตอร์เดวิล!
c011_story1	โอ๊ะ?! อะไรน่ะ มิสเตอร์ดีมอน? นี่เป็นการต่อสู้หรอ?! เราสู้อยู่หรอ?!
c011_story2	พอได้ฟังท่านเรียกชื่อข้าอย่างรักใคร่แบบนี้... ข้าช่างมีความสุขจริงๆ! ข้าจะทำงานหนักไปตลอดชีวิต!
c011_story3	ครั้งนี้ต้องออกมาดีแน่! ข้าจะไม่ทำผิดพลาดซ้ำสอง!
c011_true1	ตอนนี้ข้าคือไชลด์ของเจ้า ข้าจะทำให้ดีที่สุดเพื่อเจ้าดีหรือไม่?
c011_true2	เจ้าเรียกใช้ข้าได้เสมอ มิสเตอร์เดวิล!
