// key	CHARACTER_NAME_	CHARACTER_SKIN_DESCRIPTION_
c007_00	Kyosuke_Kaga	La tenue décontractée emblématique de Phénix. Elle est faite de feu.
c007_01	Impétueux_Phénix	La tenue emblématique de Phénix. Ne dites surtout qu'elle vous rappelle quelqu'un d'autre !
c007_02	Fougueux_Phénix	La tenue emblématique de Phénix, faite de feu !
c008_00	Kyoko_Wakatsuki	Le gripper est un accessoire féminin indispensable !
c008_01	Guerrière_Frigg	L'âme de Frigg luit d'une lueur blanche.
c008_02	Militante_Frigg	L'esprit combatif de Frigg brille d'une lueur blanche.
c009_00	Jin_Uto	Un fusil factice n'empêche pas de combattre, tant qu'on en a la volonté !
c009_01	Mercenaire_Hector	Le client est responsable de tout dégât ou blessure.
c009_02	Tueur_Hector	Une tenue très résistante pour les mercenaires qui risquent leur vie au combat.
c010_00	Marika_Takanashi	Une tenue pour les infirmières qui croquent la vie à pleines dents.
c010_01	Audacieuse_Déméter	Maintenant que je suis infirmière, je devrais essayer de faire une piqûre.
c010_02	Vaniteuse_Déméter	La tenue de combat de Déméter, découverte dans un hôpital secret.
c011_00	Fusako_Haito	La tenue d'une étudiante en médecine sincère. La porter provoque une série d'erreurs.
c011_01	Serviable_Dino	La tenue de combat d'une jeune fille bûcheuse. Même les plus travailleurs font parfois des erreurs.
c011_02	Prévenante_Dino	La tenue de combat d'une jeune fille enthousiaste. Même les travailleurs enthousiastes font parfois des erreurs.
c012_00	Ryuzo_Muto	Gabardine de détective.
c012_01	Impétueux_Agamemnon	Costume d'Agamemnon.\Prêt à combattre, envers et contre tout.
c012_02	Final_Agamemnon	Venez, je vous attends.\Vrai costume d'Agamemnon.
c013_00	Kasumi_Sakuragawa	Une fille brillante dont l'indifférence à la mode la rend adorable.
c013_01	Nocturne_Artémis	Une robe noire comme le jais pour une soirée tranquille.
c013_02	Sélène_Artémis	Une robe claire comme la lune pour une soirée fraîche.
c014_00	Katsumi_Tohdoh	Tenue militaire de la passeuse de pacte d'Astrée.
c014_01	Étoilée_Astrée	La croix porte-bonheur est le symbole d'Astrée.
c014_02	Galaxie_Astrée	Costume gris perle qui fait transparaître la nature sévère d'Astrée.
c015_01	Saisonnière_Hélène	Sa tenue standard, confectionnée avec une extrême minutie.
c017_00	Turbulente_Komugi	Si vous n'aimez pas l'odeur des chiens, lavez-la une fois par semaine.
c017_01	Gardienne_Cù-Sith	"Faites-moi confiance ! Les chiens de garde ne reculent jamais devant le combat !"
c017_02	Protectrice_Cù-Sith	"Quand je mords, je ne lâche plus ! Les chiens de garde ne reculent jamais devant le combat !"
c018_00	Yayoi_Yagami	La tenue d'une fabricante de poupées mélancolique.
c018_01	Petite_Coré	La tenue de Coré la marionnettiste. Elle ne se sépare jamais de ses poupées qui parlent.
c018_02	Infantile_Coré	La tenue de Coré la marionnettiste. Elle ne se sépare jamais de ses poupées maudites.
c019_00	Shizune_Urushibara	Cette tenue de jeune enseignante déborde d'enthousiasme.
c019_01	Frénétique_Éris	La tenue de combat de l'impitoyable Éris.
c019_02	Fulminante_Éris	La tenue de combat de l'impitoyable Éris. Les flammes de la rage renforcent sa puissance.
c020_00	Aisa_Yukawa	Pour une personne paresseuse, les dés sont une arme suffisante.
c020_01	Dangereuse_Fortuna	La tenue porte-bonheur de Fortuna la parieuse.
c020_02	Parieuse_Fortuna	La tenue fétiche de Fortuna la parieuse. Elle n'a jamais perdu en la portant.
c022_00	Yutaka_Sakamaki	"Je suis la fée des futons. Rejoignez-moi au paradis des futons !"
c022_01	Paresseux_Mayahuel	Trop jouer aux jeux vidéo peut entraîner des problèmes de vue pour les garçons en pleine croissance.
c022_02	Morne_Mayahuel	Mayahuel est passé au niveau supérieur. Ses stats ont atteint leur maximum.
c022_10	Soubrette_Mayahuel	Mayahuel dans son cosplay de personnage de jeu vidéo romantique. Il joue ce rôle à la perfection.
c023_00	_Camineu	
c023_01	_Camineu	
c024_00	Voisin_Rufus	
c024_01	_Rufus	
c024_02	Archiduc_Rufus	
c026_00	Kagamino_Arisa	Vous n'avez pas mis les pieds dehors depuis un bon moment ? Cette jupe est parfaite pour ce genre d'occasion.
c026_01	Ravissante_Éos	Son badge "Âme perdue" fait partie intégrante de la tenue et d'elle-même.
c026_02	Délirante_Éos	"Regardez bien cette broche. Vous ne remarquez rien ?"
c027_00	Kageko_Kurokasa	"Le vent soulève ma jupe ! Heureusement, j'ai tout prévu !"
c027_01	Lucide_Cynthia	Cette cape de superhéros unisexe fait un malheur.
c027_02	Sincère_Cynthia	"Alors comme ça, tu veux être un superhéros ? D'abord, il te faut une cape !"
c028_00	Mikoto_Kenmochi	Une tenue de tous les jours pour cette dame raffinée.
c028_01	Brillante_Léda	Le corps de Léda est un régal pour les yeux !
c028_02	Rayonnante_Léda	Léda a un corps magnifique ! Qui ne voudrait pas être piétiné par ces jambes ?
c028_10	Onirique_Léda	"Agenouille-toi devant la reine Léda, la femme de tes rêves !"
c029_00	Harue_Asahina	Il est rare qu'un Child fasse preuve d'élégance dès le départ.
c029_01	Nocturne_Séléné	La déesse de la lune, vêtue de nuages.
c029_02	Opaline_Séléné	La déesse de la lune, vêtue de lumière.
c030_00	Sarah_J.	Une détective ? Cette casquette de chasse est adorable.
c030_01	Dynamique_P'tite détective	Avec cette tenue exclusive,\la P'tite détective devient invincible !
c030_02	Coriace_P'tite détective	Avec cette tenue exclusive, la P'tite détective est capable de résoudre toutes les affaires.
c031_00	_Mimi	"Je n'oublierai jamais la gentillesse du Maître ♥ Il a toujours une queue !"
c031_01	Innocente_Freyja	Donne envie de courir après tout ce qui bouge. À porter avec précaution !
c031_02	Pure_Freyja	Fait miauler au lieu de parler. À porter avec précaution !
c032_00	Sana_Tanikawa	Pour le monde des esprits mature, le look rétro est idéal.
c032_01	Diligente_Alecto	"Appelez-moi quand vous voulez, Maître ! Je ne retire jamais mon uniforme de domestique !"
c032_02	Laborieuse_Alecto	En uniforme de domestique, il n'y a aucune raison d'avoir peur !
c033_00	Sae_Momoki	La couleur verte soulage le chagrin d'une fille qui ne peut oublier son premier amour.
c033_01	Paisible_Diane	Cette jeune fille pure deviendra la reine de la forêt.
c033_02	Solitaire_Diane	Cette jeune fille pure deviendra la gardienne divine de la forêt.
c034_00	Tomomi_Okawachi	La tenue d'une bibliothécaire rêveuse. La lecture est un devoir pour les idéalistes.
c034_01	Indolente_Mnémosyne	La tenue de combat moulante de Mnémosyne.
c034_02	Orgueilleuse_Mnémosyne	La tenue de combat moulante et amincissante de Mnémosyne.
c035_00	Kanna_Kirishima	Elle porte ce ruban en souvenir de son père.
c035_01	Aurorale_Perséphone	Une tenue parfaite pour négocier.
c035_02	Inhérente_Perséphone	Seriez-vous intéressé par la dernière tendance du Royaume infernal ?
c036_00	Saya_Imamiya	La capuche cache complètement le visage. Plus besoin de se soucier de son apparence.
c036_01	Dépensière_Hermès	La tenue d'Hermès, spécialiste des articles d'occasion, montre qu'elle n'a aucun sens de la mode.
c036_02	Acheteuse_Hermès	La tenue d'Hermès, spécialiste des articles d'occasion, montre qu'elle ne sait pas suivre la tendance.
c036_10	Collectionneuse_Hermès	Une veste en édition limitée faite sur mesure pour Hermès.
c037_00	_Judas	La tenue aussi adorable qu'intimidante de Judas, le roi de la rue.
c037_01	_Judas	Les hommes virils portent du cuir, même si ça les fait énormément transpirer !
c037_02	Ténébreux_Judas	Il n'y a pas quelque chose qui sent le brûlé ?
c038_00	Alicia_Bradley	Tenue de vacances excentrique.
c038_01	Malveillante_Calypso	Tenue idéale pour une fille persuadée que le bleu est LA couleur de l'amour.
c038_02	Charmante_Calypso	L'amour nécessite du courage. Cela dit, je n'avais pas vraiment prévu de me noyer en mer...
c039_00	Yuri_Morita	Cette tenue donne immédiatement l'impression d'une femme carriériste qui déborde de confiance.
c039_01	Furieuse_Morrigan	On lui avait dit que cette tenue était très féminine, mais elle se sent dupée.
c039_02	Obligeante_Morrigan	On lui avait dit que cette tenue était séduisante, mais elle se sent dupée.
c040_00	Shizuka_Takagi	Cet uniforme est indispensable pour les employées de bureau zélées. C'est le règlement !
c040_01	Exemplaire_Shamash	Mais qui donc a décrété que les lapins symbolisaient la justice ?
c040_02	Édifiante_Shamash	Les lapins vertueux n'ont aucune pitié. "Mange mon poing de lapin !"
c041_00	_Mattie	Bienvenue à Villesombre. Que dites-vous de ce manteau de fourrure élégant ?
c041_01	Nocturne_Tiamat	Attention ! Le noir de sa tenue est si profond qu'on ne voit pas sa ceinture.
c041_02	Abyssale_Tiamat	Le cliché de la jolie fille derrière le masque, un grand classique.
c043_00	Marika_Yonai	Ce costume ferait sûrement un malheur aux États-Unis !
c043_01	Arrogante_Héra	"Hé, toi ! Oui, toi ! Non, pas toi ! Je m'adresse à TOI !"
c043_02	Égocentrique_Héra	Le meilleur moyen de prouver sa valeur, c'est encore de faire face au canon d'un fusil en souriant !
c044_00	Hiroyuki_Nishiyama	Complètement fauché et pas du tout à la mode.
c044_01	Nonchalant_Panthéon	Sa transformation en Child n'a pas changé grand-chose.
c044_02	Vagabond_Panthéon	Un garçon fauché qui manie deux épées... Méfiance !
c045_00	Hino_Aria	Toujours prête à décocher un sourire radieux sous les flashs des appareils photo.
c045_01	Mélodieuse_Aria	La transpiration d'une pop star, c'est le fruit de son dur labeur !
c045_02	Charmante_Aria	Tout le monde l'attendait ! Il est temps d'entrer en scène !
c045_10	Festive_Aria	Noël〜Noël〜♪\Humains comme démons, venez assister au concert d'Aria !
c045_11	Brillante_Aria	Je vais tout donner ! On va faire ça tous ensemble !\"A-M-O-U-R ! Aria la sublime !"
c045_12	Pause_Aria	Le jour fatidique où elle fit la connaissance de Planet Party.
c045_13	Star sublime_Aria	Un concert sans fin... Allez un rappel, pour vous \et pour celle sous la lumière des projecteurs.
c045_89	Brillante_Aria	
c047_00	Ran_Kagami	La tenue d'une jeune fille qui ne sait pas dire non.
c047_01	Ardente_Hestia	La tenue d'une fille qui veut que ses ennemis\brûlent d'envie... ou brûlent tout court.
c047_02	Torride_Hestia	Une tenue blanche comme le magnésium chauffé.
c048_00	Mei_Urae	La tenue maudite d'une jeune fille malheureuse. Elle fait un joli souvenir.
c048_01	Mélancolique_Nemain	Pessimiste, masochiste et narquoise.\Que demander de plus ?
c048_02	Ambivalente_Nemain	Il n'y a pas de poison plus mortel que l'amour,\et elle en regorge.
c048_10	Nourrice_Nemain	Le costume pour le rôle de la nourrice dans Roméo et Juliette.\Je ne suis pas la nourrice de Freyr.
c049_00	_Rosetta	Essayez cette tenue si vous êtes en quête de sérénité.
c049_01	Errante_Maât	Interdiction de porter cette tenue en présence de Dieu !
c049_02	Pieuse_Maât	Même les démons ont parfois besoin d'un moment de répit.
c049_10	Abyssale_Maât	Une tenue née des ténèbres qui habitent le cœur de Maât.
c050_02	Tyrannique_Ód	La véritable forme d'Ód.
c051_00	_Freyr	Freyr lorsqu'il a repris son corps d'enfant pour conserver sa magie.
c051_01	_Freyr	Il n'y a que le grand Freyr pour porter un haut transparent avec classe !
c051_02	Mauvais garçon_Freyr	Oui, c'est moi, Freyr le mauvais garçon, le grand démon du Royaume infernal !
c051_12	Tybalt_Freyr	Le costume pour le rôle de Tybalt dans Roméo et Juliette.\Lisa me regarde.
c051_21	Poupée maudite_Freyr	
c052_00	Mikio_Harashinai	La folie d'un représentant commercial,\habituellement cachée sous son costume à cravate.
c052_01	Dramatique_Byleth	Si vous croisez un jour quelqu'un qui ressemble à ça,\fuyez sans jamais vous retourner.
c052_02	Fallacieux_Byleth	N'acceptez jamais l'invitation de garçons habillés ainsi,\même s'ils semblent adorables.
c053_00	Chie_Amamiya	Malgré tous les vêtements qu'elle achète,\elle ne peut combler le vide dans son cœur.
c053_01	Hésitante_Métis	Elle ressemble beaucoup à une poupée.\Elle ne dit jamais rien, car elle n'en a pas besoin.
c053_02	Clairvoyante_Métis	Elle ressemble beaucoup à une poupée.\On voit que sa jupe a demandé beaucoup de travail.
c054_00	_Ichitaka	Elle s'entraîne tous les jours pour mieux servir son maître. Nin-nin !
c054_01	Gardienne_Légende	Une tenue de ninja qui ne donne pas l'air d'un ninja,\faite de la dévotion à son maître.
c054_02	Légendaire_Légende	La légende de la légendaire Légende\commence aujourd'hui... légendairement.
c056_00	Mia_Saotome	Tout le monde sait qu'aucun démon ne peut résister à un habit religieux.
c056_01	Martyre_Jeanne d'Arc	Si seulement elle se battait comme un démon...
c056_02	Sacrificielle_Jeanne d'Arc	Même un démon serait sensible aux paroles d'évangile\d'une fille aussi pieuse.
c057_00	_Lan Fei	Ne la défiez pas, si vous tenez à la vie.
c057_01	_Lan Fei	Comment se concentrer sur les emplettes\quand la vendeuse ressemble à ça ?
c057_02	Étoile noire_Lan Fei	Deux mots pour la décrire : beauté fatale.
c057_10	Soirée arrosée_Lan Fei	Elle fera ce qu'il faut pour obtenir ce qu'elle veut.\C'est Lan Fei.
c057_87	Soirée arrosée_Lan Fei	Elle fera ce qu'il faut pour obtenir ce qu'elle veut.\C'est Lan Fei.
c057_88	Étoile noire_Lan Fei	Deux mots pour la décrire : beauté fatale.
c057_89	_Lan Fei	Comment se concentrer sur les emplettes\quand la vendeuse ressemble à ça ?
c058_00	_Nirriti	La tenue d'entraînement d'une exorciste.
c058_01	Exorciste_Nirriti	Une tenue qui exprime parfaitement la personnalité\de ce Child.
c058_02	Rakshasa_Nirriti	Elle ne fait qu'un avec sa lame.
c060_00	Rurimi_Sakakibara	Vêtue de blanc de la tête aux pieds.
c060_01	Punitive_Tisiphone	Ne l'approchez pas par-derrière !
c060_02	Vengeresse_Tisiphone	Une femme aussi belle que dangereuse.
c061_00	Shion_Fujiwara	Veut faire connaître le plus beau heavy métal\dans le monde entier.
c061_01	Obscure_Sirène	Quand on veut sur la scène internationale,\il faut s'habiller pour l'occasion !
c061_02	Noctambule_Sirène	Inspiration démoniaque !
c062_00	Atsuko_Sashikawa	Une tenue recommandée à celles qui veulent passer\leur vie scolaire entre amour et envie.
c062_01	Fragrante_Europe	Attention aux épines, même sur les plus jolies fleurs...
c062_02	Séduisante_Europe	Vous ne voyez pas ce qui est si beau ?\Vous devriez vous faire examiner.
c063_00	Akimi_Inokuchi	La tenue décontractée d'une fille timide.
c063_01	Timide_Phrygie	N'oubliez pas d'affranchir avant d'envoyer une lettre.
c063_02	Spéculative_Phrygie	Si les mots sont sincères, une seule phrase suffit.
c064_00	Iwai_Akiko	La tenue d'une femme à la pointe du glamour.
c064_01	Souveraine_Méduse	La tenue de combat officielle de Méduse.
c064_02	Conquérante_Méduse	Une tenue de combat qui renferme l'esprit combatif de Méduse.
c064_88	Conquérante_Méduse	Si tu comptes t'enfuir, fais-le maintenant.
c064_89	Souveraine_Méduse	
c065_00	Amu_Amamiya	C'est dur d'être adulte.
c065_01	Florissante_Érato	Une beauté en fleur.
c065_02	Abondante_Érato	Avez-vous trouvé du parfum qui irait bien\avec cette tenue ?
c066_00	Yohei_Kurozaki	Les échecs sont un jeu de tromperie.\Ne vous laissez pas duper par ce sourire.
c066_01	Moraliste_Aton	Restez impassible.\Ne montrez pas vos émotions.
c066_02	Machiavélique_Aton	1 + 1 = 2 ! Vous vous sentez plus intelligent ?
c067_00	Sakuji_Kusano	Pas pour les jeunes hommes en bonne santé.
c067_01	Obscur_Thanatos	Le noir est la couleur de la mort et de la destruction.
c067_02	Transcendant_Thanatos	Le noir est la couleur du repos et de la paix éternelle.
c068_00	Shiori_Sato	Le tablier a sauvé les vêtements, mais pas la nourriture.
c068_01	Persévérante_Ambroisie	Saviez-vous que les saucisses étaient très difficiles à cuisiner ?
c068_02	Gourmande_Ambroisie	Qui veut du dessert ?
c069_00	Ryohei_Kirihara	Les clés à molette sont des outils, pas des armes.
c069_01	Réparateur_Ptah	Cette clé à molette n'est pas un outil, c'est une arme.
c069_02	Mécano_Ptah	S'il vous manque un boulon, j'ai de quoi vous aider.
c072_00	Hirotsugu_Nakayamamoto	Qu'est-ce qui te fait croire que je me fais persécuter ?
c072_01	Explorateur_Fenrir	Une tenue de combat pour les nihilistes laconiques.
c072_02	Sombre_Fenrir	Si je ne survis pas à ce combat,\j'emporterai l'ennemi dans la tombe !
c073_00	Futaba_An	Une commerçante pessimiste.
c073_01	Morose_Navi	La robe froide de Navi, empreinte de soupirs.
c073_02	Vide_Navi	Une robe tissée avec les larmes qu'a versées Navi.
c074_00	Yoshiko_Yoshida	Une vraie pom-pom girl peut se servir de n'importe quel outil.
c074_01	Joyeuse_Quirinus	Le poisson-lune est le meilleur ami du démon.
c074_02	Enthousiaste_Quirinus	Pour les démons qui ont besoin d'encouragement !
c075_01	Fragrante_Taha	Une mini robe dos nu noire\choisie personnellement par Taha.
c082_00	Yu_Kano	Portez ceci pour améliorer votre perspicacité\et attirer le mauvais œil.
c082_01	Ingénieux_Calchas	Une veste décontractée et pratique,\avec un brassard rouge distinctif.
c082_02	Prophète_Calchas	La veste beige cool et décontractée de Calchas.
c083_00	Rei_Kamisaka	Tous les sacs seront inspectés.\Et oui, les armes à feu seront confisquées !
c083_01	Guerrière_Neith	Mettez cette tenue pour voir votre soif de combat grimper en flèche.
c083_02	Tacticienne_Neith	Cette tenue augmente la puissance, mais vous aurez du mal\à différencier les ennemis des alliés.
c086_00	Kyoko_Harada	Ne buvez jamais la soupe préparée par une sorcière illégale.
c086_01	Substantielle_Goga	Cuisiner est une preuve de sincérité !\La tenue de combat de Goga.
c086_02	Délectable_Goga	Cuisiner, c'est aimer !\La tenue de combat de Goga.
c087_01	Immaculée_Ninurta	Une tenue porte-bonheur qui aide Ninurta à survivre aux combats acharnés.
c090_00	Keito_Rindo	La volonté de vivre, quels que soient les obstacles.
c090_01	Baroque_Vulcain	Une tenue dans un style rococo classique.
c090_02	Aristocratique_Vulcain	Une tenue élégante dans un style typique de la Renaissance.
c091_00	Miyamori_Yuriko	Une tenue qui affiche la ténacité de Méra.
c091_01	Gardienne_Méra	Une tenue simple qui affiche la férocité de Méra.
c091_02	Loyale_Méra	La puissance de Méra a été relâchée. Personne ne peut plus approcher d'elle.
c092_01	Impeccable_Armide	Une tenue de combat qui montre à quel point Armide est douée avec une épée.
c095_00	Kumiko_Kudo	Malgré les blessures, je donnerai le meilleur de moi-même !
c095_01	Impétueuse_Vesta	Portez ceci pour pouvoir provoquer tout le monde en duel !
c095_02	Fervente_Vesta	Une tenue de combat qui se focalise sur la victoire.
c099_00	Marin_Okazawa	Pourquoi est-ce qu'une pop star ne pourrait pas jouer du heavy métal ?
c099_01	Languissante_Melpomène	Ma voix a changé quand j'ai enfilé cette tenue !
c099_02	Tonitruante_Melpomène	Impossible de faire du headbang avec des cheveux courts !
c101_00	Nanami_Kasugai	Acceptez-vous d'être son ange gardien ?
c101_01	Naïve_Syrinx	La tenue de combat de la tendre Syrinx.
c101_02	Élogieuse_Syrinx	La tenue de combat de Syrinx après qu'elle a décidé de\faire preuve de bonté envers les humains comme les démons.
c101_10	Miracle_Syrinx	Sa gentillesse ferait fondre l'hiver lui-même.
c106_01	Vengeresse_Médéia	Accompagnée d'une poupée qui parle en même temps qu'elle.
c106_02	Conspiratrice_Médéia	Cette tenue s'accompagne d'une poupée qui a été maudite en même temps qu'elle.
c107_00	Masato_Teshigawara	Ses lunettes de soleil ne peuvent pas cacher le vide de ses pensées.
c107_01	Étincelant_Apollon	La tenue de combat d'Apollon le danseur. Ses hanches n'arrêtent jamais de se trémousser.
c107_02	Admirable_Apollon	La tenue de combat d'Apollon, danseur du soleil. Difficile de détourner le regard de... enfin, vous savez quoi.
c110_00	Sakuma_Yoshihiro	Un fabricant d'ours en peluche renommé.
c110_01	Insistant_Flins	Le style avant tout.\Cette tenue en cuir se veut très tendance.
c110_02	Aventurier_Flins	Ne vous protégera pas du tout du froid.\Cette tenue en cuir témoigne d'une passion pour la mode.
c110_10	Festif_Flins	Une tenue en cuir pour un homme tellement flamboyant qu'il fait fondre la neige de Noël.
c112_00	Seiichiro_Kurusu	Méditer sur le sens de la vérité jusqu'au désespoir\est un signe de maturité.
c112_01	Érudit_Elias	Une tenue de combat faite du désespoir d'Elias, le chercheur de vérité.
c112_02	Savant_Elias	Une tenue de combat faite de la volonté d'Elias, le gardien de la sagesse.
c113_00	Kayano_Mido	Une tenue portée par la passeuse de pacte d'un Child.
c115_00	Shino_Tsurumaki	Le secret de ma peau douce et de mon teint parfait ? Mourir jeune !
c115_01	Mélancolique_Sonnet	Quoi qu'elle puisse jouer, les spectateurs sont emplis\d'un profond chagrin.
c115_02	Conciliante_Sonnet	Quoi qu'elle puisse jouer, les spectateurs ont envie\de fondre en larmes.
c116_01	Perspicace_Pluton	L'uniforme de combat standard de Pluton.
c117_00	Himiko_Kiba	Les jeunes sorcières font souvent des proies faciles pour les démons...
c117_01	Loyale_Yaga	Une sorcière n'est rien sans son balai,\et vice-versa. Des questions ?
c117_02	Diligente_Yaga	L'uniforme officiel des sorcières.
c120_00	Tsubomi_Kisaragi	Dans le langage des fleurs, les belles-de-jour symbolisent une bonne nouvelle.
c120_01	Verdoyante_Flore	La tenue de combat de Flore. Elle sent les fleurs sauvages.
c120_02	Libre_Flore	La tenue de combat de Flore. Elle sent le printemps ensoleillé.
c121_00	Norio_Nonomura	Si vous avez envie d'être seul,\essayez ce look de prodige musical mélancolique.
c121_01	Nocturne_Muse	Les instruments servent à jouer de la musique, pas à se battre.
c121_02	Retentissant_Muse	La tenue de combat de Muse, qui donne la classe\même si on ne sait jouer qu'en mi mineur.
c122_01	Matérialiste_Samaël	L'uniforme de combat basique de Samaël.
c122_02	Envieux_Samaël	La tenue de combat de Samaël, qui lui permet\d'utiliser pleinement ses pouvoirs naturels.
c122_10	À oreilles de lapin_Samaël	Une tenue qui fait ressortir le charme caché de Samaël,\même si elle n'est pas fan.
c123_00	Kaneko_Kaneda	Que faire quand votre chef vous poursuit avec un porte-voix ?
c123_01	Créative_Baphomet	La tenue de Baphomet, qui ne se satisfait pas\de ce qui est ennuyeux, dépassé ou obsolète.
c123_02	Encourageante_Baphomet	La tenue de Baphomet, qui cherche sans relâche\à repousser les limites de la mode.
c124_00	_Ève	Si une jolie jeune fille vous demande son chemin, soyez aimable.
c124_01	Édénique_Ève	Il n'y a bien qu'Ève qui peut être sexy en portant une jupe bouffante.
c124_02	Pécheresse_Ève	Augmente la puissance, mais affecte le sens de l'orientation.
c124_10	Cérulescente_Ève	La lumière froide de l'aube.\Un rêve de pétales de rose bleus.
c125_00	Seiji_Sengoku	Un lycéen qui a le béguin pour la passeuse de pacte de Roussalka.
c125_01	Comédien_Attis	La lame d'Attis, raffinée par un cœur pur.
c125_02	Héros_Attis	Une épée sur laquelle Attis a juré son amour pour Roussalka.
c125_10	Romantique_Attis	Mes sentiments n'ont pas changé, même si le chemin de l'amour est semé d'embûches !
c125_89	Romantique_Attis	Rien ne pourra s'opposer à mon amour !
c126_00	Momomi_Hoshida	Le sourire enjoué d'une jeune fille qui a surmonté\son premier chagrin d'amour.
c126_01	Affectueuse_Salmacis	Une tenue de magicienne disponible dans tous les magasins de jouets.
c126_02	Fervente_Salmacis	Une tenue réservée à Salmacis qu'aucun magasin de jouets ne peut égaler.
c127_00	Natsuki_Oguri	La seule présence d'un chat illumine les journées pluvieuses.
c127_01	Farouche_Bastet	Pourquoi est-ce que tout le monde fait comme si je n'étais pas là ?
c127_02	Illusoire_Bastet	Avant de pouvoir porter cette tenue,\vous devez donner votre langue au chat.
c127_10	Pharaonique_Bastet	La tenue de pharaonne de Bastet, tissée de fil d'or magique.
c129_01	Honorable_Niké	La tenue standard de Niké.
c130_00	Kagura_Maganuma	Avoir des cheveux blancs si jeune est le signe d'un grand talent musical.
c130_01	Stratège_Génie	La tenue de combat de Génie, une musicienne sans égale.
c130_02	Virtuose_Génie	La tenue de combat de Génie, une artiste perfectionniste.
c131_00	Akihiko_Oda	La tenue portée du passeur de pacte d'Osiris.
c131_01	Revenant_Osiris	La tenue de combat standard d'Osiris.
c132_00	Akihiro_Oda	C'est la tenue idéale pour danser à toute heure de la journée.
c132_01	Flegmatique_Midas	Une tenue pour Midas qui respire l'élégance raffinée.
c132_02	Esthète_Midas	Une tenue de soirée pour Midas.
c133_00	Ayaka_Mitsukuni	C'est une tenue de volleyball, pas de balle au prisonnier.
c133_01	Décisive_Titania	Une tenue qui semble s'illuminer lorsque Titania la porte.
c133_02	Victorieuse_Titania	La tenue de combat de Titania, la figure de proue autoproclamée\du concours du Roi des démons.
c134_00	_Nakagawa Misaki	
c135_00	Miori_Kaname	Une sœur cadette qui a une grande affinité avec les chats.
c135_01	Guerrière_Valkyrie	La tenue de combat de Valkyrie, fière guerrière\qui ne se bat que pour vous.
c135_02	Sauvage_Valkyrie	La tenue de combat de Valkyrie, fière guerrière\qui continue à se battre uniquement pour vous.
c139_00	Shiho_Shinohara	Timide ou pas, pourquoi ne pas l'essayer ?
