// key	CHARACTER_PROFILE_DESC_
c008_profile	自分の身は自分で守る！\全国を回りながら、自分を裏切った元カレを探していた契約者が復讐を誓って生み出したチャイルド。\幸せな結婚生活に憧れていた契約者を不憫に思い、愛と結婚の女神《フリーガ》の名前を与えたが、本人は結婚について興味がなさそうである。\荒い喋り方で勇猛な戦士の姿をしているが、契約者の影響で小さくて気持ち悪いモノ、特に《虫》を怖がっている。
c009_interest	一文無しにはなりたくねーな！
c009_like	野心がないだと？
c009_love	勝ち馬に\乗らせてくれよな！
c009_profile	実力だけは最高と自負しており、自らイーリアスの大英雄である\《ヘクトル》の名前を借りた。\ダビに片思いしている契約者の影響でダビに好意的である。\利己的で、目的の為なら手段を選ばない薄情な姿は、大人に憧れ\強くなりたいと思う契約者の姿とは正反対だ。
c010_interest	ねぇ~、ダ~リン♥
c010_like	私に罪悪感を持つなんて\笑っちゃうわ！
c010_love	一生面倒を見る\専属看護師になってあげる♥
c010_profile	温厚な豊穣の女神であり、「掟をもたらす者」という\《デメテル》の２つの顔が契約者の二面性と似ており主人公から直接名前を授かった。\自分の主張をはっきりと言葉にする事から好戦的な性格に見えるが、それは、主人公に向けた盲目的な信頼ゆえの誤解である。\実際には、誰かを助ける存在になりたいという優しい心を持っている。
c011_interest	私に任せてください！
c011_like	努力して悪魔様を\助けてみせましょう。
c011_love	私に任せれば大丈夫！\たぶん...
c011_profile	いつも実習で大きなミスをする3人の中のひとり。\3人で1人分の能力しかないという皮肉を込め、「グライアイ」の三姉妹の《ディーノ》というあだ名が付けられた事が誕生のきっかけになった。\無神経な性格のせいで契約者は当時のことを何も覚えていない。\そんな性格の契約者から生まれたチャイルドも、無神経な性格でミスを量産している。
c012_interest	とりあえず\キャプテンと呼ぼうか…
c012_like	いつまで\座ってるつもりだ？
c012_love	正義の魔王になれよ！
c012_profile	かつては正義感あふれる警察官だった契約者だが、金と権力に目がくらんで不正警察官になってしまった。アガメムノンは契約者が失った正義感から生まれたチャイルド。\契約者が失った気高さを取り戻すことを願って、最高の指揮官《アガメムノン》を洗礼名として選んだ。存在理由はただ正義を守ることのみ。正義のためなら自分はどうなっても構わないという単純熱血バカ。\契約者同士の関係上ダヌに申し訳ないと思っているが、契約者同士、良いパートナーになれると思っている。
c013_interest	どういった意図が\あるのでしょう？
c013_like	オード様の紹介です。\信じてみましょう。
c013_love	このままでも\大丈夫そうですね。
c013_profile	怒ると怖いその凶暴性が女神《アルテミス》と似ている事から名前が付けられた。\天才少女から生まれたチャイルドの為、多くの悪魔が彼女と契約を結ぼうとしたが、彼女が主人に選んだのは、最も静かな悪魔\《オード》であった。\小うるさい悪魔達から守る事を条件にオードと契約した後、彼のサポーターとして活動していた。
c014_interest	ご主人様の行く先なら\どこへでもお供します
c014_like	悪魔でもご主人様だけの\道を目指してください
c014_love	ご主人様が治める\魔界なら楽しいに\決まってるでしょう
c014_profile	正義を守る力を欲し悪魔と契約したチャイルド。\人間界の正義を守るために最後まで地上に残った女神《アストレア》の名を洗礼名とした。\自分の価値観については絶対に妥協しない強さを持つが、弱者には優しく接するというチャイルドらしからぬ一面がある。
c015_interest	
c015_like	
c015_love	
c015_profile	
c017_interest	ご主人様を守るため、\強くなるんだ！
c017_like	ご主人様を守るため、\もっと強くならないと！
c017_love	ご主人様を守るため、\もっともっと強くならないと！
c017_profile	主人をなくした孤高の犬。\クーシーは差し伸べられる助けを断り続け、野良犬として過ごしていた。ある日、何度も路地に出入りする怪しい人間を目撃し、彼に対して牙をむく。\「あの人間は危険な匂いがする！きっとご主人様の魂を狙っているんだ！」
c018_interest	昔の友だちの友だち。
c018_like	私の新しい友人。
c018_love	昔の友だちはもういないけど大丈夫。
c018_profile	魔界という別世界の存在との繋がりを持った事から、冥界の女王になったベルセポネのもう一つの名前《コレー》を借りた。 \コレーの契約者と悪魔の接触は、主人公が二番目で、彼女は自分が幼い頃に出会った悪魔をモチーフに人形を作る人形職人となっていた。 \コレーは契約者と自身の境界線が曖昧で、契約者を仲良しの友達か、または自分自身だと思っている。 誰もいない夜中に彼女と悪魔人形が会話をしている噂があるが、確かめた者はいない。
c019_interest	相手する価値もない、\有象無象の一匹だ…
c019_like	特別指導が必要か？
c019_love	一生懸命努力すれば\魔王になれるか？
c019_profile	エリスの契約者は、可愛い学生たちとの活気溢れる日常を夢見る新米教師だった。しかし、実際は問題児たちが起こすトラブルで契約者の評価は地に落ちてしまう。どうしようもなく追い込まれた時に主人公と出会った。 \エリスは契約者の怒りから生まれたチャイルドで、不和と争いの女神である《エリス》の名前を借り受けた。契約者の記憶から、若いチャイルドたちを嫌っており、短気で怒りっぽい性格になってしまったが、その姿は案外楽しそうである。
c020_interest	臆病者？
c020_like	魔王争奪戦は、\人生最大の大勝負！
c020_love	いいね！\冒険を楽しませてよ！
c020_profile	気まぐれで一つの場所に落ちつけず、激しい渇きをもつ契約者から生まれた。刺激を欲するあまり、自分の人生を運に託す破滅的な性格から運命の女神《フォルトゥナ》の名前を借り受けた。\人生は「冒険の連続」というのが本人の持論で日常的に賭け事を行っている。負けても勝つまで勝負を辞めないウザイ性格だ。\何かを決める時は必ず《サイコロ占い》を行うが、結果は本人しか解らず、占いの信憑性には疑問が残る。
c022_interest	悪魔氏！遊ぼうよ！
c022_like	今日もバイト？\うっは、かわいそう…
c022_love	さっさと終わらせて、\最新ゲームで遊ぶよっ！
c022_profile	「もっと遊びたい！」それは、孤独からの逃避なのか…\快楽を追い求める心から生まれたチャイルド。\ゲームを楽しむ姿が、酔っ払いの様に見えたので、豊穣と酒の女神《マヤウェル》から洗礼名を頂いた。 男の子だけど…\自分だけの世界に没頭するオタク的な性格で、他のチャイルドとの関係はあまり良くない。\自分の外見を利用するあざとさを持っている。男の子なのに！\訳の分からない口調を駆使して、主人公を《悪魔氏》と呼ぶ。
c026_interest	自由をくれてありがとう…
c026_like	...今日も放置？\ なんだか寂しい…
c026_love	少しなら束縛されたい！\ 少しなら！
c026_profile	《オーロラ》は、バラ色の肌の美しい女神で、露は彼女の涙という。柔らかく儚い姿が似ていた為、彼女から洗礼名を頂いた。\ 契約者は両親にすべてを管理される生活を送っていたので、誰かと接触すると極めて不安を感じる。 \胸の名札は、気分や感情に応じて微妙に変わるという...
c027_interest	君が女だったら告白したかも。
c027_like	友情を分かち合おう！
c027_love	男だと思ってたの？
c027_profile	女戦士であり、月の女神アルテミスの別名《キンティア》から名前を借り受けた。\誰かのヒーローになりたい！そんな思春期の少女の憧れが具現化し、誇張された喜劇的な物言いを駆使する英雄チャイルドが誕生した。尊敬するヒーローは「蝙蝠姿のあの男」\今日も黒いマントで闇夜を飛び回る！
c028_interest	使用人？
c028_like	食べ物をくれる\いい 使用人ね。
c028_love	一緒にいると、\ なんだか楽しい…
c028_profile	ゼウスも魅了されたという美人、《レダ》のような美貌を持っていた為、その名を借り受けた。\究極の慢心で他人を軽視する性格をしており、それはチャイルドになっても変わらなかった。\しかし、意外に他人の言うことをよく聞く方なので、何かを相談すると不平不満を言いながらも力になってくれる。\契約当時飢えていた契約者の記憶が影響を与え、食べ物に対して敏感に反応する食いしん坊チャイルドだ。
c029_interest	契約者を\ 理解してくれる人…
c029_like	魔王になるためには、\ 勇気が必要です。
c029_love	ご主人様が魔王になれば\ 魔界にも光が届くはず！
c029_profile	夜恐怖症を克服しようとする契約者の意志によって夜を照らす\月の女神《セレネ》の名前を借りた。 \契約者とは友好的な関係にあり、彼女が夜恐怖症を克服する事を心から願っている。 \優雅ながらもしっかりとした物言いで、簡単にめげる事がなく、いつも堂々とした姿をしている。 \夜に外出する度に喧嘩を売ってくるチャイルドを気にしている。
c030_interest	君が同行する\意味って？
c030_like	やはり、助手にするなら…
c030_love	魔王とはね…\私が助手になってあげる！
c030_profile	名前は少女探偵。自分の推理を証明するために悪魔と契約した。願いを叶えるために契約したわけではないので、洗礼名を受け取る事を拒否している。\「まるで─ように？」と本から引用したような言葉をつぶやく。\不本意ながら追及する様な物言いによって、相手を萎縮させてしまう。《クーシー》の契約犬のコムギに「バスカービルヘルハウンド」というニックネームを付けてあげたり…
c031_interest	好きニャ！
c031_like	この思い \知ってほしいニャ。
c031_love	報われなくても \大丈夫ニャ！
c031_profile	愛のために契約したので、愛の女神《フレイヤ》の名前を借り受けた。洗礼名は猫であるフレイヤの代わりにモナが付けた。\猫音同化現象で〜ニャン、〜ニャなどの猫語が語尾につく。\発音が難しいと思ったら何でも猫語で発音する。\サキュバスの「モナ」「リザ」「ダビ」を「モニャ」「リニャ」「ニャビ」と呼ぶ。しばしば姿が見えなくなるが、そんな時は、契約猫に会っているという情報を入手した。
c032_interest	ご主人様！
c032_like	マスター！
c032_love	旦那様！
c032_profile	ひたすらに努力する姿から「絶え間ない」という意味を内包した女神《アレクト》の名前を適当に付けた。\無声映画に出てきそうな古い言い回しと尊称を使用する。\世界一のメイドを夢見ているが、ミスを連発して萎縮している。\しかし、諦めずに挑戦する強い意志を持ち合わせている。\掃除の実力に料理の腕前、むちゃくちゃなセンスにより、三冠王の栄光を掴んだ…
c033_interest	純粋だけど、ちょっと\可哀想な悪魔…
c033_like	今のしぐさ…\ちょっとイイかも…
c033_love	信じる事に決めたわ。
c033_profile	契約者が持つ気質から女神《ダイアナ》を洗礼名として借り受けた。\落ち着きがあり、大人しく見える容貌とは裏腹に衝動的な一面があり、独立心と自己愛が強い。\どんな状況でも冷静沈着で、純粋な者を尊敬するのに対し、しらじらしい態度を取るモナは好きではない。動物愛好家。
c034_interest	よくぞこの私を\召喚したな。
c034_like	その価値があるか\見ているぞ？
c034_love	し、仕方ない、\認めてやろう！
c034_profile	魔法を修める女神、すべての魔女の女神から名前を借り受けた。\人間ではなく、チャイルドを好む。\「お前も異世界から来たのか？」そんな風にしてチャイルドに対して勝手に設定を付けている。\純粋な子供チャイルドは、彼女の堂々とした振る舞いを見て、本物の《異世界の魔法使い》だと騙されてしまう。\異界で魔法大戦を指揮し、勝利した瞬間に召喚されたと考えており、モナの記憶操作の失敗が影響をおよぼしている。
c035_interest	こんにちは。
c035_like	この交渉、\成功させてみせるわ。
c035_love	裏切れないわね、\本当に…
c035_profile	地獄に落ちた家族と面会する方法は？\彼女の名前は《ベルセポネ》あの世とこの世を行き来しながら生きる冥界の女神から洗礼名を借り受けた。\いつも過度に礼儀正しく丁寧な挨拶が印象的だ。\異様な行動をする時があるが、頭が良く、魔界と人間界を行き来しながらも非難を浴びる事が無い。\地獄に落ちた父を救いたがっている。
c036_interest	センスあるじゃん…
c036_like	ふんっ！ \気にしてないもん！
c036_love	服貸しなよ… \縫ってあげる。
c036_profile	商業の神《エルメス》の名前を借り受けた。\トレンドに先立ち、珍しいものを手に入れたいという欲望に相応しい洗礼名と確信している。恥ずかしがり屋で、他人に対してぶっきらぼうな言葉を使う。\いつも背負っているクマのぬいぐるみは、実は収納ボックスとなっており、様々な種類のモノが押し込められている。\「値上がりを待っている」と本人は主張しているが、一度収納されたモノが再び出てくることは決してない。
c037_interest	気に入った！ \俺の右腕になれ！
c037_like	俺より大きい器か…？
c037_love	魔王の座に \挑んでみやがれ！
c037_profile	魔王争奪戦に参加した悪魔の一人。\人間界の裏社会に君臨する彼は、人間の最も原初的な欲望を利用し力を蓄えた。\自分で選択したその名は、自らの欲望に忠実だったイエスの堕落した弟子、イスカリオテの《ユダ》から頂いた。\主人公に魔王の資質があると感じ取り、自分の部下にしようと考えている。
c038_interest	私を見て！
c038_like	他のチャイルドの\面倒なんて…
c038_love	ご主人様が魔王になれば \私は魔界の女王？
c038_profile	別れた恋人に会いたいという契約者の思いが、7年間オデッセイを愛し続けた妖精《カリプソ》と似ていたため、その名を借り受けた。\優しい声をかけてくれた主人公に好意を寄せており、主人公と親しいと思われる女性チャイルドに対し攻撃的な一面を見せる。\契約者の影響もあり、主人公と同じぐらい海好きなチャイルド。
c039_interest	アンタと付き合うぐらいなら、\一人で死んだ方がましよ！
c039_like	なんで、その気にさせるの？
c039_love	アンタじゃなきゃダメ！\これが私の本音よ！
c039_profile	「たとえ愛されなくても、愛する人へ誰よりも献身的に尽くす事を自分自身と死と愛の支配者《モリーユ》に誓う」\洗礼名を授かったその日、彼女が言った言葉だ。男たちに振り回され、疲れ切り、一人だけの平和な人生を夢見る契約者から生まれたモリーユ。結果的に願いは達成されたが、誰からも愛されない最悪の性格になってしまった。モテモテになろうなんて思っていない。私だけを愛してくれる１人がいればいい！\モリーユの願いは叶うのだろうか…
c040_interest	制裁が必要な悪魔…
c040_like	案外、親切な悪魔…
c040_love	悪魔に教えられるとはな…
c040_profile	原則主義者である契約者の気質をそのまま受け継いだチャイルドであるため、裁判の守護神である《シャマシュ》の名前を借り受けた。慈悲を持ち合わせておらず、自分の基準から外れるすべてのものに対して容赦が無い。\契約者のトラウマが具現化された存在であるため、非常に極端な性格となってしまった。
c041_interest	悪魔らしくない\おチビさんね。
c041_like	あなたに教える\必要があるの？
c041_love	あなたの欲望、\私におしえて…
c041_profile	闇の組織を治める女性から生まれたチャイルド。破壊的で、混沌とした状況を好む気質の為、邪悪な女神《ティアマト》の名前を借り受けた。\混乱と不和を撒き散らす為、チャイルドたちの間では評判があまり良くない。そんな彼女に対して、事あるごとに邪魔をしてくる《厳格なトート》を嫌っている。\常に一緒にいるヘビの名前は「ナッシュ」だ。唯一ティアマトが心を許す存在である。
c043_interest	もう！何したのよ？
c043_like	私って妹？
c043_love	このまま、\この関係が続けば…
c043_profile	常にチャイルドの前に立ち、指導者的な力強い性格をしている。\仲の悪い家庭で育った為、家族の温かみを知ってほしいと家族を守護する女神《ヘラ》の名前を与えた。\仲睦まじい家庭への憧れがあり、チャイルドたちを集めて、新しい家族を作るという野望を持っている。\チャイルドになった後、契約者が持っていた豪快で大ざっぱな気質がより強く表れた。
c044_interest	余裕を持つといいですよ。
c044_like	君は本当に魔王に\なりたいのですか？
c044_love	君が魔王になる為の\唯一の方法があるかも...
c044_profile	目的のない自我にふさわしい名前を探していたが思いつかず、逆に全ての神々という意味を持つ《パンテオン》という名前でひとまず決定した。\これでどうあれ、あれでどうあれ。ゆったりとした悲観主義者。\たわいもなく笑う癖があり、名家の子弟のような上品な言葉使いを使用する。不運だった契約者の記憶が影響し、超脱した振る舞いをする。アウトサイダーを自任し、《危険なフォルトゥナ》を嫌っている。\興味も願いもなく、つかみどころのないチャイルドだ。
c045_interest	えっアイドルしらないの？\引きこもりなの！？
c045_like	アイドルなら、\引きこもりでも魅了させなきゃ！
c045_love	絶対、私のファンに\してみせるよ！
c045_profile	夢は輝くアイドル！\努力すれば、願いは叶うと思っていたが、人生そんなに甘くはなかった…。芸能界という荒波に一人立ち向かう彼女は、結局どんな願いでも叶えてくれるという《モナの相談所》を訪ねていく事になる…\そうして誕生した世界初のアイドルチャイルド！ \注目されたい契約者の願いに応え独唱曲を意味する《アリア》を洗礼名として授けた。
c047_interest	邪魔しないで！
c047_like	少し安心したかも…
c047_love	魔王争奪戦中は、\私から離れないように！
c047_profile	甘く見られないよう、誰も近づいてこないように、花火のようになりたいという望みが女神《ヘスティア》の洗礼名を授かるきっかけとなった。\傲慢で全てを見下すような態度だが、本気でお願いすると、やむを得ないふりをしながら力になってくれたりする。そんな態度を見るに、彼女の態度は本心ではないと思われる。\そして、フィギュアとペットを好む。何故ならフィギュアは無口で、ペットは自分に従順だから…
c048_interest	フレイ様に復讐...\二重契約...ふふ。
c048_like	どうしていつも…\はぁ、気にしない。
c048_love	魔王ですか…\がんばってくださいね。
c048_profile	否定的な性格で感情の起伏が激しい彼女は、伝承で自分の歩みと一致する魔女《ネヴァン》の名前を持っていた。\あまりにもネガティブな性格で、本人も制御する事ができない。\思ったことをすべて言葉にしてしまう為、ある意味でストレスはないようだ…\フレイと契約する前から、この様な性格で、マイナスの気を発している為、悪魔やチャイルドと接触する事が多かったそうだ。
c049_interest	あなたは私の\永遠の安息の地です。
c049_like	悪魔に期待なんて...\私が愚かだった。
c049_love	あなたをもう一度、\信じていいの？
c049_profile	少女が望んでいたのは安息。\神に祈れば安息を得られるだろう。そんな期待を持って訪れた教会で、彼女は神ではなく悪魔に会ってしまった。\絶対者に会うという願いから、宇宙を治める女神《マアト》の名前を洗礼名として選んだ。\狂信者のように所かまわず神を口にするが、自分がどんな神を崇めているのかもよく知らない。目を離すとすぐに聖堂へ行ってしまう為、悪魔としては頭が痛い…
c050_interest	
c050_like	
c050_love	
c050_profile	
c051_interest	ふん…補欠が。
c051_like	さっさとしろ！\このグズが…
c051_love	俺がいないと\満足に戦えんのか？
c051_profile	魔界でも有名な悪魔で《悪童》の二つ名を持つエリート候補生。\神々の貴公子といわれる《フレイ》の名前を使用している。\悪魔らしい傲慢な性格で、他人に嫌われても気になどしない。\地上に到着してすぐに幼馴染との激しい戦闘で力を削られ、これを挽回する為に無謀な行動をおこないリザに愛想をつかされた。\別のニックネームは魔界のプレイボーイ。\魔界でも人間界でも敵が多い悲しい運命を持って生まれた。
c052_interest	愚かな人だね。
c052_like	面白いっていうか、\バカなの？
c052_love	適当に行ってみようか〜！
c052_profile	ナンパをするように、軽く、耳に心地よい言葉を意識的に使う。厳しい社会生活を送っていた契約者の記憶が残っていたせいか、頑固なチャイルドとは相性が合わない。真面目な事は苦手。\契約者に大きな不満はないが、息苦しい日々を送っている人間が本体だったと考えると腹が立つ時もある。\何事も楽観的に考え、言葉で人を操ろうとする為、信用しないほうが良さそうだ。
c053_interest	心の中…いや頭？\空っぽね。
c053_like	あのサキュバス…\侮れない。
c053_love	そう、これが私の心…
c053_profile	人の心を見てみたいという契約者の願いからアテナの母、知恵の女神《メティス》の名前を借り受けた。\何事も明確に話さず言葉を濁す。まるで預言者の姿を見ているような気分になる... \わざわざ相手の心を読み、その内容を暴露し不快な思いをさせる事があるが、それは彼女の複雑な心情のせいだろう。相手の本心が見えてしまうせいか、単純なチャイルドを好む。
c054_interest	私を絶望から救ってくれた戦友よ！
c054_like	尊敬しているぞ！
c054_love	口にするのは恥ずかしいが感謝しているぞ！
c054_profile	忍の本分を忘れ真名を晒す事はできないでござる！\本当の洗礼名は秘密だという。\主君を守る伝説的な忍を目指す《守護のレジェンド》\伝説の中の伝説の忍たる《伝説のレジェンド》\いくらなんでも《伝説のレジェンド》は無理があるだろうという周りの反応は一切気にしない。\初代主人は、《ルーファス》との決戦で、行方不明になった。
c056_interest	私は、道に迷った子羊…
c056_like	フレイとはちがう…？\人間みたいな悪魔
c056_love	私の祈りで、\あなたを導きましょう
c056_profile	自らを「絶対者」という神に仕える忠実な司祭だと信じているため、フランスの聖女と呼ばれた《ジャンヌ》の名前を借りた。\悪魔の手下になったという事実には気が付いていない。\その勘違いから、悪魔の使い魔とは思えぬ攻撃をする。\ジャンヌの契約者が信じている「絶対者」という存在について、知っている者が誰もいないという…
c057_interest	かわいい坊や。
c057_like	仕事は大変ね...
c057_love	... ...ふふっ。
c057_profile	その名には、霧の意味が込められている。\黒星という称号は、明かりの消えないハーレム街の黒い星という意味を込めて住民が付けてくれた。\腐った枝は容赦なく切り捨てる冷酷さを持ち、必要であれば悪魔も利用するという暗黒街の女主人である。\一般的な常識が通じない独自の価値観に従って行動している為、トラブルに巻き込まれないよう付き合いには注意が必要である…
c058_interest	命を…
c058_like	その必要はない。
c058_love	すべての敵を粉砕せよ...
c058_profile	続く苦行に瀕死の状態に陥った祓魔師ニルティ。\辛うじて生き残る事が出来たが、その代償として記憶を失う。そんな中主人公と出会い契約に至る。\破壊の女神「カーリー」の別名である《ニルティ》の名前を洗礼名として授かった。かつて祓魔師であったが、今は完全に悪魔の軍門に下ったニルティ。\彼女が願うのは、敵を破壊することだけだ。
c060_interest	レディ・ティシフォネよ？
c060_like	ベイビー…\あなたはちがうの？
c060_love	あなたの事、\信じてみようかしら。
c060_profile	自分の人生に入り込む、みっともない男たちに復讐するという思いを受け、復讐の女神《ティシフォネ》の名を授かった。\カリスマあふれる女戦士で、かなりタフであるという評判。\契約者が困難になる度に、こっそり助けているという噂がある。\男性型チャイルドを嫌っている事から見て、契約者時代の記憶がトラウマになっているようだ。
c061_interest	歌いましょう！
c061_like	これは運命ですか？
c061_love	あなたの名を\私の歌で広めます！
c061_profile	沢山の人に少しでも自分の歌を聞いてほしいという願いから、魅力的な歌声を持つ《セイレーン》の名を授かった。\願いが叶った後は、主人公を題材にした歌を歌って気ままに暮らしている。\セイレーンの契約者は、主人公を自分に音楽的なインスピレーションを与えてくれたミューズと考えている。\セイレーンは歌を通じて「悪魔様」を広める使徒と主張するようになり、このコンセプトが受け入れられメジャーに躍進する事になる。
c062_interest	愛？それとも友情？
c062_like	友情よりも少し上かな？
c062_love	ふふっ、面白い。\ず~と見ていたいわ。
c062_profile	神さえ惚れた美貌の女性《エウロペ》から名前を借り受けた。\心の支えを求める欲求が強く反映されてしまい、性格に大きな影響を及ぼした。\積極的に自分が欲しいものを手に入れようとする為、手を焼くことも…\欲望に忠実に生きられるようになり本人は満足しているようだ。
c063_interest	素敵だと思います。でも少し怖い…
c063_like	怖いけど…近くにいたい。
c063_love	やっぱり、あなたのそばにいたいです。
c063_profile	相手に心を伝えずに愛が終わった森の精霊《フリージア》の名前を借り受けた。心を伝えようとした相手は自分の幼なじみである《黒炎のヘスティア》の契約者。\彼女に心を伝えたいという思いで悪魔と契約した。ヘスティアを思う気持ちは誰よりも真剣だが、最近では魔王争奪戦に少し興味を持つようになった。\契約者の消極的な性格が強く影響し、さらに内気になってしまった。
c064_interest	メデューサ…\良い名前ね
c064_like	真の強者は静かなものよ
c064_love	魔界に貴方の名を刻もう\永遠に消えないように…
c064_profile	見るだけで相手を石にするという、伝説の怪物《メデューサ》の\名前を借り受けたチャイルド。\世界は自分の足元に跪くべきだと思っており、冷たい雰囲気とは裏腹に寛大な心も持ち合わせている支配者。\たとえ魔界に君臨する事はできなくても、自分のやり方で世界に\立ち向かう事を決意した。\自分と同等の意志の強さを持つ契約者に対して、有利に物事を進めるモナに強い警戒心を抱いている。
c065_interest	誘惑は難しいかしら？
c065_like	魅力はあるのに…
c065_love	ふふっ、\それなりに良いかも。
c065_profile	愛されたい契約者の願いに応じて恋愛詩を司る女神《エラト》の名を借り受けた。\強いプライドが感じられるエレガントな言葉を使い、自己愛、嫉妬心が強く、所有欲も大きい。\強いプライドの為、どんな状況でも、エレガントさを失わない。\間違いだらけの契約者が気に入らず、認めたくないようだ。
c066_interest	愚なヤツだ…
c066_like	面白い駒だ。
c066_love	私を輝かせるには\申し分ない存在だ。
c066_profile	裏表がある狡猾な契約者から生まれたアテン。\その狡猾さはチャイルドになって完全にその姿を現した。\他の神を追い出し、自らが神になった《アテン》のように、自分も他人を踏み台にし、その上に立つことを願う。\主人公を手伝う理由も自分の利益の為である。\《燦爛たるアポロン》とは契約者の時から縁があるが、大きな関心はないようだ。
c067_interest	お前は誰だ？
c067_like	死を望むか？
c067_love	地獄はどんな所だろうか…
c067_profile	誰よりも死を望んだ男から生まれたチャイルド。死という現実を受け入れているその姿から、死を司る神《タナトス》の名前を授かった。\チャイルド化した後は、病人の体を撫でたり、じっと見つめて佇むなどの奇行を繰り返している。\陰気な物言いのせいで他のチャイルドとは馴染めていない。
c068_interest	悪魔くんのために\お弁当を作れと？
c068_like	私のお弁当どう？\美味しい？
c068_love	悪魔くんのために\お弁当を作れたら幸せ！
c068_profile	ギリシャの神々が楽しんだ天上の料理《アムブロシア》がそのまま洗礼名となった。\契約当時夢中になっていた事がデザートを作ることだったので、\チャイルドになってからもデザートをよく作るようになった。その事自体は良かったのだが... \洋食から、和食、中華、韓国料理など、すべての料理を甘くする呪いにかかってしまう...
c069_interest	最弱の補欠って...\こりゃ、失敗したか？
c069_like	力だ力！\俺が鍛えてやるよ。
c069_love	絶対、魔王になれよ！
c069_profile	力に魅了された少年、魔王争奪戦に飛び込む！ \力で世界を正したいという契約者の願いに応じて天地創造を終え正義を確立した神《プタハ》の名前を借りた。\知恵ではなく、力で世界を変えたがっているが、実際に彼は修理工としての才能に恵まれ、その影響がチャイルドにも及んだ。\開花した才能を活かし、時間がある時には、夜の世界のブラックマーケットでアルバイトをしている。
c072_interest	弱きを守る！
c072_like	不安から救い出す！
c072_love	主人として、認めよう。
c072_profile	愛する人を守るために力が欲しかった少年。\しかし、自分の力だけでは足りなかった。少年は、結局、呼び出してはならない存在を呼び出してしまう。\悪魔のチャイルドになった今でも、相変わらず彼が求めているのは、ただ、誰かを守ることだけ。\弱い者を守護して、卑怯な者を罰する《フェンリル》の名前は、自分の敵が死ぬまで、最後まで戦い抜いた伝説の狼から名前を借りている。
c073_interest	魔王になることは\空しいことだと思わない？
c073_like	どうして、私を\気にかけるの？
c073_love	あなたが魔王になれば、\私も幸せになれるのかな？
