// key	ITEM_NAME_	ITEM_DESCRIPTION_
10000101	落とした髪の毛	髪の毛一本一本に魂の痕跡が宿っている。
1050583	ティスベの髪飾り	色とりどりの花が可憐な印象を与えてくれる。
1050584	ティスベの髪飾り	色とりどりの花が可憐な印象を与えてくれる。
1050585	ティスベの髪飾り	色とりどりの花が可憐な印象を与えてくれる。
1050593	優男の羊角	うつつを抜かしたヴィンセントの羊角。
1050594	優男の羊角	うつつを抜かしたヴィンセントの羊角。
1050595	優男の羊角	うつつを抜かしたヴィンセントの羊角。
1050603	ライマのレイピア	かつてライマが愛した悪魔の武器。
1050604	ライマのレイピア	かつてライマが愛した悪魔の武器。
1050605	ライマのレイピア	かつてライマが愛した悪魔の武器。
1050613	寂光の宝剣	悪鬼を斬り裂き衆生を救う破邪顕正の宝剣。
1050614	寂光の宝剣	悪鬼を斬り裂き衆生を救う破邪顕正の宝剣。
1050615	寂光の宝剣	悪鬼を斬り裂き衆生を救う破邪顕正の宝剣。
1050623	軍神の聖輪	オフォイスが謎の呪術で生み出した聖なる輪。\万事を成功させる力を持つ。
1050624	軍神の聖輪	オフォイスが謎の呪術で生み出した聖なる輪。\万事を成功させる力を持つ。
1050625	軍神の聖輪	オフォイスが謎の呪術で生み出した聖なる輪。\万事を成功させる力を持つ。
1050633	スキーセット	銀世界を駆け抜けるエシュのスキー板とストック。
1050634	スキーセット	銀世界を駆け抜けるエシュのスキー板とストック。
1050635	スキーセット	銀世界を駆け抜けるエシュのスキー板とストック。
1050643	月影の杖	奇妙な魔力を放つ魔法の杖。\アメシストに狂気が宿る。
1050644	月影の杖	奇妙な魔力を放つ魔法の杖。\アメシストに狂気が宿る。
1050645	月影の杖	奇妙な魔力を放つ魔法の杖。\アメシストに狂気が宿る。
1050653	騎士の突貫鋭槍	忠実なる騎士が主君より賜りし槍。
1050654	騎士の突貫鋭槍	忠実なる騎士が主君より賜りし槍。
1050655	騎士の突貫鋭槍	忠実なる騎士が主君より賜りし槍。
1050663	パケトのチョコ	パケトの手作りチョコ。\すごく硬い。
1050664	パケトのチョコ	パケトの手作りチョコ。\すごく硬い。
1050665	パケトのチョコ	パケトの手作りチョコ。\すごく硬い。
1050673	ラブリーリボン	鈴付きのリボン。\真実の愛を知る者だけに神秘の力を与える。
1050674	ラブリーリボン	鈴付きのリボン。\真実の愛を知る者だけに神秘の力を与える。
1050675	ラブリーリボン	鈴付きのリボン。\真実の愛を知る者だけに神秘の力を与える。
1050783	パラスの槍	パラスが大事にしてやまないもう一人の分身。\入念に手入れされており鋭く輝く。
1050784	パラスの槍	パラスが大事にしてやまないもう一人の分身。\入念に手入れされており鋭く輝く。
1050785	パラスの槍	パラスが大事にしてやまないもう一人の分身。\入念に手入れされており鋭く輝く。
1050793	ミントバルーン	ミントの香りがするバルーン。\ミントが苦手な悪魔はご用心。
1050794	ミントバルーン	ミントの香りがするバルーン。\ミントが苦手な悪魔はご用心。
1050795	ミントバルーン	ミントの香りがするバルーン。\ミントが苦手な悪魔はご用心。
1050803	小悪魔のブーケ	ロキとの永遠の愛を夢見るセメレーのブーケ。
1050804	小悪魔のブーケ	ロキとの永遠の愛を夢見るセメレーのブーケ。
1050805	小悪魔のブーケ	ロキとの永遠の愛を夢見るセメレーのブーケ。
1050813	情熱のマイク	チャンネルEvilのリポーターA.Iの\愛用マイク。
1050814	情熱のマイク	チャンネルEvilのリポーターA.Iの\愛用マイク。
1050815	情熱のマイク	チャンネルEvilのリポーターA.Iの\愛用マイク。
1050823	ファントムギター	ラッフルズのエレキギター。\幻想的なギターリフを聴け。
1050824	ファントムギター	ラッフルズのエレキギター。\幻想的なギターリフを聴け。
1050825	ファントムギター	ラッフルズのエレキギター。\幻想的なギターリフを聴け。
1050843	バリの扇子	生者の吉凶禍福を占うために制作したバリの扇子。
1050844	バリの扇子	生者の吉凶禍福を占うために制作したバリの扇子。
1050845	バリの扇子	生者の吉凶禍福を占うために制作したバリの扇子。
1050853	風舞小太刀	素早い一撃で相手を制圧するあやねの刀。
1050854	風舞小太刀	素早い一撃で相手を制圧するあやねの刀。
1050855	風舞小太刀	素早い一撃で相手を制圧するあやねの刀。
1050863	憂いの白き翼	ルサルカの揺れる想いを包み込む翼。
1050864	憂いの白き翼	ルサルカの揺れる想いを包み込む翼。
1050865	憂いの白き翼	ルサルカの揺れる想いを包み込む翼。
1050873	ナックルガード	ハーピーの拳を包むナックルガード。
1050874	ナックルガード	ハーピーの拳を包むナックルガード。
1050875	ナックルガード	ハーピーの拳を包むナックルガード。
1050883	カルマの宝剣	ニルティのカルマを象徴する宝剣。
1050884	カルマの宝剣	ニルティのカルマを象徴する宝剣。
1050885	カルマの宝剣	ニルティのカルマを象徴する宝剣。
1050893	ヤシの葉	アモス島に棲息するヤシの木の葉。\かなり丈夫で鋭い。
1050894	ヤシの葉	アモス島に棲息するヤシの木の葉。\かなり丈夫で鋭い。
1050895	ヤシの葉	アモス島に棲息するヤシの木の葉。\かなり丈夫で鋭い。
1050903	DF1ハイヒール	ゼピュロスのレーシングハイヒール。\これでアクセル踏めるのか？
1050904	DF1ハイヒール	ゼピュロスのレーシングハイヒール。\これでアクセル踏めるのか？
1050905	DF1ハイヒール	ゼピュロスのレーシングハイヒール。\これでアクセル踏めるのか？
1050913	アウロラの王冠	目がくらむほどまぶしく光る王冠。
1050914	アウロラの王冠	目がくらむほどまぶしく光る王冠。
1050915	アウロラの王冠	目がくらむほどまぶしく光る王冠。
1050973	自由のランス	あらゆる束縛をつらぬくティタニアの槍。
1050974	自由のランス	あらゆる束縛をつらぬくティタニアの槍。
1050975	自由のランス	あらゆる束縛をつらぬくティタニアの槍。
1050983	幻燈朱雀の靴	鋭い蹴り技が繰り出される靴。
1050984	幻燈朱雀の靴	鋭い蹴り技が繰り出される靴。
1050985	幻燈朱雀の靴	鋭い蹴り技が繰り出される靴。
1050993	シャイニング・アックス	モンスターを一撃で倒せる強力な武器。
1050994	シャイニング・アックス	モンスターを一撃で倒せる強力な武器。
1050995	シャイニング・アックス	モンスターを一撃で倒せる強力な武器。
1051003	クラッシュ・マレット	渾身の力で振りかざすとここから抜け出せるかも…
1051004	クラッシュ・マレット	渾身の力で振りかざすとここから抜け出せるかも…
1051005	クラッシュ・マレット	渾身の力で振りかざすとここから抜け出せるかも…
1051013	ユニバース・ワンド	脱出の念願を込めた魔法の杖。
1051014	ユニバース・ワンド	脱出の念願を込めた魔法の杖。
1051015	ユニバース・ワンド	脱出の念願を込めた魔法の杖。
1051023	ファイア・スピア	無限ループのユニバースから抜け出そう。
1051024	ファイア・スピア	無限ループのユニバースから抜け出そう。
1051025	ファイア・スピア	無限ループのユニバースから抜け出そう。
1051033	ウィングス・ソード	地獄のユニバースから脱出させてくれる救援の剣。
1051034	ウィングス・ソード	地獄のユニバースから脱出させてくれる救援の剣。
1051035	ウィングス・ソード	地獄のユニバースから脱出させてくれる救援の剣。
1051043	ローズソード	小夜子を救うために振るうテレサの剣。
1051044	ローズソード	小夜子を救うために振るうテレサの剣。
1051045	ローズソード	小夜子を救うために振るうテレサの剣。
1051053	モナの扇子	不思議な世界に迷い込んだモナを守る扇子。
1051054	モナの扇子	不思議な世界に迷い込んだモナを守る扇子。
1051055	モナの扇子	不思議な世界に迷い込んだモナを守る扇子。
1051063	真理の錫杖	輪廻の果てで生み出した阿羅漢の聖なる武器。
1051064	真理の錫杖	輪廻の果てで生み出した阿羅漢の聖なる武器。
1051065	真理の錫杖	輪廻の果てで生み出した阿羅漢の聖なる武器。
1051083	勇気のマイク	ネプチューン♥のウグイスのような声を増幅させ\勇気ある歌声を届けるためのマイク。
1051084	勇気のマイク	ネプチューン♥のウグイスのような声を増幅させ\勇気ある歌声を届けるためのマイク。
1051085	勇気のマイク	ネプチューン♥のウグイスのような声を増幅させ\勇気ある歌声を届けるためのマイク。
1051093	蒼光の双牙	戦場をまばゆく照らすイブの双刀。
1051094	蒼光の双牙	戦場をまばゆく照らすイブの双刀。戦場をまばゆく照らすイブの双刀。
1051095	蒼光の双牙	戦場をまばゆく照らすイブの双刀。
1051103	恋する騎士の刺剣	素早く、深く突き刺さるブラダマンテのレイピア。
1051104	恋する騎士の刺剣	素早く、深く突き刺さるブラダマンテのレイピア。
1051105	恋する騎士の刺剣	素早く、深く突き刺さるブラダマンテのレイピア。
1051113	赤バラ爆弾	バラの花に偽装したユーナの爆弾。
1051114	赤バラ爆弾	バラの花に偽装したユーナの爆弾。
1051115	赤バラ爆弾	バラの花に偽装したユーナの爆弾。
1051123	指揮官のカギ爪	敵兵の喉笛を切り裂くアルテミシアの手甲。
1051124	指揮官のカギ爪	敵兵の喉笛を切り裂くアルテミシアの手甲。
1051125	指揮官のカギ爪	敵兵の喉笛を切り裂くアルテミシアの手甲。
1051133	メタルベルト	魔力をフルチャージしたボタンの最新型武器。\弾倉袋はおまけ。
1051134	メタルベルト	魔力をフルチャージしたボタンの最新型武器。\弾倉袋はおまけ。
1051135	メタルベルト	魔力をフルチャージしたボタンの最新型武器。\弾倉袋はおまけ。
1051143	ワンコのしっぽ	ふわふわしたラッシーのしっぽ。\強い力を秘めている。
1051144	ワンコのしっぽ	ふわふわしたラッシーのしっぽ。\強い力を秘めている。
1051145	ワンコのしっぽ	ふわふわしたラッシーのしっぽ。\強い力を秘めている。
1051153	都桂花のお札	邪気を払い、人々の平安を祈る\都桂花のお札。
1051154	都桂花のお札	邪気を払い、人々の平安を祈る\都桂花のお札。
1051155	都桂花のお札	邪気を払い、人々の平安を祈る\都桂花のお札。
1051163	最速シューズ	ボレアースの最速シューズ。\武器としても使える。
1051164	最速シューズ	ボレアースの最速シューズ。\武器としても使える。
1051165	最速シューズ	ボレアースの最速シューズ。\武器としても使える。
1051173	クロスセイバー	ヴァンパイアを一気に処断できるよう\十字架の形をしているクルースニクの剣
1051174	クロスセイバー	ヴァンパイアを一気に処断できるよう\十字架の形をしているクルースニクの剣
1051175	クロスセイバー	ヴァンパイアを一気に処断できるよう\十字架の形をしているクルースニクの剣
1051183	ピロテースの傘	強力な雨雲を呼ぶピロテースの傘。\叩かれると痛い。
1051184	ピロテースの傘	強力な雨雲を呼ぶピロテースの傘。\叩かれると痛い。
1051185	ピロテースの傘	強力な雨雲を呼ぶピロテースの傘。\叩かれると痛い。
1051193	トゲのこん棒	より効率的な攻撃のために\トゲを巻いたデュエッサのこん棒。
1051194	トゲのこん棒	より効率的な攻撃のために\トゲを巻いたデュエッサのこん棒。
1051195	トゲのこん棒	より効率的な攻撃のために\トゲを巻いたデュエッサのこん棒。
11000000	怒りの_炎龍パペット	怒っている炎龍の炎で作ったパペット。
11000001	冷酷_氷龍パペット	冷酷な氷龍の氷で作ったパペット。
11000002	ばらばら_テディパペット	呪いの人形テディのパペット。
11000003	ボイス_メッセンジャーパペット	闇の中で囁くメッセンジャーのパペット。
11000004	破壊の_リユガーパペット	リユガーの狂暴性を表現するパペット。
11000005	汎用型_チェインキラーパペット	煩悩するチェインキラーに従うパペット。
11000006	砂漠の_バシリパペット	砂漠に特化したバシリのパペット。
11000007	グリーンメット_バズーカパペット	バズーカの丈夫な安全帽で作られたパペット。
11000008	ポイズン_アンプルパペット	味方に力を与えるアンプルのパペット。
11000009	ボウタイ_ベルボーイパペット	シルクハットとボウタイ姿のベルボーイのパペット。
11000010	ノイズ_ワンパペット	やはり音量調整ができないノイズワンのパペット。
11000011	DJ_ヘルツパペット	クラシック好きなヘルツのパペット。
11000012	悪夢_マンティパペット	マンティの悪夢のような姿を模したパペット。
11000013	マッドバニー_アームズパペット	モンスターマッドバニーを模したパペット。
11000014	スニーカー_ファイターパペット	ファイターの鉄拳に似たパペット。
11000015	びっくり_ミミックパペット	最も貴重なものを守ってくれるお宝BOXパペット。
11000016	熱血の_ボクサーパペット	盗まれた宝物で作成されたボクサーのパペット。
11000017	ガヤガヤ_モフモフパペット	猫の毛を一つ一つ植えつけた毛玉のパペット。
11000018	青い_ウォッチャーパペット	雪の冷気で作られたウォッチャーのパペット。
11000019	赤い_ウォッチャーパペット	無間の業火で作られたウォッチャーのパペット。
11000020	緑の_ウォッチャーパペット	呪いを受けた沼から作られたウォッチャーのパペット。
11000021	光の_ウォッチャーパペット	悪魔の瞳で作られたウォッチャーのパペット。
11000022	闇の_ウォッチャーパペット	魔女の布で作ったウォッチャーのパペット。
11000023	リベンジガール_ブルーパペット	復讐者の悲しみが込められた青い色のパペット。
11000024	リベンジガール_レッドパペット	復讐者の怒りが込められた赤い色のパペット。
11000025	リベンジガール_グリーンパペット	復讐者の恨みが込められた緑色のパペット。
11000026	リベンジガール_ライトパペット	復讐者の罰が込められた金色のパペット。
11000027	リベンジガール_パープルパペット	復讐者の呪いが込められた紫色のパペット。
11000028	水羽_チャロンパペット	嵐の夢から生まれたチャロンのパペット。
11000029	赤羽_ファロンパペット	燃えるマッチの夢から生まれたファロンのパペット。
11000030	緑羽_チョロンパペット	森の夢から生まれたチョロンのパペット。
11000031	光羽_バロンパペット	月光の夢から生まれたバロンのパペット。
11000032	黒羽_ダロンパペット	黒い夜の夢から生まれたダロンのパペット。
11000033	氷王_蒼龍パペット	王の聖水に浸した蒼龍のパペット。
11000034	良い子_ギフトパッケージパペット	良い子だけ食べちゃうギフトパッケージのパペット。
11000035	_モナパペット	怠惰な悪魔の調教師モナを模したパペット。
11000036	_リザパペット	超S級敏腕サキュバスリザを模したパペット。
11000037	_ダビパペット	かわいいダビはパペットまでかわいい！
11000038	虚勢の_デメテルパペット	看護師デメテルを模した病院ごっこ用のパペット。
11000039	奉仕する_ディーノパペット	間違って作ったディーノのパペット。
11000040	番犬_クーシーパペット	番犬クーシーの闘志が感じられるパペット。
11000041	激情の_エリスパペット	無慈悲なエリスを模したパペット。
11000042	目覚めた_キンティアパペット	ヒーローキンティアを模したパペット。
11000043	純真な_フレイヤパペット	語尾にニャ~が付くフレイヤのパペット。
11000044	にぎやかな_アレクトパペット	究極のメイド、アレクトを模した完ぺきなパペット。
11000045	静かな_ダイアナパペット	森の王ダイアナを模したパペット。
11000046	怠惰な_ムネモシネパペット	いつもムネモシネのお尻にしかれているクンの涙でつくったパペット。
11000047	意地悪な_カリプソパペット	デートのときプレゼントすると愛情が倍増するカリプソに似たパペット。
11000048	秩序の_シャマシュパペット	《正義の動物ウサギ》を模したシャマシュのパペット。
11000049	狂言の_ベリトパペット	軽薄な司祭を模したパペット。
11000050	守護の_レジェンドパペット	主君への忠誠心が込められたレジェンドのパペット。
11000051	犠牲の_ジャンヌパペット	悪魔に良い知らせを伝えると言われるジャンヌダルクのパペット。
11000052	修復の_プタハパペット	修復のプタハの大きなスパナで作られたパペット。
11000053	切断された_テミスパペット	シスター服のコスプレをしているテミスのパペット。
11000054	毒舌家_パリスパペット	毒舌家パリスが認めたパリスのパペット。
11000055	調味の_ゴガパペット	ゴガの真心が込められたパペット。
11000056	熱血_ヴェスタパペット	怖いもの知らずのヴェスタのパペット。
11000057	復讐の_メーデイアパペット	メーデイアのパペット。喋れない。
11000058	燦爛たる_アポロンパペット	ダンサーアポロンを模したパペット。
