// key	HECATE_BOOK_TITLE_SHELF_	HECATE_BOOK_TITLE_	HECATE_BOOK_TITLE_SUB_	HECATE_BOOK_DESC_
100125	Rebirth Lab Historia	Rebirth Lab Historia	Narrative Dungeon	The Unknown Past of the Demonic Alchemy Research Laboratory
100126	Lost Donut	Lost Donut	Narrative Dungeon	Who Stole the Donut?!
100127	BBCF Crossover	BBCF Crossover	Narrative Dungeon	A Slightly Less Azure Tale
100128	Midsummer Mystery	Midsummer Mystery	Narrative Dungeon	Scare away the summer heat with a bone-chilling experience!
100129	No Paradise	No Paradise	Narrative Dungeon	The curtain opens on the pair's dramatic getaway.
100130	Secret\Halloween	Secret Halloween	Narrative Dungeon	Everyone has a secret that must not be revealed.\I, too... have that kind of secret.
100131	Second Chance	Second Chance	Narrative Dungeon	No second chance! I won't hesitate any more!
100132	All You Need\is Love	All You Need is Love	Narrative Dungeon	A commotion when they finally make it to the ski resort?
100134	Blind for LOVE	Blind for LOVE	Narrative Dungeon	Candy from Master? I want some, too!
100135	Phantom\vs\Exorcists	Phantom vs Exorcists	Narrative Dungeon	Once night falls, I'll come to steal your heart.
100136	The Awakening of Chang'e	The Awakening of Chang'e	Scenario Dungeon	A lonely young girl's new wish awakens a new power!
100137	Advent of a Diva!	Advent of a Diva!	Scenario Dungeon	Send peace with Channel Evil!
100138	Venus Vacation	Venus Vacation	Scenario Dungeon	A festival of goddesses held on\the Venus Islands, a tropical paradise
100139	KEMONO FRIENDS 2	KEMONO FRIENDS 2	Scenario Dungeon	A story with new Friends is starting right now!
100140	Tamamo's Tale	Tamamo's Tale	Scenario Dungeon	The truth hidden in the tale of the nine-tailed fox.
100146	Mona	Mona	Awakening Scenario	Secretary to the demons, and leader of the Mortal Realm's succubi. Specializes in training hopeless demons.
100147	Lisa	Lisa	Awakening Scenario	A capable succubus with SS-class potential.\Disappears when she thinks the job is done.
100148	Davi	Davi	Awakening Scenario	"Davi's in the house!\I'll go to the ends of the Infernal Realm for Mona!"
100149	Cheoyong	Neighborly Cheoyong	Awakening Scenario	This lively girl from a foreign land is happiest\when she's single-mindedly running straight ahead.
100150	Mars	Zooming Mars	Awakening Scenario	A female warrior of justice and revenge.\"I'll crush evil to protect the weak."
100152	Phoenix	Hot Phoenix	Awakening Scenario	The berserker Phoenix, born from the ashes.\"I'm the only one who'll survive!"
100153	Frigga	Warrior Frigga	Awakening Scenario	A female warrior who took up a sword to defend herself.\"I'll defeat my enemies."
100154	Hector	Mercenary Hector	Awakening Scenario	A greedy mercenary who endlessly fights to earn money.
100155	Demeter	Bluffing Demeter	Awakening Scenario	A dominatrix created by a bored, idle nurse.
100156	Deino	Volunteer Deino	Awakening Scenario	"Okay, next. Now, just lie down and relax. I have zero training but tons of confidence!"
100157	Agamemnon	Hotblooded Agamemnon	Awakening Scenario	Uphold justice unflinchingly.\Stand and fight with me!
100158	Artemis	Moonless Artemis	Awakening Scenario	A serene Child created by a brilliant girl.\"Just stay still. This won't take long."
100159	Astraea	Starry Astraea	Awakening Scenario	Become the justice of the stars and shine your light upon this world!
100162	Cu Sith	Guard Dog Cu Sith	Awakening Scenario	A dog that guarded the ghost of its dead master.\Obeys Childs with the same scent as its former master.
100163	Korra	Little Korra	Awakening Scenario	"Can you hear\the voice of my friendship?"
100164	Eris	Frenzied Eris	Awakening Scenario	The source of her strength is her rage!\She dominates her foes with unquenchable wrath.
100165	Fortuna	Dangerous Fortuna	Awakening Scenario	Life is a series of choices, but in the end,\everyone's fate is decided by a roll of the dice.
100167	Mayahuel	Lazy Mayahuel	Awakening Scenario	A self-proclaimed lazy,\super-genius, pretty-boy, game freak.
100168	Eos	Delightful Eos	Awakening Scenario	A frank, destructive girl who acts with wild abandon.\She avoids dealing with others by keeping mostly silent.
100169	Cynthia	Awakened Cynthia	Awakening Scenario	"No, this isn't some caped crusader costume.\It's a demon!"
100170	Leda	Successful Leda	Awakening Scenario	"I'm beautiful, don't you think?\Tell me you're mine--my prisoner, that is."
100171	Selene	Night Selene	Awakening Scenario	This Child became the moon to defeat the night.\"If the dark's full of terrors, I'll light it myself."
100172	Detective Girl	Roaming Detective Girl	Awakening Scenario	The Detective Girl who appeared amid the chaotic Archfiend Contest. "In the name of my grandma!"
100173	Freyja	Innocent Freyja	Awakening Scenario	"Meow, er...I mean, I'll always be watching over you."
100174	Alecto	Lively Alecto	Awakening Scenario	"To be the consummate maid, that's my raison d'etre. Cooking and cleaning! I'll do it all...perfectly!"
100175	Diana	Tranquil Diana	Awakening Scenario	"You can't trust anyone,\only yourself."
100176	Mnemosyne	Lazy Mnemosyne	Awakening Scenario	Mistakenly summoned by a lesser demon,\this Child thinks she's a great sorceress from another world.
100177	Persephone	Dawn Persephone	Awakening Scenario	A negotiation specialist who travels between the Infernal Realm and Mortal Realm. "Trust is everything."
100178	Hermes	Squandering Hermes	Awakening Scenario	An anti-social girl with herculean strength.\Her dream is to become the world's number one collector.
100179	Judas	Judas	Awakening Scenario	Judas, emperor of Darktown. There is nothing more powerful than pure, unadulterated desire.
100181	Morrigan	Furious Morrigan	Awakening Scenario	"I don't need some man to love me.\I'm fine on my own."
100182	Shamash	Lawful Shamash	Awakening Scenario	"We must right the wrongs of this warped world with strict laws!"
100183	Tiamat	Night Tiamat	Awakening Scenario	"How much longer will you lie to yourself?\Unleash your rage!"
100185	Hera	Conceited Hera	Awakening Scenario	"You're not a child anymore.\You can count on me in times of need."
100186	Pantheon	Aimless Pantheon	Awakening Scenario	"Here's a little poem: Like the floating clouds,\a wanderer cannot resist stormy winds."
100187	Aria	Singing Aria	Awakening Scenario	"Aim for the top of the pop star charts! The lessons never end for those who inspire and make dreams come true."
100188	Hestia	Smoldering Hestia	Awakening Scenario	"I want to burn bright like a blistering\hot blaze that no one can extinguish."
100189	Neamhain	Melancholy Neamhain	Awakening Scenario	An uncontrollable, hyper-negative girl.
100190	Maat	Lost Maat	Awakening Scenario	A doomed holy woman who wanders the land in search of God.
100191	Frej	Frej	Awakening Scenario	"Frej, elite demon of the Infernal Realm, is here!\The title of Archfiend is mine!"
100192	Berit	Dramatic Berit	Awakening Scenario	A shallow priest who spends all his time\in frivolous conversation instead of working.
100193	Metis	Hesitant Metis	Awakening Scenario	"I can read your mind.\You can't hide anything from me."
100194	Legend	Guardian Legend	Awakening Scenario	The Night Legend, the shadow that protects her master.\Her real name is Ninja, but that's a secret.
100196	Jeanne d'Arc	Martyr Jeanne d'Arc	Awakening Scenario	"Be gone, foul demons!\I will turn the enemies of God into the dust whence they came!"
100197	Lan Fei	Lan Fei	Awakening Scenario	Mysterious female master of the Night World who melts into the shadows.
100198	Nirrti	Exorcist Nirrti	Awakening Scenario	"Blood and slaughter are what you seek.\Yours is an insatiable appetite for destruction."
100199	Tisiphone	Counterattack Tisiphone	Awakening Scenario	"Men are always thinking evil thoughts.\You think you're different? Shall we put it do the test?"
100200	Siren	Underground Siren	Awakening Scenario	"I wrote a new song! Check it out!\One day amid the ocean, I met a siren ♪"
100201	Europa	Fragrant Europa	Awakening Scenario	A lone blossom of desire blooms in the Infernal Realm.
100202	Freesia	Timid Freesia	Awakening Scenario	"If this letter...ever reaches...you..."
100203	Medusa	Reigning Medusa	Awakening Scenario	Remember my name...\It is the name of the one who will rule over you.
100204	Erato	Blooming Erato	Awakening Scenario	"How do you like my fabulous rose scent?\Oh, it seems you've already fallen for me."
100205	Aten	Self-Righteous Aten	Awakening Scenario	Machiavellian Aten,\the black sun that appeared in the concrete jungle.
100206	Thanatos	Unknown Thanatos	Awakening Scenario	"Where's my final resting place?\Anyone care to join me in the hereafter?"
100207	Ambrosia	Challenger Ambrosia	Awakening Scenario	"Hey, would you try some of my cooking?\I used sugar instead of salt, so it's really delicious."
100208	Ptah	Restorative Ptah	Awakening Scenario	"Nuts, bolts, and a monkey wrench!\That's what you need most in this world!"
100211	Fenrir	Explorer Fenrir	Awakening Scenario	This tongue-tied warrior\will never stop protecting you.
100212	Navi	Self-Deprecating Navi	Awakening Scenario	I have nothing...\Navi, the empty Child who's lost the will to live.
100213	Quirinus	Cheerful Quirinus	Awakening Scenario	"Fight!\I'll always cheer you on!"
100218	Calchas	Artisanal Calchas	Awakening Scenario	"I had a feeling we'd meet like this.\Of course, I could be imagining things."
100219	Neith	Battlefield Neith	Awakening Scenario	This Child is a juvenile delinquent who showed up\with a modified rocket launcher in hand.
100221	Goga	Seasoned Goga	Awakening Scenario	This innocent and cheerful girl will cook and eat anything, but she has a terrible sense of taste.
100225	Vulcan	Resurgent Vulcan	Awakening Scenario	An insolent young master\with dreams of world domination.
100226	Myra	Guardian Myra	Awakening Scenario	A loyal soldier. What her master wants is what she wants.
100230	Vesta	Hotblooded Vesta	Awakening Scenario	"I'll stay the course.\I'll burn away fear and anything else that gets in my way!"
100232	Melpomene	Bored Melpomene	Awakening Scenario	This Child came armed with an electric guitar.\"Rock 'n' roll, baby!"
100234	Syrinx	Naive Syrinx	Awakening Scenario	"Now, look at me and smile gently.\I'll always be on your side."
100235	Medeia	Vengeful Medeia	Awakening Scenario	Dolls are just so cute, don't you think?\Won't you become one of my dolls, too?
100236	Apollo	Glittering Apollo	Awakening Scenario	"In flower language, sunflowers mean 'adoration.'"
100238	Flins	Persistent Flins	Awakening Scenario	I'm the only one who can protect Ziva!
100239	Elias	Truth-Seeker Elias	Awakening Scenario	An alchemist who wanders alone ever seeking the truth.
100241	Sonnet	Sorrowful Sonnet	Awakening Scenario	A lone ghostly cellist who\performs requiems in town.
100243	Yaga	Loyal Yaga	Awakening Scenario	A dark believer who performs\miracles with demonic power.
100244	Flora	Meadow Flora	Awakening Scenario	"Flowers make people happy. If the world were full of flowers, there would be no more strife."
100245	Muse	Night Muse	Awakening Scenario	Muse, the lone musician who cuts through the darkness of night to sing about the human condition.
100247	Baphomet	Creative Baphomet	Awakening Scenario	"Make something cute but terrifying, and dark but bright!\A design? That's your department!"
100248	Eve	Forbidden Eve	Awakening Scenario	She won't ever stop. There's no going back now that Eve has fallen to Earth to wander for eternity.
100250	Salmacis	Your Salmacis	Awakening Scenario	The eternal lovely heroine who\dreams of her prince charming.
100251	Bastet	Wild Bastet	Awakening Scenario	A feline goddess who carries a concealed dagger\and is ever in the shadow of her enemies.
100254	Genius	Strategic Genius	Awakening Scenario	This moody but gifted composer\never tires of writing new music.
100256	Midas	Composed Midas	Awakening Scenario	"Keep on the straight and narrow? No thanks!\Enjoying the moment is all that matters."
100257	Titania	Armageddon Titania	Awakening Scenario	"I want everyone to see the glittering fairy I've become.\I want to burn it into your minds."
100259	Valkyrie	Warrior Valkyrie	Awakening Scenario	A Child born of a young girl's tenacity. "You need purpose, not strength to protect what's important."
100262	Pomona	Floral Pomona	Awakening Scenario	"I won't ever change.\And I want you to stay just the way you are."
100264	Amor	Monolouging Amor	Awakening Scenario	This archer continues to loose arrows\for the sake of lonely people everywhere.
100265	Hypnos	Night Maiden Hypnos	Awakening Scenario	This dreaming night princess\is trapped in a world of illusions.
100267	Baal	Frenzied Baal	Awakening Scenario	"Justice? Dreams? Courage?!\I hate all that kind of stuff! Ha-ha-ha!"
100268	Inanna	Harlequin Inanna	Awakening Scenario	"It's so boring being a well-behaved Child!\I'm gonna become an arch-villain known around the world!"
100269	Rusalka	Indecisive Rusalka	Awakening Scenario	This Child sings wholeheartedly\about her secret love.
100271	Epona	Adventurer Epona	Awakening Scenario	An adventurer on a quest to find unknown worlds.\Her trailblazing spirit will even take her to the Infernal Realm.
100272	Thoth	Stern Thoth	Awakening Scenario	"There is no erasing sins no matter what you say.\If that's true, then apologies are worthless."
100273	Echo	Singing Echo	Awakening Scenario	A singer who dreams of becoming a star.\Her singing voice is her weapon to dominate the stage.
100274	Elizabeth	Autocratic Elizabeth	Awakening Scenario	This lady seems to be hiding secrets only she knows.\No one even knows when she was born.
100275	Naias	Dreaming Naias	Awakening Scenario	"Handsome prince, the swimsuit babe is over here.\Let's swim together!"
100276	Semele	Daybreak Semele	Awakening Scenario	Becoming Archfiend, huh? What an insignificant goal! \Everything will go the way He wants.
100280	Ishtar	Bound Ishtar	Awakening Scenario	This Child wears a straightjacket of her own free will.\Perhaps her true nature will be revealed one day.
100283	Chang'e	Sunny Chang'e	Awakening Scenario	The spring of humans is long gone.\It's now just the spring of demons.
100285	Euros	Happy Euros	Awakening Scenario	"I lost my memory, but my heart remains.\Would you try some of my chocolates?"
100288	Yuna	Shining Yuna	Awakening Scenario	"I will be your guiding light."
100289	Daoine Sidhe	Small Daoine Sidhe	Awakening Scenario	"I'm a cute, fluffy Child ♪\Let's play!"
100290	A.I	A.I	Awakening Scenario	"Morning! It's your midnight partner, A.I bringing you live combat action once more on Channel Evil!"
100291	Red Cross	Guardian Red Cross	Awakening Scenario	A righteous Child who has taken up arms\to protect the weak in the spirit of chivalry.
100292	Eshu	Eye Catching Eshu	Awakening Scenario	"Now, place your bets!\The game that never ends is about to begin.\The first to give up loses!"
100294	Morgana	Mirage Morgana	Awakening Scenario	A mystical Child who gently approaches\and then disappears like a mirage.
100296	Mammon	Ambitious Mammon	Awakening Scenario	An arrogant king born of a pactmaker's greed.\This Child was born to be worshipped.
100298	Dana	Preacher Dana	Awakening Scenario	A Child who became a goddess to bask in glory.
100299	Elysion	Wandering Elysion	Awakening Scenario	A navigator who roams aimlessly about,\searching for a personal paradise no one else knows about.
100301	Erebus	Controller Erebus	Awakening Scenario	If you want someone to be yours,\the best way to do that is to make them kneel.
100302	Thetis	Grieving Thetis	Awakening Scenario	Mired in a sea of grief, the Goddess of Sorrow...
100303	Atalanta	Charging Atalanta	Awakening Scenario	A hardboiled girl with herculean strength.\"I'll resolve this situation with my giant hammer!"
100304	Kratos	Bound Kratos	Awakening Scenario	"You just broke the rules, didn't you?!\I've got a gift for bad boys like you. Handcuffs ♪"
100305	Isis	Mimic Isis	Awakening Scenario	A girl of a thousand faces.\"I'll play whatever part you want me to."
100306	Sekhmet	Destructive Sekhmet	Awakening Scenario	"We don't need words!\Let's let our fists do the talking!"
100308	Virupa	Exorcist Virupa	Awakening Scenario	When the saint's light of wisdom shines upon ignorance,\the treasured sword will glimmer in the land of the third age.
100309	Ashtoreth	White Ashtoreth	Awakening Scenario	A malevolent Child with a black heart hiding beneath her pure-white garb.
100310	Cybele	Little Princess Cybele	Awakening Scenario	"Find me once you've been freed from all your restraints.\An eternal paradise awaits you."
100311	Idun	Floral Idun	Awakening Scenario	"Think you can defeat me in a contest of beauty?"
100313	Zelos	Silent Zelos	Awakening Scenario	The dark silhouette of a Child jealously sneering\is on the other side of the glinting blade.
100314	Aurora	Western Aurora	Awakening Scenario	The owner of a heart like the light of dawn\who modestly protects the one she loves.
100315	Seshat	Running Seshat	Awakening Scenario	"The truth is like an incomplete puzzle.\Now, let's put the pieces together."
100316	Victorix	Mirror Victorix	Awakening Scenario	"Let's roll the dice and tempt fate!\You'll never know what might happen unless you try!"
100317	Harmonia	Guardian Harmonia	Awakening Scenario	I won't tolerate abuse of the weak.\Even if it's happening to a demon.
100319	Merlin	Otherworldly Merlin	Awakening Scenario	The magician Merlin has appeared in the real world\after being summoned by a bored demon!
100322	Firo	Hot Firo	Awakening Scenario	"Making its fabulous debut: my body!\Check out my supple muscles and blazing heart!"
100323	Hecate	Dreaming Hecate	Awakening Scenario	Your starry-eyed,\slightly moody lover.
100324	Tartarus	Abyssal Tartarus	Awakening Scenario	The lord who slumbers in the abyss returns!
100328	Jupiter	Experimental Jupiter	Awakening Scenario	"There is but one crown.\How about we see who is worthy of it, you or me?"
100330	Werewolf	Moonlight Werewolf	Awakening Scenario	On the night of the full moon, a prank-loving wolf awakens.
100333	Ymir	Ice Blade Ymir	Awakening Scenario	A level-headed Child who wishes for nothing.
100334	Atropos	Zooming Atropos	Awakening Scenario	It's the hot-blooded badminton player Atropos.\"Run without looking back!"
100335	Jana	Full Moon Jana	Awakening Scenario	"My name is Jana.\I'm the black butterfly who slew the god of pestilence."
100336	El Dorado	Hypnotic El Dorado	Awakening Scenario	"I'll share my treasure with you if you'd like.\I couldn't care less whether poverty suits you."
100337	Air	River's Flow Air	Awakening Scenario	I know I'll get there if I keep wandering like a flowing river.\Where "there" is, I'm not quite sure...
100338	Rudolph	Uninvited Rudolph	Awakening Scenario	"You're quite the greedy one.\I've got no gifts for you."
100340	Mafdet	Righteous Mafdet	Awakening Scenario	"Spent bullets never return.\Keep pushing forward along the path you believe!"
100341	Vivian	Involved Vivian	Awakening Scenario	What say you to a bit of tea in the sunshine?\I'll take your words to heart.
100342	Brownie	Info Broker Brownie	Awakening Scenario	The cutest and most powerful info dealer in history.\"I deal in all manner of information!"
100343	Skuld	Cursed Skuld	Awakening Scenario	"I am Skuld, and I hold the world's fate in my hands.\I hold the secret to the universe's destruction."
100344	Rhea Silvia	Tempting Angel Rhea Silvia	Awakening Scenario	Mr. Demon...\Please make me a great matriarch.
100345	Daphne	Fantasy Daphne	Awakening Scenario	"You mustn't give up.\Our utopia might disappear if you do!"
100346	Arges	Lightning Arges	Awakening Scenario	"Ooh, I made a mistake!\Will you ever be able to forgive me, master?"
100347	Hercules	Militant Hercules	Awakening Scenario	Hercules, the indomitable challenge that no one can stop.\"Prove that you exist through your own power!"
100348	Danu	Explosive Danu	Awakening Scenario	The egotistic hero Danu. "I'll be the one who decides whether you're a good guy or a bad guy."
100350	Typhon	Night Festival Typhon	Awakening Scenario	Trick or treat!\Ah, are you not spooked?
100351	Medb	Harmony Medb	Awakening Scenario	"Trick or treat!\All the good little demons are up to no good!"
100352	Dianus	Nocturnal Dianus	Awakening Scenario	Look closely!\It'll be exhilarating how I blow you away!
100355	Ailill	Magician Ailill	Awakening Scenario	Trick or treat!\I've got a fun story. Wanna hear it?
100359	Krampus	Deceptive Krampus	Awakening Scenario	"I see you're all alone!\Well, the adorable Christmas fairy is here ♪"
100360	Myrina	Glorious Myrina	Awakening Scenario	"A queen's dignity stems not from her crown.\Could you even bear the crown's weight?"
100364	Arhat	Exorcist_Arhat	Awakening Scenario	Sinners, the bad karma you created\will come back to haunt you one day.
100365	Nicole	Holy Nicole	Awakening Scenario	You better not cry. I'm telling you why:\Santa Claus hates it when you're annoying.
100366	Pixie	Imaginative Pixie	Awakening Scenario	The busiest red pixie\compared to the average fairy.
100369	Daphnis	Knight Daphnis	Awakening Scenario	Go forward!\I've got your back!
100372	Horus	Desert Horus	Awakening Scenario	Don't mind me!\I'm just chasing the girl of my dreams.
100373	Cleopatra	Transmigration Cleopatra	Awakening Scenario	You who swarm the spire of the dead!\Who dares awake the pharaoh's slumber!
100375	Pixie	Chaotic Pixie	Awakening Scenario	The moodiest black pixie\compared to the average fairy.
100376	Pixie	Light Pixie	Awakening Scenario	The loudest light pixie\compared to the average fairy.
100377	Pixie	Silent Pixie	Awakening Scenario	The kindest blue pixie\compared to the average fairy.
100378	Pixie	Sprout Pixie	Awakening Scenario	The most enjoyable green pixie\compared to the average fairy.
100379	Bast	Singing Bast	Awakening Scenario	Whether I live or die, it doesn't make much difference to me!
100380	Harpy	Fugitive Harpy	Awakening Scenario	Don't worry. Rules are meant to be broken!
100382	Leuce	Lowly Nymph Leuce	Awakening Scenario	"Long live the great Lord Mammon! Your wish is my command! ...As long as it's within my pay grade."
100383	Hel	Bespoke Hel	Awakening Scenario	I really hoped I would never see you again...\Oh well. Hello. I'm Bespoke Hel.
100384	Laufey	Bespoke Laufey	Awakening Scenario	Hello. I'm Laufey.\Please give Loki my regards.
100385	Tyche	Innocent Tyche	Awakening Scenario	I pray that you will find happiness.\But don't blame me if you don't.
100386	Thisbe	Runaway Thisbe	Awakening Scenario	I will search for paradise.\Where an everlasting light will shine only for me.
100388	Morgan	Maid Morgan	Awakening Scenario	"You're my new master?\I'm sorry I didn't come sooner."
100389	Natalis	Initiator Natalis	Awakening Scenario	"Vivid entertainment! Or at least, more thrilling than Channel Evil!"\Here comes Natalis, the New Evil Flower!
100390	Verdelet	Waiting Verdelet	Awakening Scenario	A pitiable butler who hasn't been able to find a master worth serving.
100391	Salome	Dancer Salome	Awakening Scenario	I'll show you the greatest dance.\A dancer who keeps reaching for the top.
100392	Durandal	Illusory Durandal	Awakening Scenario	I will be Sir Rufus's unyielding sword.
100393	Brigid	Glamorous Brigid	Awakening Scenario	Can you entertain me?\I'm not looking for love or trust. Not even friendship.
100394	Luin	Blind Faith Luin	Awakening Scenario	As you wish, Sir Rufus.
100395	Bathory	Lady Bathory	Awakening Scenario	From now on, you're my bride.\I vow to protect you.
100396	Unknown	Dreaming Unknown	Awakening Scenario	Silent night, holy night...\No Child nor demon is in sight...
100397	Hildr	Gunslinger Hildr	Awakening Scenario	Where are you going, little customer? There's no escape.
100400	Santa Claus	Memorable Santa Claus	Awakening Scenario	"Have you seen my reindeer?\Help me find them!"
100401	Pietas	Beloved Pietas	Awakening Scenario	You can trust me with anything!\I'll do whatever it is you need to get done.
100402	Jacheongbi	Indomitable Jacheongbi	Awakening Scenario	Warning! I'd run way if I were you...\This is Jacheongbi, the fighting heroine.
100405	Rita	Guiding Rita	Awakening Scenario	Children have a knack for\discovering secrets.
100407	Kubaba	Rider Kubaba	Awakening Scenario	Looks like we're going on a fun run today, ya brats!\The weather's sunny with a chance of hit and run!
100408	Bes	Spring Bes	Awakening Scenario	I'll help you become the Archfiend,\Mr. Demon.
100409	Khepri	Dark Luster Khepri	Awakening Scenario	Khepri,\the cruel god of death and hunter of demons.
100410	Tyrving	Cynical Tyrving	Awakening Scenario	"What point is there eating cake if it isn't sweet?"
100412	Methuselah	Alchemist Methuselah	Awakening Scenario	Tell me what you want to see.\I may just show it to you...
100413	Wodan	Alchemist Wodan	Awakening Scenario	Tell me what form you desire!\I'll grant your every wish, so long as it's in the realm of possibility.
100414	Babel	Hypocrite Babel	Awakening Scenario	These really are good times, no?\May today also be as peaceful.
100415	Bari	Praying Bari	Awakening Scenario	One cannot get something for nothing.\What will you give me to grant your wish?
100416	Willow Doryeong	Reincarnated Willow Doryeong	Awakening Scenario	Death is inevitable.\But life is full of possibilities.
100418	Luna	Crescent Luna	Awakening Scenario	Hello! I'm Luna, the moonlight that shines upon you.\I so longed for this day. ♬
100421	Mona	Newbie Mona	Awakening Scenario	Beginner's luck is a real force to contend with!\I may be new, but I'm ready to put up a fight!
100422	Davi	Racer Davi	Awakening Scenario	Walk to the ends of the Infernal Realm!\Run to Mona's arms!
100423	Ganesha	Maverick Ganesha	Awakening Scenario	Yahoo! Wahaha! I'm feeling GREAT!\Gold, fame, whatever makes me look good, I love it!
100424	Deborah	Exorcist Deborah	Awakening Scenario	Those who have ears, listen!\Ah, you know you demons have no rights, right?
100425	Hathor	Peerless Power Hathor	Awakening Scenario	The exorcist who boasts the greatest power from among the twelve apostles.
