// key	DUNGEON_NAME_	DUNGEON_SECOND_NAME_	DUNGEON_LOCATION_DESC_
210001	第1關	消失的伙伴	
210002	第2關	消失的伙伴	
210003	第3關	消失的伙伴	
210004	第4關	消失的伙伴	
2101	2-2	朝霧特蕾莎	神吶，請賜下憐憫吧。
210101	第1關	模糊不清的夢	
210102	第2關	模糊不清的夢	
210103	第3關	模糊不清的夢	
210104	第4關	模糊不清的夢	
2102	2-3	未知者	作夢Child的搖籃靜止不動。
210201	第1關	作夢的活死人	
210202	第2關	作夢的活死人	
210203	第3關	作夢的活死人	
210204	第4關	作夢的活死人	
2103	2-4	神父巴比拉	詭計多端的惡魔從沉睡中覺醒。
210301	第1關	設計師	
210302	第2關	設計師	
210303	第3關	設計師	
210304	第4關	設計師	
2110	2-1	女校的暗影	走進暗影的女孩身在何處？
211001	第1關	困難-消失的伙伴	
211002	第2關	困難-消失的伙伴	
211003	第3關	困難-消失的伙伴	
211004	第4關	困難-消失的伙伴	
2111	2-2	朝霧特蕾莎	神吶，請賜下憐憫吧。
211101	第1關	困難-模糊不清的夢	
211102	第2關	困難-模糊不清的夢	
211103	第3關	困難-模糊不清的夢	
211104	第4關	困難-模糊不清的夢	
2112	2-3	未知者	作夢Child的搖籃靜止不動。
211201	第1關	困難-作夢的活死人	
211202	第2關	困難-作夢的活死人	
211203	第3關	困難-作夢的活死人	
211204	第4關	困難-作夢的活死人	
2113	2-4	神父巴比拉	詭計多端的惡魔從沉睡中覺醒。
211301	第1關	困難-設計師	
211302	第2關	困難-設計師	
211303	第3關	困難-設計師	
211304	第4關	困難-設計師	
2200	3-1	巴貝爾	今天真不錯。又是有著好天氣的一天。
220001	第1關	魂之終點	
220002	第2關	魂之終點	
220003	第3關	魂之終點	
220004	第4關	魂之終點	
2201	3-2	巴托里 II	不知不覺間，我在深夜迷失到了戰場之中。
220101	第1關	望族的善良惡魔	
220102	第2關	望族的善良惡魔	
220103	第3關	望族的善良惡魔	
220104	第4關	望族的善良惡魔	
2202	3-3	空搖籃	在無神聖所聚集的不速之客。
220201	第1關	荒涼的教室	
220202	第2關	荒涼的教室	
220203	第3關	荒涼的教室	
220204	第4關	荒涼的教室	
2203	3-4	生物	由黑暗生出的無名怪物。
220301	第1關	來自黑暗的尖嘯	
220302	第2關	來自黑暗的尖嘯	
220303	第3關	來自黑暗的尖嘯	
220304	第4關	來自黑暗的尖嘯	
2210	3-1	巴貝爾	今天真不錯。又是有著好天氣的一天。
221001	第1關	魂之終點(困難)	
221002	第2關	魂之終點(困難)	
221003	第3關	魂之終點(困難)	
221004	第4關	魂之終點(困難)	
2211	3-2	巴托里 II	不知不覺間，我在深夜迷失到了戰場之中。
221101	第1關	望族的善良惡魔(困難)	
221102	第2關	望族的善良惡魔(困難)	
221103	第3關	望族的善良惡魔(困難)	
221104	第4關	望族的善良惡魔(困難)	
2212	3-3	空搖籃	在無神聖所聚集的不速之客。
221201	第1關	荒涼的教室(困難)	
221202	第2關	荒涼的教室(困難)	
221203	第3關	荒涼的教室(困難)	
221204	第4關	荒涼的教室(困難)	
2213	3-4	生物	由黑暗生出的無名怪物。
221301	第1關	來自黑暗的尖嘯(困難)	
221302	第2關	來自黑暗的尖嘯(困難)	
221303	第3關	來自黑暗的尖嘯(困難)	
221304	第4關	來自黑暗的尖嘯(困難)	
2300	4-1	復仇的庫巴巴	終為聖地
230001	第1關	黑檀搖籃	
230002	第2關	黑檀搖籃	
230003	第3關	黑檀搖籃	
230004	第4關	黑檀搖籃	
2301	4-2	老將的謀略	立於迷霧聖地陰影之中的不敗老將。
230101	第1關	惡魔的流言	
230102	第2關	惡魔的流言	
230103	第3關	惡魔的流言	
230104	第4關	惡魔的流言	
2302	4-3	惡魔的慾望	惡意之炎永不熄滅。
230201	第1關	渾沌之夢	
230202	第2關	渾沌之夢	
230203	第3關	渾沌之夢	
230204	第4關	渾沌之夢	
2303	4-4	Last Holy Day	妳是我的花朵。我們是同伴。
230301	第1關	無盡的靈魂誓約	
230302	第2關	無盡的靈魂誓約	
230303	第3關	無盡的靈魂誓約	
230304	第4關	無盡的靈魂誓約	
2310	4-1	復仇的庫巴巴	終為聖地
231001	第1關	黑檀搖籃(困難)	
231002	第2關	黑檀搖籃(困難)	
231003	第3關	黑檀搖籃(困難)	
231004	第4關	黑檀搖籃(困難)	
2311	4-2	老將的謀略	立於迷霧聖地陰影之中的不敗老將。
231101	第1關	惡魔的流言(困難)	
231102	第2關	惡魔的流言(困難)	
231103	第3關	惡魔的流言(困難)	
231104	第4關	惡魔的流言(困難)	
2312	4-3	惡魔的慾望	惡意之炎永不熄滅。
231201	第1關	渾沌之夢(困難)	
231202	第2關	渾沌之夢(困難)	
231203	第3關	渾沌之夢(困難)	
231204	第4關	渾沌之夢(困難)	
2313	4-4	Last Holy Day	妳是我的花朵。我們是同伴。
231301	第1關	無盡的靈魂誓約(困難)	
231302	第2關	無盡的靈魂誓約(困難)	
231303	第3關	無盡的靈魂誓約(困難)	
231304	第4關	無盡的靈魂誓約(困難)	
2400	Ⅰ.	黑暗中的孤獨	留在魔界的憎恨。
240001	第1關	雙面妲比I	
240002	第2關	蟄伏之影	
2401	Ⅱ.	愛恨交織妲比	與反面自我的相遇。
240101	第3關	雙面妲比II	
240102	第4關	另一個妲比	
2402	Ⅲ.	黑太子的詭計	可以聽到廢棄工廠一隅的竊笑。
240201	第5關	雙面妲比III	
240202	第6關	搖籃	
2403	Ⅳ.	慟哭的漆黑	被解放的絕望。
240301	第7關	歸來之繭	
240302	第8關	覺醒的妲比	
2410	Ⅰ.	黑暗中的孤獨	留在魔界的憎恨。
241001	第1關	雙面妲比I(困難)	
241002	第2關	蟄伏之影(困難)	
2411	Ⅱ.	愛恨交織妲比	與反面自我的相遇。
241101	第3關	雙面妲比II(困難)	
241102	第4關	另一個妲比(困難)	
2412	Ⅲ.	黑太子的詭計	可以聽到廢棄工廠一隅的竊笑。
241201	第5關	雙面妲比III(困難)	
241202	第6關	搖籃(困難)	
2413	Ⅳ.	慟哭的漆黑	被解放的絕望。
241301	第7關	歸來之繭(困難)	
241302	第8關	覺醒的妲比(困難)	
2500	Ⅰ.	自傲射手	成為使魔並在尋找自己同門老友的惡魔。
250001	第1關	盧茵的特訓 I	
250002	第2關	道場挑戰	
2501	Ⅱ.	護主的長槍	成為魔王候補生使魔，使用長槍的惡魔。
250101	第3關	盧茵的特訓 II	
250102	第4關	魔弓射手	
2502	Ⅲ.	勇猛剛建的剛劍士	一擊必殺的老練劍士。
250201	第5關	盧茵的特訓 III	
250202	第6關	妲比的消失	
2503	Ⅳ.	忠勇無雙的槍騎士	主人的名譽就是槍騎士的名譽。
250301	第7關	盧茵的特訓 IV	
250302	第8關	賭上自尊	
2510	Ⅰ.	自傲射手	成為使魔並在尋找自己同門老友的惡魔。
251001	第1關	盧茵的特訓 I(困難)	
251002	第2關	道場挑戰(困難)	
2511	Ⅱ.	護主的長槍	成為魔王候補生使魔，使用長槍的惡魔。
251101	第3關	盧茵的特訓 II(困難)	
251102	第4關	魔弓射手(困難)	
2512	Ⅲ.	勇猛剛建的剛劍士	一擊必殺的老練劍士。
251201	第5關	盧茵的特訓 III(困難)	
251202	第6關	妲比的消失(困難)	
2513	Ⅳ.	忠勇無雙的槍騎士	主人的名譽就是槍騎士的名譽。
251301	第7關	盧茵的特訓 IV(困難)	
251302	第8關	賭上自尊(困難)	
3000	Ⅰ.	迷失的夢魔	夏娃的助手在人界徘徊尋找自己的主人。
300001	第1關	主吶，請憐憫我們吧I	
300002	第2關	迷途羔羊	
3001	Ⅱ.	憤怒的蔚藍少女	以為是完美的惡魔，結果是個路癡和機械白癡。
300101	第3關	主吶，請憐憫我們吧II	
300102	第4關	叛逆者	
3002	Ⅲ.	驅魔師協會中	願主的慈悲及冥界的智慧保佑所有驅魔師。
300201	第5關	主吶，請憐憫我們吧III	
300202	第6關	和平與你同在	
3003	Ⅳ.	墮落的驅魔師	免我們的債，如同我們免了人的債。
300301	第7關	主吶，請憐憫我們吧IV	
300302	第8關	毋殺人	
3010	Ⅰ.	迷失的夢魔	夏娃的助手在人界徘徊尋找自己的主人。
301001	第1關	主吶，請憐憫我們吧I(困難)	
301002	第2關	迷途羔羊(困難)	
3011	Ⅱ.	憤怒的蔚藍少女	以為是完美的惡魔，結果是個路癡和機械白癡。
301101	第3關	主吶，請憐憫我們吧II(困難)	
301102	第4關	叛逆者(困難)	
