// key	CHARACTER_PROFILE_DESC_
c009_profile	「赫克托耳」是从伊利亚特的大英雄身上继承的名字，认为自己的实力高超而感到骄傲。\因为其契约者对妲比的单相思，他也对妲比展开了热烈的追求。他也是一位自私、自负之人，会为了达成目的不择手段。\他这种令人反感的个性，与渴望长大并让自己变强的契约者完全相反。
c010_interest	嗨，亲爱的♥
c010_like	叫我有点罪恶感？\别搞笑了！
c010_love	别担心，我的甜心。我会成为你一辈子的专属护士哦♥
c010_profile	「狄蜜特」的名字来源于掌握农业和法律的女神，因为这位女神拥有多面个性，与其契约者相似，因此得名。\虽然她看起来好战并直言不逊，但这只是她盲目信任其主人的一种表现。\实际上，她是一名仁慈的Child，乐于助人，不求回报。
c011_interest	就交给妲比吧！
c011_like	我就来帮助\矜矜业业的恶魔先生吧。
c011_love	交给我就没问题了！\大概……
c011_profile	「迪诺」的名字取自于格赖埃三姊妹的其中一人，准确地说，是运气不好总是把事情搞砸的那一位。\因为其契约者是在医疗实习中常犯大错的三人之一，所以被赋予与其相同的「迪诺」之名。\迪诺生来就笨手笨脚，并继承了其契约者的轻率和爱犯错的秉性。
c012_interest	还是先叫你队长吧。
c012_like	你打算在这儿坐多久？
c012_love	成为正义魔王！
c012_profile	他的契约者曾是位富有正义感的警察，但在财富与权力的诱惑下迷失了自己。阿伽门农生来具有被遗忘的道德感，他祈祷他的契约者能够恢复声望，所以用希腊传说中指挥官的名字命名。\他是个率真的狂热分子，为了正义可以不顾一切。尽管他无法对达奴开口，但他仍然认为，他们的契约者会组成一个很好的团队。
c013_interest	你到底有什么目的？
c013_like	奥德大人似乎信任你，\所以我也会相信你。
c013_love	看来一切都会很顺利。
c013_profile	阿耳忒弥斯的名字来自一位会对激怒她之人展开激烈报复的女神。\她从一位天才少女身上诞生的恶魔，因此吸引了许多想要与其缔结契约的人。而她最终选定的是最安静的恶魔奥德。\以免受恶魔打扰为前提，她与奥德缔结了契约。之后，她决定全力支援奥德缔的行动。
c014_interest	无论去哪儿，我都会陪着你的，主人。
c014_like	主人，即使你是恶魔，也能开创属于自己的道路。
c014_love	在你的统治下，魔界一定会是个非常有趣的地方。
c014_profile	一名为守护正义而生的Child。阿斯特莉亚，其名字来源于为将正义带到人界，而执意留在地球的女神。\尽管她的坚毅让她从不在道德上妥协，但却对弱者怀有无限的仁慈之心。
c015_interest	
c015_like	
c015_love	
c015_profile	
c017_interest	我要变强，\这样我就能保护主人了！
c017_like	我要变得更强，\这样我就能保护主人了！
c017_love	我要变得更强，\这样我就能保护主人了！
c017_profile	库西是一只没有主人、态度高傲的狗，它拒绝了一切的帮助，日复一日地过着流浪狗的生活。\直到有一天，它发现了一位形迹可疑的人时常出入一条巷子。它立刻察觉有异，对那个人露出了獠牙。\「那个人类闻起来很危险！他一定是在觊觎主人的灵魂！」
c018_interest	老朋友的朋友。
c018_like	我的新朋友。
c018_love	虽然老朋友已经不在了，但不要紧。
c018_profile	由于她和所谓魔界的异世界有所关联，因此被取名为「格蕾」，这是哈迪斯的皇后珀耳塞福涅的别名。\主人公实际上是她的契约者所见过的第二位恶魔，她见过的第一位恶魔成了她长大后所制作之人偶的参考原型。\对格蕾来说，她和契约者之间只有一条暧昧的界线，有时候认为她是好友，有时将她视为本体。\听说在独自一人的深夜里，她会和她的恶魔人偶交谈。但没有人能证实这个传言是否属实。
c019_interest	你只是众生中的一个普通人\，不值得我浪费时间。
c019_like	你需要特别指导吗？
c019_love	只要拚尽全力的话\就能成为魔王吗？
c019_profile	厄里斯的契约者是刚从大学毕业的新人教师，梦想着能够教导对学习有热忱的聪明学生。但她面对的却是一整班的问题学生，他们制造了一堆问题，使得她的评价跌落谷底。就在她处于最低潮的时候，正好遇见了主人公。\「厄里斯」之名来自于不和与争吵的女神，从其契约者的愤怒中诞生。基于其契约者悲惨的经验，她厌恶年幼的Child，而且十分易怒。\但其实非常喜欢跟他们相处。
c020_interest	你是胆小鬼吗？
c020_like	魔王争夺战\是一生一世的大赌注！
c020_love	真不错啊！\让我们享受这场冒险吧！
c020_profile	她是从对刺激有无比渴望，而且静不下来的乐天派契约者身上所诞生。她过度贪求刺激，把自己的人生全部交给命运，这种自我毁灭的性格，让她拥有了运气之神「福尔图娜」的名字。她的信念是「人生就是连续不断的冒险」，所以赌博是她的家常便饭。因为她那好强的个性，即使输了也要赌到赢才满意，相当令人头痛。\当她下决断时，一定会用「骰子占卜」，但其结果的含意只有本人知道，这个占卜的可信度还是一个大问号。
c022_interest	恶魔氏！来玩吧！
c022_like	你又要打工了？\呜哇，好可怜哦。
c022_love	快点做完吧，\然后来玩这款新游戏！
c022_profile	「想要尽情地玩！」不晓得是不是想逃避孤独感才说出这样的话……\他是从一心追求快乐的执念中诞生的Child。\他沉浸在电子游戏中的样子，就跟酒鬼沉迷在酒瓶堆中的样子如出一辙，这让他继承了丰酿和酒之女神「玛雅乌尔」的名字……虽然他是个男孩子。\作为一位喜欢埋没在自己小小世界中的阿宅，玛雅乌尔和其他Child的关系算不上好，但他会利用自己的女性外表来戏弄别人。\他还会用莫名其妙的语调称呼主人公为「恶魔氏」。
c026_interest	谢谢你给我自由……
c026_like	你又要让我一个人呆着？\感觉好寂寞啊……
c026_love	我想要被束缚一点点！\只是一点点！
c026_profile	厄俄斯是位有着美丽的玫瑰色肌肤的女神，听说早晨的露水就是她的泪水所化。她那梦幻般的身姿神似那位女神，因此，该Child被赋予此名。\厄俄斯契约者的人生完全受她父母的控制，所以她在跟其他人接触时会感到极度不安。\她衣服上的名牌据说会根据她的情绪而变化……
c027_interest	如果你是女的，我可能就跟你告白了。
c027_like	共享友谊吧！
c027_love	你以为我是男的吗？
c027_profile	辛西亚的名字来自于阿耳忒弥斯的别名，这位女神是闻名天下的月亮女神，也是骁勇善战的战士。\她是从一位思春少女所憧憬的具像中诞生的Child，以浮夸又充满喜剧色彩的说话方式表现出立志于当英雄的愿望。\她最尊敬的英雄是「化为蝙蝠形态的那个男人」\今天也要披上黑色斗篷飞梭于黑夜之中！
c028_interest	是仆人吗？
c028_like	你真是个好仆人，\还会带食物给我吃。
c028_love	跟你在一起还蛮开心的……
c028_profile	一位以勒达为名的Child，据说该女子极为美丽，连宙斯都被她无可抵挡的魅力所掳获。\勒达的个性高傲且总是轻视他人，这种性格即使在她成了Child也没有改变。但她是一位出奇的好听众，乐于帮助那些向她寻求建议之人。\因为她的契约者在订下契约之时处于饥饿的状态，她受此影响，非常贪吃，总是渴望获得更多的食物。
c029_interest	你很了解我的契约者……
c029_like	如果想成为魔王的话，\勇气是不可或缺的。
c029_love	主人，如果你成为魔王的话，\魔界一定会沐浴在光明之下吧！
c029_profile	由其契约者希望克服黑夜恐惧症的意志中诞生，这名Child的名字取自于以其光亮照亮夜晚的月亮女神。\塞勒涅和其契约者保持着良好的关系，她打从心底希望契约者可以克服她的黑夜恐惧症。\塞勒涅的姿态非常优美且典雅，而且信念十分坚定，无论面对多么艰难的情况，她依然保持着勇敢且坚毅的态度。\每次夜晚外出时，总是留意来找她麻烦的Child。
c030_interest	你跟着一起来\有什么意义吗？
c030_like	如果只是助手的话……
c030_love	如果你成为魔王的话……\我就会成为你的助手！
c030_profile	她的名字就叫做少女侦探。她为了证实自己的推理才与恶魔订下契约。因为她不是为了实现愿望而订下契约，所以她拒绝使用新的名字。\她的口头禅是「简直就像……一样！」，而这句话则是来自于她最近读的一本书。她会不知不觉地让和她交谈之人吐出自身罪状，就算他们是清白的也不例外。\不知为何，她也喜欢把「库西」的契约犬「小麦」称为「巴斯克维尔斯的地狱犬」……
c031_interest	喜欢你喵！
c031_like	想要让你知道 \我的心意喵。
c031_love	就算没有回报 \也无所谓喵！
c031_profile	因为她是为了爱而订下契约，因此给予了这名Child爱神「弗蕾亚」的名字。\而洗礼名则是莫娜代替身为猫的弗雷雅所起的。\因为猫咪发音的同化现象，使她在语尾会加上「～喵」之类的猫语。\当她觉得发音太困难时，她就会用猫语发音。\像是称呼魅魔的「莫娜」、「丽莎」、「妲比」时会改叫「莫喵」、「丽喵」、「喵比」。找不到她时，从别处收到的情报就会显示，她是去见她的契约喵了。
c032_interest	主人！
c032_like	主人！
c032_love	老爷！
c032_profile	阿莱克托的名字来自一位以具有坚定工作伦理而闻名的女神，而且说话带有古风，就和以往的无声电影一样。\她的梦想是成为世界上最伟大的女仆，但她总是频频失误，这使她逐渐丧失了自信。\但是，她仍努力振作，以坚定的意志继续面对挑战。\而她的烹饪、打扫和糟糕透顶的品味让她获得了悲惨三冠王的荣耀……
c033_interest	真是一名纯真……\又可怜的恶魔……
c033_like	你刚才的举动……\有点可爱呢……
c033_love	我决定要相信你。
c033_profile	因为其契约者的气质，这名Child的洗礼名就定为女神黛安娜了。\她也许看起来冷静又温和，但她其实冲动又自恋。\她在任何情况下都能保持镇定，而且内心对拥有直率又纯粹之心的人怀有尊敬。这也让她看不惯莫娜的轻浮。她还是个喜爱动物的人。
c034_interest	真亏你能把我\召唤过来啊！
c034_like	我会好好地观察你\值不值得我效力。
c034_love	好，好吧。\我就认同你吧！
c034_profile	以所有魔女的女神、研究魔法的女神「缪妮摩西妮」为名的Child。比起人类，缪妮摩西妮更喜欢Child。\「你也是从另一个世界来的吗？」就像这样随意地认定其他Child的出身；对她而言，妄想就是事实。\而她对自身的妄想就是她在另一个世界带领着一支魔法大军，而且她是在战场上获得胜利的瞬间被召唤到这个世界来的。其中部分原因归结于莫娜失败的记忆操作，但许多天真的Child对她毫不害羞的举动所说服，并完全相信她的说法。
c035_interest	你好。
c035_like	我一定会让这次\谈判成功的。
c035_love	你真的不会背叛我呢……
c035_profile	一个人要怎么见到落入地狱的家人呢？\那你就要见见珀耳塞福涅。这名Child以往返生者和亡者两个世界的女神珀耳塞福涅为名。\她给所有人的第一印象都是彬彬有礼。虽然有时会出现奇怪的行为，但是她的头脑十分聪明，也不会有人指责她时常出入魔界和人界。\她现在的目标是从地狱中救出自己的父亲。
c036_interest	你的品味很不错……
c036_like	哼！ \我根本不在乎！
c036_love	衣服给我吧……\我来帮你缝。
c036_profile	这名Child以商业之神赫耳墨斯为名。\她不负其名，喜欢追求潮流并取得稀有的物品。但她容易害羞，冷不丁就会爆粗口。\她随身所携带的巨大填充熊玩具实际上是一个收纳箱，她用它来存放各种奇异的物品。\她说「只是在等待这些东西增值」但实际上放进熊的东西就绝对不会再拿出来。
c037_interest	我欣赏你！\成为我的左右手吧！
c037_like	你认为自己有超越我的本事吗？
c037_love	试着取得魔王的宝座吧！
c037_profile	犹大是参加魔王争夺战的一位恶魔，他利用人们最基本的欲望，在人界的地下世界积蓄力量。\他给自己取名犹大。犹大是一位耶稣的门徒，因背叛耶稣而名声噪起。\因为感觉到年轻的主人有成为魔王的潜力，所以他打算将其纳为部下。
c038_interest	请只看着我一人！
c038_like	请别把心思放在那些无关紧要的Child身上。
c038_love	如果你当上了魔王，那我就会成为魔后吗？
c038_profile	卡吕普索是从契约者想要见前任的欲望中诞生的，因此借用了该女神之名（此女神曾经和奥德修斯做过七年的情人）。\因为她曾经失去过珍爱之人，所以她会在判定一名Child为情敌时，反应过激，对其宣战。
c039_interest	要我和你交往\不如让我去死吧！
c039_like	你为什么要对我做这种事呢？
c039_love	非你不可！\这就是我的真心！
c039_profile	「以吾名摩莉甘发誓，即使所爱之人没有回应我的爱，我也会对所爱之人忠心不二」\这是这名Child在获得洗礼名的那天所说的话。因为契约者总是被男性耍得团团转，所以从希望能独自一人平静生活的心情中诞生。虽然从结果上看，这个愿望成真了……但却造就了她无法让任何人倾心的糟糕个性。\「我不需要男人的青睐。我只需要一个独爱我之人！」摩莉甘的愿望究竟能不能实现呢……
c040_interest	你是要接受惩罚的恶魔……
c040_like	你也许是不错的恶魔……
c040_love	真不敢相信是恶魔教了我这件事……
c040_profile	从一位原则主义者身上诞生的Child，她完全继承了其契约者非黑即白的洞察力，这让她继承了正义之神沙玛什的名字。\对她而言，「慈悲」这个概念十分陌生，她会无情地惩罚任何违反其是非原则之人。\她个性十分极端，这也反映了她的契约者的心理创伤。
c041_interest	你这小家伙\看起来真不像是个恶魔呢。
c041_like	我有必要告诉你吗？
c041_love	告诉我你想要什么……
c041_profile	从地下组织的女性领袖所诞生的Child。她是根据邪恶女神迪亚马特而被命名的，而且她和同名的女神一样，有着喜欢破坏与混沌的倾向。\这也代表着，她在其他Child中不受欢迎，因为她也喜欢在他们之间埋下混乱与不和的种子。对她而言，一直在妨碍她做邪恶之事的「苛刻的托特」是个烦人的对象。\她的宠物蛇名为纳许，是唯一能让她敞开心扉的对象。
c043_interest	真是的！你做了什么啊？
c043_like	我是妹妹？
c043_love	如果这种关系\持续下去的话……
c043_profile	赫拉的个性坚强且具有领导者的气质。\这驱使着她总是挺身领导其他的Child。\因为她生长在一个不和睦的家庭，为了让她能感受到家庭的温暖，以守护家族的女神之名为她命名。\她聚集了许多Child，希望能与他们共同组成一个家族。\从她诞生以来，她的契约者所具备的豪爽气质似乎有变强的倾向。
c044_interest	放轻松吧。
c044_like	你真的想要成为魔王吗？
c044_love	也许有一种方法能让你成为魔王……
c044_profile	为了体现自己漫无目的的本性，他决定使用潘提翁这个名字，这是所有神明的统称……因为他也想不出自己真正想要的名字。\他是个对几乎任何事情都缺乏关心的温和悲观主义者，喜欢发笑。他说话的语气就像名门子弟般优雅。\由于受到他倒霉契约者记忆的影响，他有时候会做出一些超脱世俗的行为。\他宣称自己是一名局外人，不喜欢「危险的福尔图娜」。这名Child就像天上的云一样难以捉摸。
c045_interest	咦？你不知道偶像吗？\你是家里蹲吗？
c045_like	如果能让家里蹲也被我的魅力吸引，\那就代表我是真正的偶像！
c045_love	我一定要\让你成为我的粉丝！
c045_profile	亚里亚的契约者梦想着成为一位流行巨星，而且相信只要自己坚持不懈地努力，梦想终将成为现实……\然而其实事情并没有这么简单。在「演艺事业」中经过激烈的角逐，她最终来到了莫娜的咨询中心。她的Child很快就成为了世界头号流行巨星！\亚里亚的名字来源于「独唱曲」，因为她的契约者希望沐浴在聚光灯之下。
c047_interest	别碍了我的路！
c047_like	这下安心了……
c047_love	魔王争夺战时\一刻都别离开我！
c047_profile	此Child是根据赫斯提亚女神而命名的，渴望能变得像火焰一样，让所有人都与她保持距离，而且没有人敢小看她。\她极度傲慢而且不吝于展现这一面，但如果真诚地恳求她，她还是会出手协助的。\有时候会让人感觉她的态度只是装出来的……\她喜欢宠物和玩偶，因为宠物会对自己顺从，玩偶不会说话。
c048_interest	向弗雷大人报仇……\双重契约……嘻嘻。
c048_like	为什么总是……\唉，当我没说吧。
c048_love	魔王吗……\祝你好运。
c048_profile	因与传说中的魔女尼曼非常相似而得名，是个超级悲观主义者，并且有喜怒无常的倾向。\她的负面情绪常常严重到无法控制自己，无论想到什么都会一股脑地说出来。这也因此让她内心似乎没什么压力……\她极度负面的能量在她和弗雷订下契约之前，似乎就为她吸引来了各路恶魔和Child。
c049_interest	你是我永远的安息之地。
c049_like	相信恶魔的我，\真是个傻瓜……
c049_love	我还能相信你吗？
c049_profile	少女所渴求的是安宁。她通过向神虔诚地祷告来寻求安宁。\但在她怀抱着这个期望前往教堂的路上却遇到了恶魔。\由期许见到绝对神而诞生，这名Child选择以统治所有生物的神来命名，称为玛亚特。\她乐于在所到之处散播福音，即使她并不完全了解自己信仰的是哪一种神。\一不留神她就会前往教堂，作为一个恶魔这实在是一件让人很头痛的事情……
c050_interest	
c050_like	
c050_love	
c050_profile	
c051_interest	哼……吊车尾。
c051_like	动作快一点！\这个废物……
c051_love	没有我就没法好好战斗了吗？
c051_profile	弗雷，整个魔界中声名显赫的精英魔王候补生之一，又名「恶童」。名字取自诸神的贵公子「弗雷」。\他拥有和恶魔般配的傲慢性格，并且他根本不在乎他的态度会让他失去朋友或者树立敌人。\抵达人间不久，他经历了一场和童年好友的激战，力量被削弱后，他开始莽撞行动以求拿回自己的力量，最后被丽莎遗弃。\他在魔界与人界树敌不少，命运可悲。
c052_interest	愚蠢的家伙。
c052_like	不知道该说你是有趣的人，\还只是个白痴。
c052_love	随便试试看吧～！
c052_profile	这名Child刻意使用轻柔的声线，无论和谁对话，都像是在调情。\也许是他的心中还残存着他的契约者活在严苛社会环境下的记忆，他和固执的Child关系紧张。其实，他只是不善于表现得严肃一点。\他对自己的契约者并没有什么不满，但当他看到这个被痛苦的日子压迫到快窒息的人是自己的契约者时，他偶尔还是会感到恼火。\他是个乐天派，但他总是想用花言巧语来操纵他人，所以最好不要太相信他说的话。
c053_interest	你的心……不对，是头？\空空如也呢。
c053_like	可不能小看这个魅魔……
c053_love	对，这就是我的心……
c053_profile	在想要读懂他人心思的愿望中诞生，这名Child以身为雅典娜之母、智慧女神的「墨提斯」为名。\她的话语中充满了谜语和奥秘，和她对话时简直就像面对一个预言家。她有时会特地读取别人心思和揭露别人难堪的秘密，但她这么做显然有自己的原因。\因为对她来说，要知道别人心中的想法实在太容易了，她比较喜欢和直接、单纯的Child相处。
c054_interest	你是将我从绝望中救出的战友！
c054_like	我非常尊敬你！
c054_love	虽然亲口说出来很难为情，但我真的很感激你！
c054_profile	一名不愿意透露自己名字的Child表示，「一个真正的忍者是不会泄漏自己身份的！」\我们所能知道的只有，她决心要成为她主人「传说中的传说」的终极忍者。虽然周围的人都跟她说这很难达成，但她从未放弃。\她的第一个主人在和鲁弗斯的激战后就销声匿迹了。
c056_interest	我犹如迷途的羔羊……
c056_like	你和弗雷不同……？\像人类一样的恶魔。
c056_love	我的祷告会指引你前进。
c056_profile	作为一个名为「绝对者」之神的忠实信徒，这名Child以法国烈士圣女贞德为名。\有朝一日，她会发现自己其实是在为恶魔工作，但那一天尚未到来。\此时，这个误会使她能够以其他恶魔难以置信的神圣热情去战斗。\这名「绝对者」深受贞德契约者的信任，却似乎没有人听过他的名号……
c057_interest	你真可爱。
c057_like	工作真是辛苦呢……
c057_love	……嘻嘻。
c057_profile	当地居民称其为「黑星」，以展现她在天堂街如不朽之光的存在，蓝菲的名字也有「雾」的意思。\身为暗黑镇无庸置疑的女王，她在铲除累赘时冷血无情，必要时，甚至会使用恶魔来达到目的。\她的行动是一般人无法理解的价值观在诱导她，和她相处要小心入坑。
c058_interest	我要你的命……
c058_like	不需要如此。
c058_love	摧毁你的敌人……
c058_profile	在无止境的苦行中陷入濒死状态的驱魔师尼尔提，虽然勉勉强强地活了下来，但代价是失去了记忆。\在这种情况下，她遇到了主人公并和他立下契约，以她的形象来创造了一名Child。\他的名字是由破坏女神卡利的化身而来。虽然做过驱魔师，但她现在对她的恶魔主人十分忠诚。\她的愿望是消灭所有敌人。
c060_interest	是提西福涅女士才对哦。
c060_like	你和其他人不一样，对吧，宝贝？
c060_love	也许我会试着信任你的。
c060_profile	以复仇女神而命名的Child，提西福涅， 她的契约者的愿望是要对那些闯入自己人生的废物男人们复仇。\坚强、充满个人魅力并且是个战斗专家，听说她会在契约者遇到麻烦时偷偷地溜去帮忙。\至于她对男性Child极度厌恶的原因，好像是契约者的记忆在她心中留下了创伤。
c061_interest	来唱歌吧！
c061_like	这是命运吗？
c061_love	一旦我开始歌颂你，\所有人都会知道你是谁了！
c061_profile	塞壬从契约者希望更多人听到自己歌声的欲望中诞生，因此以拥有迷人歌声的传奇生物而命名。\现在她的愿望达成了，她自由自在地随风到处歌唱，不断歌颂着主人公的故事。实际上，现在连她的契约者都觉得主人公是她的个人缪斯。\而塞壬为恶魔歌颂的想法，也促使她得到杰出的声望。
c062_interest	这是爱吗？还是友情？
c062_like	或许比友情再多一点点？
c062_love	真有趣，我真想一直注视着你。
c062_profile	欧罗巴的名字来源于一位连神都为之倾倒的美女，在极度需要情感支撑的欲望中诞生。\她有时十分难对付，因为她总是想直接得到想要的一切，本人似乎对忠于欲望活着的现状十分满意。
c063_interest	我觉得你好棒。\但我有点害怕……
c063_like	我有点害怕……\但我想跟你在一起。
c063_love	我想过了，我真的想跟你一起。
c063_profile	弗雷希亚的名字取自一位无法对爱人表白的森林精灵。\原来，弗雷希亚暗恋的对象是赫斯提亚的契约者，他们自从孩童时代就相识了。实际上，弗雷希亚之所以会诞生，是因为她的契约者渴望向赫斯提亚的契约者表露自己的情感。\与其他人相比，弗雷希亚对赫斯提亚契约者的感情要深厚许多，但最近，她开始对魔王争夺战产生了兴趣。然后，她深受契约者消极个性的影响，羞怯的天性更加明显了。
c064_interest	美杜莎……\好棒的名字。
c064_like	真正坚强的人是冷静的。
c064_love	我会把你的名字刻在魔界，\这样它就不会褪色了。
c064_profile	一个借用传说中的怪物美杜莎的名字的Child，\对视一眼就能把人变成石头。\她相信世界应该拜倒在她的脚下，\一位冷酷举止掩盖了她大度一面的领袖。\如果统治魔界是不可能的，那她会致力于以她自己的方式来面对世界。\她对莫娜抱有很强的戒心，后者将与自己有着同等意志力的契约者玩弄于股掌之间。
c065_interest	你不觉得自己能够诱惑我？
c065_like	真可惜，你明明也有自己的魅力……
c065_love	这很适合你。
c065_profile	一名借用了情诗女神名字的Child，满足了契约者想要被爱的心愿。她优雅的言语带着强烈的傲气，显示出强烈的自恋、向往和欲望。\不论在什么样的情况下，她的骄傲都能衬托出她的优雅。\她对她的契约者由衷地反感，因为她总是糊里糊涂的，她甚至都不想承认自己有那么个契约者。
c066_interest	愚蠢的家伙……
c066_like	你真是个有趣的棋子啊。
c066_love	没有其他人更适合\让我闪耀了。
c066_profile	阿顿是一位狡诈、邪恶的双面契约者所生。他的个性自然和契约者一模一样。\正如他的名字，阿顿赶走其他人，自己当了神，也将其他人当作成功的踏板，踩在别人头上以登上最高点。所以，他帮助主人公完全是为了自己。\因为他的契约者，他和阿波罗有些过节，但他并没有特别在意。
c067_interest	你是谁啊？
c067_like	你想死吗？
c067_love	真不晓得地狱是什么样子……
c067_profile	一名渴望死亡已久的男人所生的Child。基于这名Child已经准备好接受无可逃避的死亡，便以死亡之神塔纳托斯为自己命名。\自从成为一名Child以后，他总做出一些古怪和令人不安的行径，比如抚摸病人的身体，用诡异变态的眼神盯着人看等等。\他那阴森的谈吐让他无法融入其他Child。
c068_interest	你要我帮你做便当？
c068_like	我的便当如何？好吃吗？
c068_love	我很乐意帮你做便当！
c068_profile	安布罗希亚之名来源于希腊诸神享用的料理。\她的契约者在订契约时沉迷于制作甜点，所以她的Child只要有机会就会做甜点。\这本身倒不是什么坏事，问题是当她打算把「所有」的菜都变成甜点时……
c069_interest	等等，你是最弱的吊车尾？\我到底错在哪里？
c069_like	力量是最重要的！\让我来历练你吧！
c069_love	你一定要给我成为魔王哦！
c069_profile	被绝对的力量所诱惑，这名Child毫不犹豫地加入了魔王争夺战。名为卜塔，以正义之神和建筑师为名，他是由一位希望通过力量纠正世间所有错误的契约者而生。除此之外，卜塔的契约者还拥有工程师的实力，而非绝对的力量，这也是卜塔所继承的。\当他理解了自己的能力后，他开始在夜世界的黑市中工作。
c072_interest	我会在你软弱时保护你！
c072_like	我会在你焦虑时为你排忧解难！
c072_love	我愿意让你成为我的主人。
c072_profile	一位男孩受够了自身的软弱，一心只想得到力量，以保护心爱的人。最后，他寻求了不该寻求的帮助，变成了恶魔的Child。即使如此，他内心所追求的仍是「保护弱小的人」。\发誓肃清卑鄙之人，他以不断战斗直到敌人断气的传奇之狼「芬里尔」为名。
c073_interest	不觉得成为魔王\是浮云吗？
c073_like	你为什么\关心我？
c073_love	如果你成为魔王，\我也会找到幸福吗？
c073_profile	她想享受平凡的生活。\但是，她的妹妹渴望有个更加绚烂的人生。\当她看到妹妹毫不犹豫地把灵魂出卖给一个恶魔，\只是为了在舞台上引起注意时，\她意识到：\她没有自己的梦想和欲望。\Child娜薇诞生自她找寻梦想的愿望。\可惜，无论是那个愿望，还是凭空生出的Child，到头来都成了一场空。\“我一无所有……我无欲无求。”
c074_interest	我为你加油！
c074_like	我也会一起加油的！
c074_love	为你加油！\但莫娜姐姐还是我的！
c074_profile	相信自己的角色就是当主人公在魔王争夺战奋斗时在一旁加油打气的Child，自称为奎里努斯，以战争之神命名。\她十分忠诚，也乐于为任何一个人加油，所以在Child当中人气也很高。\她以莫娜为榜样，并积极地追求自己的所爱。相反地，她不喜欢她那个不努力的契约者。\那只永远跟在她身后的猫，被简单地命名为「小喵」。
c075_interest	
c075_like	
c075_love	
c075_profile	
c082_interest	真是个冒失的男人……
c082_like	看来都靠我了……
c082_love	这也是命中注定吗……
c082_profile	这个小男孩生来就具有特殊的预言能力，但先天身体不好。\他最不幸的就是遇到一位恶魔，并且被强迫订下契约。这位Child的名字是卡尔克斯，以古老的先知为名，他的口头禅是「可能只是错觉」，这是他的个人特色。\他曾预言主人公有朝一日会成为伟大的王，这会不会又只是他的错觉呢？
c083_interest	我还要更多，爸爸！
