// key	ITEM_OPTION_NAME_	ITEM_OPTION_MAX_VALUE_TYPE_
11000124	เพิ่ม HP {value} ให้พลังโจมตี	จำกัดการเพิ่มสูงสุด
11000125	เพิ่ม HP {value} ให้พลังโจมตี	จำกัดการเพิ่มสูงสุด
11000126	เพิ่ม HP {value} ให้พลังโจมตี	จำกัดการเพิ่มสูงสุด
11000131	เพิ่มคริติคอล {value}	ไม่มี
11000132	เพิ่มคริติคอล {value}	ไม่มี
11000133	เพิ่มคริติคอล {value}	ไม่มี
11000134	เพิ่มคริติคอล {value}	ไม่มี
11000135	เพิ่มคริติคอล {value}	ไม่มี
11000136	เพิ่มคริติคอล {value}	ไม่มี
11000141	เพิ่ม HP {value}	ไม่มี
11000142	เพิ่ม HP {value}	ไม่มี
11000143	เพิ่ม HP {value}	ไม่มี
11000144	เพิ่ม HP {value}	ไม่มี
11000145	เพิ่ม HP {value}	ไม่มี
11000146	เพิ่ม HP {value}	ไม่มี
11000151	เพิ่มพลังโจมตี {value}	ไม่มี
11000152	เพิ่มพลังโจมตี {value}	ไม่มี
11000153	เพิ่มพลังโจมตี {value}	ไม่มี
11000154	เพิ่มพลังโจมตี {value}	ไม่มี
11000155	เพิ่มพลังโจมตี {value}	ไม่มี
11000156	เพิ่มพลังโจมตี {value}	ไม่มี
11000161	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11000162	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11000163	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11000164	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11000165	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11000166	เพิ่มค่าพลังทั้งหมด {value}	ไม่มี
11900006	เพิ่ม HP {value} ให้พลังโจมตี	จำกัดการเพิ่มสูงสุด
12000011	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000012	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000013	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000014	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000015	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000016	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000021	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000022	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000023	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000024	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000025	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000026	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000031	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000032	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000033	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000034	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000035	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000036	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มคริติคอล {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000041	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000042	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000043	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000044	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000045	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000046	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000051	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000052	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000053	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000054	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000055	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000056	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000061	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000062	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000063	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000064	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000065	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000066	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000071	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000072	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000073	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000074	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000075	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000076	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000081	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000082	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000083	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000084	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000085	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000086	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000091	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000092	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000093	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000094	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000095	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000096	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มความเร็ว {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000101	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000102	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000103	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000104	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000105	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000106	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000111	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000112	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000113	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000114	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000115	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000116	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000121	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000122	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000123	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000124	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000125	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000126	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000131	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000132	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000133	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000134	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000135	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000136	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000141	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000142	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000143	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000144	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000145	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000146	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000151	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000152	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000153	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000154	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000155	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000156	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังป้องกัน {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000161	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000162	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000163	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000164	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000165	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000166	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000171	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000172	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000173	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000174	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000175	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000176	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000181	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000182	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000183	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000184	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000185	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000186	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000191	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000192	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000193	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000194	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000195	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000196	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000201	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000202	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000203	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000204	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000205	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000206	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000211	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000212	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000213	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000214	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000215	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000216	เมื่อจู่โจมด้วยไดรฟ์สกิล เพิ่มพลังโจมตี {value} ให้ความเสียหาย	จำกัดการเพิ่มสูงสุด
12000221	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000222	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000223	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000224	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000225	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000226	เมื่อจู่โจมด้วยแท็ปสกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000231	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
12000232	เมื่อจู่โจมด้วยสไลด์สกิล เพิ่มค่าความเสียหาย {value}	จำกัดการเพิ่มสูงสุด
