// key	LUCKY_BOX_	LUCKY_BOX_DESC_
20110	2019木属性★5チャイルド温泉スキンラッキーボックス	ロンチングから2019.12.31まで\コラボ温泉スキンを除く。
20111	暗属性チャイルド召喚チケットラッキーボックス	多様な報酬が入っているラッキーボックスです
20112	細工石ラッキーボックス	多様な報酬が入っているラッキーボックスです
20113	毎日支援ラッキーボックス	多様な報酬が入っているラッキーボックスです
20114	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20115	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20116	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20117	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20118	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20119	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20120	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20121	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20122	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20123	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20124	ボーナスラッキーボックス	多様な報酬が入っているラッキーボックスです
20125	細工器具ラッキーボックス	多様な報酬が入っているラッキーボックスです
20126	2019光属性★5チャイルド温泉スキンラッキーボックス	ロンチングから2019.12.31まで\コラボ温泉スキンを除く。
20127	2019暗属性★5チャイルド温泉スキンラッキーボックス	ロンチングから2019.12.31まで\コラボ温泉スキンを除く。
30000	ジュピターラッキーボックス	さまざまな補償が入っているBOXです。
30001	極な寝心地カルタパック	さまざまな補償が入っているBOXです。
30002	今日のラッキーボックス	多様な報酬が入っているラッキーボックスです
30003	今日のラッキーボックス	多様な報酬が入っているラッキーボックスです
