// key	DUNGEON_NAME_	DUNGEON_SECOND_NAME_	DUNGEON_LOCATION_DESC_
140704	Niveau 4	Liens familiaux	
1410	5-1	Banlieue	Chouette ! J'ai trouvé un billet de 10 000 yens !
141001	Niveau 1	DIFFICILE : Dressage d'imbéciles	
1411	5-2	Calchas	Prophète qui voit des choses.
141101	Niveau 1	DIFFICILE : Les gamins perturbés	
1412	5-3	École primaire	Trop rusé pour être honnête.
141201	Niveau 1	DIFFICILE : Gros mal de crâne	
1413	5-4	Ville nouvelle	La ville ressemblait à un échiquier.
141301	Niveau 1	Échec et mat (difficile)	
1414	5-5	Élysée	Alors... on joue les pirates avec sa bouée ? N'importe quoi...
141401	Niveau 1	DIFFICILE : Les noyés	
1415	5-6	Ville nouvelle	Une fille et un lion débarquent dans un quartier tranquille...
141501	Niveau 1	DIFFICILE : Théron	
1416	5-7	Ville nouvelle	Il y a quelque chose qui brille, la nuit, sur le toit.
141601	Niveau 1	DIFFICILE : Clair de lune	
1417	5-8	Melpomène	C'est quoi, la différence entre le hard rock et le heavy metal ?
141701	Niveau 1	DIFFICILE : Koruna	
1500	6-1	Périphérie de la ville	Un lieu où souffle le vent, près de la périphérie de la ville.
150001	Niveau 1	Périphérie de la ville	
150002	Niveau 2	Périphérie de la ville	
150003	Niveau 3	Périphérie de la ville	
150004	Niveau 4	Périphérie de la ville	
1501	6-2	Légende I	Le chasseur et la proie.
150101	Niveau 1	Jeune fille abandonnée	
150102	Niveau 2	Super recrue mystérieuse	
150103	Niveau 3	Mauvais garçon et tyran	
150104	Niveau 4	Davi est là !	
1502	6-3	Légende II	Le donjon d'âme d'un ninja est une demeure piégée ?
150201	Niveau 1	La technique de séduction de Davi	
150202	Niveau 2	Un ninja doit endurer	
150203	Niveau 3	Coutume d'antan	
150204	Niveau 4	Légende légendaire	
1503	6-4	Ville tranquille	Un lieu où se trouvait autrefois quelqu'un, près de la ville tranquille.
150301	Niveau 1	Ville tranquille	
150302	Niveau 2	Ville tranquille	
150303	Niveau 3	Ville tranquille	
150304	Niveau 4	Ville tranquille	
1504	6-5	Cabinet d'avocats	Il est préférable que les hôpitaux et les tribunaux n'en sachent rien.
150401	Niveau 1	Démon sans foi ni loi	
150402	Niveau 2	Gardien émotionnel	
150403	Niveau 3	Les soucis du démon	
150404	Niveau 4	Pas de questions	
1505	6-6	Cathédrale	Attention à la pluie sacrée.
150501	Niveau 1	Jeu de mots	
150502	Niveau 2	Danger détecté	
150503	Niveau 3	La sécurité d'abord	
150504	Niveau 4	Petite inquiétude	
1506	6-7	Ville tranquille	Un lieu où les bruits de pas se sont arrêtés, près de la ville tranquille.
150601	Niveau 1	Ville tranquille	
150602	Niveau 2	Ville tranquille	
150603	Niveau 3	Ville tranquille	
150604	Niveau 4	Ville tranquille	
1507	6-8	Europe II	L'amour vient comme un rôdeur qui épie par la fenêtre.\Paix et amour !
150701	Niveau 1	Anxiété	
150702	Niveau 2	Parcours pro du démon	
150703	Niveau 3	Participant	
150704	Niveau 4	Fleur et abeille	
1510	6-1	Périphérie de la ville	Pas vraiment l'utopie dont vous rêviez.
151001	Niveau 1	Ruelle (difficile)	
1511	6-2	Isis	Une performance totalement bluffante.
151101	Niveau 1	Actrice exceptionnelle (difficile)	
1512	6-3	Quirinus	Moi, si on m'encourage quand je mange, ça me met mal à l'aise.
151201	Niveau 1	Pom-pom girls démoniaques (difficile)	
1513	6-4	Ville tranquille	Où vous allez, avec votre bikini et vos brassards ?
151301	Niveau 1	Profession : fugitif (difficile)	
1514	6-5	Cabinet d'avocats	Vous allez parler domination du monde à un avocat ?
151401	Niveau 1	Conseil juridique (difficile)	
1515	6-6	Cathédrale	Sérieux, vous espérez jouer au mahjong, ici ?
151501	Niveau 1	Table de mahjong automatique (difficile)	
1516	6-7	Ville tranquille	Vous demandez de ne pas vous rapprocher, mais vous préconisez une distance quand même ?
151601	Niveau 1	Rayon de 500 m (difficile)	
1517	6-8	P'tite détective	Suivez ce démon ! \On dirait l'inspecteur Senzugawa !
151701	Niveau 1	Vérification des antécédents (difficile)	
1600	7-1	Boulevard	Ici, si vous courez à toute vitesse, la police vous laissera partir avec un avertissement.
160001	Niveau 1	Boulevard	
160002	Niveau 2	Boulevard	
160003	Niveau 3	Boulevard	
160004	Niveau 4	Boulevard	
1601	7-2	Tueur aux chaînes	Qui a dit qu'il n'y avait rien à manger dans cette prétendue fête ?
160101	Niveau 1	Démon errant	
160102	Niveau 2	Poursuivant	
160103	Niveau 3	La poursuite de l'excellence	
160104	Niveau 4	Type correct	
1602	7-3	Boulevard	Un lieu près du boulevard où la lune trône de toute sa grandeur.
160201	Niveau 1	Boulevard	
160202	Niveau 2	Boulevard	
160203	Niveau 3	Boulevard	
160204	Niveau 4	Boulevard	
1603	7-4	Appartements du centre-ville	Un lieu inondé d'amour et de désirs humains !
160301	Niveau 1	Démon compatissant	
160302	Niveau 2	Démon disqualifié	
160303	Niveau 3	Plan de vie	
160304	Niveau 4	Roi des démons avisé	
1604	7-5	Boulevard	Un lieu proche du boulevard où l'on ressent une présence très anormale.
160401	Niveau 1	Boulevard	
160402	Niveau 2	Boulevard	
160403	Niveau 3	Boulevard	
160404	Niveau 4	Boulevard	
1605	7-6	Calchas I	Je n'ai pas pu trouver une façon plus cruelle de changer le destin.
160501	Niveau 1	Roi des démons 666	
160502	Niveau 2	Déclaration de fuite	
160503	Niveau 3	Instant critique	
160504	Niveau 4	Prophète	
1606	7-7	Boulevard	Un lieu proche du boulevard où la route est particulièrement étroite.
160601	Niveau 1	Boulevard	
160602	Niveau 2	Boulevard	
160603	Niveau 3	Boulevard	
160604	Niveau 4	Boulevard	
1607	7-8	Calchas II	Parfois, l'intuition peut empêcher des désastres. Il y a une bonne raison.
160701	Niveau 1	Bien dormi, bien tenu	
160702	Niveau 2	Incarnation du danger	
160703	Niveau 3	Sur le fil	
160704	Niveau 4	Catastrophe démoniaque	
1610	7-1	Boulevard	Ne tirez pas ! Et pas de lance-missiles !
161001	Niveau 1	Artillerie lourde (difficile)	
1611	7-2	Amor	C'est pour de faux, pas la peine de pleurer comme ça !
161101	Niveau 1	Feuilleton (difficile)	
1612	7-3	Boulevard	On dit que, quelle que soit la tâche, il faut s'y coller.
161201	Niveau 1	Solutionneur doué (difficile)	
1613	7-4	Appartements du centre-ville	Attendez... Passer un pacte avec un démon... pour faire justice ?
161301	Niveau 1	Pensées vengeresses (difficile)	
1614	7-5	Boulevard	Vous pourriez arrêter de vous maquiller dans le train ?
161401	Niveau 1	Mascara (difficile)	
1615	7-6	Lan Fei	La propriétaire, c'est la star de couleur de Harlem Street.
161501	Niveau 1	Villesombre (difficile)	
1616	7-7	Boulevard	Je croyais que quelque chose faisait du raffut.
161601	Niveau 1	Querelle conjugale (difficile)	
1617	7-8	Nirriti	L'exorciste qui s'est soumis à un démon.
161701	Niveau 1	Destinée personnelle (difficile)	
1700	8-1	Embouteillages	Les bus provoquent des embouteillages quand ils s'arrêtent.
170001	Niveau 1	Autodéfense	
170002	Niveau 2	Disparition du prétendant	
170003	Niveau 3	Alerte au démon	
170004	Niveau 4	Variable	
1701	8-2	Gare	Il y a énormément de feux de signalisation près de la gare routière.
170101	Niveau 1	Gare	
170102	Niveau 2	Gare	
170103	Niveau 3	Gare	
170104	Niveau 4	Gare	
1702	8-3	École préparatoire	L'école préparatoire est difficile au Royaume infernal ET au Royaume des mortels. Bonne chance, les jeunes !
170201	Niveau 1	À la recherche de Freyr	
170202	Niveau 2	Adversaire	
170203	Niveau 3	Négociations	
170204	Niveau 4	L'idée de Mona	
1703	8-4	Gare	À cause de la pollution, impossible de respirer près de la gare routière.
170301	Niveau 1	Gare	
170302	Niveau 2	Gare	
170303	Niveau 3	Gare	
170304	Niveau 4	Gare	
1704	8-5	Freyr	Le concours du Roi des démons, c'est chaud ! Plus que la canicule !
170401	Niveau 1	Compagnon improvisé	
170402	Niveau 2	Démon démoniaque	
170403	Niveau 3	Imprudence	
170404	Niveau 4	Atout démoniaque	
1705	8-6	Gare	Attention à tous les accidents près de la gare routière.
170501	Niveau 1	Gare	
170502	Niveau 2	Gare	
170503	Niveau 3	Gare	
170504	Niveau 4	Gare	
1706	8-7	Rufus I	J'ai rencontré Rufus, l'héritier du Roi des démons.
170601	Niveau 1	Démon évadé	
170602	Niveau 2	Mission critique	
170603	Niveau 3	Ami d'enfance	
170604	Niveau 4	Souvenirs	
1707	8-8	Rufus II	Le noble du Royaume infernal vous attend.
170701	Niveau 1	Combat de poupées	
170702	Niveau 2	Stratégie	
170703	Niveau 3	Comme prévu	
170704	Niveau 4	Rufus l'héritier	
1710	8-1	Embouteillages	Le trafic est affreux, il stresse tout le monde.
171001	Niveau 1	La sécurité d'abord (difficile)	
1711	8-2	Gare	Il y a des voitures partout dans les rues près de la gare routière.
171101	Niveau 1	Difficile - Gare	
1712	8-3	École préparatoire	L'amphi est bondé d'étudiants au visage sérieux.
171201	Niveau 1	Guerres à l'essai (difficile)	
1713	8-4	Gare	La zone près de la gare routière est en cours de nettoyage.
171301	Niveau 1	Difficile - Gare	
1714	8-5	Leucé	Je n'en fais pas plus que ce qu'on me paie.
171401	Niveau 1	Seul l'argent compte (difficile)	
1715	8-6	Gare	Un lieu près de la gare routière où j'ai eu un mauvais pressentiment.
171501	Niveau 1	Difficile - Gare	
1716	8-7	Brownie	Je vends toutes sortes d'informations.
171601	Niveau 1	Un chinchilla ! (difficile)	
1717	8-8	Nicole	Je déteste quand on me prend mes affaires.
171701	Niveau 1	Invasion de Pères Noël (difficile)	
2000	1-1	Saint Michel	Un enseignant d'éthique prêche l'amour et la compassion.
200001	Niveau 1	École pour filles	
200002	Niveau 2	École pour filles	
200003	Niveau 3	École pour filles	
200004	Niveau 4	École pour filles	
2001	1-2	Gomorrhe	Une bête qui porte le nom d'une ville en ruine.
200101	Niveau 1	Âme brisée	
200102	Niveau 2	Âme brisée	
200103	Niveau 3	Âme brisée	
200104	Niveau 4	Âme brisée	
2002	1-3	Hydre	Une odieuse ombre qui plane au-dessus de la terre sainte.
200201	Niveau 1	Monstre chaotique	
200202	Niveau 2	Monstre chaotique	
200203	Niveau 3	Monstre chaotique	
200204	Niveau 4	Monstre chaotique	
2003	1-4	BáthoryⅠ	Tu es ma fleur, ma compagne.
200301	Niveau 1	Compagne d'une vie	
200302	Niveau 2	Compagne d'une vie	
200303	Niveau 3	Compagne d'une vie	
200304	Niveau 4	Compagne d'une vie	
2010	1-1	Aton	Ne dévoilez jamais vos sentiments.
201001	Niveau 1	Échec et mat (Difficile)	
2011	1-2	Quirinus	Je vous encouragerai toujours !
201101	Niveau 1	À l'attaque ! (difficile)	
2012	1-3	Calchas	Ma chance a tourné.
201201	Niveau 1	C'est peut-être moi (difficile)	
2013	1-4	Thanatos	Ce sera une belle mort lente.
201301	Niveau 1	Derniers instants (difficile)	
2100	2-1	L'ombre de l'école pour filles	Où est passée la fille qui s'est fondue dans l'ombre ?
210001	Niveau 1	La compagne disparue	
210002	Niveau 2	La compagne disparue	
210003	Niveau 3	La compagne disparue	
210004	Niveau 4	La compagne disparue	
2101	2-2	Asagiri Thérésa	Seigneur, prends pitié.
210101	Niveau 1	Un rêve confus	
210102	Niveau 2	Un rêve confus	
210103	Niveau 3	Un rêve confus	
210104	Niveau 4	Un rêve confus	
2102	2-3	Inconnue	Le berceau de la Child rêveuse est silencieux.
210201	Niveau 1	La morte-vivante rêveuse	
210202	Niveau 2	La morte-vivante rêveuse	
210203	Niveau 3	La morte-vivante rêveuse	
210204	Niveau 4	La morte-vivante rêveuse	
2103	2-4	Père Babila	Le démon intrigant s'éveille de son sommeil.
210301	Niveau 1	La styliste	
210302	Niveau 2	La styliste	
210303	Niveau 3	La styliste	
210304	Niveau 4	La styliste	
2110	2-1	L'ombre de l'école pour filles	Où est passée la fille qui s'est fondue dans l'ombre ?
211001	Niveau 1	Difficile - La compagne disparue	
211002	Niveau 2	Difficile - La compagne disparue	
211003	Niveau 3	Difficile - La compagne disparue	
211004	Niveau 4	Difficile - La compagne disparue	
2111	2-2	Asagiri Thérésa	Seigneur, prends pitié.
211101	Niveau 1	Difficile - Un rêve confus	
211102	Niveau 2	Difficile - Un rêve confus	
211103	Niveau 3	Difficile - Un rêve confus	
211104	Niveau 4	Difficile - Un rêve confus	
2112	2-3	Inconnue	Le berceau de la Child rêveuse est silencieux.
211201	Niveau 1	Difficile - La morte-vivante rêveuse	
211202	Niveau 2	Difficile - La morte-vivante rêveuse	
211203	Niveau 3	Difficile - La morte-vivante rêveuse	
211204	Niveau 4	Difficile - La morte-vivante rêveuse	
2113	2-4	Père Babila	Le démon intrigant s'éveille de son sommeil.
211301	Niveau 1	Difficile - La styliste	
211302	Niveau 2	Difficile - La styliste	
211303	Niveau 3	Difficile - La styliste	
211304	Niveau 4	Difficile - La styliste	
2200	3-1	Babel	Ce qu'il fait bon... Encore une journée magnifique.
220001	Niveau 1	Destination de l'âme	
220002	Niveau 2	Destination de l'âme	
220003	Niveau 3	Destination de l'âme	
220004	Niveau 4	Destination de l'âme	
2201	3-2	Báthory II	Tout d'un coup, je me suis retrouvé en plein champ de bataille, au beau milieu de la nuit !
220101	Niveau 1	Un démon noble et gentil	
220102	Niveau 2	Un démon noble et gentil	
220103	Niveau 3	Un démon noble et gentil	
220104	Niveau 4	Un démon noble et gentil	
2202	3-3	Berceau vide	Les hôtes indésirables sont réunis dans un sanctuaire impie.
220201	Niveau 1	La salle de classe ravagée	
220202	Niveau 2	La salle de classe ravagée	
220203	Niveau 3	La salle de classe ravagée	
220204	Niveau 4	La salle de classe ravagée	
2203	3-4	Créature	Monstre innommable surgi des ténèbres.
220301	Niveau 1	Un cri surgi des ténèbres	
220302	Niveau 2	Un cri surgi des ténèbres	
220303	Niveau 3	Un cri surgi des ténèbres	
220304	Niveau 4	Un cri surgi des ténèbres	
2210	3-1	Babel	Ce qu'il fait bon... Encore une journée magnifique.
221001	Niveau 1	Destination de l'âme (difficile)	
221002	Niveau 2	Destination de l'âme (difficile)	
