// key	DUNGEON_NAME_	DUNGEON_SECOND_NAME_	DUNGEON_LOCATION_DESC_
1110	2-1	City Outskirts	Near the city outskirts, where my feet stopped moving.
111001	Stage 1	Hard - City Outskirts	
1111	2-2	Muse	In the dark nighttime city, the demon's song echoes throughout the air.
111101	Stage 1	Hard - Lonely Rockstar	
1112	2-3	City Outskirts	Near the city outskirts, a back alley where I met a demon.
111201	Stage 1	Hard - City Outskirts	
1113	2-4	Neith	Watch your head! Look out for bombs!
111301	Stage 1	Hard - Battlefield	
1114	2-5	Quiet City	Pass through the Infernal Realm door near the quiet city.
111401	Stage 1	Hard - Quiet City	
1115	2-6	Quiet City	I knocked on the Infernal Realm door near the quiet city.
111501	Stage 1	Hard - Quiet City	
1116	2-7	Hector	I charge a hefty toll!
111601	Stage 1	Hard - Mercenary Warfare	
1117	2-8	Leda	You called, Princess?
111701	Stage 1	Hard - My Princess	
1200	3-1	University Street	Near University Street. Where is this place? I don't know it.
120001	Stage 1	University Street	
120002	Stage 2	University Street	
120003	Stage 3	University Street	
120004	Stage 4	University Street	
1201	3-2	Hecate	It's unwise to judge anyone,\human or demon, by their appearance...
120101	Stage 1	Low-Spec Devil	
120102	Stage 2	Mild-Mannered Devil	
120103	Stage 3	Aide Preferences	
120104	Stage 4	Witch's Heart	
1202	3-3	University Street	Somewhere near University Street. Here's hoping for a meeting with someone special ♥
120201	Stage 1	University Street	
120202	Stage 2	University Street	
120203	Stage 3	University Street	
120204	Stage 4	University Street	
1203	3-4	Convenience Store	A microcosm within the city known as "the convenience store."
120301	Stage 1	Convenience Store Devil	
120302	Stage 2	Rice Ball	
120303	Stage 3	What It Means To Be Master	
120304	Stage 4	Day at the Convenience Store	
1204	3-5	University Street	Somewhere near University Street. I can hear someone screaming...
120401	Stage 1	University Street	
120402	Stage 2	University Street	
120403	Stage 3	University Street	
120404	Stage 4	University Street	
1205	3-6	University Street	Somewhere near University Street. I don't know what the person I'm supposed to meet looks like...
120501	Stage 1	University Street	
120502	Stage 2	University Street	
120503	Stage 3	University Street	
120504	Stage 4	University Street	
1206	3-7	Jeanne d’Arc I	Is that God reflected in the lost priest's eyes, or a demon?
120601	Stage 1	Frej's Counterattack	
120602	Stage 2	Like Repels Like	
120603	Stage 3	The Goddess Descends	
120604	Stage 4	Document Attack	
1207	3-8	Jeanne d’Arc II	Prayers go unheard in the presence of a demon...
120701	Stage 1	Frontal Assault	
120702	Stage 2	Pact Hint	
120703	Stage 3	Skillful Doctrine	
120704	Stage 4	Cowardly Devil	
1210	3-1	University Street	Somewhere near University Street. Now summon the demon!
121001	Stage 1	Hard - University Street	
1211	3-2	Fenrir	A taciturn warrior who fights for love.
121101	Stage 1	Hard - Low-Spec Devil	
1212	3-3	University Street	Somewhere near University Street. This encounter must be fate.
121201	Stage 1	Hard - University Street	
1213	3-4	Convenience Store	The convenience store...a theater of life.
121301	Stage 1	Hard - Convenience Store Devil	
1214	3-5	University Street	Something erased from existence is drifting around near University Street.
121401	Stage 1	Hard - University Street	
1215	3-6	University Street	People are wandering around desperately seeking something near University Street...
121501	Stage 1	Hard - University Street	
1216	3-7	Inanna	Life goal: the world's most dastardly villain!
121601	Stage 1	Hard - Inanna's Attack	
1217	3-8	Persephone	The negotiator visits the departed in hell.
121701	Stage 1	Hard - Frontal Assault	
1300	4-1	Downtown	An unfamiliar place near downtown.
130001	Stage 1	Downtown	
130002	Stage 2	Downtown	
130003	Stage 3	Downtown	
130004	Stage 4	Downtown	
1301	4-2	Apollo	In flower language, sunflowers mean "adoration."
130101	Stage 1	Birth	
130102	Stage 2	The Worshipped I	
130103	Stage 3	The Worshipped II	
130104	Stage 4	Mutual Trust	
1302	4-3	Downtown	Downtown, a place outside the visible spectrum.
130201	Stage 1	Downtown	
130202	Stage 2	Downtown	
130203	Stage 3	Downtown	
130204	Stage 4	Downtown	
1303	4-4	OB/GYN	Kids are our hope for the future!
130301	Stage 1	Bliss	
130302	Stage 2	Devil’s Excuse	
130303	Stage 3	Stop it!	
130304	Stage 4	Unfinished Vessel	
1304	4-5	New Town	The lowest place on earth, somewhere near New Town.
130401	Stage 1	New Town	
130402	Stage 2	New Town	
130403	Stage 3	New Town	
130404	Stage 4	New Town	
1305	4-6	Neamhain I	I thought Frej might actually be a good guy...\But I was wrong.
130501	Stage 1	True Feelings	
130502	Stage 2	Concrete Blunder	
130503	Stage 3	Secret of Deep Sleeping	
130504	Stage 4	Devil’s Exorcism	
1306	4-7	Neamhain II	Frej, are your Childs okay?
130601	Stage 1	Negotiation Breakdown	
130602	Stage 2	Infernal Realm Woman Troubles	
130603	Stage 3	Order of Fury	
130604	Stage 4	In One Ear and Out the Other	
1307	4-8	Neamhain III	If I had to sum him up in one line, it'd be "If I never see that jerk again, it'll still be too soon!"
130701	Stage 1	Full Power	
130702	Stage 2	Bluff or Tactic	
130703	Stage 3	Besieged	
130704	Stage 4	True Beginning	
1310	4-1	Downtown	Not a place for kids to play.
131001	Stage 1	Hard - Downtown	
1311	4-2	Erato	The smell of perfume is making my head swim.
131101	Stage 1	Hard - Perfume	
1312	4-3	Downtown	I saw a woman bound in restraints.
131201	Stage 1	Hard - Downtown	
1313	4-4	OB/GYN	Care to talk about measures to counteract the declining population?
131301	Stage 1	Hard - Wolf in Sheep’s Clothing	
1314	4-5	New Town	I can hear whisperings going on near the corner of the apartment complex.
131401	Stage 1	Hard - New Town	
1315	4-6	Yaga	Is that a real human soul? Not a special effect?
131501	Stage 1	Hard - Dark Believer	
1316	4-7	Eos	I met a Child who was straightforward and free.
131601	Stage 1	Hard - Girl of Destruction	
1317	4-8	Ishtar	Isn't it painful being tied up so tightly?
131701	Stage 1	Hard - Ties That Bind	
1400	5-1	Suburb	A narrow alleyway near Suburb.
140001	Stage 1	Suburb	
140002	Stage 2	Suburb	
140003	Stage 3	Suburb	
140004	Stage 4	Suburb	
1401	5-2	Diana	The second succubus was really strong...\Mona, help me...
140101	Stage 1	A Girl’s First Love	
140102	Stage 2	Rational Method	
140103	Stage 3	One-Way Trip	
140104	Stage 4	A For Effort	
1402	5-3	Elementary School	In practice, I don't worry about kids.
140201	Stage 1	Rising Star	
140202	Stage 2	Tiny Bride	
140203	Stage 3	Matters of Concern	
140204	Stage 4	Devil Vocabulary	
1403	5-4	New Town	A place that feels inhabited, somewhere near New Town.
140301	Stage 1	New Town	
140302	Stage 2	New Town	
140303	Stage 3	New Town	
140304	Stage 4	New Town	
1404	5-5	Europa I	A faint aroma wafts from the entrance.\Where am I?
140401	Stage 1	Truant	
140402	Stage 2	Delinquent	
140403	Stage 3	Abandoned Child	
140404	Stage 4	Young Girl Equation	
1405	5-6	New Town	A quiet place near New Town.
140501	Stage 1	New Town	
140502	Stage 2	New Town	
140503	Stage 3	New Town	
140504	Stage 4	New Town	
1406	5-7	New Town	A scene without demons near New Town.
140601	Stage 1	New Town	
140602	Stage 2	New Town	
140603	Stage 3	New Town	
140604	Stage 4	New Town	
1407	5-8	Neith	I can feel someone watching me...\What do you want, anyway?
140701	Stage 1	Class Time	
140702	Stage 2	Tailed	
140703	Stage 3	Rebellious Youth	
140704	Stage 4	Family Bonds	
1410	5-1	Suburb	What luck! I found a 10,000 yen bill!
141001	Stage 1	HARD Mongey Monger	
1411	5-2	Calchas	A seer that imagines things.
141101	Stage 1	HARD Psychic Kid K	
1412	5-3	Elementary School	Too smart for your own good.
141201	Stage 1	HARD Headache Sufferer	
1413	5-4	New Town	The city looked like a chessboard.
141301	Stage 1	Checkmate (Hard)	
1414	5-5	Elysion	Playing pirate on an inner tube? Wreckless.
141401	Stage 1	HARD Dead in Water	
1415	5-6	New Town	A girl and lion appears in a quiet neighborhood.
141501	Stage 1	HARD Theron	
1416	5-7	New Town	There's something shiny on the rooftop at night.
141601	Stage 1	HARD Moonlight	
1417	5-8	Melpomene	How is hard rock and heavy metal different?
141701	Stage 1	HARD Koruna	
1500	6-1	City Outskirts	A place where the wind blows, near the city outskirts.
150001	Stage 1	City Outskirts	
150002	Stage 2	City Outskirts	
150003	Stage 3	City Outskirts	
150004	Stage 4	City Outskirts	
1501	6-2	Legend I	The pursued and the pursuer.
150101	Stage 1	Abandoned Young Girl	
150102	Stage 2	Mysterious Super Rookie	
150103	Stage 3	Bad Boy and Tyrant	
150104	Stage 4	Davi is Here!	
1502	6-3	Legend II	A ninja's Soul Dungeon is a booby-trapped mansion?
150201	Stage 1	Davi's Allure Technique	
150202	Stage 2	A Ninja Must Endure	
150203	Stage 3	Old-Fashioned Custom	
150204	Stage 4	Heroic Legend	
1503	6-4	Quiet City	A place where someone once was, near the quiet city.
150301	Stage 1	Quiet City	
150302	Stage 2	Quiet City	
150303	Stage 3	Quiet City	
150304	Stage 4	Quiet City	
1504	6-5	Law Firm	It's better if the courts and hospitals don't know about this.
150401	Stage 1	Lawless Devil	
150402	Stage 2	Emotional Guardian	
150403	Stage 3	Devil’s Worries	
150404	Stage 4	No Questions Allowed	
1505	6-6	Cathedral	Watch out for holy rain.
150501	Stage 1	Wordplay	
150502	Stage 2	Danger Detected	
150503	Stage 3	Safety First	
150504	Stage 4	Small Concern	
1506	6-7	Quiet City	A place where footsteps stopped, near the quiet city.
150601	Stage 1	Quiet City	
150602	Stage 2	Quiet City	
150603	Stage 3	Quiet City	
150604	Stage 4	Quiet City	
1507	6-8	Europa II	Love comes like a stalker looking in from the window. Love and peace!
150701	Stage 1	Anxiety	
150702	Stage 2	Path to Professional Devil	
150703	Stage 3	Attendant	
150704	Stage 4	Flower and Bee	
1510	6-1	City Outskirts	It's not the utopia you dreamed of.
151001	Stage 1	Back Street (Hard)	
1511	6-2	Isis	Totally fooled by the realistic performance.
151101	Stage 1	Outstanding Actress (Hard)	
1512	6-3	Quirinus	Getting cheered on while eating puts me in a tight spot.
151201	Stage 1	Demon Cheering Squad (Hard)	
1513	6-4	Quiet City	Where are you going in just a bikini and floaties?
151301	Stage 1	Runaway Hobby (Hard)	
1514	6-5	Law Firm	Are you going to talk to a lawyer about global domination?
151401	Stage 1	Legal Advice (Hard)	
1515	6-6	Cathedral	You're seriously playing mahjong here?
151501	Stage 1	Auto Mahjong Table (Hard)	
1516	6-7	Quiet City	You say not to get closer but are you specifying a distance, too?
151601	Stage 1	500m Radius (Hard)	
1517	6-8	Detective Girl	Follow that demon!\It's just like Inspector Senzugawa!
151701	Stage 1	Background Check (Hard)	
1600	7-1	City Center	If you run at full speed here, the cops will let you off with a warning.
160001	Stage 1	City Center	
160002	Stage 2	City Center	
160003	Stage 3	City Center	
160004	Stage 4	City Center	
1601	7-2	Chainkiller	Who said there was nothing to eat at the supposed party?
160101	Stage 1	Wandering Devil	
160102	Stage 2	Chaser	
160103	Stage 3	Pursuit of Excellence	
160104	Stage 4	Decent Guy	
1602	7-3	City Center	A place near the city center, where the moon hangs large in the sky.
160201	Stage 1	City Center	
160202	Stage 2	City Center	
160203	Stage 3	City Center	
160204	Stage 4	City Center	
1603	7-4	Downtown Apartments	A place overflowing with romance and human desires!
160301	Stage 1	Compassionate Devil	
160302	Stage 2	Disqualified Devil	
160303	Stage 3	Life Planning	
160304	Stage 4	Wise Archfiend	
1604	7-5	City Center	A place near the city center, where a highly abnormal presence can be felt.
160401	Stage 1	City Center	
160402	Stage 2	City Center	
160403	Stage 3	City Center	
160404	Stage 4	City Center	
1605	7-6	Calchas I	I found the most evil way I could think of to overturn fate.
160501	Stage 1	Archfiend 666	
160502	Stage 2	Declaration of Running Away	
160503	Stage 3	Critical Moment	
160504	Stage 4	Prophet	
1606	7-7	City Center	A place near the city center, where the road is especially narrow.
160601	Stage 1	City Center	
160602	Stage 2	City Center	
160603	Stage 3	City Center	
160604	Stage 4	City Center	
1607	7-8	Calchas II	Intuition can, at times, prevent disaster. There is a reason as to why.
160701	Stage 1	Well-Slept, Well-Kept	
160702	Stage 2	Danger Personified	
160703	Stage 3	Hanging by a Thread	
160704	Stage 4	Devil Catastrophe	
1610	7-1	City Center	Don't shoot! And no rocket-launchers!
161001	Stage 1	Heavy Artillery (Hard)	
1611	7-2	Amor	It's make-believe. No need to cry so much.
161101	Stage 1	Soap Opera (Hard)	
1612	7-3	City Center	They say whatever the task, it'll be completed.
161201	Stage 1	Gifted Problem Solver (Hard)	
1613	7-4	Downtown Apartments	Let me get this straight, making a pact with a demon...for justice?
161301	Stage 1	Vengeful Thoughts (Hard)	
1614	7-5	City Center	Can you stop putting on makeup on the train?
161401	Stage 1	Mascara (Hard)	
1615	7-6	Lan Fei	The proprietress is Harlem Street's black star.
161501	Stage 1	Darktown (Hard)	
1616	7-7	City Center	I thought something was making a heck of a racket.
161601	Stage 1	Marital Quarrel (Hard)	
1617	7-8	Nirrti	The exorcist that submitted to a demon.
161701	Stage 1	One's Lot (Hard)	
1700	8-1	Congested Zone	Buses cause congestion when they stop.
170001	Stage 1	Self-Defense	
170002	Stage 2	Disappearing Candidate	
170003	Stage 3	Devil Alarm	
170004	Stage 4	Variable	
1701	8-2	Terminal	There are so many traffic lights near the express bus terminal.
170101	Stage 1	Terminal	
170102	Stage 2	Terminal	
170103	Stage 3	Terminal	
170104	Stage 4	Terminal	
1702	8-3	Cram School	Cram school is difficult in both the Infernal and Mortal Realms. Good luck, stalwart youth!
170201	Stage 1	Finding Frej	
170202	Stage 2	Opponent	
170203	Stage 3	Negotiations	
170204	Stage 4	Mona's Idea	
1703	8-4	Terminal	I can't breathe from all the smog near the express bus terminal.
170301	Stage 1	Terminal	
170302	Stage 2	Terminal	
170303	Stage 3	Terminal	
170304	Stage 4	Terminal	
1704	8-5	Frej	The Archfiend Contest, hotter than the midsummer heat.
170401	Stage 1	Improvised Companion	
170402	Stage 2	Demonic Devil	
170403	Stage 3	Safety Numb	
170404	Stage 4	Demonic Trump Card	
1705	8-6	Terminal	Watch out for all the accidents near the express bus terminal.
170501	Stage 1	Terminal	
170502	Stage 2	Terminal	
170503	Stage 3	Terminal	
170504	Stage 4	Terminal	
1706	8-7	Rufus I	I meet Rufus, the Archfiend heir.
170601	Stage 1	Breakout Devil	
170602	Stage 2	Critical Mission	
170603	Stage 3	Childhood Friend	
170604	Stage 4	Memories	
1707	8-8	Rufus II	The nobleman of the Infernal Realm awaits you.
170701	Stage 1	Doll Fight	
170702	Stage 2	Strategy	
170703	Stage 3	According to Plan	
170704	Stage 4	Rufus the Heir	
1710	8-1	Congested Zone	The terrible traffic has everyone stressed out.
171001	Stage 1	Traffic Safety (Hard)	
1711	8-2	Terminal	Cars buzz across the streets near the express bus terminal.
171101	Stage 1	Hard - Terminal	
1712	8-3	Cram School	Students fill the jam-packed classroom with unamused faces.
171201	Stage 1	Test Wars (Hard)	
1713	8-4	Terminal	The area near the express bus terminal is getting cleaned up.
171301	Stage 1	Hard - Terminal	
1714	8-5	Leuce	I'll work according to my pay grade.
171401	Stage 1	Money is Everything (Hard)	
1715	8-6	Terminal	A place near the express bus terminal, where I get a bad feeling.
171501	Stage 1	Hard - Terminal	
1716	8-7	Brownie	I deal in all kinds of information.
171601	Stage 1	She's a Chinchilla! (Hard)	
1717	8-8	Nicole	I hate it when people take my things.
171701	Stage 1	Santa Invasion (Hard)	
2000	1-1	Holy Michael	An ethics teacher preaches about love and compassion.
200001	Stage 1	All Girls School	
200002	Stage 2	All Girls School	
200003	Stage 3	All Girls School	
200004	Stage 4	All Girls School	
2001	1-2	Gomorrah	A beast who wears the name of a ruined city.
200101	Stage 1	Broken Soul	
200102	Stage 2	Broken Soul	
200103	Stage 3	Broken Soul	
200104	Stage 4	Broken Soul	
2002	1-3	Hydra	An odious shadow that covers the holy land.
200201	Stage 1	Chaotic Monster	
200202	Stage 2	Chaotic Monster	
200203	Stage 3	Chaotic Monster	
200204	Stage 4	Chaotic Monster	
2003	1-4	BathoryⅠ	You are my flower, my companion.
200301	Stage 1	Forever Companion	
200302	Stage 2	Forever Companion	
200303	Stage 3	Forever Companion	
200304	Stage 4	Forever Companion	
2010	1-1	Aten	Never let your feelings show.
201001	Stage 1	Checkmate (Hard)	
2011	1-2	Quirinus	I'll always cheer you on!
201101	Stage 1	Fight! (Hard)	
2012	1-3	Calchas	My luck has turned.
201201	Stage 1	Maybe It's Just Me (Hard)	
2013	1-4	Thanatos	This will be a nice, slow death.
201301	Stage 1	Final Moments (Hard)	
2100	2-1	The Shadow of the All Girls School	Where did the girl who went into the shadow go?
210001	Stage 1	The Companion Who Disappeared	
210002	Stage 2	The Companion Who Disappeared	
210003	Stage 3	The Companion Who Disappeared	
210004	Stage 4	The Companion Who Disappeared	
2101	2-2	Asagiri Theresa	God, take pity.
210101	Stage 1	The Fuzzy Dream	
210102	Stage 2	The Fuzzy Dream	
210103	Stage 3	The Fuzzy Dream	
210104	Stage 4	The Fuzzy Dream	
2102	2-3	Unknown	The cradle of the dreaming Child stands still.
210201	Stage 1	The Dreaming, Living Dead	
210202	Stage 2	The Dreaming, Living Dead	
210203	Stage 3	The Dreaming, Living Dead	
210204	Stage 4	The Dreaming, Living Dead	
2103	2-4	Father Babila	The scheming demon awakens from their slumber.
210301	Stage 1	The Designer	
210302	Stage 2	The Designer	
210303	Stage 3	The Designer	
210304	Stage 4	The Designer	
2110	2-1	The Shadow of the All Girls School	Where did the girl who went into the shadow go?
211001	Stage 1	Hard - The Companion Who Disappeared	
211002	Stage 2	Hard - The Companion Who Disappeared	
211003	Stage 3	Hard - The Companion Who Disappeared	
211004	Stage 4	Hard - The Companion Who Disappeared	
2111	2-2	Asagiri Theresa	God, take pity.
211101	Stage 1	Hard - The Fuzzy Dream	
211102	Stage 2	Hard - The Fuzzy Dream	
211103	Stage 3	Hard - The Fuzzy Dream	
211104	Stage 4	Hard - The Fuzzy Dream	
2112	2-3	Unknown	The cradle of the dreaming Child stands still.
211201	Stage 1	Hard - The Dreaming, Living Dead	
211202	Stage 2	Hard - The Dreaming, Living Dead	
211203	Stage 3	Hard - The Dreaming, Living Dead	
211204	Stage 4	Hard - The Dreaming, Living Dead	
2113	2-4	Father Babila	The scheming demon awakens from their slumber.
211301	Stage 1	Hard - The Designer	
211302	Stage 2	Hard - The Designer	
211303	Stage 3	Hard - The Designer	
211304	Stage 4	Hard - The Designer	
2200	3-1	Babel	It's so nice out. Another day with perfect weather.
220001	Stage 1	The Soul's Destination	
220002	Stage 2	The Soul's Destination	
220003	Stage 3	The Soul's Destination	
220004	Stage 4	The Soul's Destination	
2201	3-2	Bathory II	Before I knew it, I'd stumbled into the battlefield in the dead of night.
220101	Stage 1	Kind Demon of Nobility	
220102	Stage 2	Kind Demon of Nobility	
220103	Stage 3	Kind Demon of Nobility	
220104	Stage 4	Kind Demon of Nobility	
2202	3-3	Empty Cradle	Uninvited guests gathered in a godless sanctum.
220201	Stage 1	Desolated Classroom	
220202	Stage 2	Desolated Classroom	
220203	Stage 3	Desolated Classroom	
220204	Stage 4	Desolated Classroom	
2203	3-4	Creature	Nameless monster brought forth from darkness.
220301	Stage 1	From Darkness, a Scream	
220302	Stage 2	From Darkness, a Scream	
220303	Stage 3	From Darkness, a Scream	
220304	Stage 4	From Darkness, a Scream	
2210	3-1	Babel	It's so nice out. Another day with perfect weather.
221001	Stage 1	The Soul's Destination (Hard)	
221002	Stage 2	The Soul's Destination (Hard)	
221003	Stage 3	The Soul's Destination (Hard)	
221004	Stage 4	The Soul's Destination (Hard)	
2211	3-2	Bathory II	Before I knew it, I'd stumbled into the battlefield in the dead of night.
221101	Stage 1	Kind Demon of Nobility (Hard)	
221102	Stage 2	Kind Demon of Nobility (Hard)	
221103	Stage 3	Kind Demon of Nobility (Hard)	
221104	Stage 4	Kind Demon of Nobility (Hard)	
2212	3-3	Empty Cradle	Uninvited guests gathered in a godless sanctum.
221201	Stage 1	Desolated Classroom (Hard)	
221202	Stage 2	Desolated Classroom (Hard)	
221203	Stage 3	Desolated Classroom (Hard)	
221204	Stage 4	Desolated Classroom (Hard)	
2213	3-4	Creature	Nameless monster brought forth from darkness.
221301	Stage 1	From Darkness, a Scream (Hard)	
221302	Stage 2	From Darkness, a Scream (Hard)	
221303	Stage 3	From Darkness, a Scream (Hard)	
221304	Stage 4	From Darkness, a Scream (Hard)	
2300	4-1	Vengeful Kubaba	The Holy Land At Last
230001	Stage 1	An Ebony Cradle	
230002	Stage 2	An Ebony Cradle	
230003	Stage 3	An Ebony Cradle	
230004	Stage 4	An Ebony Cradle	
2301	4-2	A Veteran's Strategy	An undefeated veteran stands in the shadows of the misty holy land.
230101	Stage 1	Rumors of a Demon	
230102	Stage 2	Rumors of a Demon	
230103	Stage 3	Rumors of a Demon	
230104	Stage 4	Rumors of a Demon	
2302	4-3	Demonic Desires	The flames of malice will never be quenched.
230201	Stage 1	Chaotic Dreams	
230202	Stage 2	Chaotic Dreams	
230203	Stage 3	Chaotic Dreams	
230204	Stage 4	Chaotic Dreams	
2303	4-4	Last Holy Day	You are my flower. We are companions.
230301	Stage 1	Vow of an Unending Soul	
230302	Stage 2	Vow of an Unending Soul	
230303	Stage 3	Vow of an Unending Soul	
230304	Stage 4	Vow of an Unending Soul	
2310	4-1	Vengeful Kubaba	The Holy Land At Last
231001	Stage 1	An Ebony Cradle (Hard)	
231002	Stage 2	An Ebony Cradle (Hard)	
231003	Stage 3	An Ebony Cradle (Hard)	
231004	Stage 4	An Ebony Cradle (Hard)	
2311	4-2	A Veteran's Strategy	An undefeated veteran stands in the shadows of the misty holy land.
231101	Stage 1	Rumors of a Demon (Hard)	
231102	Stage 2	Rumors of a Demon (Hard)	
231103	Stage 3	Rumors of a Demon (Hard)	
231104	Stage 4	Rumors of a Demon (Hard)	
2312	4-3	Demonic Desires	The flames of malice will never be quenched.
231201	Stage 1	Chaotic Dreams (Hard)	
231202	Stage 2	Chaotic Dreams (Hard)	
231203	Stage 3	Chaotic Dreams (Hard)	
231204	Stage 4	Chaotic Dreams (Hard)	
2313	4-4	Last Holy Day	You are my flower. We are companions.
231301	Stage 1	Vow of an Unending Soul (Hard)	
231302	Stage 2	Vow of an Unending Soul (Hard)	
231303	Stage 3	Vow of an Unending Soul (Hard)	
231304	Stage 4	Vow of an Unending Soul (Hard)	
2400	Ⅰ.	The Loneliness in Darkness	The hatred left behind in the Infernal Realm.
240001	Stage 1	The Two Davis I	
240002	Stage 2	Creeping Shadow	
2401	Ⅱ.	Love & Hate Davi	Meeting your antithesis.
240101	Stage 3	The Two Davis II	
240102	Stage 4	Another Davi	
2402	Ⅲ.	The Black Prince's Trick	Snickering can be heard from a corner of the abandoned factory.
240201	Stage 5	The Two Davis III	
240202	Stage 6	Sleeping Cradle	
2403	Ⅳ.	Wailing Black	Unleashed despair.
240301	Stage 7	Cocoon of Return	
240302	Stage 8	Awakened Davi	
2410	Ⅰ.	The Loneliness in Darkness	The hatred left behind in the Infernal Realm.
241001	Stage 1	The Two Davis I (Hard)	
241002	Stage 2	Creeping Shadow (Hard)	
2411	Ⅱ.	Love & Hate Davi	Meeting your antithesis.
241101	Stage 3	The Two Davis II (Hard)	
241102	Stage 4	Another Davi (Hard)	
2412	Ⅲ.	The Black Prince's Trick	Snickering can be heard from a corner of the abandoned factory.
241201	Stage 5	The Two Davis III (Hard)	
241202	Stage 6	Sleeping Cradle (Hard)	
2413	Ⅳ.	Wailing Black	Unleashed despair.
241301	Stage 7	Cocoon of Return (Hard)	
241302	Stage 8	Awakened Davi (Hard)	
2500	Ⅰ.	Prideful Archer	A demon becomes a familiar, and searches for her old training buddy.
250001	Stage 1	Luin's Intensive Training I	
250002	Stage 2	Dojo Challenge	
