// key	HECATE_STORY_TITLE_	HECATE_STORY_DESC_
100003025	ช่วงเวลาพัก: โจนออฟอาร์ค	
100003026	การจู่โจมจากด้านหน้า	
100003027	คำใบ้ของพันธสัญญา	
100003028	หลักคำสอนเปี่ยมทักษะ	
100003029	ปีศาจผู้ขี้ขลาด(1/2)	
100003030	ปีศาจผู้ขี้ขลาด(2/2)	
100004001	ฉากเปิด	
100004002	บทนำ: อพอลโล่	
100004003	การก่อกำเนิด	
100004004	ผู้ได้รับการบูชา I	
100004005	ความเชื่อใจต่อกัน	
100004006	บทนำ: แผนกสูตินรีเวช	
100004007	ความสุข	
100004008	คำแก้ตัวของปีศาจ	
100004009	หยุดนะ!	
100004010	ภาชนะที่ยังไม่สมบูรณ์(1/2)	
100004011	ภาชนะที่ยังไม่สมบูรณ์(2/2)	
100004012	บทนำ: นีมเฮน I	
100004013	ความรู้สึกที่แท้จริง(1/2)	
100004014	ความรู้สึกที่แท้จริง(2/2)	
100004015	ความผิดพลาดซ้ำๆ	
100004016	ความลับของการหลับลึก	
100004017	พิธีไล่ผีของปีศาจ(1/2)	
100004018	พิธีไล่ผีของปีศาจ(2/2)	
100004019	ช่วงเวลาพัก: นีมเฮน	
100004020	การต่อรองที่ล้มเหลว(1/2)	
100004021	การต่อรองที่ล้มเหลว(2/2)	
100004022	ปัญหาผู้หญิงๆ ในโลกปีศาจ(1/2)	
100004023	ปัญหาผู้หญิงๆ ในโลกปีศาจ(2/2)	
100004024	ลำดับความเดือดดาล(1/2)	
100004025	ลำดับความเดือดดาล(2/2)	
100004026	เข้าหูซ้ายทะลุหูขวา(1/2)	
100004027	เข้าหูซ้ายทะลุหูขวา(2/2)	
100004028	ช่วงเวลาพัก: นีมเฮน	
100004029	เต็มพิกัด(1/2)	
100004030	เต็มพิกัด(2/2)	
100004031	หลอกหรือลวง(1/2)	
100004032	หลอกหรือลวง(2/2)	
100004033	ถูกโอบล้อม	
100004034	การเริ่มต้นที่แท้จริง(1/2)	
100004035	การเริ่มต้นที่แท้จริง(2/2)	
100005001	ฉากเปิด	
100005002	บทนำ: ดาน่า	
100005003	รักแรกของสาวน้อย(1/2)	
100005004	รักแรกของสาวน้อย(2/2)	
100005005	วิธีการที่มีเหตุผล(1/2)	
100005006	วิธีการที่มีเหตุผล(2/2)	
100005007	วันเวย์ทริป(1/2)	
100005008	วันเวย์ทริป(2/2)	
100005009	คะแนนความพยายาม(1/2)	
100005010	คะแนนความพยายาม(2/2)	
100005011	บทนำ: โรงเรียนประถม	
100005012	ดาวรุ่งพุ่งแรง(1/2)	
100005013	ดาวรุ่งพุ่งแรง(2/2)	
100005014	เจ้าสาวตัวน้อย(1/2)	
100005015	เจ้าสาวตัวน้อย(2/2)	
100005016	เรื่องราวความกังวล(1/2)	
100005017	เรื่องราวความกังวล(2/2)	
100005018	คำศัพท์ของปีศาจ(1/2)	
100005019	คำศัพท์ของปีศาจ(2/2)	
100005020	บทนำ: ยูโรป้า I	
100005021	จอมโดดเรียน	
100005022	เด็กเกเร	
100005023	เด็กผู้ถูกทอดทิ้ง	
100005024	สมการของสาวรุ่น(1/2)	
100005025	สมการของสาวรุ่น(2/2)	
100005026	บทนำ: เนธ	
100005027	ชั่วโมงเรียน	
100005028	เงาตามตัว	
100005029	เยาวชนจอมกบฏ	
100005030	สายใยแห่งครอบครัว(1/2)	
100005031	สายใยแห่งครอบครัว(2/2)	
100006001	ฉากเปิด	
100006002	บทนำ: ลีเจนด์	
100006003	สาวน้อยผู้ถูกทอดทิ้ง(1/2)	
100006004	สาวน้อยผู้ถูกทอดทิ้ง(2/2)	
100006005	ยอดฝีมือใหม่ปริศนา	
100006006	แบดบอยและทรราช	
100006007	ดาบิมาแล้ว!(1/2)	
100006008	ดาบิมาแล้ว!(2/2)	
100006009	ช่วงเวลาพัก: ลีเจนด์	
100006010	เทคนิคการล่อลวงของดาบิ	
100006011	เป็นนินจาต้องอดทน	
100006012	ธรรมเนียมโบราณ	
100006013	ตำนานวีรบุรุษ(1/2)	
100006014	ตำนานวีรบุรุษ(2/2)	
100006015	บทนำ: บริษัทกฎหมาย	
100006016	ปีศาจผู้ไร้กฎเกณฑ์	
100006017	ผู้พิทักษ์จอมดราม่า	
100006018	ความกังวลของปีศาจ	
100006019	ห้ามถามอะไรทั้งสิ้น(1/2)	
100006020	ห้ามถามอะไรทั้งสิ้น(2/2)	
100006021	บทนำ: มหาวิหาร	
100006022	เล่นคำ	
100006023	สัมผัสถึงอันตราย	
100006024	ความปลอดภัยต้องมาก่อน	
100006025	ความกังวลเล็กๆ(1/2)	
100006026	ความกังวลเล็กๆ(2/2)	
100006027	บทนำ: ยูโรป้า II	
100006028	ความกระวนกระวาย	
100006029	เส้นทางสู่ปีศาจมืออาชีพ(1/2)	
100006030	เส้นทางสู่ปีศาจมืออาชีพ(2/2)	
100006031	ผู้เข้าร่วม	
100006032	บุปผาและภมร	
100007001	ฉากเปิด	
100007002	บทนำ: เชนคิลเลอร์	
100007003	ปีศาจพเนจร(1/2)	
100007004	ปีศาจพเนจร(2/2)	
100007005	นักล่า(1/2)	
100007006	นักล่า(2/2)	
100007007	ตามล่าความเป็นเลิศ(1/2)	
100007008	ตามล่าความเป็นเลิศ(2/2)	
100007009	บุคคลที่เหมาะสม(1/2)	
100007010	บุคคลที่เหมาะสม(2/2)	
100007011	บทนำ: อพาร์ตเมนต์ย่านกลางเมือง	
100007012	ปีศาจจอมหลงใหล	
100007013	ปีศาจผู้สอบตก	
100007014	การวางแผนชีวิต	
100007015	ราชาปีศาจผู้เรืองปัญญา(1/2)	
100007016	ราชาปีศาจผู้เรืองปัญญา(2/2)	
100007017	บทนำ: คาลคัส	
100007018	ราชาปีศาจหมายเลข 666(1/2)	
100007019	ราชาปีศาจหมายเลข 666(2/2)	
100007020	ประกาศลี้ภัย(1/2)	
100007021	ประกาศลี้ภัย(2/2)	
100007022	วินาทีสำคัญ	
100007023	ผู้ทำนาย	
100007024	ช่วงเวลาพัก: คาลคัส	
100007025	กินอิ่ม นอนหลับ	
100007026	บุคคลอันตราย	
100007027	แขวนอยู่บนเส้นด้าย	
100007028	หายนะของปีศาจ(1/2)	
100007029	หายนะของปีศาจ(2/2)	
100008001	ฉากเปิด	
100008002	บทนำ: ย่านแออัด	
100008003	การป้องกันตัวเอง	
100008004	ผู้ท้าชิงที่หายตัวไป	
100008005	เตือนภัยปีศาจ	
100008006	ตัวแปร	
100008007	บทนำ: โรงเรียนกวดวิชา	
100008008	ตามล่าหาเฟรย์	
100008009	ปรปักษ์	
100008010	การต่อรอง	
100008011	ความคิดของโมนา(1/2)	
100008012	ความคิดของโมนา(2/2)	
100008013	บทนำ: เฟรย์	
100008014	ตกกระไดพลอยโจน	
100008015	ปีศาจผู้ชั่วร้าย	
100008016	ความไม่มั่นคง	
100008017	อาวุธลับแสนชั่วร้าย	
100008018	บทนำ: รูฟัส	
100008019	ปีศาจผู้หนีหาย	
100008020	ภารกิจสำคัญ(1/2)	
100008021	ภารกิจสำคัญ(2/2)	
100008022	เพื่อนวัยเด็ก	
100008023	ความทรงจำ	
100008024	ช่วงเวลาพัก: รูฟัส	
100008025	ศึกตุ๊กตา(1/2)	
100008026	ศึกตุ๊กตา(2/2)	
100008027	แผนกลยุทธ์	
100008028	เป็นไปตามแผนการ(1/2)	
100008029	เป็นไปตามแผนการ(2/2)	
100008030	รูฟัสผู้สืบทอด(1/2)	
100008031	รูฟัสผู้สืบทอด(2/2)	
100009001	ฉากเปิด	
100009002	บทนำ: เซนต์ไมเคิล	
100009003	โรงเรียนหญิงล้วน(1/2)	
100009004	โรงเรียนหญิงล้วน(2/2)	
100009005	ช่วงเวลาพัก: โกโมราห์	
100009006	จิตวิญญาณที่แตกดับ(1/2)	
100009007	จิตวิญญาณที่แตกดับ(2/2)	
100009008	ช่วงเวลาพัก: ไฮดร้า	
100009009	มอนสเตอร์จอมวุ่นวาย(1/2)	
100009010	มอนสเตอร์จอมวุ่นวาย(2/2)	
100009011	ช่วงเวลาพัก: บาโทรี I	
100009012	สหายชั่วนิรันดร์(1/2)	
100009013	สหายชั่วนิรันดร์(2/2)	
100010001	ฉากเปิด	
100010002	บทนำ: เงามืดของโรงเรียนหญิงล้วน	
100010003	สหายผู้หายสาบสูญ(1/2)	
100010004	สหายผู้หายสาบสูญ(2/2)	
100010005	ความฝันอันเลือนราง(1/2)	
100010006	ความฝันอันเลือนราง(2/2)	
100010007	ผีดิบช่างฝัน(1/2)	
100010008	ผีดิบช่างฝัน(2/2)	
100010009	ดีไซน์เนอร์(1/2)	
100010010	ดีไซน์เนอร์(2/2)	
100011001	ฉากเปิด	
100011002	บทนำ: บาเบล	
100011003	จุดหมายปลายทางของวิญญาณ(1/2)	
100011004	จุดหมายปลายทางของวิญญาณ(2/2)	
100011005	ช่วงเวลาพัก: บาโทรี II	
100011006	ปีศาจผู้เมตตาแห่งชนชั้นสูง(1/2)	
100011007	ปีศาจผู้เมตตาแห่งชนชั้นสูง(2/2)	
100011008	ช่วงเวลาพัก: เปลที่ว่างเปล่า	
100011009	ห้องเรียนที่ว่างเปล่า(1/2)	
100011010	ห้องเรียนที่ว่างเปล่า(2/2)	
100011011	ช่วงเวลาพัก: สัตว์ประหลาด	
100011012	เสียงกรีดร้องจากความมืด(1/2)	
100011013	เสียงกรีดร้องจากความมืด(2/2)	
100012001	ฉากเปิด	
100012002	บทนำ: คุบาบาผู้พยาบาท	
100012003	เปลไม้ดำ(1/2)	
100012004	เปลไม้ดำ(2/2)	
100012005	บทนำ: กลยุทธ์ของผู้ชำนาญการ	
100012006	ข่าวลือเกี่ยวกับปีศาจตนหนึ่ง(1/2)	
100012007	ข่าวลือเกี่ยวกับปีศาจตนหนึ่ง(2/2)	
100012008	บทนำ: ความปรารถนาอันชั่วร้าย	
100012009	ความฝันโกลาหล(1/2)	
100012010	ความฝันโกลาหล(2/2)	
100012011	ช่วงเวลาพัก: วันศักดิ์สิทธิ์สุดท้าย	
100012012	คำสาบานของวิญญาณที่ไม่สงบ(1/2)	
100012013	คำสาบานของวิญญาณที่ไม่สงบ(2/2)	
100013001	ฉากเปิด	
100013002	บทนำ: โดดเดี่ยวในความมืด	
100013003	เงาที่คืบคลานเข้ามา(1/2)	
100013004	เงาที่คืบคลานเข้ามา(2/2)	
100013005	ดาบิอีกคน(1/2)	
100013006	ดาบิอีกคน(2/2)	
100013007	เปลนอน(1/2)	
100013008	เปลนอน(2/2)	
100013009	รังไหมแห่งการหวนคืน	
100013010	ดาบิที่ปลุกพลังแล้ว(1/6)	
100013011	ดาบิที่ปลุกพลังแล้ว(2/6)	
100013012	ดาบิที่ปลุกพลังแล้ว(3/6)	
100013013	ดาบิที่ปลุกพลังแล้ว(4/6)	
100013014	ดาบิที่ปลุกพลังแล้ว(5/6)	
100013015	ดาบิที่ปลุกพลังแล้ว(6/6)	
100014001	ฉากเปิด	
100014002	บทนำ: ผู้ยิงธนูจอมโอหัง	
100014003	การท้าทายโดโจ (1/2)	
100014004	การท้าทายโดโจ (2/2)	
100014005	นักแม่นธนูปีศาจ (1/2)	
100014006	นักแม่นธนูปีศาจ (2/2)	
100014007	การหายตัวไปของดาบิ (1/2)	
100014008	การหายตัวไปของดาบิ (2/2)	
100014009	เกียรติของข้า (1/2)	
100014010	เกียรติของข้า (2/2)	
100019001	บทนำ	
100019002	ความหอมและกลิ่นกาย (1/2)	
100019003	ความหอมและกลิ่นกาย (2/2)	
100019004	ความลับระหว่างสองคน (1/2)	
100019005	ความลับระหว่างสองคน (2/2)	
100019006	อิทธิพลของหัวใจ (1/2)	
100019007	อิทธิพลของหัวใจ (2/2)	
100019008	ความรักแบบเด็กๆ (1/2)	
100019009	ความรักแบบเด็กๆ (2/2)	
100019010	ที่นี่ ที่นั่นและทุกที่	
100019011	รอบที่ 2	
100019012	รักหวานแหวว (1/2)	
100019013	รักหวานแหวว (2/2)	
100019014	การทำนายของแอลลี่ (1/2)	
100019015	การทำนายของแอลลี่ (2/2)	
100023001	บทนำ	
100023002	เพลงต้นฉบับ	
100023003	ซุปเปอร์โนวาแห่งย่านฮาร์เล็ม	
100023004	อีเวนต์เซอร์ไพรส์	
100023005	ยินดีที่ได้รู้จักนะ!	
100023006	ฝากเจ้าด้วยล่ะ!(1/2)	
100023007	ฝากเจ้าด้วยล่ะ!(2/2)	
100023008	ส่งเสียงหน่อย!(1/2)	
100023009	ส่งเสียงหน่อย!(2/2)	
100023010	ทำเป็นพูดดีไป	
100023011	ปีศาจผู้น่ารัก (1/2)	
100023012	ปีศาจผู้น่ารัก (2/2)	
100090001	ยินดีต้อนรับ!	
100091001	บทนำ	
100091002	แครมปัส I (1/2)	
100091003	แครมปัส I (2/2)	
100091004	รูดอล์ฟ (1/2)	
100091005	รูดอล์ฟ (2/2)	
100091006	ซานตาคลอส (1/2)	
100091007	ซานตาคลอส (2/2)	
100091008	แครมปัส II (1/2)	
100091009	แครมปัส II (2/2)	
100092001	บทนำ	
100092002	บาสต์ (1/2)	
100092003	บาสต์ (2/2)	
100092004	โฮรัส (1/2)	
100092005	โฮรัส (2/2)	
100092006	คลีโอพัตรา (1/2)	
100092007	คลีโอพัตรา (2/2)	
100092008	การปรากฎตัวของฟาโรห์ (1/2)	
100092009	การปรากฎตัวของฟาโรห์ (2/2)	
100093001	บทนำ	
100093002	วิลโลว์ ดอร์ยัง (1/2)	
100093003	วิลโลว์ ดอร์ยัง (2/2)	
100093004	จาชองบี I (1/2)	
100093005	จาชองบี I (2/2)	
100093006	บาริ (1/2)	
100093007	บาริ (2/2)	
100093008	จาชองบี II (1/2)	
100093009	จาชองบี II (2/2)	
100094001	บทนำ	
100094002	พิธีไล่ผีของปีศาจ (1/2)	
100094003	พิธีไล่ผีของปีศาจ (2/2)	
100094004	ปฏิบัติการช่วยชีวิต (1/2)	
100094005	ปฏิบัติการช่วยชีวิต (2/2)	
100094006	ความลำพองใจของผู้คลั่งศาสนา (1/2)	
100094007	ความลำพองใจของผู้คลั่งศาสนา (2/2)	
100094008	การฟื้นคืนชีพและการปลุกพลัง (1/2)	
100094009	การฟื้นคืนชีพและการปลุกพลัง (2/2)	
100095001	บทนำ	
100095002	รีสอร์ตที่สวยงาม (1/2)	
100095003	รีสอร์ตที่สวยงาม (2/2)	
100095004	วอลเลย์บอลชายหาด (1/2)	
100095005	วอลเลย์บอลชายหาด (2/2)	
100095006	ปริศนาของลิงยักษ์ (1/2)	
100095007	ปริศนาของลิงยักษ์ (2/2)	
100095008	วันหยุดฤดูร้อน (1/2)	
100095009	วันหยุดฤดูร้อน (2/2)	
100096001	บทนำ	
100096002	แขกผู้น่ารัก (1/2)	
100096003	แขกผู้น่ารัก (2/2)	
100096004	เมดนักดวลปืน (1/2)	
100096005	เมดนักดวลปืน (2/2)	
100096006	Yes, My Lord... (1/2)	
100096007	Yes, My Lord... (2/2)	
100096008	ผู้ที่ข้ารัก (1/2)	
100096009	ผู้ที่ข้ารัก (2/2)	
100097001	บทนำ	
100097002	แพลนเนตปาร์ตี้ (1/2)	
100097003	แพลนเนตปาร์ตี้ (2/2)	
100097004	เป็นเด็กฝึกนานแค่ไหน? (1/2)	
100097005	เป็นเด็กฝึกนานแค่ไหน? (2/2)	
100097006	ความภาคภูมิใจของไอดอล (1/2)	
100097007	ความภาคภูมิใจของไอดอล (2/2)	
100097008	แสดงอีก! (1/2)	
100097009	แสดงอีก! (2/2)	
100099001	บทนำ	
100099002	-หายนะ- (1/2)	
100099003	-หายนะ- (2/2)	
100099004	-เบาะแส- (1/2)	
100099005	-เบาะแส- (2/2)	
100099006	-ความโกรธ- (1/2)	
100099007	-ความโกรธ- (2/2)	
100099008	-ความหวัง- (1/2)	
100099009	-ความหวัง- (2/2)	
100100001	บทนำ	
100100002	เพลงแต่งงานแห่งพรหมลิขิต (1/2)	
100100003	เพลงแต่งงานแห่งพรหมลิขิต (2/2)	
100100004	จดหมายจากเกาะแห่งเจ้าสาว	
100100005	เจ้าสาวมาแล้ว?! (1/2)	
100100006	เจ้าสาวมาแล้ว?! (2/2)	
100100007	เจ้าบ่าวมาแล้ว! (1/2)	
100100008	เจ้าบ่าวมาแล้ว! (2/2)	
100100009	พระอาทิตย์ของข้า เจ้าสาวของข้า (1/2)	
100100010	พระอาทิตย์ของข้า เจ้าสาวของข้า (2/2)	
100104001	บทนำ	
100104002	การท้าทายของผู้ร้าย (1/2)	
100104003	การท้าทายของผู้ร้าย (2/2)	
100104004	น้ำเป็นหนึ่งเดียวกับปืนฉีดน้ำ (1/2)	
100104005	น้ำเป็นหนึ่งเดียวกับปืนฉีดน้ำ (2/2)	
100104006	ฉีดน้ำ (1/2)	
100104007	ฉีดน้ำ (2/2)	
100104008	สูบน้ำ (1/2)	
100104009	สูบน้ำ (2/2)	
100105001	บทนำ	
100105002	ตอน 1 (1/2)	
100105003	ตอน 1 (2/2)	
100105004	ตอน 2 (1/2)	
100105005	ตอน 2 (2/2)	
100105006	ตอน 3 (1/2)	
100105007	ตอน 3 (2/2)	
100105008	ตอน 4 (1/2)	
100105009	ตอน 4 (2/2)	
100110001	เงาสะท้อนโลกันตร์	การทดสอบเวิลด์บอส
100110002	นักปราชญ์แห่งโลกปีศาจ	ร้านค้ากระจกวิเศษ
100111001	บทนำ	
100111002	ภัยพิบัติ I	
100111003	ภัยพิบัติ II	
100111004	ปะทะ I	
100111005	ปะทะ II	
100111006	สัญญาสองฝ่าย I	
100111007	สัญญาสองฝ่าย II	
100112001	บทนำ	
100112002	บทสวดให้ผู้ใกล้ตาย I	
100112003	บทสวดให้ผู้ใกล้ตาย II	
100112004	ผู้ยั่วยวน	
100112005	การล่มสลาย	
100112006	ครูเสด	
100112007	การจุติ	
100113001	บทนำ	
100113002	วันโลกาวินาศ!	
100113003	วันโลกาวินาศ!(1/2)	
100113004	วันโลกาวินาศ!(2/2)	
100114001	บทนำ	
100114002	สตอล์คเกอร์	
100114003	ผู้ติดตาม	
100114004	เกมซ่อนหา	
100114005	เกมหลอก คนลวง	
100114006	ความบ้าคลั่งอันเงียบงัน(1/2)	
100114007	ความบ้าคลั่งอันเงียบงัน(2/2)	
100115001	บทนำ	
100115002	แสงสว่างในความมืดมิด(1/2)	
100115003	แสงสว่างในความมืดมิด(2/2)	
100115004	ความลังเลใจ(1/2)	
100115005	ความลังเลใจ(2/2)	
100115006	การเลิกวิตกกับอดีต(1/2)	
100115007	การเลิกวิตกกับอดีต(2/2)	
100115008	ความทรงจำอันเก่าแก่(1/2)	
100115009	ความทรงจำอันเก่าแก่(2/2)	
100115010	หนทางที่ถูกต้อง(1/2)	
100115011	หนทางที่ถูกต้อง(2/2)	
100116001	บทนำ	
100116002	การหลบหนี(1/2)	
100116003	การหลบหนี(2/2)	
100116004	อาชญากรรม(1/2)	
100116005	อาชญากรรม(2/2)	
100116006	การปรากฏตัวอย่างไม่คาดฝัน(1/2)	
100116007	การปรากฏตัวอย่างไม่คาดฝัน(2/2)	
100116008	เดอะลีดเดอร์(1/2)	
100116009	เดอะลีดเดอร์(2/2)	
100116010	เหล่าพี่น้อง(1/2)	
100116011	เหล่าพี่น้อง(2/2)	
100117001	บทนำ	
100117002	หัวใจวาย	
100117003	การสูญเสียเลือดขั้นวิกฤต I	
100117004	การสูญเสียเลือดขั้นวิกฤต II(1/2)	
100117005	การสูญเสียเลือดขั้นวิกฤต II(2/2)	
100117006	ประสบการณ์เฉียดตาย(1/2)	
100117007	ประสบการณ์เฉียดตาย(2/2)	
100118001	บทนำ	
100118002	ไปให้ได้นะ	
100118003	การทับซ้อน	
100118004	อาธีน่า	
100118005	ความทรงจำ	
100118006	พาลลาส	
100118007	มาอยู่ด้วยกัน	
100120001	บทนำ	
100120002	การเผชิญหน้า(1/2)	
100120003	การเผชิญหน้า(2/2)	
100120004	เรื่องราวนั้นดำเนินต่อไป(1/2)	
100120005	เรื่องราวนั้นดำเนินต่อไป(2/2)	
100120006	สหาย(1/2)	
100120007	สหาย(2/2)	
100120008	สายลูกประคำแก้ว(1/2)	
100120009	สายลูกประคำแก้ว(2/2)	
100121001	บทนำ	
100121002	ข่าวด่วน	
100121003	ไมค์เจ๊ง	
100121004	โชว์ยอดนิยม	
100121005	ไพรม์ไทม์	
100122001	บทนำ	
100122002	เจ้าชอบช็อกโกแลตแบบไหน?	
100122003	ของขวัญพิเศษ	
100122004	กล่องเค้กช็อกโกแลตที่ถูกขโมยมา	
100122005	ทำด้วยความรัก(1/2)	
100122006	ทำด้วยความรัก(2/2)	
100123001	บทนำ	
100123002	นักสืบกับผู้บูชาปีศาจ	
100123003	พันธสัญญาและความทรงจำ	
100123004	ธูปแห่งคำอธิษฐาน	
100123005	วิวรณ์ของพระเจ้า(1/2)	
100123006	วิวรณ์ของพระเจ้า(2/2)	
100125001	บทนำ	
100125002	เรื่องความงามน่ารู้(1/2)	
100125003	เรื่องความงามน่ารู้(2/2)	
100125004	หลักเบื้องต้น(1/2)	
100125005	หลักเบื้องต้น(2/2)	
100125006	ผู้งดงาม(1/2)	
100125007	ผู้งดงาม(2/2)	
100125008	รีเบิร์ธแล็บ(1/2)	
100125009	รีเบิร์ธแล็บ(2/2)	
100126001	บทนำ	
100126002	คนร้ายอยู่ใกล้ตัว	
100126003	สตรอว์เบอร์รีเคลือบน้ำตาล	
100126004	ปาร์ตี้ออนเซ็น	
100126005	ทางเลือกสามอย่างที่เหลือ(1/2)	
100126006	ทางเลือกสามอย่างที่เหลือ(2/2)	
100127001	บทนำ	
100127002	การตามหาใครบางคน(1/2)	
100127003	การตามหาใครบางคน(2/2)	
100127004	การเผชิญหน้า อันน่าประหลาดใจ(?)(1/2)	
100127005	การเผชิญหน้า อันน่าประหลาดใจ(?)(2/2)	
100127006	ปรมาจารย์	
100127007	ปณิธานแต่ละอย่าง(1/2)	
100127008	ปณิธานแต่ละอย่าง(2/2)	
100128001	บทนำ	
100128002	เดินเล่นยามเย็น	
100128003	แขกยามวิกาล	
100128004	เรื่องเฮี้ยนหลังโรงเรียนเลิก	
100128005	ปริศนากลางฤดูร้อน(1/2)	
100128006	ปริศนากลางฤดูร้อน(2/2)	
100129001	บทนำ	
100129002	พระอาทิตย์ของข้า	
100129003	ดวงอาทิตย์ไม่มีวันตก	
100129004	ความมืด	
100129005	ภายในเขาวงกต(1/2)	
100129006	ภายในเขาวงกต(2/2)	
100130001	บทนำ	
100130002	ความลับถูกเปิดเผย	
100130003	ขโมยกล้อง (1/2)	
100130004	ขโมยกล้อง (2/2)	
100130005	ไล่ล่าไทฟอน (1/2)	
100130006	ไล่ล่าไทฟอน (2/2)	
100130007	ข้าขอโทษนะ! (1/2)	
100130008	ข้าขอโทษนะ! (2/2)	
100131001	บทนำ	
100131002	โอกาสที่ไม่คาดคิด	
100131003	ไปกันเถอะ!(1/2)	
100131004	ไปกันเถอะ!(2/2)	
100131005	โอกาส	
100131006	ไม่มีโอกาสครั้งที่สองแล้ว(1/2)	
100131007	ไม่มีโอกาสครั้งที่สองแล้ว(2/2)	
100132001	บทนำ	
100132002	ไปรีสอร์ทสกี (1/2)	
100132003	ไปรีสอร์ทสกี (2/2)	
100132004	โอกาสทำพันธสัญญา (1/2)	
100132005	โอกาสทำพันธสัญญา (2/2)	
100132006	หิมะสร้างความสับสน (1/2)	
100132007	หิมะสร้างความสับสน (2/2)	
100132008	พลุวันคริสต์มาสอีฟ (1/2)	
100132009	พลุวันคริสต์มาสอีฟ (2/2)	
100134001	บทนำ	
100134002	ลูกอมยักษ์(1/2)	
100134003	ลูกอมยักษ์(2/2)	
100134004	ข้าอยากจะช่วยเจ้านะ	
