// key	MAIL_SENDER_	MAIL_TITLE_	MAIL_TEXT_
11014	莫娜	召喚LIVE獎勵	你獲得了一個5★Triple獎勵。
11015	莫娜	召喚LIVE獎勵	你獲得了一個5★Quadra獎勵。
11016	莫娜	召喚LIVE獎勵	你獲得了一個5★Penta獎勵。
11017	莫娜	召喚LIVE獎勵	你獲得了一個5★Hexa獎勵。
12	營運團隊	總計儲值	購買活動:總計儲值加成獎勵。
12000	莫娜	召喚獎勵	你獲得了一個3★Double獎勵。
12001	莫娜	召喚獎勵	你獲得了一個3★Triple獎勵。
12002	莫娜	召喚獎勵	你獲得了一個3★Quadra獎勵。
12003	莫娜	召喚獎勵	你獲得了一個3★Penta獎勵。
12004	莫娜	召喚獎勵	你獲得了一個3★Hexa獎勵。
12005	莫娜	召喚獎勵	你獲得了一個4★Double獎勵。
12006	莫娜	召喚獎勵	你獲得了一個4★Triple獎勵。
12007	莫娜	召喚獎勵	你獲得了一個4★Quadra獎勵。
12008	莫娜	召喚獎勵	你獲得了一個4★Penta獎勵。
12009	莫娜	召喚獎勵	你獲得了一個4★Hexa獎勵。
12010	莫娜	召喚獎勵	你獲得了一個5★Double獎勵。
12011	莫娜	召喚獎勵	你獲得了一個5★Triple獎勵。
12012	莫娜	召喚獎勵	你獲得了一個5★Quadra獎勵。
12013	莫娜	召喚獎勵	你獲得了一個5★Penta獎勵。
12014	莫娜	召喚獎勵	你獲得了一個5★Hexa獎勵。
12100	運營團隊	召喚加成	你的召喚加成。
13	營運團隊	本日儲值	購買活動:本日儲值加成獎勵。
13002	巴托里	致親愛的惡魔	謝謝你的友誼與信任。\希望一切安好。\願神保佑。
14100	運營團隊	世界王每季排名獎勵	這是你獲得世界王每季排名第{max}名的獎勵。\感謝你的參與。
14200	運營團隊	世界王每季排名獎勵	這是你獲得世界王每季排名第{min}名到第{max}名的獎勵。\感謝你的參與。
14300	運營團隊	世界王每季排名獎勵	這是你獲得世界王每季排名第{max}%%名到第{min}%%名的獎勵。\感謝你的參與。
14400	營運團隊	世界王每季排名獎勵	這是你獲得世界王每季排名第{max}%%名的獎勵。\感謝你的參與。
14500	營運團隊	世界王每季排名獎勵	這是你獲得世界王每季排名第{max}%%名到第{min}%%名的獎勵。\感謝你的參與。
15	營運團隊	累積召喚	購買活動:累積召喚加成獎勵。
15000	布朗尼	弒神獎勵	這是您的弒神排名獎勵！
15100	布朗尼	諸神排名獎勵	這是您的諸神排名獎勵！
15200	布朗尼	交換諸神點數	諸神強襲剩餘諸神強襲點數已兌換完畢！\感謝你的參與！
15300	布朗尼	諸神：炸裂票券交換	諸神強襲剩餘諸神：炸裂票券已兌換完畢！\感謝你的參與！
16	營運團隊	本日召喚	購買活動:本日召喚加成獎勵。
2	營運團隊	購買活動特典	贈送在活動期間內商店購買特典。
2000	莫娜	覺醒獎勵	恭喜你進行了覺醒！這是送給你的召喚券
20000	營運團隊	CBT獎勵	此荷米斯召喚券已作為特殊額外獎品\送給了完成CBT魔鬼狂歡節的玩家。
20001	營運團隊	事前登錄特典	你收到了一份事前登錄特殊獎勵！
20002	營運團隊	事前登錄特典	「３０萬人」事前登錄達成！有特殊額外禮物要送給你！
20003	營運團隊	事前登錄特典	「５０萬人」事前登錄達成！有特殊額外禮物要送給你！
20004	營運團隊	事前登錄特典	「７０萬人」事前登錄達成！有特殊額外禮物要送給你！
20005	營運團隊	事前登錄特典	「１００萬人」事前登錄達成！有特殊額外禮物要送給你！
2001	莫娜	覺醒加成獎勵	恭喜你進行了覺醒。
2002	營運團隊	成長獎勵	你為達到最高等級的Child獲得了一份成長獎勵。
21	運營團隊	緋紅商店物品	從緋紅商店購入的物品。
3	運營團隊	連續購買獎勵	商店購買特典。
3000	麗莎	任務完成獎勵	你獲得了一份通關獎勵！
31	管理隊伍	購買特典	從Codashop獲得額外購買紅利
4000	營運團隊	登入獎勵	你取得了一份登入獎勵。
4001	營運團隊	連續登入獎勵	你獲得了連續登入獎勵。
4002	營運團隊	8日的約定獎勵	你獲得了8日的約定獎勵。
4003	妮可	緊急支援	特別禮物來了。
4004	運營團隊	道具收集活動獎勵	你獲得了物品收集活動獎勵。
4005	運營團隊	回歸登入獎勵	你獲得了登入獎勵
4100	運營團隊	高級簽到獎勵	完成第[reason]次簽到的高級簽到獎勵。
4101	運營團隊	高級簽到獎勵	完成所有簽到的最終完成獎勵。
5000	莫娜	友誼戰	你獲得了一份與好友進行友誼戰的禮物。
50000	莫娜	候補生升級獎勵	莫娜刺激的升級獎勵！
50001	運營團隊	商店獎勵	你獲得了商店獎勵。
50006	管理隊伍	內容獎勵	你獲得了一個內容獎勵。
5001	莫娜	好友禮物	好友送來了一份禮物呢。快來領取它吧！
50011	運營團隊	Devil Pass獎勵	你獲得了Devil Pass獎勵。
50012	管理隊伍	Mission Pass獎勵	你獲得了Mission Pass獎勵。
5002	莫娜	好友支援	請確認你參與好友的戰鬥而獲得的道具。
6000	莫娜	友情點數轉蛋	從友情點數轉蛋中所獲得的物品。
7000	莫娜	寶箱禮物	從寶箱中所獲得的物品。
8000	營運團隊	每日支援服務特典	每日支援服務特典。
8999	營運團隊	每日支援服務系統更新以及補償	隨著每日支援服務的更新，我們將一起發放期間內所有剩餘的水晶。詳情請參閱公告。
90	營運團隊	取得票券	領取你所選擇的票券。
9000	營運團隊	促銷代碼特典	使用促銷代碼所獲得的特典物品。
91	琉刻	瑪門的支援	這是你的瑪門合理支援獎勵。
