// key	BACKGROUND_IMAGE_NAME_	BACKGROUND_IMAGE_DESCRIPTION_
2383	惡魔教徒的家	信仰是最沒有意義的事物。在這裡，信仰經受過考驗的人，將面對自己悲慘的結局。
2384	使者之杖的空間	在某人內心的黑暗角落，使者之杖翻吐著自己的舌頭。
2385	病房	情急之下，惡魔也會去人界的醫院。
2386	工作室	這同時是休息的家，也是氣氛熱鬧的工作室。
2387	提燈祭	迎接新年，在提燈中充滿新年願望，讓它升空吧。
2445	Planet Party的演唱會場	Planet Party單獨演唱會的場地。\一起享受Planet Party的完美演出和美妙歌曲吧。
2454	聖誕溜冰場	讓我們在聖誕節快樂的溜冰吧。
2455	除夕夜	新陽未升，但天已敞亮，並等候著新陽的到來。
3	紫色心情	紫色的子空間就好像魔界的夜空。
3046	海岸線的風景	城市的燈光溶進了水面搖曳著，且深不見底的河。
3059	教堂	驅魔師進行工作的神聖之地。
4	金色心情	金色的子空間就好像魔界的太陽之光照耀著。
5	綠色心情	綠色的子空間就好像魔界的地衣。
6	紅色心情	紅色的子空間就好像魔界的火山巖。
7	沒有名稱	[無描述]
8	沒有名稱	[無描述]
9	沒有名稱	[無描述]
