// key	SELECT_BOX_NAME_	SELECT_BOX_DESC_
73100037	Ayane and Leifang Skin Select Box	Select one component to receive it.
73100038	Ayane and Leifang Spa Skin Select Box	Select one component to receive it.
73100039	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100040	Best Rumble Spa Skin Select Box	Select one component to receive it.
73100041	Training Support Select Box	Select three components to receive them.
73100042	Best Raid Spa Skin Select Box	Select one component to receive it.
73100043	Best Attackers & Debuffers Spa Skin Select Box	Select one component to receive it.
73100044	Romeo & Juliet Skin Select Box	Select one component to receive it.
73100045	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100046	Attackers & Supporters Spa Skin Select Box	Select one component to receive it.
73100047	Enhancement Child Select Box	Select two components to receive them.
73100048	Best Raid Spa Skin Select Box	Select one component to receive it.
73100049	Rumble Pickup Spa Skin Select Box	Select one component to receive it.
73100050	Amplified Ignition Core Select Box	Select one component to receive it.
73100051	2019 Soul Carta Select Box	From launch until Dec 31, 2019.\Excludes collaboration cartas.
73100052	2019 A Weapon Select Box	From launch until Dec 31, 2019.\Excludes collaboration items.
73100053	2019 A Armor Select Box	From launch until Dec 31, 2019.\Excludes collaboration items.
73100054	2019 A Accessory Select Box	From launch until Dec 31, 2019.\Excludes collaboration items.
73100055	Ignition Core Material Select Box	Select one component to receive it.
73100056	Defenders & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100057	Planet Party Select Box	Only the most fervent Planet Party fans can get these light sticks!\Whose do you want?
73100058	2020 Child Spa Skin Select Box	From launch until Dec 31, 2020.\Excludes crossover spa skins.
73100059	2020 Soul Carta Select Box	From start of service until December 31, 2020\Crossover Carta unavailable
73100060	2020 Prism Carta Select Box	From start of service until December 31, 2020\Crossover Carta unavailable
73100061	2020 A Equipment Select Box	Crossover equipment from start of service\until December 31, 2020 is unavailable
73100062	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100063	Attackers & Healers Pickup Spa Skin Select Box	Select one component to receive it.
73100064	2020 Child Costume Select Box	From launching to Dec. 31st '20. \Collab.-limited and Pactmaker costumes not included.
73100065	Rumble Pickup Spa Skin Select Box	Select one component to receive it.
73100066	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100067	Healers & Supporters Pickup Spa Skin Select Box	Select one component to receive it.
73100068	Endless Valentine Skin Select Box	Select one component to receive it.
73100069	Ox Select Box	Select one component to receive it.
73100070	Best Raid Spa Skin Select Box	Select one component to receive it.
73100071	Attacker & Defender Pickup Spa Skin Select Box	Select one component to receive it.
73100072	Child Pick Up Summon Ticket Select Box	Select two components to receive them.
73100073	Rumble Pickup Spa Skin Select Box	Select one component to receive it.
73100074	Best Raid Spa Skin Select Box	Select one component to receive it.
73100075	Debuffers & Supporters Pickup Spa Skin Select Box	Select one component to receive it.
73100076	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100077	Attackers & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100078	Ignition Final Update Celebration Select Box	Select two components to receive them.
73100079	Most Popular Child Spa Skin Select Box	Select one component to receive it.
73100080	Debuffers & Supporters Pickup Spa Skin Select Box	Select one component to receive it.
73100081	Best Raid Spa Skin Select Box	Select one component to receive it.
73100082	Defender & Healer Pickup Spa Skin Select Box	Select one component to receive it.
73100083	Raid Boss Skin Select Box	Select one component to receive it.
73100084	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100085	Attackers & Supporters Spa Skin Select Box	Select one component to receive it.
73100086	Best Equipment/Crafting Stone Select Box	Select two components to receive them.
73100087	Rumble Pickup Spa Skin Select Box	Select one component to receive it.
73100088	Best Raid Spa Skin Select Box	Select one component to receive it.
73100089	Defender & Healer Pickup Spa Skin Select Box	Select one component to receive it.
73100090	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100091	Swimsuit Child Pickup Spa Skin Select Box	Select one component to receive it.
73100092	Best Raid Spa Skin Select Box	Select one component to receive it.
73100093	Attackers & Supporters Spa Skin Select Box	Select one component to receive it.
73100094	Midsummer Night's Dream Select Box	Select one component to receive it.
73100095	Swimsuit Child Pickup Spa Skin Select Box	Select one component to receive it.
73100096	Defender & Healer Pickup Spa Skin Select Box	Select one component to receive it.
73100097	Summer Soul Carta Select Box	Select one component to receive it.
73100098	Best Raid Spa Skin Select Box	Select one component to receive it.
73100099	Rumble Pickup Spa Skin Select Box	Select one component to receive it.
73100100	Premium Child Pickup Spa Skin Select Box	Select one component to receive it.
73100101	Attackers & Supporters Spa Skin Select Box	Select one component to receive it.
73100102	1,000th Day Celebration Child Select Box	Select one component to receive it.
73100104	Hephaestus Child Select Box	Select one component to receive it.
73100105	Hephaestus Spa Skin Select Box	Select one component to receive it.
73100106	Hephaestus Costume Select Box	Select one component to receive it.
73100107	Restoration Skin Select Box	Select one component to receive it.
73100108	Best Raid Spa Skin Select Box	Select one component to receive it.
73100109	Defender & Debuffer Spa Skin Select Box	Select one component to receive it.
73100110	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100111	Supporters Pickup Spa Skin Select Box	Select one component to receive it.
73100112	World Boss Prism Soul Carta Select Box	Select one component to receive it.
73100113	Attackers & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100114	Ignition Emergency Support Select Box	Select two components to receive them.
73100115	Inferno Skin Select Box	Select one component to receive it.
73100116	Raid Boss Costume Select Box	Select one component to receive it.
73100117	Busters Child Select Box	Select one component to receive it.
73100118	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100119	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100120	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100121	Supporters & Healers Pickup Spa Skin Select Box	Select one component to receive it.
73100122	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100123	Defenders & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100124	Busters Child Select Box	Select one component to receive it.
73100125	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100126	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100127	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100128	Child Select Box	Select one component to receive it.
73100129	3-year Special Child Select Box	Select one component to receive it.
73100130	3-year Special Spa Skin Select Box	Select one component to receive it.
73100131	3-year Special Prism Carta Select Box	Select one component to receive it.
73100132	Raid Boss Costume Select Box 2	Select one component to receive it.
73100133	3-year Special Soul Carta Select Box	Select one component to receive it.
73100134	5★ Summon Ticket Select Box	Select three components to receive them.
73100135	Best World Boss Prism Soul Carta Select Box	Select one component to receive it.
73100136	Debuffers & Healers Pickup Spa Skin Select Box	Select one component to receive it.
73100137	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100138	5★ A Alchemy Gear Select Box	Select one component to receive it.
73100139	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100140	Year-end Child Select Box	Select one component to receive it.
73100141	Year-end Spa Skin Select Box	Select one component to receive it.
73100142	Year-end Prism Soul Carta Select Box	Select one component to receive it.
73100143	WOUNDED WINNER Skin Select Box	Select one component to receive it.
73100144	Special Costume Select Box	Select one component to receive it.
73100145	Busters Child Select Box	Select one component to receive it.
73100146	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100147	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100148	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100149	Special Spa Skin Select Box	Select one component to receive it.
73100150	2021 BEST Child Award Select Box	Select one component to receive it.
73100151	2021 BEST Child Award Spa Skin Select Box	Select one component to receive it.
73100152	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100153	Attacker & Defender Pickup Spa Skin Select Box	Select one component to receive it.
73100154	Debuffers & Supporters Pickup Spa Skin Select Box	Select one component to receive it.
73100155	Raid Boss Costume Select Box 3	Select one component to receive it.
73100156	2022 Best Equip.\Crafting Stone Select Box	Select three components to receive them.
73100157	2021 Child Select Box	From launching to Dec. 31 '21. \Collab.- and House of Reincarnation-limited Childs not included.
73100158	2021 Child Spa Skin Select Box	From launch until Dec 31, 2021.\Excludes collab. spa skins.
73100159	2021 Prism Soul Carta Select Box	From start of service until December 31, 2021\Collaboration Carta unavailable
73100160	2021 Soul Carta Select Box	From start of service until December 31, 2021\Collaboration Carta unavailable
73100161	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100162	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100163	En Garde Best Prism Carta Select Box	Select one component to receive it.
73100164	Attackers & Supporters Spa Skin Select Box	Select one component to receive it.
73100165	Busters Child Select Box	Select one component to receive it.
73100166	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100167	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100168	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100169	Defenders & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100170	Wounded Winner P.2 Skin Select Box	Select one component to receive it.
73100171	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100172	Busters Child Select Box	Select one component to receive it.
73100173	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100174	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100175	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100176	Defenders & Debuffers Pickup Spa Skin Select Box	Select one component to receive it.
73100177	10x Summon Ticket Select Box	Select one component to receive it.
73100178	2021 Soul Carta Select Box	Select one component to receive it.
73100179	Busters Child Select Box	Select one component to receive it.
73100180	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100181	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100182	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100183	Defender & Healer Pickup Spa Skin Select Box	Select one component to receive it.
73100184	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100185	Busters Child Select Box	Select one component to receive it.
73100186	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100187	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100188	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100189	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100190	En Garde Best Prism Carta Select Box	Select one component to receive it.
73100191	Busters Child Select Box	Select one component to receive it.
73100192	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100193	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100194	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100195	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100196	Ragna Buster Costume Select Box	Select one component to receive it.
73100197	Raid Boss Child Select Box	Select one component to receive it.
73100198	Summer Child Select Box	Select two components to receive them.
73100199	Summer Hot Spring Power Select Box	Select one component to receive it.
73100200	School Uniform Costume Select Box	Select one component to receive it.
73100201	Busters Child Select Box	Select one component to receive it.
73100202	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100203	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100204	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100205	Ragna Buster Costume Select Box II	Select one component to receive it.
73100206	Raid Boss Child Select Box II	Select one component to receive it.
73100207	Busters Child Select Box	Select one component to receive it.
73100208	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100209	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100210	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100211	Ignition Core Material Select Box	Select one component to receive it.
73100212	Crafting Stone Select Box	Select one component to receive it.
73100213	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100214	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100215	En Garde Best Prism Carta Select Box	Select one component to receive it.
73100216	Child Select Box	Select one component to receive it.
73100217	Child Spa Skin Select Box	Select one component to receive it.
73100218	Busters Child Select Box	Select one component to receive it.
73100219	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100220	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100221	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100222	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100223	4-year Special Amplified Core Select Box	Select one component to receive it.
73100224	4-year Special Child Select Box	Select one component to receive it.
73100225	4-year Special Spa Skin Power Select Box	Select one component to receive it.
73100226	4-year Special Prism Carta Select Box	Select one component to receive it.
73100227	2022 Year-end Child Select Box	Select one component to receive it.
73100228	2022 Year-end Spa Skin Select Box	Select one component to receive it.
73100229	2022 Year-end Prism Soul Carta Select Box	Select one component to receive it.
73100230	Raid Boss Child Select Box	Select one component to receive it.
73100231	Ragna Buster Costume Select Box	Select one component to receive it.
73100232	World Boss Child Select Box	Select one component to receive it.
73100233	Busters Child Select Box	Select one component to receive it.
73100234	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100235	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100236	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100237	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100238	En Garde Best Prism Carta Select Box	Select one component to receive it.
73100239	2022 Child Select Box	Select one component to receive it.
73100240	2022 Child Spa Skin Select Box	Select one component to receive it.
73100241	2022 Prism Soul Carta Select Box	Select one component to receive it.
73100242	Raid Skin Select Box	Select one component to receive it.
73100243	2022 Soul Carta Select Box	Select one component to receive it.
73100244	Busters Child Select Box	Select one component to receive it.
73100245	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100246	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100247	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100248	Best World Boss Child Spa Skin Select Box	Select one component to receive it.
73100249	Epic Puppet Select Box	From launch until Dec 31, 2022.
73100250	2022 Child Select Box	Select one component to receive it.
73100251	2022 Child Spa Skin Select Box	Select one component to receive it.
73100252	Busters Child Select Box	Select one component to receive it.
73100253	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100254	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100255	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100256	En Garde Best Spa Skin Select Box	Select one component to receive it.
73100257	En Garde Best Prism Carta Select Box	Select one component to receive it.
73100258	Rare Puppet Select Box	Select one component to receive it.
73100259	1★ Evolution material select box	Select one component to receive it.
73100260	2★ Evolution material select box	Select one component to receive it.
73100261	3★ Evolution material select box	Select one component to receive it.
73100262	4★ Evolution material select box	Select one component to receive it.
73100263	5★ Evolution material select box	Select one component to receive it.
73100264	2022 Child Costume Select Box	Select one component to receive it.
73100265	Busters Child Select Box	Select one component to receive it.
73100266	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100267	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100268	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100269	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100270	World Boss Prism Soul Carta Select Box	Select one component to receive it.
73100271	Busters Child Select Box	Select one component to receive it.
73100272	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100273	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100274	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100275	Best World Boss Spa Skin Select Box	Select one component to receive it.
73100276	World Boss Prism Soul Carta Select Box	Select one component to receive it.
73100277	Raid Boss Child Select Box	Select one component to receive it.
73100278	World Boss Child Select Box	Select one component to receive it.
73100279	Busters Child Select Box	Select one component to receive it.
73100280	Busters Prism Soul Carta Select Box	Select one component to receive it.
73100281	Busters Child Spa Skin Select Box I	Select one component to receive it.
73100282	Busters Child Spa Skin Select Box II	Select one component to receive it.
73100283	Best En Garde Spa Skin Select Box	Select one component to receive it.
73100284	En Garde Prism Soul Carta Select Box	Select one component to receive it.
73100285	Raid Costume Select Box	Select one component to receive it.
