// key	CHARACTER_NAME_	CHARACTER_SKIN_DESCRIPTION_
c018_01	ตัวน้อย _โคร์รา	คอสตูมของโคร์รา คนเชิดหุ่นกระบอก มีตัวเลือกที่ทำให้หุ่นกระบอกพูดได้ด้วยนะ
c018_02	เยาว์วัย _โคร์รา	คอสตูมของโคร์รา คนเชิดหุ่นกระบอก ผลิตภัณฑ์ในเครือคือหุ่นกระบอกที่มีผีสิง
c019_00	อูรุชิบาระ _ชิซูเนะ	ชุดสำหรับครูใหม่เติมแต่งด้วยความกระตือรือร้นลงไป
c019_01	ผู้คุ้มคลั่ง _เอริส	ชุดต่อสู้สำหรับเอริสผู้ไร้ความปรานี
c019_02	ผู้เกรี้ยวกราด _เอริส	ชุดต่อสู้สำหรับเอริสผู้ไร้ความปรานี เปลวไฟแห่งโทสะช่วยเพิ่มพลังให้เธอ
c020_00	ยูกาวะ _ไอสะ	สำหรับสัตว์ร้ายจอมขี้เกียจการใช้ลูกเต๋าเป็นอาวุธก็เพียงพอแล้ว
c020_01	ผู้อันตราย _ฟอร์จูน่า	ชุดนำโชคของนักพนันฟอร์จูน่า
c020_02	นักเสี่ยงโชค _ฟอร์จูน่า	ชุดนำโชคขั้นสุดยอดของนักพนันฟอร์จูน่า เมื่อสวมใส่ชุดนี้ เธอก็ไม่มีวันพ่ายแพ้
c022_00	ซากามากิ _ยูทากะ	"ข้าคือแฟรี่ฟูก เข้ามาในสวรรค์แห่งฟูกของข้าด้วยกันสิ!"
c022_01	จอมขี้เกียจ _มายาฮวล	การเล่นเกมมากเกินไปส่งผลร้ายต่อสายตาของหนุ่มน้อยน่ารักนักวิวัฒนาการ
c022_02	คนไม่เอาอ่าว _มายาฮวล	มายาฮวลเลเวลอัพแล้ว การเพิ่มค่าพลังของเขาก็เสร็จสมบูรณ์ด้วย
c022_10	โหมดเมด_มายาฮวล	คอสตูมเกมโรมานซ์ของเด็กสาวน่ารักสำหรับมายาฮวล หนุ่มน้อยน่ารัก เขาชอบมากเลยล่ะ
c023_00	_คามิเนอ	
c023_01	_คามิเนอ	
c024_00	เพื่อนบ้าน _รูฟัส	
c024_01	_รูฟัส	
c024_02	แกรนด์ดยุค _รูฟัส	
c026_00	คากามิโนะ _อาริสะ	ไม่ได้ออกไปเที่ยวสักพักแล้วใช่ไหม ขอแนะนำกระโปรงตัวนี้เลย
c026_01	ผู้มีความสุข _อีออส	เข็มกลัดวิญญาณสูญสิ้นเป็นสมบัติทางชีวภาพในบรรดาสมบัติต่างๆ
c026_02	ผู้คุ้มคลั่ง _อีออส	"พินิจเข็มกลัดให้ดีสิ เห็นอะไรแตกต่างไหมล่ะ"
c027_00	คุโรคาสะ _คาเงโกะ	"กระโปรงของข้าโดนลมพัดจนเปิด! แต่ไม่เป็นไรหรอก!"
c027_01	ที่ปลุกพลังแล้ว _ซินเธีย	ผ้าคลุมสำหรับซุปเปอร์ฮีโร่ที่ใส่ได้ทุกเพศผืนนี้ลอยออกมาจากชั้น
c027_02	ที่แท้จริง _ซินเธีย	"เจ้าคงอยากเป็นซุปเปอร์ฮีโร่ล่ะสิ งั้นเจ้าก็ต้องมีผ้าคลุมก่อน!"
c028_00	เคนโมจิ _มิโกโตะ	ชุดต่อสู้ประจำวันสำหรับสตรีผู้สูงศักดิ์นางนี้
c028_01	ผู้ประสบความสำเร็จ _เลด้า	ยากที่จะละสายตาจากเรือนร่างที่สวยงามของเลด้า!
c028_02	ผู้เปล่งปลั่ง _เลด้า	เลด้ามีเรือนร่างที่สวยงาม! ใครๆ ก็อยากให้ขาคู่นั้นเหยียบย่ำทั้งนั้นแหละ!
c028_10	ผู้ฝันกลางวัน _เลด้า	"จงคุกเข่าต่อหน้าราชินีเลด้า หญิงในฝันของเจ้า!"
c029_00	อาซาฮินะ _ฮารูเอะ	ไม่มีอะไรเทียบไชลด์ที่เห็นแล้วสง่างามตั้งแต่ครั้งแรก
c029_01	รัตติกาล _เซเลเน่	เทพีแห่งจันทราแต่งตัวด้วยก้อนเมฆ
c029_02	จันทรา _เซเลเน่	เทพีแห่งจันทราแต่งตัวด้วยแสง
c030_00	ซาราห์ _เจ	นักสืบเหรอ หมวกนักล่าสัตว์ใบนั้นน่ารักจังเลย
c030_01	ผู้ออกเดินทาง _นักสืบตัวน้อย	คอสตูมสุดพิเศษชุดนี้สำหรับนักสืบพเนจรตัวน้อยโดยเฉพาะ ทำให้เธอไร้ผู้โค่นล้ม!
c030_02	แนวทอมบอย _นักสืบตัวน้อย	คอสตูมสุดพิเศษชุดนี้สำหรับนักสืบตัวน้อยไร้หัวใจโดยเฉพาะ ช่วยทำให้อัตราความสำเร็จในการไขคดีของเธอเป็น 100%
c031_00	_ตัวจิ๋ว	"ข้าไม่มีวันลืมความใจดีของมาสเตอร์ ♥ เขายังคงมีหางด้วย!"
c031_01	ผู้ไร้เดียงสา _เฟรยา	ทำให้เจ้าอยากวิ่งไล่ทุกอย่างที่เคลื่อนไหวได้ สวมใส่ด้วยความระมัดระวัง!
c031_02	ผู้บริสุทธิ์ _เฟรยา	ทำให้เจ้าพูดเป็นเสียง เหมียวๆ สวมใส่ด้วยความระมัดระวัง!
c032_00	ทานิคาวา _ซานะ	ตัวเลือกที่ดีที่สุดสำหรับโลกของผู้ใหญ่คือสไตล์ย้อนยุค
c032_01	ผู้ร่าเริง _อเล็กโต	"เรียกข้าได้ทุกเมื่อ มาสเตอร์! ข้าสวมชุดเมดทุกวันตลอด 24 ชั่วโมง!"
c032_02	ผู้ไม่หยุดยั้ง _อเล็กโต	เครื่องแบบเมดทำให้เจ้าไร้ความกลัว!
c033_00	โมโมกิ _ซาเอะ	สีเขียวช่วยบรรเทาความเจ็บปวดให้หญิงสาวที่ไม่อาจลืมเลือนรักครั้งแรก
c033_01	ผู้สงบเงียบ _ไดอาน่า	สาวน้อยผู้บริสุทธิ์คนนี้จะกลายเป็นราชินีแห่งพงไพร
c033_02	ผู้สันโดษ _ไดอาน่า	สาวน้อยผู้บริสุทธิ์คนนี้จะกลายเป็นเทพผู้พิทักษ์แห่งพงไพร
c034_00	โอกาวาชิ _โทโมมิ	คอสตูมของบรรณารักษ์ผู้ฝันกลางวัน การอ่านคือหน้าที่อันศักดิ์สิทธิ์ของนักฝันกลางวัน
c034_01	จอมขี้เกียจ _มูเนโมสเน่	ชุดต่อสู้แนบตัวของมูเนโมสเน่
c034_02	ผู้โอหัง _มูเนโมสเน่	ชุดต่อสู้แนบตัวของมูเนโมสเน่ช่วยให้หุ่นเพรียวบาง
c035_00	คิริชิม่า _คันนะ	ริบบิ้นเป็นเครื่องเตือนใจในความรักของพ่อที่เธอจากมา
c035_01	ยามรุ่งอรุณ _เพอร์ซีโฟเน่	ชุดที่เหมาะกับการเจรจาต่อรอง
c035_02	พันธะผูกพัน _เพอร์ซีโฟเน่	เราขอแนะนำเทรนด์ล่าสุดในโลกปีศาจ
c036_00	อิมามิยะ _ซายะ	คอสตูมนี้ปกปิดได้ทุกส่วน ทีนี้ก็ไม่ต้องกังวลเรื่องรูปร่างของเจ้าแล้วล่ะ
c036_01	ผู้สุรุ่ยสุร่าย _เฮอร์มีส	คอสตูมจากเฮอร์มีส ผู้ค้าเสื้อผ้าใช้แล้ว แสดงให้เห็นว่าเธอใส่ใจเรื่องแฟชั่นน้อยแค่ไหน
c036_02	นักซื้อ _เฮอร์มีส	คอสตูมจากเฮอร์มีส ผู้ค้าเสื้อผ้าใช้แล้ว แสดงให้เห็นว่าเธอใส่ใจเรื่องเทรนด์น้อยแค่ไหน
c036_10	นักสะสม _เฮอร์มีส	เสื้อยืดรุ่นจำกัดจำนวนที่ผลิตเพื่อเฮอร์มีสโดยเฉพาะ
c037_00	_จูดาส	ชุดลำลองที่น่ารักจนขนลุกสวมใส่โดยจูดาส ราชาแห่งแบ็คสตรีท
c037_01	_จูดาส	ทำให้เหงื่อออกจนชุ่มโชก แต่ใครสนล่ะ ชายแท้เขาใช้เลเซอร์กัน!
c037_02	ราชาแห่งความมืด _จูดาส	หากข้างนอกร้อนเกินไป ก็ถึงเวลาถอดมันออก
c038_00	อลิเชีย _แบรดลีย์	ชุดไปเที่ยวแสนสนุกท่ามกลางแสงแดด
c038_01	ผู้อาฆาต _คาลิปโซ่	ก็แค่คอสตูมที่เจ้าพบเห็นได้จากเด็กสาวที่ยืนกรานว่าสีน้ำเงินเป็นสีแห่งความรักที่สดใส
c038_02	ผู้มีเสน่ห์ _คาลิปโซ่	ความรักต้องใช้ความกล้า แต่ข้าไม่ได้กะจะจมน้ำตายในทะเล...
c039_00	โมริตะ _ยูริ	ชุดนี้เปลี่ยนผู้สวมใส่ให้เป็นผู้หญิงทำงานที่แสนมั่นใจ
c039_01	ผู้เกรี้ยวกราด _มอร์ริแกน	เธอสวมใส่ชุดนี้หลังจากได้ยินว่า ถ้าใส่แล้วจะดูเหมือนกุลสตรี แต่ตอนนี้เธอรู้สึกว่าโดนหลอก
c039_02	ผู้จริงใจ _มอร์ริแกน	เธอสวมใส่ชุดนี้หลังจากได้ยินว่า ถ้าใส่แล้วจะแซ่บ แต่ตอนนี้เธอรู้สึกว่าโดนหลอก
c040_00	ทาคากิ _ชิซูกะ	ชุดนี้เป็นชุดที่พนักงานออฟฟิศที่เคร่งครัดเรื่องการทำงานต้องสวมใส่ นั่นคือกฎ!
c040_01	ผู้เคารพกฎหมาย _ชามาช	ใครกันนะที่บอกว่า กระต่ายเป็นสัตว์ที่มีคุณธรรม
c040_02	ผู้ทำตามกฎหมาย _ชามาช	กระต่ายคุณธรรมไม่ปรานีใคร "เอาหมัดบันนี่ไปกินซะ!"
c041_00	_แมตตี้	ขอต้อนรับสู่ยมโลก เจ้าสนใจเสื้อโค้ทขนสัตว์สุดหรูตัวนี้ไหมล่ะ
c041_01	ยามราตรี _เทียแมท	ระวัง! ชุดของเธอดำสนิท มองไม่ออกเลยว่าเข็มขัดของเธออยู่ตรงไหน
c041_02	สุดหยั่ง _เทียแมท	ที่พูดกันว่า "สาวสวยภายใต้หน้ากาก" ยังใช้ได้เสมอ
c043_00	โยนาอิ _มาริกะ	คอสเพลย์ชุดนี้น่าจะได้รับความนิยมในอเมริกา!
c043_01	ผู้หยิ่งผยอง _เฮร่า	"เฮ้ เจ้าน่ะ! เจ้านั่นแหละ! ไม่ ไม่ใช่เจ้า! ข้าพูดกับเจ้าอยู่นะ!"
c043_02	ผู้ยโส _เฮร่า	เจ้ายังไม่ได้เข้าสู่การทดสอบที่แท้จริงหรอกนะ จนกว่าเจ้าจะจ้องมองที่ลำกล้องปืนแล้วยิ้ม!
c044_00	นิชิยามะ _ฮิโรยูกิ	ยังไส้แห้งเหมือนเดิม และก็ไม่มีเซนส์ด้านแฟชั่นเสียเลย
c044_01	ผู้เลื่อนลอย _แพนธีออน	ไม่มีอะไรเปลี่ยนแปลงเลย แม้ว่าจะกลายเป็นไชลด์แล้วก็ตาม
c044_02	ผู้ร่อนเร่ _แพนธีออน	ผู้ใช้อาวุธดาบคู่ที่แสนจนไม่อาจประมาทได้!
c045_00	ฮิโนะ _อาริสะ	ลองใช้รอยยิ้มชั่วพริบตาที่ซ้อมมาอย่างดีเมื่อกล้องโผล่เข้าไปในห้องฝึกฝน
c045_01	ร้องเพลง _อาเรีย	เหงื่อของไอดอลคือผลจากความทุ่มเทของเธอ!
c045_02	ผู้มีความสุข _อาเรีย	ทุกคนกำลังรออยู่! ได้เวลาขึ้นเวทีแล้ว!
c045_10	คริสต์มาส _อาเรีย	โนเอล〜โนเอล〜♪\มนุษย์กับปีศาจก็เหมือนกัน มาร่วมสนุกไปกับคอนเสิร์ตสดๆ ของอาเรียกันเถอะ!
c045_11	ดาวจรัสแสง _อาเรีย	ข้าจะทำเต็มที่! พร้อมกันนะคะ!\“L-O-V-E! อาเรียคนน่ารัก!”
c045_12	ช่วงพักผ่อน _อาเรีย	วันแห่งโชคชะตาที่เธอได้พบกับแพลนเน็ตปาร์ตี้
c045_13	ดวงดาวที่น่ารัก _อาเรีย	คอนเสิร์ตชั่วนิรันดร์ การอังกอร์เพื่อคุณ\และผู้ที่อยู่ภายใต้แสงสปอตไลต์เท่านั้น
c045_89	ดาวจรัสแสง _อาเรีย	
c047_00	คากามิ _รัน	คอสตูมสำหรับผู้หญิงที่ไม่อาจปฏิเสธได้
c047_01	เปลวเพลิง _เฮสเทีย	คอสตูมสำหรับเด็กสาวที่ต้องการให้ทุกคนที่เธอ\ไม่ชอบหน้ารู้สึกอิจฉาตาร้อน...หรือมอดไหม้
c047_02	เปลวเพลิงสีขาว _เฮสเทีย	คอสตูมสีแมกนีเซียมร้อนเผาไหม้สีขาว
c048_00	อูราเอะ _เหมย	ชุดที่สาปโดยสาวน้อย\ผู้เคราะห์ร้าย ทำให้เป็นของที่ระลึกที่ยอดเยี่ยม
c048_01	ผู้ตรอมใจ _นีมเฮน	มองโลกในแง่ร้าย กามวิตถาร หยาบคาย\ชุดใหญ่จัดเต็ม
c048_02	ผู้รักและชัง _นีมเฮน	ไม่มียาพิษใดที่ร้ายแรงกว่าความรัก\และเธอก็มีทั้งสองอย่างล้นเหลือ
c048_10	บทแม่นม_นีมเฮน	ชุดสำหรับเล่นบทแม่นมในละครเวทีเรื่องโรมิโอกับจูเลียต\ข้าไม่ใช่แม่นมของเฟรย์นะ
c049_00	_โรเซตต้า	หากมองหาความสบายใจ\ลองใส่ไซส์นี้สิ
c049_01	ผู้หลงทาง _มาอัต	อย่าใส่ชุดแบบนี้จนเคยชิน\ต่อหน้าพระเจ้า
c049_02	ผู้งมงาย _มาอัต	แม้แต่ปีศาจยังต้องการหยุดพักบ้างในบางครั้ง
c049_10	สุดหยั่ง _มาอัต	ชุดที่เกิดขึ้นจากความมืด\ที่แอบแฝงในตัวมาอัต
c050_02	ทรราช _โอด	ร่างที่แท้จริงของโอด
c051_00	_เฟรย์	เฟรย์หลังจากกลับสู่ร่างเด็กเพื่อที่จะ\รักษาพลังเวทมนตร์ของเขาไว้
c051_01	_เฟรย์	มีแค่เฟรย์เท่านั้นที่จะถอด\เสื้อยืดตาข่ายนี้ออกได้!
c051_02	แบดบอย _เฟรย์	ใช่แล้ว ข้าเองแหละ แบดบอยเฟรย์ ปีศาจผู้ยิ่งใหญ่\แห่งโลกปีศาจ!
c051_12	บทติบอลท์_เฟรย์	ชุดสำหรับเล่นบทติบอลท์ในละครเวทีเรื่องโรมิโอกับจูเลียต\ลิซ่ากำลังมองข้าอยู่
c051_21	ตุ๊กตาต้องสาป _เฟรย์	
c052_00	ฮาราชินาอิ _มิกิโอะ	ความโกรธเกรี้ยวของพนักงานขาย มักจะเก็บซ่อน\ภายใต้เสื้อสูทภูมิฐาน
c052_01	จอมดราม่า _เบริท	หากมีใครที่มีลักษณะแบบนี้เข้าใกล้เจ้า\วิ่งหนีไปแล้วอย่าหันกลับมามอง
c052_02	จอมหลอกลวง _เบริท	อย่าตอบรับคำชวนจากหนุ่มๆ ที่แต่งตัวแบบนี้\ไม่ว่าเขาจะหน้าตาดีเพียงใดก็ตาม
c053_00	อะมามิยะ _ชิเอะ	เสื้อผ้าที่สวยงามมากมายเพียงใดก็ไม่อาจ\เติมเต็มใจที่เป็นรูโหว่ของเธอ
c053_01	ผู้สองจิตสองใจ _เมทิส	ดูคล้ายกับตุ๊กตาอย่างมากมาย\ไม่เคยเอ่ยคำใดก็เพราะเธอไม่ต้องการ
c053_02	ผู้มีญาณทิพย์ _เมทิส	ดูคล้ายกับตุ๊กตาอย่างมากมาย\เธอต้องทุ่มเทแรงมากมายกว่าจะได้กระโปรงตัวนี้ ซึ่งก็แสดงให้เห็นอยู่
c054_00	_อิจิทากะ	ฝึกฝนทุกวันเพื่อรับใช้มาสเตอร์ของเธอ นิน-นิน!
c054_01	ผู้พิทักษ์ _ลีเจนด์	คอสตูมของนินที่ดูไม่เหมือนนินจา\ทำด้วยความศรัทธาในมาสเตอร์ของเธอ
c054_02	ตำนาน _ลีเจนด์	ตำนานแห่งสุดยอดตำนานเริ่มต้นแล้ว
c056_00	ซาโอโตเมะ _มีอา	ทุกคนรู้ดีว่าไม่มีปีศาจตนใดทนใส่ชุดแม่ชีได้
c056_01	ผู้สละชีวิต _โจนออฟอาร์ค	หากเธอต่อสู้ได้อย่างปีศาจจริงๆ แล้วล่ะก็...
c056_02	ผู้เสียสละ _โจนออฟอาร์ค	แม้แต่ปีศาจก็ยังยอมรับฟังคำสั่งสอน\จากปากผู้มีใจศรัทธาเช่นเธอ
c057_00	_หลันเฟย	อย่าท้าทายอำนาจเธอ หากเจ้ารู้จักเอาตัวรอด
c057_01	_หลันเฟย	ใครจะมีสมาธิช้อปปิ้ง\ในร้านค้าที่มีเจ้าของแบบนี้
c057_02	ดาวมืด _หลันเฟย	สองคำ: สวยพิฆาต
c057_10	ค่ำคืนแห่งการดื่ม_หลันเฟย	เธอจะทำอะไรก็ตามที่ทำให้เธอได้สิ่งที่ต้องการ\เช่นเดียวกับหลันเฟย
c057_87	ค่ำคืนแห่งการดื่ม_หลันเฟย	เธอจะทำอะไรก็ตามที่ทำให้เธอได้สิ่งที่ต้องการ\เช่นเดียวกับหลันเฟย
c057_88	ดาวมืด _หลันเฟย	สองคำ: สวยพิฆาต
c057_89	_หลันเฟย	ใครจะมีสมาธิช้อปปิ้ง\ในร้านค้าที่มีเจ้าของแบบนี้
c058_00	_เนอร์ติ	ชุดฝึกฝนเอ็กโซซิสต์
c058_01	เอ็กโซซิสท์ _เนอร์ติ	ชุดที่บ่งบอกความเป็นตัวตนของไชลด์\ได้อย่างสมบูรณ์แบบ
c058_02	ปีศาจร้าย _เนอร์ติ	ผสานเป็นหนึ่งเดียวกับดาบ
c060_00	ซากากิบาระ _รูริมิ	แต่งตัวด้วยชุดขาวตั้งแต่หัวจรดเท้า
c060_01	โจมตีสวนกลับ _ทิซีโฟเน่	ระวังการเข้าหาจากข้างหลัง!
c060_02	ผู้ล้างแค้น _ทิซีโฟเน่	หญิงที่อันตรายไม่ต่างจากความงามของเธอ
c061_00	ฟูจิวาระ _ชิออน	เผยแพร่เฮฟวีเมทัลที่งดงามที่สุด\ไปทั่วโลก
c061_01	ไร้นาม _ไซเรน	หากเจ้าต้องการแสดงบนเวทีระดับโลก\เจ้าต้องแต่งตัวให้ดูดีเป็นพิเศษ!
c061_02	มิดไนท์ _ไซเรน	รู้สึกได้แรงบันดาลใจเหมือนถูกครอบงำ!
