// key	SKILL_TARGET_
353	Ennemi de type Bois (Boss géant à 5)
354	Ennemi de type Lumière (Boss géant à 5)
355	Ennemi de type Ombre (Boss géant à 5)
356	Ennemi (jauge de compétence élevée)
357	Ennemi (gelé)
358	Ennemi (dégâts continus)
36	Allié (confus)
360	Ennemi (Boss géant à 20)
361	Ennemi de type Eau (Boss géant à 20)
362	Ennemi de type Feu (Boss géant à 20)
363	Ennemi de type Bois (Boss géant à 20)
364	Ennemi de type Lumière (Boss géant à 20)
365	Ennemi de type Ombre (Boss géant à 20)
366	Ennemi (étourdi)
367	Ennemi (pétrifié)
368	Ennemi (pétrifié/gelé)
369	Ennemi (dégâts de compétence affaiblis)
37	Allié (renforcé)
370	Ennemi (PV bas)
371	Ennemi (PV élevés)
372	Ennemi (protection renforcée)
373	Ennemi (avec Barrière)
374	Ennemi (victime de saignement)
375	Ennemi (avec Concentration)
376	Ennemi (victime d'Éraflure)
377	Ennemi de type Eau (ATQ élevée)
378	Ennemi (ATQ élevée, ignore Provocation)
379	Ennemi (confus/avec Ténacité)
38	Allié (en récupération)
380	Ennemi (JcJ)
381	Ennemi de type Eau (JcJ)
382	Ennemi de type Feu (JcJ)
383	Ennemi de type Bois (JcJ)
384	Ennemi de type Lumière (JcJ)
385	Ennemi de type Ombre (JcJ)
386	Ennemi (victime de Malédiction)
387	Ennemi (avec renforcement basé sur la durée)
388	Ennemi (victime de Poison)
389	Ennemi (avec Ténacité)
39	Allié (ATQ élevée)
390	Ennemi (AGI élevée)
391	Ennemi (meilleur CRT)
392	Ennemi (PV bas)
393	Ennemi (PV élevés)
394	Ennemi de type Feu (ATQ élevée)
395	Ennemi de type Bois (ATQ élevée)
396	Ennemi de type Lumière (ATQ élevée)
397	Ennemi de type Ombre (ATQ élevée)
4	Alliés
40	Allié (Boss géant à 5)
400	Ennemi (Souterrain)
401	Ennemi de type Eau (Souterrain)
402	Ennemi de type Feu (Souterrain)
403	Ennemi de type Bois (Souterrain)
404	Ennemi de type Lumière (Souterrain)
405	Ennemi de type Ombre (Souterrain)
406	Ennemi (victime de Brûlure)
407	Ennemi (victime de Brûlure/Échaudure)
408	Ennemi (Bombe à eau)
409	Ennemi (Soin mortel)
41	Allié de type Eau (Boss géant à 5)
410	Ennemi (marqué)
411	Ennemi de type Eau (Boss géant à 20, ATQ élevée)
412	Ennemi de type Feu (Boss géant à 20, ATQ élevée)
413	Ennemi de type Bois (Boss géant à 20, ATQ élevée)
414	Ennemi de type Lumière (Boss géant à 20, ATQ élevée)
415	Ennemi de type Ombre (Boss géant à 20, ATQ élevée)
416	Ennemi (nombreux renforcements)
417	Ennemi (Boss géant à 20, affaibli)
418	Ennemi (Boss géant à 5, ATQ élevée)
419	Ennemi (Boss géant à 5)
42	Allié de type Feu (Boss géant à 5)
420	Ennemi (Bombe de neige)
421	Ennemi de type Eau (Boss géant à 5, ATQ élevée)
422	Ennemi de type Feu (Boss géant à 5, ATQ élevée)
423	Ennemi de type Bois (Boss géant à 5, ATQ élevée)
424	Ennemi de type Lumière (Boss géant à 5, ATQ élevée)
425	Ennemi de type Ombre (Boss géant à 5, ATQ élevée)
426	Attaquant ennemi (JcJ)
427	Défenseur ennemi (JcJ)
428	Soigneur ennemi (JcJ)
429	Affaiblisseur ennemi (JcJ)
43	Allié de type Bois (Boss géant à 5)
430	Soutien ennemi (JcJ)
431	Ennemi (JcJ, ATQ élevée)
432	Ennemi (sans renforcement/affaiblissement)
433	Ennemi (sauf utilisateur, 50 %% de PV ou moins)
434	Ennemi (JcE)
435	Ennemi de type Eau (JcE)
436	Ennemi de type Feu (JcE)
437	Ennemi de type Bois (JcE)
438	Ennemi de type Lumière (JcE)
439	Ennemi de type Ombre (JcE)
44	Allié de type Lumière (Boss géant à 5)
440	Attaquant ennemi (JcE)
441	Attaquant ennemi (JcE)
442	Ennemi (JcE, défenseur)
443	Ennemi (JcE, soigneur)
444	Ennemi (JcE, affaiblisseur)
445	Ennemi (JcE, soutien)
446	Ennemi (JcE, affaibli)
447	Ennemi (JcE, renforcé)
448	Ennemi (DÉF compétence affaiblie)
449	Ennemi (DÉF compétence renforcée)
45	Allié de type Ombre (Boss géant à 5)
450	Ennemi (avec affaiblissement basé sur la durée)
451	Ennemi (Souterrain, ATQ élevée)
452	Ennemi (victime d'Anti-soin)
453	Ennemi (soin en cours/avec vampirisme)
454	Ennemi (nombreux affaiblissements)
455	Ennemi (peu de renforcements)
456	Ennemi (peu d'affaiblissements)
457	Ennemi (JcJ, PV bas)
458	Ennemi (JcJ, PV bas)
459	Ennemi (défi de course)
46	Allié (compétence en charge)
460	Ennemi de type Eau (défi de course)
461	Ennemi de type Feu (défi de course)
462	Ennemi de type Bois (défi de course)
463	Ennemi de type Lumière (défi de course)
464	Ennemi de type Ombre (défi de course)
465	Ennemi (sans effet)
466	Ennemi (JcJ, renforcé)
467	Ennemi (JcJ, nombreux renforcements)
468	Ennemi de type Eau (PV bas)
469	Ennemi de type Feu (PV bas)
47	Allié (gelé)
470	Ennemi de type Bois (PV bas)
471	Ennemi de type Lumière (PV bas)
472	Ennemi de type Ombre (PV bas)
473	Ennemi de type Eau (PV bas)
474	Ennemi de type Feu (PV bas)
475	Ennemi de type Bois (PV bas)
476	Ennemi de type Lumière (PV bas)
477	Ennemi de type Ombre (PV bas)
478	Ennemi (Boss géant à 20, renforcé)
479	Ennemi (Boss géant à 20, renforcement de protection)
480	Ennemi (Boss géant à 20, dégâts de compétence renforcés)
481	Ennemi (Boss géant à 20, DÉF compétence renforcée)
482	Ennemi (Boss géant à 20, renforcement de croissance)
483	Ennemi (Boss géant à 20, renforcement d'Interversion)
484	Ennemi (Boss géant à 20, renforcement basé sur la durée)
485	Ennemi (Boss géant à 20, renforcement basé sur les probabilités)
486	Ennemi de type Eau (affaibli)
487	Ennemi de type Feu (affaibli)
488	Ennemi de type Bois (affaibli)
489	Ennemi de type Lumière (affaibli)
490	Ennemi de type Ombre (affaibli)
491	Ennemi (victime de Séduction)
492	Ennemi (avec Invincibilité)
493	Ennemi (JcE, PV bas)
494	Ennemi (JcJ, ATQ basse)
495	Ennemi (ATQ basse)
496	Ennemi (JcJ, peu de renforcements)
497	Ennemi de type Eau (attaquant)
498	Ennemi de type Feu (attaquant)
499	Ennemi de type Bois (attaquant)
5	Childs
50	Allié (Boss géant à 20)
500	Ennemi de type Lumière (attaquant)
501	Ennemi de type Ombre (attaquant)
502	Ennemi (électrocuté)
503	Ennemi (PV plus élevés que l'utilisateur)
504	Ennemi (PV plus élevés que l'utilisateur)
505	Ennemi (JcJ, PV plus élevés que l'utilisateur)
506	Ennemi (JcJ, PV plus élevés que l'utilisateur)
507	Ennemi (JcJ, dégâts continus)
508	Ennemi (victime de Cécité)
509	Ennemi de type Eau (Boss géant, ATQ élevée)
51	Allié de type Eau (Boss géant à 20)
510	Ennemi de type Feu (Boss géant, ATQ élevée)
511	Ennemi de type Bois (Boss géant, ATQ élevée)
512	Ennemi de type Lumière (Boss géant, ATQ élevée)
513	Ennemi de type Ombre (Boss géant, ATQ élevée)
514	Ennemi de type Eau (JcJ, affaiblisseur)
515	Ennemi de type Feu (JcJ, affaiblisseur)
516	Ennemi de type Bois (JcJ, affaiblisseur)
517	Ennemi de type Lumière (JcJ, affaiblisseur)
518	Ennemi de type Ombre (JcJ, affaiblisseur)
519	Ennemi de type Eau (JcJ, ATQ élevée)
52	Allié de type Feu (Boss géant à 20)
520	Ennemi de type Feu (JcJ, ATQ élevée)
521	Ennemi de type Bois (JcJ, ATQ élevée)
522	Ennemi de type Lumière (JcJ, ATQ élevée)
523	Ennemi de type Ombre (JcJ, ATQ élevée)
524	Ennemi (sans Invicibilité)
525	Ennemi (JcJ, avec Barrière)
526	Ennemi (JcJ, renforcement de protection)
527	Ennemi (Boss géant à 5, ATQ basse)
528	Ennemi (JcJ, compétence en charge)
529	Ennemi de type Eau (JcJ, PV bas)
53	Allié de type Bois (Boss géant à 20)
530	Ennemi de type Feu (JcJ, PV bas)
531	Ennemi de type Bois (JcJ, PV bas)
532	Ennemi de type Lumière (JcJ, PV bas)
533	Ennemi de type Ombre (JcJ, PV bas)
534	Ennemi (JcJ, DÉF élevée)
535	Ennemi (sauf type Eau)
536	Ennemi (sauf type Feu)
537	Ennemi (sauf type Bois)
538	Ennemi (sauf type Lumière)
539	Ennemi (sauf type Ombre)
54	Allié de type Lumière (Boss géant à 20)
540	Ennemi (en récupération)
541	Ennemi (JcJ, en récupération)
542	Ennemi (JcJ, PV élevés)
543	Ennemi (JcJ, PV élevés)
544	Ennemi aléatoire (Ragna-frappe)
545	Ennemi de type Eau (Ragna-frappe)
546	Ennemi de type Feu (Ragna-frappe)
547	Ennemi de type Bois (Ragna-frappe)
548	Ennemi de type Lumière (Ragna-frappe)
549	Ennemi de type Ombre (Ragna-frappe)
55	Allié de type Ombre (Boss géant à 20)
550	Ennemi (JcJ, affaibli)
551	Ennemi (JcJ, 50 % de PV ou moins)
552	Ennemi (dégâts renvoyés)
56	Attaquant de type Eau
57	Attaquant allié de type Feu
58	Attaquant allié de type Bois
59	Attaquant allié de type Lumière
6	Allié (mort)
60	Attaquant allié de type Ombre
61	Allié (affecté par des dégâts continus)
62	Allié (étourdi)
63	Allié (pétrifié)
64	Allié (pétrifié/gelé)
65	Allié (dégâts de compétence affaiblis)
66	Allié (PV bas)
67	Allié (PV élevés)
68	Allié (mort, Illusion)
69	Allié (renforcement de protection)
7	Allié (mort)
70	Allié (avec Barrière)
71	Allié (victime de Saignement)
72	Allié (avec Concentration)
73	Allié (victime d'Éraflure)
74	Allié de type Eau (ATQ élevée)
75	Allié (confus/Ténacité)
76	Allié (victime de Malédiction)
77	Allié (avec renforcement basé sur la durée)
78	Allié (victime de Poison)
79	Allié (avec Ténacité)
8	Allié (PV bas)
80	Allié (JcJ)
81	Allié de type Eau (JcJ)
82	Allié de type Feu (JcJ)
83	Allié de type Bois (JcJ)
84	Allié de type Lumière (JcJ)
85	Allié de type Ombre (JcJ)
86	Utilisateur (Boss géant à 5)
87	Allié (meilleure AGI)
88	Allié (meilleur CRT)
89	Allié (PV bas)
9	Tous les alliés du même type que la compétence
90	Allié (PV élevés)
91	Allié de type Feu (ATQ élevée)
92	Allié de type Bois (ATQ élevée)
93	Allié de type Lumière (ATQ élevée)
94	Allié de type Ombre (ATQ élevée)
95	Utilisateur (Souterrain)
96	Allié (Souterrain)
97	Allié de type Eau (Souterrain)
98	Allié de type Feu (Souterrain)
99	Allié de type Bois (Souterrain)
