// key	HECATE_BOOK_TITLE_SHELF_	HECATE_BOOK_TITLE_	HECATE_BOOK_TITLE_SUB_	HECATE_BOOK_DESC_
100150	瑪爾斯	疾走的瑪爾斯	Awakening Scenario	正義與復仇的女戰士。為了保護弱小迎戰邪惡。
100152	菲尼克斯	燃燒的菲尼克斯	Awakening Scenario	從灰燼中誕生的狂戰士菲尼克斯。我才是會活下來的那一個！
100153	芙麗嘉	戰士芙麗嘉	Awakening Scenario	一名拿起劍護衛自己的女戰士。「我會打敗我的敵人。」
100154	赫克特	傭兵赫克特	Awakening Scenario	一個貪婪的僱傭兵，無止盡地打架賺錢。
100155	狄蜜特	虛張聲勢的狄蜜特	Awakening Scenario	由百無聊賴且無所事事的護士所創造，屬於你的女王大人。
100156	迪諾	奉仕的迪諾	Awakening Scenario	好的，下一個。現在，躺下來放輕鬆。雖然完全沒經驗，但我有十足的信心！
100157	阿伽門農	熱血的阿伽門農	Awakening Scenario	堅定地擁護正義。\站出來與我並肩作戰！
100158	阿提蜜絲	暗夜的阿提蜜絲	Awakening Scenario	由聰明的女孩創造的安靜Child。稍微冷靜點，只要一下下就好了。
100159	阿斯特莉亞	星夜阿斯特莉亞	Awakening Scenario	成為正義之星並以你的光芒照亮世界吧！
100162	庫西	看門犬庫西	Awakening Scenario	一隻守護主著人靈魂的狗，服從和主人有相同氣味的Child。
100163	格蕾	小不點格蕾	Awakening Scenario	你聽得見嗎？我朋友的聲音…
100164	厄里絲	激情的厄里絲	Awakening Scenario	她的力量來源就是她的憤怒！她用無法抑制的憤怒掌控著她的敵人。
100165	福爾圖娜	危險的福爾圖娜	Awakening Scenario	生命是一連串的選擇，但是到最後，每個人的命運都將以骰子來決定。
100167	瑪雅烏爾	懶散的瑪雅烏爾	Awakening Scenario	自稱是慵懶的天才美少年…的遊戲宅宅。
100168	厄俄斯	欣喜的厄俄斯	Awakening Scenario	坦率、自由奔放的破壞少女。因為不喜歡與人牽扯關係而被束縛，所以不太愛開口。
100169	辛西亞	覺醒的辛西亞	Awakening Scenario	「呃…這個打扮可不是什麼蝙X俠之類的喔！是惡魔！」
100170	勒達	成功的勒達	Awakening Scenario	我很漂亮，你不覺得嗎？告訴我你是我的－－就是我的囚犯。
100171	塞勒涅	暗夜塞勒涅	Awakening Scenario	如果害怕黑暗的話，那我就自己照亮自己吧！\這個Child化身為月亮以擊敗黑夜。
100172	少女偵探	流浪的少女偵探	Awakening Scenario	我以奶奶的名譽發誓！\在混沌的魔王爭奪戰中，少女偵探現身了！
100173	弗蕾亞	天真的弗蕾亞	Awakening Scenario	我會一直守護著你的！喵～
100174	阿萊克托	活躍的阿萊克托	Awakening Scenario	成為一個出色的侍女，就是我存在的理由。煮飯和打掃！我全都會…完美地完成！
100175	黛安娜	靜謐的黛安娜	Awakening Scenario	你不能相信任何人，除了你自己。
100176	繆妮摩西妮	怠惰的繆妮摩西妮	Awakening Scenario	不小心被下級惡魔召喚出來的Child，還以為是他是異世界來的大魔法使呢！
100177	普西芬尼	黎明普西芬尼	Awakening Scenario	奔走於魔界與人界中的談判專家。\信任就是一切。
100178	荷米斯	浪費家荷米斯	Awakening Scenario	不擅社交的少女擁有著巨大的蠻力。她的夢想是成為世界第一的收藏家。
100179	猶大	猶大	Awakening Scenario	猶大，暗黑鎮的皇帝。沒有什麼比純粹的渴望還更有力量了。
100181	摩莉甘	憤怒的摩莉甘	Awakening Scenario	我自己一個人也很好。我不需要什麼男人來愛我。
100182	沙瑪什	守序的沙瑪什	Awakening Scenario	「這歪曲的世界，必須用嚴厲的法律來修正！」
100183	提亞瑪特	暗夜的提亞瑪特	Awakening Scenario	「你還要對自己說謊到幾時呢？釋放你的憤怒吧！」
100185	赫拉	自負的赫拉	Awakening Scenario	「你已經不再是小孩子了。在需要的時候可以來依靠我。」
100186	潘迪恩	無目標的潘迪恩	Awakening Scenario	「就像這句:流浪者如浮雲，奈何不了狂風。」
100187	亞莉亞	歌唱的亞莉亞	Awakening Scenario	目標是成為第一名的偶像！為了帶給大家夢想和感動，課程是不會終止的！
100188	赫斯提亞	黑炎的赫斯提亞	Awakening Scenario	我想成為烈焰！任誰都無法撲滅的熾熱、劇烈、燃燒著的火焰！
100189	尼曼	憂鬱的尼曼	Awakening Scenario	一位不受控制，非常悲觀的女孩。
100190	瑪亞特	迷失的瑪亞特	Awakening Scenario	不幸的聖職者，徬徨尋求著神。
100191	弗雷	弗雷	Awakening Scenario	魔界中的精英，弗雷降臨！魔王的寶座是老子的！
100192	比利特	狂言的比利特	Awakening Scenario	膚淺的牧師將他工作的時間全都花在不重要的談話中。
100193	梅提斯	遲疑的梅提斯	Awakening Scenario	「我知道你在想什麼。你對我無法隱藏任何事。」
100194	傳奇	守護的傳奇	Awakening Scenario	黑夜中的傳說！如同影子一般暗中守護主君！在下真正的洗禮名是忍者！但沒人知道的說。
100196	貞德	犧牲的貞德	Awakening Scenario	惡魔退散！我會把你們全部消滅！我會將神的敵人化為虛無！
100197	蘭菲	蘭菲	Awakening Scenario	暗黑世界的女主人及融入到影子中的神祕女子。
100198	尼爾提	驅魔師尼爾提	Awakening Scenario	「你所期待的是鮮血和屠殺，你對毀滅有無止盡的欲望。」
100199	緹西福涅	逆襲的緹西福涅	Awakening Scenario	「男人盡是想些邪惡的事，你覺得你與眾不同嗎？我們要不要試試看？」
100200	賽蓮	無名的賽蓮	Awakening Scenario	「我寫了一首歌！聽聽看！\在被海洋圍繞的某天裡，我遇到了海妖♪」
100201	歐羅巴	芬芳的歐羅巴	Awakening Scenario	一朵欲望之花，在魔界綻放。
100202	弗雷希亞	羞怯的弗雷希亞	Awakening Scenario	「如果這封信…真的確實…寄送到你手上…」
100203	梅杜莎	君臨梅杜莎	Awakening Scenario	記住我的名字……\這是你的支配者之名。
100204	艾拉托	盛開的艾拉托	Awakening Scenario	「你覺得我超香的玫瑰味怎麼樣？噢，看起來你已經為我淪陷了。」
100205	阿頓	獨善其身的阿頓	Awakening Scenario	策略家阿頓，在都市叢林出現的黑太陽。
100206	桑納托斯	未知的桑納托斯	Awakening Scenario	我會在哪嚥下最後一口氣呢？有人要跟我一起前往另外一個世界嗎？
100207	安布羅西亞	挑戰者安布羅西亞	Awakening Scenario	「嘿，你要不要試試我的廚藝？我以糖代替鹽，所以吃起來很美味喔。」
100208	卜塔	修復的卜塔	Awakening Scenario	「螺帽、螺栓還有一個活動扳手！就是這世上最重要的東西！」
100211	芬里爾	探險家芬里爾	Awakening Scenario	這個不擅言詞的戰士會永遠保護著你。
100212	娜薇	自嘲的娜薇	Awakening Scenario	我一無所有……\失去生存意志的空虛Child娜薇。
100213	奎里努斯	努力的奎里努斯	Awakening Scenario	「上啊！我永遠會為你加油！」
100218	卡爾克斯	巧手的卡爾克斯	Awakening Scenario	「我感覺我們好像在哪裡見過面。當然啦，也有可能是我自己的幻想。」
100219	涅伊特	戰場的涅伊特	Awakening Scenario	一名不良Child拿著一個改造火箭筒出現了！
100221	高嘉	調味的高嘉	Awakening Scenario	這個天真爛漫的女孩不僅能吃，且能料理任何的食物，但她的味覺異常的糟糕。
100225	兀兒肯	再生的兀兒肯	Awakening Scenario	一個傲慢的年輕主人，夢想著統治世界。
100226	米拉	守護者 米拉	Awakening Scenario	忠誠的士兵。她主人的願望，就是自己的願望。
100230	維斯塔	熱血的維斯塔	Awakening Scenario	我不會有任何迷惘！恐懼什麼的，全部燒毀就好啦！
100232	墨爾波墨涅	無聊的墨爾波墨涅	Awakening Scenario	這個Child來的時後，帶著一把電吉他。「搖滾吧，寶貝！」
100234	緒林克斯	天真的緒林克斯	Awakening Scenario	「現在，看著我然後微微地笑。我總是跟你在同一陣線。」
100235	美狄亞	報復的美狄亞	Awakening Scenario	娃娃怎麼看都可愛，你不覺得嗎？你何不也成為我其中一隻娃娃呢？
100236	阿波羅	閃耀的阿波羅	Awakening Scenario	「向日葵的花語是『愛慕』。」
100238	弗林斯	固執的弗林斯	Awakening Scenario	我是唯一能守護姬瓦的人！
100239	以利亞	求道者以利亞	Awakening Scenario	一個孤獨徘徊的煉金術士總是在尋找真理。
100241	商籟	悲傷的商籟	Awakening Scenario	一個如幽靈般的大提琴手在鎮上表演著安魂曲。
100243	雅加	忠誠的雅加	Awakening Scenario	一個暗黑的信徒用魔鬼的力量施行奇跡。
100244	芙蘿拉	草原的芙蘿拉	Awakening Scenario	「花朵令人開心。如果世界上充滿著花朵，就不會再有爭吵了。」
100245	繆思	暗夜的繆思	Awakening Scenario	繆思，唯一穿過黑暗夜晚的孤獨音樂家，唱出人類的生命。
100247	巴風特	創造的巴風特	Awakening Scenario	「打造出一個可愛又可怕，暗黑又光明的東西！設計圖？當然是你自己想辦法做啊！」
100248	夏娃	禁忌的夏娃	Awakening Scenario	她不會停止的。夏娃已經回不去了，她被放逐人間，永遠地徘徊著。
100250	薩耳瑪西斯	你的薩耳瑪西斯	Awakening Scenario	永恆甜美的女英雄夢見她的白馬王子。
100251	芭絲黛特	野生的芭絲黛特	Awakening Scenario	貓之女神持著一把隱蔽的匕首，永遠藏匿於敵人的陰影之下。
100254	吉妮絲	名將吉妮絲	Awakening Scenario	這個喜怒無常但才華洋溢的作曲家，總不厭倦撰寫新的樂曲。
100256	邁達斯	沉著的邁達斯	Awakening Scenario	「維持中規中矩？不，謝了！享受當下才是真正重要的事。」
100257	提泰妮亞	決戰的提泰妮亞	Awakening Scenario	「我想要每個人都看到我變成妖精閃閃發亮的樣子。沒錯，烙印在你們的腦海吧！」
100259	瓦爾基麗	戰士瓦爾基麗	Awakening Scenario	一個從年輕女孩的執著中誕生的Child。為了守護重要的事物，需要的不是力量，而是意志。
100262	波摩納	花園的波摩納	Awakening Scenario	「我永遠不會變。而且請你也保有著原來的自己。」
100264	阿莫爾	獨白的阿莫爾	Awakening Scenario	這名弓箭手的箭一直減少，因為到處都是寂寞的人們。
100265	許普諾斯	夜下少女許普諾斯	Awakening Scenario	這名夢夜公主被困在一個幻覺世界裡。
100267	巴耳	狂暴的巴耳	Awakening Scenario	「正義？夢想？勇氣？！我最痛恨這種東西了！哈－哈－哈！」
100268	伊南娜	小丑伊南娜	Awakening Scenario	「當一個乖巧的Child多麼無趣阿！我要變成全世界都知道的大壞蛋！」
100269	魯薩爾卡	優柔寡斷的魯薩爾卡	Awakening Scenario	這名Child全心全意地歌唱著她秘密的愛情。
100271	艾波娜	冒險家艾波娜	Awakening Scenario	一名踏上未知旅程的冒險者，她的開拓者精神讓她能在魔界冒險。
100272	托特	嚴厲的托特	Awakening Scenario	「不管你怎麼說，都不可能將罪抹滅。照你的邏輯來看，道歉就沒有任何價值了。」
100273	艾蔻	歌唱的 艾蔻	Awakening Scenario	夢想成為巨星的歌手。\她的歌聲是征服舞台的強力武器。
100274	伊莉莎白	獨裁的伊莉莎白	Awakening Scenario	這位女士藏著只有她自己知道的秘密。甚至無人知道她在哪出生的。
100275	那伊阿得斯	做夢的那伊阿得斯	Awakening Scenario	「英俊的王子，泳裝寶貝在這裡喔。我們一起游泳吧！」
100276	塞美勒	破曉塞美勒	Awakening Scenario	成為魔王是嗎？真是微不足道的目標！\一切都會照他要的方向進行。
100280	伊絲塔	束縛的伊絲塔	Awakening Scenario	這個Child照著自己的意思穿著她的約束衣。也許某天她真正的本性就會顯露出來了。
100283	嫦娥	陽光的嫦娥	Awakening Scenario	人類的春天早已不存在。現在只有惡魔的春天。
100285	歐洛斯	開心的歐洛斯	Awakening Scenario	「雖然失去了記憶，但是我的心還在。你要不要吃點我的巧克力？」
100288	尤娜	閃耀的尤娜	Awakening Scenario	「我會成為你的指引燈。」
100289	迪娜希	小小的迪娜希	Awakening Scenario	「我是一名可愛又軟綿綿的Child♪\我們來玩玩吧！」
100290	A.I	A.I	Awakening Scenario	「晚安～★您的深夜小夥伴A.I在此★今天也在惡魔頻道給您帶來精彩的格鬥實況！」
100291	雷德克洛斯	守衛雷德克洛斯	Awakening Scenario	一名擁有騎士精神的Child，只為了保護弱者而戰！
100292	艾修	招攬客人的艾修	Awakening Scenario	「現在，下好離手！這個永遠不會結束的遊戲即將開始。第一個放棄的就輸了！」
100294	魔甘娜	海市蜃樓魔甘娜	Awakening Scenario	一個神秘的Child，悄悄地接近，然後像幻影一樣消失。
100296	瑪門	有野心的瑪門	Awakening Scenario	從契約者貪慾中誕生的傲慢的王者！這名Child生來就是要被崇拜的！
100298	黛娜	傳教的黛娜	Awakening Scenario	一名沐浴在榮光中，成為女神的Child。
100299	艾莉希恩	流浪的艾莉希恩	Awakening Scenario	為了尋找一個只有自己知曉的樂園，在海上自在漫遊的航海家。
100301	厄芮玻絲	控制者厄芮玻絲	Awakening Scenario	如果你想收服任何對象，\最好的方向就是讓對方跪下。
100302	忒提斯	悲慟的忒提斯	Awakening Scenario	困在悲嘆之海中的悲傷女神...
100303	阿塔蘭塔	突擊阿塔蘭塔	Awakening Scenario	一名冷酷的怪力少女。「我會用大鐵鎚來解決這個問題的！」
100304	克拉托斯	捕捉的克拉托斯	Awakening Scenario	「你犯規了，對吧？！我有一個禮物要給像你一樣的壞小子。是手銬喔 ♪」
100305	伊西斯	模仿的伊西斯	Awakening Scenario	一名擁有上千個面具的女孩。我會扮演任何你想要我扮演的部分。
100306	塞赫麥特	破壞的塞赫麥特	Awakening Scenario	「我們不需要說什麼！讓我們的拳頭為我們出聲吧！」
100308	毗盧婆	驅魔師毗盧婆	覺醒劇情	聖者的寂光照耀無明之時，\末法大地上的寶劍將閃耀光芒。
100309	阿斯塔蒂	白阿斯塔蒂	Awakening Scenario	在這名Child純白的衣裝之下，隱藏的是漆黑的惡意。
100310	希栢利	小公主希栢利	Awakening Scenario	當你從一切的束縛中解脫之後就來找我吧，一個永恆的樂園正等著你！
100311	伊登	花園的伊登	Awakening Scenario	你真的覺得你比我美嗎？
100313	厄洛斯	沉默的厄洛斯	Awakening Scenario	在閃動著光芒的刀刃背面，浮現了一名Child的輪廓，正在嫉妒的笑著…
100314	歐洛拉	西方的歐洛拉	Awakening Scenario	這顆心的主人就像黎明的光，默默地保護著她所愛的人。
100315	塞莎特	奔跑的塞莎特	Awakening Scenario	「真相就好像未完成的難題。現在，讓我們一起把所有碎片拼湊起來吧。」
100316	維多莉絲	鏡之維多莉絲	Awakening Scenario	「一起骰骰子試試看我們的運氣吧！你總要嘗試才知道會發生什麼事！」
100317	荷莫妮雅	守護者荷莫妮雅	Awakening Scenario	我無法忍受對弱者的欺凌。\就算對象是惡魔也一樣。
100319	梅林	異界的梅林	Awakening Scenario	在被一個無聊的惡魔召喚後，小不點魔法師梅林，在現實世界登場了！
100322	派羅	灼熱的派羅	Awakening Scenario	看清楚了！我美妙的身體！我柔軟的肌肉和熾熱的心！
100323	黑卡蒂	夢想的黑卡蒂	Awakening Scenario	你那不切實際，有點喜怒無常的愛人。
100324	塔爾塔洛斯	深淵的塔爾塔洛斯	Awakening Scenario	在深淵中沉睡的王回歸了！
100328	朱庇特	小試身手朱庇特	Awakening Scenario	「皇冠只有一頂。你或我，我們來看看誰值得擁有它？」
100330	狼人	月光狼人	Awakening Scenario	愛惡作劇的狼在滿月之夜覺醒了。
100333	尤彌爾	冰刃尤彌爾	Awakening Scenario	一個什麼願望都沒有的冷酷Child。
100334	阿特羅波斯	疾走的阿特羅波斯	Awakening Scenario	熱血的羽球選手阿特羅波斯。「奔跑向前絕不回頭！」
100335	亞娜	滿月亞娜	Awakening Scenario	「我的名字是亞娜。我是殘殺瘟疫之神的黑色蝴蝶。」
100336	艾德拉多	恍惚的艾德拉多	Awakening Scenario	「如果你願意的話，我可以跟你分享寶物。不管你富裕或是貧窮，我都不在乎。」
100337	艾雅	川流艾雅	Awakening Scenario	我知道自己繼續像川流一樣飄蕩，一定就會到達那裡。\至於「那裡」是哪，我也不太確定…
100338	魯道夫	不請自來的魯道夫	Awakening Scenario	「你真的滿貪心的耶～禮物不給你囉？」
100340	瑪弗德特	正義的瑪弗德特	Awakening Scenario	「用掉的子彈永遠不會回來。繼續在你所相信的道路上勇往直前！」
100341	薇薇安	糾纏的薇薇安	Awakening Scenario	我們邊曬太陽邊喝點茶如何呢？\我會把你的話都放在心中的。
100342	布朗尼	情報員布朗尼	Awakening Scenario	歷史上最可愛又最強的情報屋。「不管任何情報都能蒐集到喔！」
100343	斯庫爾德	詛咒的斯庫爾德	Awakening Scenario	「我是斯庫爾德，掌控著世界的命運。我有足以讓宇宙毀滅的秘密。」
100344	雷亞西爾維亞	誘惑天使雷亞西爾維亞	Awakening Scenario	惡魔先生…\請讓我成為偉大的母親。
100345	達芙妮	幻想的達芙妮	Awakening Scenario	「你絕對不能放棄。否則我們的烏托邦有可能會消失！」
100346	阿爾戈斯	電光阿爾戈斯	Awakening Scenario	「噢，我犯了一個錯！你願意原諒我嗎，主人？」
100347	海克力士	鬥志高昂的海克力士	Awakening Scenario	海克力士，沒人能阻止他不屈不撓的挑戰。「用你自己的力量來證明你的存在！」
100348	達奴	一觸即發的達奴	Awakening Scenario	自我中心的的英雄達奴。「是好人還是壞人，都由我來決定！」
100350	泰風	暗夜祭 泰風	Awakening Scenario	不給糖就搗蛋！\啊，你沒被嚇到嗎？
100351	梅芙	和諧的梅芙	Awakening Scenario	「不給糖就搗蛋！溫柔的惡魔要對你惡作劇囉～？」
100352	狄雅努斯	夜之狄雅努斯	Awakening Scenario	好好看清楚囉！\我會把你吹得嚇嚇叫！
100355	艾麗	魔術師艾麗	Awakening Scenario	不給糖就搗蛋！\我有個有趣的故事。要聽嗎？
100359	坎普斯	欺瞞的坎普斯	Awakening Scenario	「那邊那位！可愛到不行的聖誕妖精登場了～ ♪」
100360	米里娜	榮耀的米里娜	Awakening Scenario	「一個女王的尊嚴不是從她的王冠而來。你可以承受皇冠的重量嗎？」
100364	阿羅漢	驅魔師_阿羅漢	Awakening Scenario	惡人，你所種下的惡因，\終有一天會報應在你的身上。
100365	妮可	神聖的妮可	Awakening Scenario	在聖誕節哭泣是不行的。我來告訴你為什麼：\聖誕老人最討厭煩人的孩子了。
100366	皮克希	想像的皮克希	Awakening Scenario	在隨處可見的妖精中，紅色皮克希是最忙碌的。
100369	達芙妮	騎士達芙妮	Awakening Scenario	前進吧！\我會守護你的後方！
100372	荷魯斯	沙漠的荷魯斯	Awakening Scenario	請別在意我！\我只是在追求夢想中的女孩。
100373	克麗歐佩特拉	輪迴的克麗歐佩特拉	Awakening Scenario	你們這些侵犯死亡之塔的眾人啊！\居然敢驚擾法老的沉眠！
100375	皮克希	混沌的皮克希	Awakening Scenario	在隨處可見的妖精中，黑色小精靈是最暴躁的。
100376	皮克希	光之皮克希	Awakening Scenario	在隨處可見的妖精中，白色皮克希是最吵鬧的。
100377	皮克希	沉默的皮克希	Awakening Scenario	在隨處可見的妖精中，藍色皮克希是最溫柔的。
100378	皮克希	嫩葉的皮克希	Awakening Scenario	在隨處可見的妖精中，綠色小精靈是最快樂的。
100379	芭絲特	唱歌的芭絲特	Awakening Scenario	對我來說，不論是生或死都與我無干！
100380	哈比	亡命者 哈比	Awakening Scenario	不用擔心。規則就是用來打破的！
100382	琉刻	卑微的仙女琉刻	Awakening Scenario	「偉大的瑪門大人萬歲！不論什麼樣的命令我都接受！…但是只看在有酬勞的份上喔。」
100383	赫爾	量身訂做 赫爾	Awakening Scenario	我從沒想過會與你再見…\好吧。妳好。我是量身訂做的赫爾。
100384	勞菲	量身訂做勞菲	Awakening Scenario	妳好。我是勞菲。\請幫我向洛基問好。
100385	堤喀	天真無邪堤喀	Awakening Scenario	我祈禱你會找到幸福。\但如果沒找到可別怪我。
100386	緹絲貝	逃亡緹絲貝	Awakening Scenario	帶我到樂園吧。\在那個...永恆的光芒只為我閃耀的地方。
100388	摩根	女僕摩根	Awakening Scenario	「你是我的新主人嗎？對不起我沒有早點來。」
100389	娜塔莉絲	開戰娜塔莉絲	Awakening Scenario	「精彩的娛樂表現！ 至少比Evil頻道還刺激！」\新邪惡之花娜塔莉絲登場！
100390	維爾德	渴望的維爾德	Awakening Scenario	一個可憐的管家，一直無法找到值得侍奉的主人。
100391	莎樂美	舞者莎樂美	Awakening Scenario	我會跳出最偉大的舞蹈。\不斷嘗試登上巔峰的舞者。
100392	迪朗達爾	虛幻的迪朗達爾	Awakening Scenario	我會成為魯弗斯大人的不敗之劍。
100393	布麗姬	魅力的布麗姬	Awakening Scenario	你可以讓我開心嗎？\我並沒有在追尋愛情或者信賴。甚至沒有在追尋友情。
100394	盧茵	盲信的盧茵	Awakening Scenario	如你所願，魯弗斯大人。
100395	巴托里	淑女巴托里	Awakening Scenario	從現在開始，妳就是我的新娘。\我發誓會保護妳。
100396	未知者	做夢的未知者	Awakening Scenario	平安夜、聖善夜…\一位Child或者惡魔都沒有…
100397	希爾德	神槍手希爾德	Awakening Scenario	你要去哪裡啊，小不點客人？你無處可逃了喔。
