// key	HECATE_STORY_TITLE_	HECATE_STORY_DESC_
100140005	Fox in Love(2/2)	
100140006	New Creation(1/2)	
100140007	New Creation(2/2)	
100140008	Hidden Truth(1/2)	
100140009	Hidden Truth(2/2)	
100146001	Succubus Trade Secret	
100146002	Succubus Key Principle	
100146003	Hopeless Demon Trainer	
100147001	Satan Maker	
100147002	Succubus Day Off	
100147003	The Taming of the Shrew	
100148001	Walk to the Infernal Realm	
100148002	A Day in the Life of Davi	
100148003	The Little Succubus	
100149001	Hi-Yah!	
100149002	How to Babysit	
100149003	Not Alone	
100150001	Who's the strongest?	
100150002	Her Revenge	
100150003	Her Pitiful Friend	
100152001	Two Idiots	
100152002	Welcome	
100152003	Bird Born from Ash	
100153001	True Frigga	
100153002	I can protect myself!	
100153003	Little Master's Hidden Power	
100154001	Cross Every "T"	
100154002	It's all about money!	
100154003	The Snob and the Succubus	
100155001	The Queen's Master	
100155002	Considerate Master	
100155003	Everyone Starts Somewhere	
100156001	Thoughtless Deino	
100156002	Accident-Prone Deino	
100156003	Totally Unhelpful Deino	
100157001	Miss Captain	
100157002	A Hero's Return	
100157003	Resolve	
100158001	Visit	
100158002	Advice	
100158003	Powerful Prescription	
100159001	Love for Sheep...	
100159002	Do what your master says!	
100159003	Astraea's Hero	
100162001	It's Hard to Become Human	
100162002	Birth of Cu Sith	
100162003	Locked-On to Master	
100163001	Secrets Between Friends	
100163002	Our Friend	
100163003	Song for a Doll	
100164001	Fearsome Eris	
100164002	Teaching Master a Lesson	
100164003	Eris's Worries	
100165001	Dice of Fortune	
100165002	Coward vs. Vertigo	
100165003	A New Gamble	
100167001	What the hell is this?!	
100167002	Game Over	
100167003	Mayahuel's Master	
100168001	Prologue	
100168002	Needless Fear	
100168003	Eos's Hobby	
100169001	Hero's Distress	
100169002	Dreams of Being a Hero	
100169003	Eternal Friendship	
100170001	Make Breakfast!	
100170002	Get Lunch!	
100170003	Minor Evening Chitchat	
100171001	Shine like the Moon	
100171002	Master! Listen to me!	
100171003	Shining Heart	
100172001	Hard-Boiled	
100172002	Paradox	
100172003	Climax	
100173001	Meow meow mew!	
100173002	Meow meow meow!	
100173003	Mew meow meow!	
100174001	Far Too Immature Girl I	
100174002	Far Too Immature Girl II	
100174003	Why I'm a Maid	
100175001	Master's Pet Cat	
100175002	Pure Simple Demon	
100175003	Please Protect the Demon	
100176001	The Great Escape	
100176002	Shall we take a walk?	
100176003	Qualities of a Leader	
100177001	I'm Home	
100177002	You've Got Mail	
100177003	Expert Negotiator	
100178001	Hermes' Shopping Spree	
100178002	Flowers, Flowers Everywhere	
100178003	Wistful Inside	
100179001	Back Off	
100179002	Kid Style	
100179003	Emperor's Idea	
100181001	Her Lie	
100181002	Her Misunderstanding	
100181003	Her True Volition	
100182001	Justice Shamash	
100182002	Give me another chance...	
100182003	Master's Rules	
100183001	Peace Breaker	
100183002	Queen's Warning	
100183003	Serpent's True Feelings	
100185001	Grown-Up	
100185002	Going to America	
100185003	Just Make a Family	
100186001	Floating with the Tide	
100186002	Trials and Tribulations	
100186003	Same Space, Different Worlds	
100187001	It All Comes Down to Aria!	
100187002	Master's Pop Star	
100187003	Master is Aria's Joy	
100188001	Ill-Tempered Hestia	
100188002	Friendly Hestia	
100188003	Kind Hestia	
100189001	Poor, Innocent Revenge	
100189002	Say My Name	
100189003	Disparate Rules	
100190001	Rest for a Demon	
100190002	Prayer for Rest	
100190003	Truth Seeker	
100191001	Beginnings	
100191002	Bad Boy Frej	
100191003	Reasons	
100192001	Next Possible Archfiend	
100192002	New World	
100192003	Acting like a Big Shot	
100193001	What Are You Thinking?	
100193002	I Know What You're Thinking	
100193003	Open Up to Me	
100194001	Moon, Master, and Comrades	
100194002	A Friend Who has Your Back	
100194003	New Sun	
100196001	Holy Jeanne	
100196002	Run Demon Run	
100196003	Demon Salvation	
100197001	Unfamiliar Guest	
100197002	Black Sheep	
100197003	Contest	
100198001	Forbidden Desire	
100198002	Training	
100198003	Karma	
100199001	Miss Tisiphone	
100199002	Tisiphone's Revenge	
100199003	What Men Need	
100200001	Crossroad Demon	
100200002	Saturday Night Fever	
100200003	I Dream of Siren	
100201001	Box Office Wonder	
100201002	Toxic	
100201003	Rainy Vow	
100202001	To tell the truth, she...	
100202002	The Letter's Contents	
100202003	One day, I'll deliver this letter...	
100203001	Legendary Monster	
100203002	Education	
100203003	Descent From On High	
100204001	Adorable Master	
100204002	Sweet-Smelling Woman	
100204003	Honey's Warning	
100205001	Silk-Wrapped Needle	
100205002	Tongue of Honey, Guts of Steel	
100205003	Falsehood in Advertising	
100206001	Requiem	
100206002	Death-Seeking Child	
100206003	Birth of a Grim Reaper	
100207001	What I'm trying to say is...	
100207002	True Identity	
100207003	She Has One Skill	
100208001	Do It Better	
100208002	Stronger Than Now	
100208003	Act Cleanup	
100211001	Look out, young man!	
100211002	Fenrir's Anguish	
100211003	Passionate Fenrir	
100212001	The Loner and the Pessimist	
100212002	Dancing Dream	
100212003	In Search of a Dream	
100213001	Vivacious Support	
100213002	Morning Workout	
100213003	Heart Aflutter	
100218001	Intuition	
100218002	Entwined Fate	
100218003	No More Games	
100219001	Keep It Secret...	
100219002	Respect One's Demons	
100219003	Love	
100221001	Cooking Talent	
100221002	Witch's Potion	
100221003	Unexpected Waste	
100225001	Who's the master?	
100225002	Ambitions of a Boy	
100225003	Muppet Dog	
100226001	1.Unruly Master	
100226002	2.How to Get an Archfiend Body	
100226003	3.Two Wishes	
100230001	Vengeful Bloodbath	
100230002	I want to know!	
100230003	I'm my own worst enemy!	
100232001	Heavy Metal Spirit!	
100232002	True Metalhead	
100232003	Metal is rage!	
100234001	A Cautious Tale	
100234002	A Frank Tale	
100234003	A Trustworthy Tale	
100235001	The Stressed-Out Woman	
100235002	Reason for Bullying	
100235003	The Doll I Really Want	
100236001	Bambi and the Hunter	
100236002	Diamond in the Rough	
100236003	The Sun Never Sets	
100238001	Resilient Heart	
100238002	The Queen is Number One	
100238003	Even If We're Apart...	
100239001	Lonely Alchemist	
100239002	Alchemist's Woes	
100239003	Kind Demon	
100241001	Melancholy Ghost	
100241002	Birth of a Musician	
100241003	Consoling Grief	
100243001	Witch's Broom	
100243002	Inescapable Bonds	
100243003	The Witch and the Demon	
100244001	Flower Girl	
100244002	Don't Fight	
100244003	Beautiful Flower Bed	
100245001	For the Demon's World	
100245002	Silent Singer	
100245003	Hymn of Evil	
100247001	She's so inconsiderate!	
100247002	She’s always dissatisfied!	
100247003	I just wanted acceptance...	
100248001	Whimsy	
100248002	Original Sin	
100248003	Paradise Lost	
100250001	Lisa's Love?	
100250002	Don't Give Up	
100250003	Don't Be Lonely	
100251001	Secret Gaze	
100251002	Cat's Advice	
100251003	Hurry and hide!	
100254001	Quiet in the House	
100254002	A Composer's Night	
