// key	SKILL_TARGET_
439	Dark Type enemy(ies) (PvE)
44	Light Type ally(ies) (5-person Giant Bosses)
440	enemy(ies) (Venom-inflicted)
441	Attacker enemy(ies) (PvE)
442	enemy(ies) (PvE, Defender)
443	enemy(ies) (PvE, Healer)
444	enemy(ies) (PvE, Debuffer)
445	enemy(ies) (PvE, Supporter)
446	enemy(ies) (PvE, Debuffed)
447	enemy(ies) (PvE, Buffed)
448	enemy(ies) (Skill DEF Debuffed)
449	enemy(ies) (Skill DEF Buffed)
45	Dark Type ally(ies) (5-person Giant Bosses)
450	enemy(ies) (Time-based Debuffed)
451	enemy(ies) (Underground, High ATK)
452	enemy(ies) (Recovery Blocked)
453	enemy(ies) (Healing/Vampirism)
454	enemy(ies) (Many Debuffs)
455	enemy(ies) (Few Buffs)
456	enemy(ies) (Few Debuffs)
457	enemy(ies) (PvP, Low HP)
458	enemy(ies) (PvP, Low HP)
459	enemy(ies) (Race Challenge)
46	ally(ies) (Skill-charging)
460	Water Type enemy(ies) (Race Challenge)
461	Fire Type enemy(ies) (Race Challenge)
462	Wood Type enemy(ies) (Race Challenge)
463	Light Type enemy(ies) (Race Challenge)
464	Dark Type enemy(ies) (Race Challenge)
465	enemy(ies) (Nullified)
466	enemy(ies) (PvP, Buffed)
467	enemy(ies) (PvP, Many Buffs)
468	Water Type enemy(ies) (Low HP)
469	Fire Type enemy(ies) (Low HP)
47	ally(ies) (Frozen)
470	Wood Type enemy(ies) (Low HP)
471	Light Type enemy(ies) (Low HP)
472	Dark Type enemy(ies) (Low HP)
473	Water Type enemy(ies) (Low HP)
474	Fire Type enemy(ies) (Low HP)
475	Wood Type enemy(ies) (Low HP)
476	Light Type enemy(ies) (Low HP)
477	Dark Type enemy(ies) (Low HP)
478	enemy(ies) (20-person Giant Bosses, Buffed)
479	enemy(ies) (20-person Giant Bosses, Guard Buff)
480	enemy(ies) (20-person Giant Bosses, Skill Damage Buffed)
481	enemy(ies) (20-person Giant Bosses, Skill DEF Buffed)
482	enemy(ies) (20-person Giant Bosses, Growth Buff)
483	enemy(ies) (20-person Giant Bosses, Switch Buff)
484	enemy(ies) (20-person Giant Bosses, Time-based Buff)
485	enemy(ies) (20-person Giant Bosses, Probability-based Buff)
486	Water Type enemy(ies) (Debuffed)
487	Fire Type enemy(ies) (Debuffed)
488	Wood Type enemy(ies) (Debuffed)
489	Light Type enemy(ies) (Debuffed)
490	Dark Type enemy(ies) (Debuffed)
491	enemy(ies) (Allured)
492	enemy(ies) (Invincible)
493	enemy(ies) (PvE, Low HP)
494	enemy(ies) (PvP, Low ATK)
495	enemy(ies) (Low ATK)
496	enemy(ies) (PvP, Few Buffs)
497	Water Type enemy(ies) (Attacker)
498	Fire Type enemy(ies) (Attacker)
499	Wood Type enemy(ies) (Attacker)
5	Childs
50	ally(ies) (20-person Giant Bosses)
500	Light Type enemy(ies) (Attacker)
501	Dark Type enemy(ies) (Attacker)
502	enemy(ies) (Electrocuted)
503	enemy(ies) (Higher HP Than Self)
504	enemy(ies) (Higher HP Than Self)
505	enemy(ies) (PvP, Higher HP Than Self)
506	enemy(ies) (PvP, Higher HP Than Self)
507	enemy(ies) (PvP, DoT)
508	enemy(ies) (Blinded)
509	Water Type enemy(ies) (Giant Boss, High ATK)
51	Water Type ally(ies) (20-person Giant Bosses)
510	Fire Type enemy(ies) (Giant Boss, High ATK)
511	Wood Type enemy(ies) (Giant Boss, High ATK)
512	Light Type enemy(ies) (Giant Boss, High ATK)
513	Dark Type enemy(ies) (Giant Boss, High ATK)
514	Water Type enemy(ies) (PvP, Debuffer)
515	Fire Type enemy(ies) (PvP, Debuffer)
516	Wood Type enemy(ies) (PvP, Debuffer)
517	Light Type enemy(ies) (PvP, Debuffer)
518	Dark Type enemy(ies) (PvP, Debuffer)
519	Water Type enemy(ies) (PvP, High ATK)
52	Fire Type ally(ies) (20-person Giant Bosses)
520	Fire Type enemy(ies) (PvP, High ATK)
521	Wood Type enemy(ies) (PvP, High ATK)
522	Light Type enemy(ies) (PvP, High ATK)
523	Dark Type enemy(ies) (PvP, High ATK)
524	enemy(ies) (Invincibility-removed)
525	enemy(ies) (PvP, Barriered)
526	enemy(ies) (PvP, Guard Buff)
527	enemy(ies) (5-person Giant Bosses, Low ATK)
528	enemy(ies) (PvP, Skill-charging)
529	Water Type enemy(ies) (PvP, Low HP)
53	Wood Type ally(ies) (20-person Giant Bosses)
530	Fire Type enemy(ies) (PvP, Low HP)
531	Wood Type enemy(ies) (PvP, Low HP)
532	Light Type enemy(ies) (PvP, Low HP)
533	Dark Type enemy(ies) (PvP, Low HP)
534	enemy(ies) (PvP, High DEF)
535	enemy(ies) (Except Water Type)
536	enemy(ies) (Except Fire)
537	enemy(ies) (Except Wood Type)
538	enemy(ies) (Except Light Type)
539	enemy(ies) (Except Dark Type)
54	Light Type ally(ies) (20-person Giant Bosses)
540	enemy(ies) (On Cooldown)
541	enemy(ies) (PvP, On Cooldown)
542	enemy(ies) (PvP, High HP)
543	enemy(ies) (PvP, High HP)
544	Random enemy(ies) (Ragna:burst)
545	Water Type enemy(ies) (Ragna:burst)
546	Fire Type enemy(ies) (Ragna:burst)
547	Wood Type enemy(ies) (Ragna:burst)
548	Light Type enemy(ies) (Ragna:burst)
549	Dark Type enemy(ies) (Ragna:burst)
55	Dark Type ally(ies) (20-person Giant Bosses)
550	enemy(ies) (PvP, Debuffed)
551	enemy(ies) (PvP, 50%% or Lower HP)
552	enemy(ies) (Damage-resonated)
56	Water Type Attacker
57	Fire Type Attacker ally(ies)
58	Wood Type Attacker ally(ies)
59	Light Type Attacker ally(ies)
6	ally(ies) (Dead)
60	Dark Type Attacker ally(ies)
61	ally(ies) (DoT status)
62	ally(ies) (Stunned)
63	ally(ies) (Petrified)
64	ally(ies) (Petrified/Frozen)
65	ally(ies) (Skill Damage Debuffed)
66	ally(ies) (Low HP)
67	ally(ies) (High HP)
68	ally(ies) (Dead, Illusion)
69	ally(ies) (Guard Buff)
7	ally(ies) (Dead)
70	ally(ies) (Barriered)
71	ally(ies) (Bleeding)
72	ally(ies) (Focus)
73	ally(ies) (Grazed)
74	Water Type ally(ies) (High ATK)
75	ally(ies) (Confused/Fortitude)
76	ally(ies) (Cursed)
77	ally(ies) (Time-based Buffed)
78	ally(ies) (Poisoned)
79	ally(ies) (Fortitude)
8	ally(ies) (Low HP)
80	ally(ies) (PvP)
81	Water Type ally(ies) (PvP)
82	Fire Type ally(ies) (PvP)
83	Wood Type ally(ies) (PvP)
84	Light Type ally(ies) (PvP)
85	Dark Type ally(ies) (PvP)
86	Self (5-person Giant Bosses)
87	ally(ies) (Highest AGL)
88	ally(ies) (Highest CRT)
89	ally(ies) (Low HP)
9	Allies of the Same Type as Skill
90	ally(ies) (High HP)
91	Fire Type ally(ies) (High ATK)
92	Wood Type ally(ies) (High ATK)
93	Light Type ally(ies) (High ATK)
94	Dark Type ally(ies) (High ATK)
95	Self (Underground)
96	ally(ies) (Underground)
97	Water Type ally(ies) (Underground)
98	Fire Type ally(ies) (Underground)
99	Wood Type ally(ies) (Underground)
