// key	RECIPE_NAME_	RECIPE_DESC_
50345	增幅攻击力核心材料2	活动配方。\可以在活动期间用来锻造。
50346	增幅防御力核心材料2	活动配方。\可以在活动期间用来锻造。
50347	增幅敏捷度核心材料2	活动配方。\可以在活动期间用来锻造。
50348	增幅暴击核心材料2	活动配方。\可以在活动期间用来锻造。
50349	夏日温泉造型可选礼盒	活动配方。\可以在活动期间用来锻造。
50350	缟玛瑙	活动配方。\可以在活动期间用来锻造。
50351	水果椰子汁	活动配方。\可以在活动期间用来锻造。
50352	中秋美人夏娃	活动配方。\可以在活动期间用来锻造。
50353	失乐园夏娃	活动配方。\可以在活动期间用来锻造。
50354	5★召唤券制作	活动配方。\可以在活动期间用来锻造。
50355	5★棱镜魂之歌牌召唤券	活动配方。\可以在活动期间用来锻造。
50356	5★魂之歌牌召唤券制作	活动配方。\可以在活动期间用来锻造。
50357	苍蓝提灯	活动配方。\可以在活动期间用来锻造。
50358	火红提灯	活动配方。\可以在活动期间用来锻造。
50359	翠绿提灯	活动配方。\可以在活动期间用来锻造。
50360	黄松提灯	活动配方。\可以在活动期间用来锻造。
50361	暗紫提灯	活动配方。\可以在活动期间用来锻造。
50362	+15武器研磨剂	活动配方。\可以在活动期间用来锻造。
50363	+15防具研磨剂	活动配方。\可以在活动期间用来锻造。
50364	+15饰品研磨剂	活动配方。\可以在活动期间用来锻造。
50365	苍蓝提灯	活动配方。\可以在活动期间用来锻造。
50366	火红提灯	活动配方。\可以在活动期间用来锻造。
50367	翠绿提灯	活动配方。\可以在活动期间用来锻造。
50368	黄松提灯	活动配方。\可以在活动期间用来锻造。
50369	暗紫提灯	活动配方。\可以在活动期间用来锻造。
50370	夏日西瓜	活动配方。\可以在活动期间用来锻造。
50371	4周年特别增幅核心可选礼盒	活动配方。\可以在活动期间用来锻造。
50372	4周年特别Child自选箱	活动配方。\可以在活动期间用来锻造。
50373	4周年特别温泉造型自选箱	活动配方。\可以在活动期间用来锻造。
50374	4周年特别棱镜歌牌自选箱	活动配方。\可以在活动期间用来锻造。
50375	4周年特别增幅核心幸运箱	活动配方。\可以在活动期间用来锻造。
50376	4周年特别限量核心幸运箱	活动配方。\可以在活动期间用来锻造。
50377	史诗人偶召唤券	活动配方。\可以在活动期间用来锻造。
50378	高级人偶召唤券	活动配方。\可以在活动期间用来锻造。
50379	人偶召唤券	活动配方。\可以在活动期间用来锻造。
50380	指甲	活动配方。\可以在活动期间用来锻造。
50381	染红的丝线	活动配方。\可以在活动期间用来锻造。
50382	锈钉	活动配方。\可以在活动期间用来锻造。
50383	落发	活动配方。\可以在活动期间用来锻造。
50384	5★Child召唤券	活动配方。\可以在活动期间用来锻造。
50385	5★棱镜魂之歌牌召唤券	活动配方。\可以在活动期间用来锻造。
50386	5★魂之歌牌召唤券	活动配方。\可以在活动期间用来锻造。
50387	增幅攻击力核心材料	活动配方。\可以在活动期间用来锻造。
50388	增幅防御力核心材料	活动配方。\可以在活动期间用来锻造。
50389	增幅敏捷度核心材料	活动配方。\可以在活动期间用来锻造。
50390	增幅暴击核心材料	活动配方。\可以在活动期间用来锻造。
50391	庆祝金币	活动配方。\可以在活动期间用来锻造。
50392	交换宝物	活动配方。\可以在活动期间用来锻造。
50393	交换紫水晶婚戒	活动配方。\可以在活动期间用来锻造。
50394	交换绿宝石婚戒	活动配方。\可以在活动期间用来锻造。
50395	交换石榴石婚戒	活动配方。\可以在活动期间用来锻造。
50396	交换黄宝石婚戒	活动配方。\可以在活动期间用来锻造。
50397	抽奖券A	活动配方。\可以在活动期间用来锻造。
50398	抽奖券B	活动配方。\可以在活动期间用来锻造。
50399	抽奖券C	活动配方。\可以在活动期间用来锻造。
50400	抽奖券D	活动配方。\可以在活动期间用来锻造。
50401	史诗人偶召唤券	活动配方。\可以在活动期间用来锻造。
50402	5★Child召唤券	活动配方。\可以在活动期间用来锻造。
50403	5★棱镜魂之歌牌召唤券	活动配方。\可以在活动期间用来锻造。
50404	高级人偶召唤券	活动配方。\可以在活动期间用来锻造。
50405	5★魂之歌牌召唤券	活动配方。\可以在活动期间用来锻造。
50406	增幅攻击力核心材料	活动配方。\可以在活动期间用来锻造。
50407	增幅防御力核心材料	活动配方。\可以在活动期间用来锻造。
50408	增幅敏捷度核心材料	活动配方。\可以在活动期间用来锻造。
50409	增幅暴击核心材料	活动配方。\可以在活动期间用来锻造。
50410	缟玛瑙	活动配方。\可以在活动期间用来锻造。
60201	常见人偶锻造	使用落发锻造常见至罕见等级人偶。
60202	罕见人偶锻造	使用锈钉锻造罕见至稀有等级人偶。
60203	稀有人偶锻造	使用染红的丝线锻造稀有至史诗等级人偶。
60204	史诗人偶锻造	使用指甲锻造史诗至传奇等级人偶。
60205	传奇人偶锻造	使用黑盐锻造传奇人偶。
60301	常见人偶再利用	重新利用常见人偶来锻造常见至罕见等级人偶。
60302	罕见人偶再利用	重新利用罕见人偶来锻造罕见至稀有等级人偶。
60303	稀有人偶再利用	重新利用稀有人偶来锻造稀有至史诗等级人偶。
60304	史诗人偶再利用	重新利用史诗人偶来锻造史诗至传奇等级人偶。
60401	填充棉锻造	使用人偶清洁剂与缟玛瑙锻造人偶经验值材料填充棉。
60402	棉花团锻造	使用人偶清洁剂与缟玛瑙锻造人偶经验值材料棉花团。
60403	老旧棉花锻造	使用人偶清洁剂与缟玛瑙锻造人偶经验值材料老旧棉花。
70001	簇I王挑战券锻造	锻造10张簇I王挑战券。
70002	簇II王挑战券锻造	锻造10张簇II王挑战券。
70003	簇I王挑战券特卖	从簇I王挑战券中回收落发。
70004	簇II王挑战券特卖	从簇II王挑战券中回收锈钉。
