// key	SKILL_TARGET_
285	ラグナバースト時、木属性の味方
286	ラグナバースト時、光属性の味方
287	ラグナバースト時、暗属性の味方
288	PvPでデバフ中の味方
289	自身より現在のHPが少ない味方
29	防御力が最も低い味方
290	自身より現在のHPが少ない味方
291	PvPで自身より現在HPの残りが少ない味方
292	PvP時、自身より現在のHPが少ない味方
293	HPの残りが50%%以下の味方
294	PvP時、HPの残りが50%%以下の味方
295	ダメージ共振中の味方
296	クールタイム中の味方
297	PvP時、クールタイム中の味方
298	自身を除くスキルクールタイム中の闇属性の味方
3	自身
30	ランダムで味方
31	自身を除く味方
311	スキルの属性と同じ属性の敵
317	攻撃型の敵
318	防御型の敵
319	回復型の敵
32	デバフ中の味方
320	妨害型の敵
321	補助型の敵
327	水属性の敵
328	火属性の敵
329	木属性の敵
33	睡眠中の味方
330	光属性の敵
331	暗属性の敵
332	攻撃力が最も高い敵
333	HPの残りが最も多い敵
334	HPの残りが最も少ない敵
335	防御力が最も高い敵
336	防御力が最も低い敵
337	ランダムで敵
338	デバフ中の敵
339	睡眠中の敵
34	沈黙中の味方
340	沈黙中の敵
341	気絶中の敵
342	混乱中の敵
343	バフ中の敵
344	回復中の敵
35	気絶または強打または石化中の味方
350	5体vs.巨大ボス戦での敵
351	5体vs.巨大ボス戦で水属性の敵
352	5体vs.巨大ボス戦で火属性の敵
353	5体vs.巨大ボス戦で木属性の敵
354	5体vs.巨大ボス戦で光属性の敵
355	5体vs.巨大ボス戦で暗属性の敵
356	スキルゲージが最も高い敵
357	凍結中の敵
358	持続ダメージデバフ中の敵
36	混乱中の味方
360	20体vs.巨大ボス戦での敵
361	20体vs.巨大ボス戦で水属性の敵
362	20体vs.巨大ボス戦で火属性の敵
363	20体vs.巨大ボス戦で木属性の敵
364	20体vs.巨大ボス戦で光属性の敵
365	20体vs.巨大ボス戦で暗属性の敵
366	気絶中の敵
367	石化中の敵
368	石化または凍結中の敵
369	スキルダメージデバフ中の敵
37	バフ中の味方
370	HPの残りが最も少ない敵
371	HPの残りが最も多い敵
372	保護系バフ中の敵
373	バリア中の敵
374	出血中の敵
375	集中バフ中の敵
376	擦過傷中の敵
377	水属性の攻撃力が最も高い敵
378	挑発無視バフ中の攻撃力が最も高い敵
379	混乱または忍耐中の敵
38	自身を除く味方
380	PvPでの敵
381	PvPで水属性の敵
382	PvPで火属性の敵
383	PvPで木属性の敵
384	PvPで光属性の敵
385	PvPで暗属性の敵
386	呪い中の敵
387	時間系バフ中の敵
388	中毒中の敵
389	忍耐中の敵
39	攻撃力が最も高い味方
390	機敏性が最も高い敵
391	クリティカルダメージが最も高い敵
392	HPの残りが最も少ない敵
393	HPの残りが最も多い敵
394	火属性の攻撃力が最も高い敵
395	木属性の攻撃力が最も高い敵
396	光属性の攻撃力が最も高い敵
397	暗属性の攻撃力が最も高い敵
4	味方
40	5体vs.巨大ボス戦での味方
400	アンダーグラウンドでの敵
401	アンダーグランド時、水属性の敵
402	アンダーグランド時、火属性の敵
403	アンダーグランド時、木属性の敵
404	アンダーグランド時、光属性の敵
405	アンダーグランド時、暗属性の敵
406	火傷中の敵
407	火傷または熱傷中の敵
408	水風船中の敵
409	デスヒール中の敵
41	5体vs.巨大ボス戦で水属性の味方
410	烙印中の敵
411	20体vs.巨大ボス戦時、水属性の攻撃力が最も高い敵
412	20体vs.巨大ボス戦時、火属性の攻撃力が最も高い敵
413	20体vs.巨大ボス戦時、木属性の攻撃力が最も高い敵
414	20体vs.巨大ボス戦時、光属性の攻撃力が最も高い敵
415	20体vs.巨大ボス戦時、暗属性の攻撃力が最も高い敵
416	バフが最も多い敵
417	20体vs.巨大ボス戦時、デバフ中の敵
418	5体vs.巨大ボス戦時、攻撃力が最も高い敵
419	5体vs.巨大ボス戦での敵
42	5体vs.巨大ボス戦で火属性の味方
420	スノーボム中の敵
421	5体vs.巨大ボス戦時、水属性の攻撃力が最も高い敵
422	5体vs.巨大ボス戦時、火属性の攻撃力が最も高い敵
423	5体vs.巨大ボス戦時、木属性の攻撃力が最も高い敵
424	5体vs.巨大ボス戦時、光属性の攻撃力が最も高い敵
425	5体vs.巨大ボス戦時、暗属性の攻撃力が最も高い敵
426	PvPで攻撃型の敵
427	PvPで防御型の敵
428	PvP時、回復型の敵
429	PvPで妨害型の敵
43	5体vs.巨大ボス戦で木属性の味方
430	PvPで補助型の敵
431	PvPで攻撃力が最も高い敵
432	バフまたはデバフが解除された敵
433	自身を除くHPが50%%以下の敵
434	PvEでの敵
435	PvE時、水属性の敵
436	PvE時、火属性の敵
437	PvE時、木属性の敵
438	PvE時、光属性の敵
439	PvE時、暗属性の敵
44	5体vs.巨大ボス戦で光属性の味方
440	猛毒中の敵
441	PvE時、攻撃型の敵
442	PvE時、防御型の敵
443	PvE時、回復型の敵
444	PvE時、妨害型の敵
445	PvE時、補助型の敵
446	PvE時、攻撃型の敵
447	PvE時、攻撃型の敵
448	スキル防御デバフ中の敵
449	スキル防御バフ中の敵
45	5体vs.巨大ボス戦で暗属性の味方
450	時間系デバフ中の敵
451	アンダーグランド時、攻撃力が最も高い敵
452	回復不可デバフ中の敵
453	回復または吸血中の敵
454	デバフが最も多い敵
455	バフが最も少ない敵
456	デバフが最も少ない敵
457	PvPでHPの残りが最も少ない敵
458	PvPでHPの残りが最も少ない敵
459	レースチャレンジでの敵
46	スキルチャージ中の味方
460	レースチャレンジ時、水属性の敵
461	レースチャレンジ時、火属性の敵
462	レースチャレンジ時、木属性の敵
463	レースチャレンジ時、光属性の敵
464	レースチャレンジ時、暗属性の敵
465	無力化デバフ中の敵
466	PvP時、バフ中の敵
467	PvPでバフが最も多い敵
468	水属性のHPの残りが最も少ない敵
469	火属性のHPの残りが最も少ない敵
47	凍結中の味方
470	木属性のHPの残りが最も少ない敵
471	光属性のHPの残りが最も少ない敵
472	暗属性のHPの残りが最も少ない敵
473	水属性のHPの残りが最も少ない敵
474	火属性のHPの残りが最も少ない敵
475	木属性のHPの残りが最も少ない敵
476	光属性のHPの残りが最も少ない敵
477	暗属性のHPの残りが最も少ない敵
478	20体vs.巨大ボス戦時、バフ中の敵
479	20体vs.巨大ボス戦時、保護系バフ中の敵
480	20体vs.巨大ボス戦時、スキルダメージバフ中の敵
481	20体vs.巨大ボス戦時、スキル防御バフ中の敵
482	20体vs.巨大ボス戦時、成長系バフ中の敵
483	20体vs.巨大ボス戦時、転換系バフ中の敵
484	20体vs.巨大ボス戦時、時間系バフ中の敵
485	20体vs.巨大ボス戦時、確率系バフ中の敵
486	水属性のデバフ中の敵
487	火属性のデバフ中の敵
488	木属性のデバフ中の敵
489	光属性のデバフ中の敵
490	暗属性のデバフ中の敵
491	魅惑中の敵
492	無敵中の敵
493	PvE時、HPの残りが最も低い敵
494	PvPで攻撃力が最も低い敵
495	攻撃力が最も低い敵
496	PvPでバフが最も少ない敵
497	水属性の攻撃型の敵
498	火属性の攻撃型の敵
499	木属性の攻撃型の敵
5	敵味方
50	20体vs.巨大ボス戦での味方
500	光属性の攻撃型の敵
501	暗属性の攻撃型の敵
502	感電中の敵
503	自身よりHPが多いの敵
504	自身よりHPが多いの敵
505	PvP時、自身よりHPが多いの敵
506	PvPで自身よりHPの残りが多い敵
507	PvP時、持続ダメージデバフ中の敵
508	失明中の敵
509	巨大ボス戦で水属性の攻撃力が最も高い敵
51	20体vs.巨大ボス戦で水属性の味方
510	巨大ボス戦時、火属性の攻撃力が最も高い敵
511	巨大ボス戦時、木属性の攻撃力が最も高い敵
512	巨大ボス戦時、光属性の攻撃力が最も高い敵
513	巨大ボス戦時、暗属性の攻撃力が最も高い敵
514	PvP時、水属性の妨害型の敵
515	PvP時、火属性の妨害型の敵
516	PvP時、木属性の妨害型の敵
517	PvP時、光属性の妨害型の敵
518	PvP時、暗属性の妨害型の敵
519	PvP時、水属性の攻撃力が最も高い敵
52	20体vs.巨大ボス戦で火属性の味方
520	PvPで火属性の攻撃力が最も高い敵
521	PvPで木属性の攻撃力が最も高い敵
522	PvPで光属性の攻撃力が最も高い敵
523	PvPで暗属性の攻撃力が最も高い敵
524	無敵が解除された敵
525	PvP時、バリア中の敵
526	PvP時、保護系バフ中の敵
527	5体vs.巨大ボス戦時、攻撃力が最も低い敵
528	PvPでスキルチャージ中の敵
529	PvPで水属性のHPの残りが最も少ない敵
53	20体vs.巨大ボス戦で木属性の味方
530	PvPで火属性のHPの残りが最も少ない敵
531	PvPで木属性のHPの残りが最も少ない敵
532	PvPで光属性のHPの残りが最も少ない敵
533	PvPで暗属性のHPの残りが最も少ない敵
534	PvPで防御力が最も高い敵
535	水属性を除く敵
536	火属性を除く敵
537	木属性を除く敵
538	光属性を除く敵
539	暗属性を除く敵
54	20体vs.巨大ボス戦で光属性の味方
540	クールタイム中の敵
541	PvP時、クールタイム中の敵
542	PvP時、HPの残りが最も多い敵
543	PvP時、HPの残りが最も多い敵
544	ラグナバースト時、ランダムで敵
545	ラグナバーストで水属性の敵
546	ラグナバーストで火属性の敵
547	ラグナバーストで木属性の敵
548	ラグナバーストで光属性の敵
549	ラグナバーストで暗属性の敵
55	20体vs.巨大ボス戦で暗属性の味方
550	PvP時、デバフ中の敵
551	PvP時、HP50%%以下の敵
552	ダメージ共振中の敵
56	水属性の攻撃型の味方
57	火属性の攻撃型の味方
58	木属性の攻撃型の味方
59	光属性の攻撃型の味方
6	死亡した味方
60	暗属性の攻撃型の味方
61	持続ダメージデバフ中の味方
62	気絶中の味方
63	石化中の味方
64	石化または凍結中の味方
65	スキルダメージデバフ中の味方
66	HPの残りが最も少ない味方
67	HPの残りが最も多い味方
68	死亡した味方のうち「幻影」の対象
69	保護系バフ中の味方
7	死亡した味方
70	バリア中の味方
71	出血中の味方
72	集中バフの味方
73	擦過傷中の味方
74	水属性の攻撃力が最も高い味方
75	混乱または忍耐中の味方
76	呪い中の味方
77	時間系バフ中の味方
78	中毒中の味方
79	忍耐中の味方
8	HPの残りが最も少ない味方
80	PvPでの味方
81	PvPで水属性の味方
82	PvPで火属性の味方
83	PvPで木属性の味方
84	PvPで光属性の味方
85	PvPで暗属性の味方
86	5体vs.巨大ボス戦での自身
87	機敏性が最も高い味方
88	クリティカルダメージが最も高い味方
89	HPの残りが最も少ない味方
9	スキルの属性と同じ属性の味方
90	HPの残りが最も多い味方
91	火属性の攻撃力が最も高い味方
92	木属性の攻撃力が最も高い味方
93	光属性の攻撃力が最も高い味方
94	暗属性の攻撃力が最も高い味方
95	アンダーグランド時、自身
96	アンダーグラウンドでの味方
97	アンダーグランド時、水属性の味方
98	アンダーグランド時、火属性の味方
99	アンダーグランド時、木属性の味方
