// key	RECIPE_NAME_	RECIPE_DESC_
50203	กล่องนำโชควัตถุดิบแก่นแท้	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50204	กล่องให้เลือกคอสตูมเฮฟเฟตัส	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50205	โอนิกซ์	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50206	ตั๋วอัญเชิญ_3-5★ 10 ครั้ง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50301	ราชินีวัวคาคัส	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50302	กระติกจำเป็น	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50303	ถุงมือของนักเล่นแร่แปรธาตุ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50304	ชุดเครื่องมือเล่นแร่แปรธาตุ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50308	หินที่ใช้สร้างอาวุธ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50309	หินที่ใช้สร้างเครื่องป้องกัน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50310	หินที่ใช้สร้างเครื่องประดับ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50311	กล่องให้เลือกไชลด์พิเศษครบรอบ 3 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50312	หินที่ใช้สร้างอาวุธ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50313	หินที่ใช้สร้างเครื่องป้องกัน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50314	หินที่ใช้สร้างเครื่องประดับ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50315	เครื่องมือที่ใช้สร้างอาวุธ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50316	เครื่องมือที่ใช้สร้างเครื่องป้องกัน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50317	เครื่องมือที่ใช้สร้างเครื่องประดับ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50318	กล่องให้เลือกโซลคาร์ต้าพิเศษครบรอบ 3 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50319	กล่องให้เลือกปริซึมคาร์ต้าพิเศษครบรอบ 3 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50320	กล่องให้เลือกสกินออนเซ็นพิเศษครบรอบ 3 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50321	ที่เพิ่มพูน กล่องนำโชคแก่นแท้พลังโจมตี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50322	ที่เพิ่มพูน กล่องนำโชคแก่นแท้พลังป้องกัน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50323	ที่เพิ่มพูน กล่องนำโชคแก่นแท้ความเร็ว	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50324	ที่เพิ่มพูน กล่องนำโชคแก่นแท้คริติคอล	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50325	วัตถุดิบแก่นแท้พลังโจมตีที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50326	วัตถุดิบแก่นแท้พลังป้องกันที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50327	วัตถุดิบแก่นแท้ความเร็วที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50328	วัตถุดิบแก่นแท้คริติคอลที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50329	โอนิกซ์	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50330	วัตถุดิบแก่นแท้พลังโจมตีที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50331	วัตถุดิบแก่นแท้พลังป้องกันที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50332	วัตถุดิบแก่นแท้ความเร็วที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50333	วัตถุดิบแก่นแท้คริติคอลที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50334	สูตรการหลอมโอนิกซ์I	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50335	สูตรการหลอมโอนิกซ์II	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50336	สูตรการหลอมโอนิกซ์III	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50337	กล่องให้เลือกไชลด์ฤดูร้อน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50338	การสร้างตั๋วอัญเชิญ 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50339	การสร้างตั๋วอัญเชิญโซลคาร์ต้าปริซึม 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50340	การสร้างตั๋วอัญเชิญโซลคาร์ต้า 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50341	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังโจมตี 1	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50342	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังป้องกัน 1	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50343	ที่เพิ่มพูน วัตถุดิบแก่นแท้ความเร็ว 1	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50344	ที่เพิ่มพูน วัตถุดิบแก่นแท้คริติคอล 1	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50345	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังโจมตี 2	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50346	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังป้องกัน 2	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50347	ที่เพิ่มพูน วัตถุดิบแก่นแท้ความเร็ว 2	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50348	ที่เพิ่มพูน วัตถุดิบแก่นแท้คริติคอล 2	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50349	กล่องให้เลือกสกินสปาฤดูร้อน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50350	โอนิกซ์	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50351	น้ำมะพร้าวผลไม้	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50352	ความงามกลางฤดูใบไม้ร่วงอีฟ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50353	แดนสวรรค์ที่สูญสิ้นอีฟ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50354	การสร้างตั๋วอัญเชิญ 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50355	การสร้างตั๋วอัญเชิญโซลคาร์ต้าปริซึม 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50356	การสร้างตั๋วอัญเชิญโซลคาร์ต้า 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50357	โคมไฟกระดาษสีฟ้า	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50358	โคมไฟกระดาษสีแดงสด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50359	โคมไฟกระดาษสีเขียวอมน้ำเงิน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50360	โคมไฟกระดาษสีเหลือง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50361	โคมไฟกระดาษสีม่วง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50362	ออร์บอาวุธ +15	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50363	ออร์บเครื่องป้องกัน +15	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50364	ออร์บเครื่องประดับ +15	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50365	โคมไฟกระดาษสีฟ้า	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50366	โคมไฟกระดาษสีแดงสด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50367	โคมไฟกระดาษสีเขียวอมน้ำเงิน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50368	โคมไฟกระดาษสีเหลือง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50369	โคมไฟกระดาษสีม่วง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50370	แตงโมหน้าร้อน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50371	กล่องให้เลือกแก่นแท้ที่เพิ่มพูนครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50372	กล่องให้เลือกไชลด์พิเศษครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50373	กล่องให้เลือกพลังสกินออนเซ็นพิเศษครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50374	กล่องให้เลือกปริซึมคาร์ต้าพิเศษครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50375	กล่องนำโชคแก่นแท้ที่เพิ่มพูนครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50376	กล่องนำโชคแก่นแท้แบบจำกัดครบรอบ 4 ปี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50377	ผู้ยิ่งใหญ่ตั๋วอัญเชิญหุ่นเชิด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50378	ระดับพรีเมียมตั๋วอัญเชิญหุ่นเชิด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50379	ตั๋วอัญเชิญหุ่นเชิด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50380	เศษเล็บ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50381	เส้นด้ายอาบสีแดง	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50382	เล็บขึ้นสนิม	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50383	เส้นผมที่สาบสูญ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50384	ตั๋วสุ่มไซค์ 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50385	ตั๋วอัญเชิญโซลคาร์ต้าปริซึม 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50386	ตั๋วอัญเชิญโซลคาร์ต้า 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50387	วัตถุดิบแก่นแท้พลังโจมตีที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50388	วัตถุดิบแก่นแท้พลังป้องกันที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50389	วัตถุดิบแก่นแท้ความเร็วที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50390	วัตถุดิบแก่นแท้คริติคอลที่เพิ่มพูน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50391	เหรียญทองฉลองครบรอบ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50392	แลกเปลี่ยนสมบัติ	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50393	แลกเปลี่ยนแหวนแต่งงานอเมทิสต์	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50394	แลกเปลี่ยนแหวนแต่งงานมรกต	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50395	แลกเปลี่ยนแหวนแต่งงานโกเมน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50396	แลกเปลี่ยนแหวนแต่งงานบุษราคัม	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50397	ตั๋วเข้าร่วม A	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50398	ตั๋วเข้าร่วม B	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50399	ตั๋วเข้าร่วม C	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50400	ตั๋วเข้าร่วม D	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50401	ผู้ยิ่งใหญ่ตั๋วอัญเชิญหุ่นเชิด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50402	ตั๋วสุ่มไซค์ 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50403	การสร้างตั๋วอัญเชิญโซลคาร์ต้าปริซึม 5★	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50404	ระดับพรีเมียมตั๋วอัญเชิญหุ่นเชิด	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50405	ตั๋วอัญเชิญโซลคาร์ต้า	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50406	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังโจมตี	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50407	ที่เพิ่มพูน วัตถุดิบแก่นแท้พลังป้องกัน	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50408	ที่เพิ่มพูน วัตถุดิบแก่นแท้ความเร็ว	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50409	ที่เพิ่มพูน วัตถุดิบแก่นแท้คริติคอล	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
50410	โอนิกซ์	สูตรอีเวนต์ช\สามารถนำไปใช้หลอมในระหว่างช่วงอีเวนต์ได้
60201	การสร้างหุ่นเชิดธรรมดา	สร้างหุ่นเชิดธรรมดาจนถึงหุ่นเชิดพิเศษด้วยเส้นผมที่สาบสูญ
60202	การสร้างหุ่นเชิดพิเศษ	สร้างหุ่นเชิดพิเศษจนถึงหุ่นเชิดหายากด้วยตะปูขึ้นสนิม
60203	การสร้างหุ่นเชิดหายาก	สร้างหุ่นเชิดหายากจนถึงหุ่นเชิดผู้ยิ่งใหญ่ด้วยเส้นด้ายอาบสีแดง
60204	การสร้างหุ่นเชิดผู้ยิ่งใหญ่	สร้างหุ่นเชิดผู้ยิ่งใหญ่จนถึงหุ่นเชิดในตำนานด้วยเศษเล็บ
60205	การสร้างหุ่นเชิดในตำนาน	สร้างหุ่นเชิดในตำนานด้วยเกลือสีเขม่าควัน
60301	การนำหุ่นเชิดธรรมดากลับมาใช้ใหม่	สร้างหุ่นเชิดพิเศษจนถึงหุ่นเชิดธรรมดาโดยการนำหุ่นเชิดธรรมดากลับมาใช้ใหม่
60302	การนำหุ่นเชิดพิเศษกลับมาใช้ใหม่	สร้างหุ่นเชิดหายากจนถึงหุ่นเชิดพิเศษโดยการนำหุ่นเชิดพิเศษกลับมาใช้ใหม่
60303	การนำหุ่นเชิดหายากกลับมาใช้ใหม่	สร้างหุ่นเชิดหายากจนถึงหุ่นเชิดผู้ยิ่งใหญ่โดยการนำหุ่นเชิดหายากกลับมาใช้ใหม่
