// key	BACKGROUND_IMAGE_NAME_	BACKGROUND_IMAGE_DESCRIPTION_
2059	礼拝堂	祓魔師が勤務しているという聖なる場所。
2060	学校の倉庫	特に不気味な気配が待つ待っているとある学校の倉庫だ。
2061	ビーチ	日に熱くなった砂がキラキラ輝いている。
2062	灯台	遠くに灯台が見える海の景色。
2063	トンネル	あまり人気のないトンネルだ。遠くに街灯の光が見えるがなぜか寒気がする…
2064	鉄の塔	美しい夕日に照らされている鉄の塔の景色。
2065	湖	下が見えるほど透き通った湖が絶景だ。
2066	湖の散策路	散策用の橋と湖がある景色。
2067	森の中	濃い草の匂いと土の匂いが程よく混じって、すがすがしい気持ちになる。
2068	湧水に行く道	石で作った階段がある湧水の道の景色。
2069	和食屋	本土で勉強した職人が直々に運営する高級和食屋。
2070	静かな公園	ゆっくり休める、木の陰が隠れたベンチがある。
2071	遊園地	少数のマニアたちがよく利用する小規模の遊園地。
2072	夜中の遊園地	パレードのため美しく飾ってある夜の遊園地。
2073	捨てられた遊園地	古い昔に捨てられた遊園地。止まっている観覧車が寂しく見える。
2074	ホッキョクグマの休憩所	ホッキョクグマさん、お疲れ様です。
2075	猿の檻	お互いにケンカで忙しい猿の檻。
2076	アクアリウム	とてつもない大きさの水中生物が泳いているアクアリウム。
2077	小道	でこぼこした土に赴きがある。
2078	夜市場	お祭り真っ最中の夜市場街。
2079	[名前なし]	誰には聖地と呼ばれている建築物がある景色。
2080	未使用	[説明なし]
2081	市場の小道	[説明なし]
2082	裏山の散策路	軽い散歩のコースとして愛用されている裏山の散策路。
2083	ビルの森	灰色のコンクリート建築物でいっぱいになった灰色の都市の景色。
2084	[名前なし]	いつも騒がしい大都市の交差点。
2085	教会の内部	息をするだけで聖なる気が肺に刺さる…
2086	主人公の部屋	新米悪魔補助金とバイト代をつぎ込まないと家賃が払えない。
2087	ランフェイの喫茶店	ランフェイが趣味で運営している喫茶店(？)。本人は喫茶店だと言うが…
2088	雨の線路	雨の降る駅の出口。
2089	主人公の家のキッチン	あらゆる事件や事故が起きている場所。
2090	総合運動場	特定のシーズンになれば歓声とともに酒の匂いで満ちる総合運動場。
2091	城門の広場	歴史が感じられる城門の広場。
2092	月夜のお寺	雲の後ろに隠れた月の光が静かなお寺の内部を照らしている。
2093	仏像	弥勒菩薩が優しい微笑みで見下ろしている。
2094	ヨガ教室	ヨガ教室の内部だ。
2095	主人公の家	平和な一人暮らしの部屋だ。
2096	主人公の家のトイレ	サキュバスたちが来てからお風呂用品が増えた。
2097	主人公のバイト先	家賃を稼ぐために毎日頑張って働いているコンビニ。
2098	コンビニの前	アルバイトをしているコンビニの前。
2099	赤い照明のスタジオ	あなたの傍に、チャンネルEvilの赤いスタジオ。
2100	青い照明のスタジオ	あなたの傍に、チャンネルEvilの青いスタジオ。
2101	朝の繁華街	観光客で賑わう早朝の繁華街。
2102	夜の繁華街	相変わらず賑わう夜の繁華街。
2103	超高層ビルの入口	超高層ビルの入り口だ。
2104	ゲーセン	ストレス発散のため、よく寄るゲーセンだ。お財布の事情で頻繁には来れない。
2105	超高層ビルの遠景	遠くに超高層ビルが見える距離の景色だ。
2106	古宮の湖	古宮が見えるきれいな湖。
2107	電波塔	電波塔が見える静かな街。
2108	夜の世界のホームセンター	怪しいものを売っている夜の世界のホームセンター。
2109	広場	時計塔がある広場だ。
2110	平和な教会	平和な教会。祓魔師多数勤務中。
2111	午後の工事現場	一人でいたいときにしばしば寄る静かな工事現場。
2112	夜中のコンビニ	駅の近くなので繁盛しているというライバルのコンビニだ。
2113	都市の上空	住宅街が見下ろせる。
2114	教会の内庭	十字架が飾ってある教会の内庭だ。
2115	法律事務所	モナが本来の主を騙して、相談所として愛用している法律事務所だ。
2116	十字路	クラクションの音が経たない賑わう都市の十字路。
2117	主人公のTV	アパートのリサイクル品捨て場から持ってきて何とか直したTVだ。
2118	横断歩道	信号待ちの時間が特に長い横断歩道だ。
2119	駐車場	電車の線路がある駐車場の景色だ。
2120	電波塔入口	電波塔の入り口だ。
2121	研究室	いつも違うことを研究している怪しい研究所だ。
2122	遊び場	ダビと隣人の友達が愛用している遊び場だ。
2123	トレーニング室	ピカピカに手入れされているトレーニング室だ。
2124	講義室	習いの道に終わりなどない。
2125	オフィス	あれこれ忙しい会社員の戦場。
2126	本屋	知識を増やすためには寄らないといけない本屋。あまり関係のない場所だ。
2127	ファミリーレストラン	現地人が運営するローカルフード店。
2129	廃工場	もはや廃墟と化した工場。
2130	廃ビル	人の足が絶たれた廃ビルだ。
2131	病院	デメテルの契約者が勤務していた病院。かなり大きな規模だ。
2133	夜間の噴水公園	LED照明で飾られた美しい噴水公園。
2134	隅田川の散策路	右側に隅田川が見えるきれいに整理されている散策路。
2135	駐輪場	駐輪所がある公園の外郭だ。
2136	公園の噴水	家族単位の訪問客が多いという噴水公園だ。
2137	サッカー場	グラウンドが草でできているサッカー場。
2139	野球場	観覧者の熱気で満ちた野球場だ。
2141	ファストフード店	大型ファストフード店。約束の場所として有名だ。
2142	ファストフード店のカウンター	空腹のお客さんが、注文したハンバーガーを待っている。
2144	学校の屋上	お昼の時間だけ利用できる学校の屋上だ。
2145	ショッピングセンター	大型デパートの内部にあるショッピングセンターだ。
2146	美術館	四半期ごとに展示のテーマが変わる現代美術館だ。
2147	丘	足の下から町が見下ろせる丘だ。
2148	お化け屋敷	お化けが出てくるという噂がある。誰かが住んでいるらしい。
2151	陸橋	本人の膝がどれだけ健康か試される陸橋だ。
2152	深夜のガソリンスタンド	深夜も営業している無人のガソリンスタンド。
2153	桜道	道路の両端に桜の木が並んでいる。
2154	桜の咲いた橋	美しい桜が咲いている春の景色だ。
2155	温泉商店	《悪魔にやさしいオーガニック温泉》の商店…だとか。
2157	古宮	空に向けてそっと持ち上がった瓦がかっこいい古宮だ。
2158	アンダーグラウンド	悪魔が駐屯中の閉鎖された地下鉄駅の内部。
2159	アンダーグラウンドのコロニー	アンダーグラウンドの補給品を保管している場所。
2160	校庭の並木	木の陰が垂れているグラウンド横の休憩所。
2161	警察署	犯罪通報は110番。
2164	モナの部屋	モナが勝手に作った派手な部屋。こんなスペースもともとなかった…
2175	命の橋	命の橋とは名ばかり。ここは悪魔たちの激戦地。
2176	Bar Replay	お酒は忘却の飲料だが、ここではその反対。
2177	夜中の歩行トンネル	夜中の歩行トンネルだ。ここもやはり悪魔の往来が多い。
2178	夜中の公園	月の光が照らされ始めた夜中の公園だ。
2179	総合運動場	スポーツマンたちの聖地、総合運動場。
2180	黄金のダンジョン	マンモン様が通った場所。
2181	カラオケボックス	ゲーセンにあるカラオケボックス。
2182	上空のオベリスク	都心に現れた怪しい建築物。
2183	オベリスク降臨	古代の悪魔が待っている神秘の巨大塔。
2184	オベリスクの墜落	ボロボロになったオベリスクが崩れている。悪魔の追従者たちが復旧する予定だ。
2185	クレオパトラのピラミッド	魔力で再建築した複雑な構造のオベリスク内、ピラミッド。
2186	ミケランジェロの壁画	魔力でシスティーナ礼拝堂の内部を複製した。
2187	ミケランジェロの回廊	要確認。
2188	魔界	混沌が川のように流れている魔界の首都。
2189	ハロウィンパーク	ハロウィンテーマ風の弘大遊び場付近の景色だ。
2196	緑色のダンジョン	緑色のオーラが流れている心の隙間。
2197	紅色のダンジョン	赤い色のオーラが流れている心の隙間。
2198	闇色のダンジョン	灰色のオーラが流れている心の隙間。
2199	紫色のダンジョン	赤紫色のオーラが流れている心の隙間。
2200	青色のダンジョン	青い色のオーラが流れている心の隙間。
2201	Re:birth ldb	《悪魔原型の心火エナジー研究所：夜の世界魔王争奪戦支部》の姿だ。
2203	クリスマスの街	ルドルフがアルバイトをしていたパン屋さん。
2204	クリスマスのデパート	クリスマスムードに染まったデパート。
2205	クリスマスの公園	クリスマスパレードの真っ最中の遊園地。
2222	法律事務所	心を開いて悩みを打ち明けてみてください。
2224	聖ミカエルの夜	聖なる夜…しかしどこかに邪悪な陰謀が待ち受けているかもしれない。
2240	歌姫のライブステージ♪	歓声に包まれた歌姫のライブステージ！
2241	昼の新市街	人間より建設中のビルのほうが多い昼の新市街。
2242	夜の新市街	悪魔も人間も見分けがつかないほど暗い夜の新市街。
2264	初日の出	ゆく年くる年。初日の出をあなたと共に…
2267	祓魔師協会	全ての祓魔師たちに平穏のあらんことを。
2268	壊滅した祓魔師協会	廃墟の奥に隠された謎。
2269	祓魔師協会の周辺	祓魔師を狂気に走らせた悪魔の力が漂う。
2289	夜の草原	身に染みてひたぶるにうら悲し、吹きすさぶのは黄泉の風なり。
2296	クリスマスの花火	華やかな花火でクリスマスを祝う。
2297	ロキの空間	ロキが作った空間。仮想か現実かはわからない。
2300	カフェループトップ	夕焼けを見渡せるループトップ。
2301	宇宙から見た地球	宇宙から見た地球。足元に月が見える。
2302	年越しの花火大会	新しい始まりを祝う打ち上げ花火。
2303	人形工場	実験は成功した。\早くお前の相棒を連れてこい。
2304	蒼穹の湖	青い空を映し出す湖。本当の愛が見つかる空間。
2305	星屑の湖	夜の星空を映し出す湖。心の余裕が見つかる空間。
2306	オルクスの研究所	魂を解剖する科学者オルクスの研究所。
2307	メトロシティ博物館の廊下	怪盗に備え、\たくさんのセキュリティ装置が隠されている。
2308	破壊されたリバースラビリンス	戦略ミスですね。\ここで交渉を持ちかけるなんて。
2309	メトロシティ博物館	ニューヨークにある博物館。\美術、文化、歴史など多様な資料が展示されている。
2310	怪盗のアジト	怪盗PHAN+ICのアジト。\誰にも見つからない場所に隠されている。
2311	阿羅漢のコスモフィールド	ごく僅かな祓魔師にしか具現化できない仮想空間。
2312	埃に覆われた聖ミカエル学院の校庭	聖なる学校で悪魔の気配が感じられる。
2313	カタコンベ	本来の目的を失った学校の隠れた空間。
2314	テレサのユニバース	望むものすべてが叶う空間。たとえ幻であっても。
2315	純粋な魂	メトロシティ博物館が誇る難攻不落のお宝。
2316	消えたお宝	消えた《純粋な魂》、怪盗の行方は？！
2317	ニューヨーク	ニューヨークにも影が差す瞬間がある。
2318	ニューヨークの夜	華麗なるニューヨークの夜。
2325	阿羅漢の家	女神が指差した先には、深い眠りについた少女がいた。
2326	試験の部屋	女神の座につくために耐えるべき闇と恐怖の時間。
2327	ネパールの街	遠くへ去った友の声に導かれ、ここにたどり着いた。
2328	ネパールのお祭り	日が暮れ、月が昇ると新たな景色が広がる。
2329	クマリの神殿	最も神々しく、最も孤独な空間。
2330	捨てられた寺院	捨てられた神の墓。敬拝するのは名もなき星のみ。
2331	凍り付いた彼女たち	手の届かぬところへ去ってしまった友よ。
2332	楽屋	プラネットパーティーの楽屋。\外にはファンの歓声が鳴り響く。
2335	アモス島の邸宅密室	アモス島に隠されたジュノーの密かな空間
2336	ジュノーとテイワズの邸宅	ジュノーとテイワズが住む邸宅の寝室。とにかく広い。
2337	ジュノーの庭園	毎日オデュッセウスが心を込めて手入れしている庭園。
2338	夜のジュノーの庭園	アモス島の夜は長い。
2339	ビーチ・クラブ	カクテルが何杯でも飲める、海辺のクラブ。
2340	リゾートの夜	豪華なリゾートで眺める、海辺の星空。
2341	夜のアモス島	真夏の暑さで活気づくアモス島の夜の街。
2342	テイワズの離れ家の寝室	ここでジュノーと夫婦ゲンカをしていたのは秘密。
2343	夜のテイワズの離れ家	テイワズだって、ひとりじゃ眠れない。
2344	テイワズの離れ家	テイワズの趣味による豪華な離れ家。
2345	ジヴァの病室	ある親切な悪魔の優しさが垣間見えるこじんまりとした病室。
2346	如意宝珠の世界	如意宝珠が作った白黒の奇妙な世界。
2347	D1サーキット	マッハの速度で走れる無限フィールドのサーキット。
2348	D1サーキットの観覧席	数千万の悪魔を収容できる観客席。
2349	ロキの如意宝珠	ロキの趣味に合わせて変化した如意宝珠。
2350	ユダのアジト	暗くてジメジメしている。
2351	ユダのユニバース	弱肉強食の世界。
2354	バベルの研究室	魔界の植物を栽培する秘密の研究室。
2355	謁見の間	地上に降臨した王を名乗るロキの、謁見の間。
2356	燃える如意宝珠	未知のウイルス、サラフワームがミトラの心を焼き尽くす。
2357	狂気のユニバース	サラフワームに侵された心は、地獄の業火のごとし。
2358	夜の廊下	誰もいない廊下で、用務員が笑い声を聞いたらしい。
2374	森の中の洞窟	深き森の奥で見つけた洞窟。誰かが住んでいた形跡が…？
2375	ユニバースに降る雨	ティタニアが泣き止むと雨が降り始め、炎は消えた。
2376	ミリアムのコスモフィールド	その名も、アイアンメイデン。
2377	バートリーのユニバース	自ら選んだ地獄だが、いつか天国の光が差すと信じて…
2378	繁華街のネオンサイン	ネオンサインが灯ると、夜の街が始まる。
2379	真夜中の主人公の家	静かすぎる主人公の家。
2381	ミリアムの家	かつてミリアムが家族とともに暮らした家。
2382	祓魔師協会ヨーロッパ支部	悠久なる信仰の歴史を持つ光の祭壇にも、影がある。
2383	悪魔信者の家	悪魔を信じた者たちの悲惨な末路。
2384	カドケウスの空間	深層心理の奥底で、カドケウスが舌なめずりをしている。
2385	病室	悪魔でも緊急時には人間界の病院を訪ねる。
2386	スタジオ	まったりと過ごせる家であり、熱気に満ちるスタジオでもある。
2387	提灯祭り	新年を迎え、今年の願いを込めた提灯を空に浮かべる。
2445	プラネットパーティーのステージ	プラネットパーティーの単独ステージ。\華麗なるパフォーマンスと感動的な歌で皆さんを楽しませます。
2454	クリスマスのスケートリンク	クリスマスはスケートリンクで楽しい時間を過ごそう。
2455	新年が明けた瞬間	まだ初日の出前なのに、空はすでに輝いている。
3	パープルムード	魔界の星空に似た紫の亜空間。
3046	湾岸エリアの遠景	都市の光が溶け込まれた、深い川の水が揺れている。
3059	礼拝堂	祓魔師が勤務しているという聖なる場所。
4	ゴールドムード	魔界の太陽の光に似た金色の亜空間。
5	グリーンムード	魔界のコケに似た緑色の亜空間。
6	レッドムード	魔界の溶岩に似た赤色の亜空間。
7	[名前なし]	[説明なし]
8	[名前なし]	[説明なし]
9	[名前なし]	[説明なし]
